method,missing_ratio,metric,mean,std,median,ci95_lo,ci95_hi,n
spherical_spline,0.1,snr,-4.5856,0.0,-4.5856,,,8
spherical_spline,0.1,dtw,,,,,,0
spherical_spline,0.2,mae,0.236,0.0,0.236,,,8
spherical_spline,0.2,rmse,0.6205,0.0,0.6205,,,8
spherical_spline,0.2,snr,-5.4084,0.0,-5.4084,,,8
spherical_spline,0.2,dtw,,,,,,0
spherical_spline,0.3,mae,0.3392,0.0,0.3392,,,8
spherical_spline,0.3,rmse,0.7606,0.0,0.7606,,,8
spherical_spline,0.3,snr,-4.9279,0.0,-4.9279,,,8
spherical_spline,0.3,dtw,,,,,,0
spline_surface,0.1,mae,0.3637,0.0,0.3637,,,8
spline_surface,0.1,rmse,1.7421,0.0,1.7421,,,8
spline_surface,0.1,snr,-12.9993,0.0,-12.9993,,,8
spline_surface,0.1,dtw,,,,,,0
spline_surface,0.2,mae,0.2117,0.0,0.2117,,,8
spline_surface,0.2,rmse,0.5802,0.0,0.5802,,,8
spline_surface,0.2,snr,-4.7129,0.0,-4.7129,,,8
spline_surface,0.2,dtw,,,,,,0
spline_surface,0.3,mae,0.3288,0.0,0.3288,,,8
spline_surface,0.3,rmse,0.7116,0.0,0.7116,,,8
spline_surface,0.3,snr,-4.128,0.0,-4.128,,,8
spline_surface,0.3,dtw,,,,,,0
temporal_laplacian,0.1,mae,0.4206,0.0981,0.4036,0.3386,0.5026,8
temporal_laplacian,0.1,rmse,0.4831,0.1011,0.4631,0.3986,0.5676,8
temporal_laplacian,0.1,snr,3.8766,2.0446,4.0132,2.1673,5.586,8
temporal_laplacian,0.1,dtw,,,,,,0
temporal_laplacian,0.2,mae,0.4454,0.0876,0.4311,0.3722,0.5187,8
temporal_laplacian,0.2,rmse,0.5179,0.0849,0.4995,0.447,0.5889,8
temporal_laplacian,0.2,snr,3.4379,1.8428,3.5375,1.8973,4.9785,8
temporal_laplacian,0.2,dtw,,,,,,0
temporal_laplacian,0.3,mae,0.4735,0.0744,0.459,0.4112,0.5357,8
temporal_laplacian,0.3,rmse,0.555,0.0642,0.5334,0.5014,0.6087,8
temporal_laplacian,0.3,snr,2.96,1.6265,3.0369,1.6002,4.3197,8
temporal_laplacian,0.3,dtw,,,,,,0
tikhonov,0.1,mae,0.2086,0.1478,0.1695,0.085,0.3321,8
tikhonov,0.1,rmse,0.335,0.124,0.2899,0.2313,0.4386,8
tikhonov,0.1,snr,14.4425,7.9293,13.9349,7.8134,21.0715,8
tikhonov,0.1,dtw,,,,,,0
tikhonov,0.2,mae,0.263,0.1269,0.2312,0.157,0.3691,8
tikhonov,0.2,rmse,0.4186,0.0934,0.3953,0.3405,0.4967,8
tikhonov,0.2,snr,12.7165,6.9725,12.2183,6.8873,18.5457,8
tikhonov,0.2,dtw,,,,,,0
tikhonov,0.3,mae,0.3243,0.1045,0.2996,0.2369,0.4116,8
tikhonov,0.3,rmse,0.506,0.0672,0.4793,0.4499,0.5622,8
tikhonov,0.3,snr,11.0772,6.0579,10.5948,6.0127,16.1417,8
tikhonov,0.3,dtw,,,,,,0
trss,0.1,mae,0.0782,0.0085,0.0795,0.071,0.0853,8
trss,0.1,rmse,0.2757,0.0316,0.2795,0.2493,0.3021,8
trss,0.1,snr,-1.3394,0.9769,-1.4944,-2.1561,-0.5227,8
trss,0.1,dtw,,,,,,0
trss,0.2,mae,0.1481,0.0163,0.1475,0.1345,0.1618,8
trss,0.2,rmse,0.3721,0.0427,0.3703,0.3364,0.4078,8
trss,0.2,snr,-0.9843,0.9579,-1.0051,-1.7851,-0.1835,8
trss,0.2,dtw,,,,,,0
trss,0.3,mae,0.2267,0.0156,0.2249,0.2136,0.2397,8
trss,0.3,rmse,0.4647,0.0375,0.4628,0.4333,0.496,8
trss,0.3,snr,-1.2236,0.6649,-1.2023,-1.7794,-0.6677,8
trss,0.3,dtw,,,,,,0
tv,0.1,mae,0.064,0.0049,0.0633,0.0599,0.0682,8
tv,0.1,rmse,0.2255,0.0164,0.2227,0.2118,0.2392,8
tv,0.1,snr,0.3497,0.584,0.4351,-0.1386,0.8379,8
tv,0.1,dtw,,,,,,0
tv,0.2,mae,0.1278,0.0072,0.128,0.1217,0.1338,8
tv,0.2,rmse,0.3194,0.0192,0.319,0.3034,0.3354,8
tv,0.2,snr,0.2947,0.4972,0.2885,-0.1209,0.7104,8
tv,0.2,dtw,,,,,,0
tv,0.3,mae,0.2159,0.0036,0.2146,0.2129,0.2188,8
tv,0.3,rmse,0.4429,0.0075,0.4402,0.4366,0.4492,8
tv,0.3,snr,-0.709,0.1702,-0.6567,-0.8512,-0.5667,8
tv,0.3,dtw,,,,,,0
wavelet_temporal,0.1,mae,0.0818,0.0053,0.0827,0.0774,0.0862,8
wavelet_temporal,0.1,rmse,0.2384,0.0031,0.2388,0.2358,0.2409,8
wavelet_temporal,0.1,snr,22.1274,5.3298,20.2661,17.6715,26.5832,8
wavelet_temporal,0.1,dtw,,,,,,0
wavelet_temporal,0.2,mae,0.1482,0.0049,0.1491,0.1441,0.1523,8
wavelet_temporal,0.2,rmse,0.3333,0.002,0.3336,0.3316,0.335,8
wavelet_temporal,0.2,snr,19.1363,4.8317,17.4034,15.0969,23.1757,8
wavelet_temporal,0.2,dtw,,,,,,0
wavelet_temporal,0.3,mae,0.2078,0.0041,0.2082,0.2043,0.2112,8
wavelet_temporal,0.3,rmse,0.397,0.0021,0.3971,0.3953,0.3988,8
wavelet_temporal,0.3,snr,18.3564,4.0707,17.4486,14.9533,21.7596,8
wavelet_temporal,0.3,dtw,,,,,,0
