dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch
bci_competition_proxy,knn__k3,mean,1ch,0,6.596077386568797e-06,7.639793513783604e-06,0.7213959042194602,6.596077386568797e-06,{},,1
bci_competition_proxy,knn__k3,tikhonov,1ch,0,7.5546730609643105e-06,8.690831869978114e-06,-0.38249877978358304,7.5546730609643105e-06,{},,1
bci_competition_proxy,knn__k3,temporal_laplacian,1ch,0,8.232791083035404e-06,9.443728016997834e-06,-1.1028980608723105,8.232791083035404e-06,{},,1
bci_competition_proxy,knn__k3,tv,1ch,0,6.617122366004309e-06,7.658928089806718e-06,0.7000627490311967,6.617122366004309e-06,{},,1
bci_competition_proxy,knn__k3,mean,2ch,0,6.592185249003936e-06,7.597793308005516e-06,0.8586758524596279,6.592185249003936e-06,{},,2
bci_competition_proxy,knn__k3,tikhonov,2ch,0,6.5288221486610105e-06,7.576539913805526e-06,0.8830721325681372,6.5288221486610105e-06,{},,2
bci_competition_proxy,knn__k3,temporal_laplacian,2ch,0,8.382750985701514e-06,9.600693816479365e-06,-1.1458971751637494,8.382750985701514e-06,{},,2
bci_competition_proxy,knn__k3,tv,2ch,0,6.578985754228693e-06,7.5808584616086e-06,0.877747224170588,6.578985754228693e-06,{},,2
bci_competition_proxy,gaussian,mean,1ch,0,6.596077386568797e-06,7.639793513783604e-06,0.7213959042194602,6.596077386568797e-06,{},,1
bci_competition_proxy,gaussian,tikhonov,1ch,0,6.613416302823696e-06,7.657293213511498e-06,0.70188003736462,6.613416302823696e-06,{},,1
bci_competition_proxy,gaussian,temporal_laplacian,1ch,0,7.910888156134908e-06,9.011137282209154e-06,-0.6956089850215702,7.910888156134908e-06,{},,1
bci_competition_proxy,gaussian,tv,1ch,0,6.5963629257034144e-06,7.640084609612058e-06,0.7210709827323049,6.5963629257034144e-06,{},,1
bci_competition_proxy,gaussian,mean,2ch,0,6.592185249003936e-06,7.597793308005516e-06,0.8586758524596279,6.592185249003936e-06,{},,2
bci_competition_proxy,gaussian,tikhonov,2ch,0,6.579450136749587e-06,7.581329546203508e-06,0.8772122473722194,6.579450136749587e-06,{},,2
bci_competition_proxy,gaussian,temporal_laplacian,2ch,0,7.945038828080141e-06,9.064350359117057e-06,-0.6524828043733162,7.945038828080141e-06,{},,2
bci_competition_proxy,gaussian,tv,2ch,0,6.591957823812002e-06,7.597500266525958e-06,0.8590054398479434,6.591957823812002e-06,{},,2
bci_competition_proxy,knng__k3,mean,1ch,0,6.596077386568797e-06,7.639793513783604e-06,0.7213959042194602,6.596077386568797e-06,{},,1
bci_competition_proxy,knng__k3,tikhonov,1ch,0,7.555172479877263e-06,8.691458230989578e-06,-0.3831148620186436,7.555172479877263e-06,{},,1
bci_competition_proxy,knng__k3,temporal_laplacian,1ch,0,8.232714981759175e-06,9.443660924862884e-06,-1.1028353784326537,8.232714981759175e-06,{},,1
bci_competition_proxy,knng__k3,tv,1ch,0,6.617132767439729e-06,7.658933925738287e-06,0.7000564373835222,6.617132767439729e-06,{},,1
bci_competition_proxy,knng__k3,mean,2ch,0,6.592185249003936e-06,7.597793308005516e-06,0.8586758524596279,6.592185249003936e-06,{},,2
bci_competition_proxy,knng__k3,tikhonov,2ch,0,6.528692877980008e-06,7.576531705378826e-06,0.8830819687314166,6.528692877980008e-06,{},,2
bci_competition_proxy,knng__k3,temporal_laplacian,2ch,0,8.382871491410538e-06,9.600876830964252e-06,-1.146061333806888,8.382871491410538e-06,{},,2
bci_competition_proxy,knng__k3,tv,2ch,0,6.578952350261271e-06,7.58081724802969e-06,0.8777936789285925,6.578952350261271e-06,{},,2
