dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error
bci_competition_iv_2a_proxy,gaussian__sigma1,directed_tv,0.1,1,4.2008725140790415e-07,1.5188138527240226e-06,12.797559128198266,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,tv,0.1,1,3.754164689135391e-07,1.3251207459443598e-06,13.285820942135558,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,trss,0.1,1,3.658279971618631e-07,1.5452724022346547e-06,13.398184753104577,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,heat_diffusion_temporal,0.1,1,4.6190910880793844e-07,1.194377627610739e-06,12.385388883059964,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,graph_time_tikhonov,0.1,1,3.867671792345938e-07,1.29199620490979e-06,13.156458016619103,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,temporal_laplacian,0.1,1,4.54008765950018e-07,1.8452746000958652e-06,12.460311766268644,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,wavelet_temporal,0.1,1,4.53231906573934e-07,1.6555117550048872e-06,12.467749391858662,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,linear,0.1,1,5.776070943980301e-07,1.8062199580594737e-06,11.414628962671527,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,nearest,0.1,1,6.331021855383334e-07,1.9109840983391737e-06,11.016216023339018,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,mean,0.1,1,5.9743966170759e-07,2.0683292965606292e-06,11.26801364702018,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,idw,0.1,1,6.745708793265172e-07,1.986986557627944e-06,10.740678260039454,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,gsmooth,0.1,1,5.389129072375815e-07,1.639696586900664e-06,11.715768297005347,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,tikhonov,0.1,1,6.666449169314595e-07,2.585577362641655e-06,10.792008430896466,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,spherical_spline,0.1,1,6.217760089191123e-07,2.745183223124248e-06,11.094614542001182,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,rbfi_tps,0.1,1,6.540504348721477e-07,1.7280066660693992e-06,10.874841763521559,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,rbfi_mq,0.1,1,7.145225037641964e-07,1.899503213808848e-06,10.490795037798781,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,spline_surface,0.1,1,6.485860984190917e-07,2.2152055455122682e-06,10.911277791915879,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,puy,0.1,1,5.209063967493438e-07,1.657419848483989e-06,11.863357243546993,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,bgsrp,0.1,1,6.016849436501596e-07,2.50020861491575e-06,11.237262710644798,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,sobolev,0.1,1,6.984051808805777e-07,2.463962802447577e-06,10.589879627666424,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,directed_tv,0.2,1,4.7400171938729673e-07,1.364095345675095e-06,12.273154978752919,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,tv,0.2,1,4.922885585101732e-07,2.110192281130754e-06,12.108756726678084,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,trss,0.2,1,4.191665107345139e-07,1.1564791677449415e-06,12.807088373616606,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,heat_diffusion_temporal,0.2,1,4.792126523872545e-07,2.0881748096775126e-06,12.225671389438045,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,graph_time_tikhonov,0.2,1,5.325424643152051e-07,1.6501500325264554e-06,11.767411713594527,,{},
bci_competition_iv_2a_proxy,gaussian__sigma1,temporal_laplacian,0.2,1,4.873005108549338e-07,1.9378322655780144e-06,12.152985482577396,,{},
