dataset,data_source,graph,graph_method,method,best_params,family,missing_ratio,n_missing,missing_indices,outer_n_times,mae,rmse,snr,seed
synthetic_broad,synthetic,knn__k3,knn,linear,{},instant,0.1,2,"0,2",64,0.0942564113430665,0.3233746575345121,-1.9946649185926244,1
synthetic_broad,synthetic,knn__k3,knn,nearest,{},instant,0.1,2,"0,2",64,0.1023458230485613,0.3490013082066618,-2.711873185031424,1
synthetic_broad,synthetic,knn__k3,knn,mean,{},instant,0.1,2,"0,2",64,0.0853382750496039,0.2732681774073414,-0.5580111755525607,1
synthetic_broad,synthetic,knn__k3,knn,idw,{'power': 1.5},instant,0.1,2,"0,2",64,0.0831261286989168,0.274378902341201,-0.611981939546024,1
synthetic_broad,synthetic,knn__k3,knn,spherical_spline,{},instant,0.1,2,"0,2",64,0.0853382750496039,0.2732681774073414,-0.5580111755525607,1
synthetic_broad,synthetic,knn__k3,knn,rbfi_tps,{},instant,0.1,2,"0,2",64,0.0950698397827097,0.3316206493211244,-2.26611181669381,1
synthetic_broad,synthetic,knn__k3,knn,rbfi_mq,{},instant,0.1,2,"0,2",64,0.1076814030559054,0.373112949900562,-3.288920715435988,1
synthetic_broad,synthetic,knn__k3,knn,spline_surface,{},instant,0.1,2,"0,2",64,0.0950698397827097,0.3316206493211244,-2.26611181669381,1
synthetic_broad,synthetic,knn__k3,knn,gsp,{},instant,0.1,2,"0,2",64,0.0849086405822084,0.2849019649227355,-0.9430823521014284,1
synthetic_broad,synthetic,knn__k3,knn,tikhonov,{'alpha': 0.05},instant,0.1,2,"0,2",64,0.1584284866033874,0.2975295522162708,14.853771707525288,1
synthetic_broad,synthetic,knn__k3,knn,bgsrp,{'bandwidth': 8},instant,0.1,2,"0,2",64,0.4382660034457644,0.5471088154575109,3.0351206740216856,1
synthetic_broad,synthetic,knn__k3,knn,gsmooth,"{'lam': 0.3, 'n_iter': 30}",instant,0.1,2,"0,2",64,0.0840265405194946,0.2710333463072112,-0.4961581793971282,1
synthetic_broad,synthetic,knn__k3,knn,puy,{'alpha': 0.1},instant,0.1,2,"0,2",64,0.3497909665587071,0.443073358796514,5.09859825252445,1
synthetic_broad,synthetic,knn__k3,knn,sobolev,"{'alpha': 0.5, 'order': 2}",instant,0.1,2,"0,2",64,0.5303038456964266,0.6017867103153917,1.5150052344075708,1
synthetic_broad,synthetic,knn__k3,knn,graph_time_tikhonov,"{'alpha': 0.3, 'beta': 0.1}",tv_time,0.1,2,"0,2",64,0.3459204326748049,0.4263543327007251,5.39423528259716,1
synthetic_broad,synthetic,knn__k3,knn,trss,"{'alpha': 0.5, 'beta': 0.1, 'n_iter': 40, 'lr': 0.02}",tv_time,0.1,2,"0,2",64,0.0833913410190453,0.278038077323738,-0.734344110680639,1
synthetic_broad,synthetic,knn__k3,knn,tv,"{'lam': 0.4, 'n_iter': 30}",tv_time,0.1,2,"0,2",64,0.0832831848887443,0.2692931407043743,-0.445290400346072,1
synthetic_broad,synthetic,knn__k3,knn,temporal_laplacian,"{'alpha': 0.3, 'beta': 0.3}",tv_time,0.1,2,"0,2",64,0.3984948873486628,0.4630931102795235,4.286408221166924,1
synthetic_broad,synthetic,knn__k3,knn,heat_diffusion_temporal,"{'alpha': 0.3, 'beta': 0.3, 'n_iter': 10}",tv_time,0.1,2,"0,2",64,0.0800246249173817,0.2548085226003069,0.0201100158773616,1
synthetic_broad,synthetic,knn__k3,knn,spline_temporal,{'alpha': 0.3},tv_time,0.1,2,"0,2",64,,,,1
synthetic_broad,synthetic,knn__k3,knn,wavelet_temporal,"{'alpha': 0.7, 'wavelet_level': 2}",tv_time,0.1,2,"0,2",64,0.1086857616642725,0.2734659466678543,15.386770118520726,1
synthetic_broad,synthetic,knn__k3,knn,directed_tv,"{'alpha': 0.5, 'beta': 0.2, 'n_iter': 15}",tv_time,0.1,2,"0,2",64,0.0756943796692691,0.2587583977985699,0.0840772186283094,1
synthetic_broad,synthetic,knn__k3,knn,linear,{},instant,0.2,3,"7,9,13",64,0.1339021480517246,0.3679636630473734,-1.5023679894519697,1
synthetic_broad,synthetic,knn__k3,knn,nearest,{},instant,0.2,3,"7,9,13",64,0.1556476726654413,0.4322746410958746,-2.889871228346614,1
synthetic_broad,synthetic,knn__k3,knn,mean,{},instant,0.2,3,"7,9,13",64,0.1251951461619266,0.327231605642745,-0.5000161120511715,1
synthetic_broad,synthetic,knn__k3,knn,idw,{'power': 1.5},instant,0.2,3,"7,9,13",64,0.1252925600065534,0.3319779834342264,-0.623933897587272,1
synthetic_broad,synthetic,knn__k3,knn,spherical_spline,{},instant,0.2,3,"7,9,13",64,0.1251951461619266,0.327231605642745,-0.5000161120511715,1
synthetic_broad,synthetic,knn__k3,knn,rbfi_tps,{},instant,0.2,3,"7,9,13",64,0.1478793613197529,0.4115605460636899,-2.465014294174164,1
synthetic_broad,synthetic,knn__k3,knn,rbfi_mq,{},instant,0.2,3,"7,9,13",64,0.1669639803202883,0.4725608106431604,-3.6600652205040274,1
synthetic_broad,synthetic,knn__k3,knn,spline_surface,{},instant,0.2,3,"7,9,13",64,0.1478793613197529,0.4115605460636899,-2.465014294174164,1
synthetic_broad,synthetic,knn__k3,knn,gsp,{},instant,0.2,3,"7,9,13",64,0.1267929172110535,0.3496531234015215,-1.066977482011968,1
synthetic_broad,synthetic,knn__k3,knn,tikhonov,{'alpha': 0.05},instant,0.2,3,"7,9,13",64,0.1946063207121572,0.3581987941297134,13.733034848070869,1
synthetic_broad,synthetic,knn__k3,knn,bgsrp,{'bandwidth': 8},instant,0.2,3,"7,9,13",64,0.4499210425123011,0.5741576868850188,2.8469423336198325,1
synthetic_broad,synthetic,knn__k3,knn,gsmooth,"{'lam': 0.3, 'n_iter': 30}",instant,0.2,3,"7,9,13",64,0.1237609829487058,0.3260616801073868,-0.4717435143559038,1
synthetic_broad,synthetic,knn__k3,knn,puy,{'alpha': 0.1},instant,0.2,3,"7,9,13",64,0.3704712931115976,0.4800320246141957,4.688247436078448,1
synthetic_broad,synthetic,knn__k3,knn,sobolev,"{'alpha': 0.5, 'order': 2}",instant,0.2,3,"7,9,13",64,0.5353753461834097,0.6098113462901273,1.417891455427445,1
synthetic_broad,synthetic,knn__k3,knn,graph_time_tikhonov,"{'alpha': 0.3, 'beta': 0.1}",tv_time,0.2,3,"7,9,13",64,0.3666501278270806,0.4581964822739966,4.9922073367800746,1
synthetic_broad,synthetic,knn__k3,knn,trss,"{'alpha': 0.5, 'beta': 0.1, 'n_iter': 40, 'lr': 0.02}",tv_time,0.2,3,"7,9,13",64,0.125785357303066,0.3447606118770371,-0.9462898737094516,1
synthetic_broad,synthetic,knn__k3,knn,tv,"{'lam': 0.4, 'n_iter': 30}",tv_time,0.2,3,"7,9,13",64,0.1234368169365606,0.326360057461602,-0.47883250560837,1
synthetic_broad,synthetic,knn__k3,knn,temporal_laplacian,"{'alpha': 0.3, 'beta': 0.3}",tv_time,0.2,3,"7,9,13",64,0.4110470558783971,0.4819430385859956,4.113650316428597,1
synthetic_broad,synthetic,knn__k3,knn,heat_diffusion_temporal,"{'alpha': 0.3, 'beta': 0.3, 'n_iter': 10}",tv_time,0.2,3,"7,9,13",64,0.1197785135886225,0.3095488915891073,-0.0220575158528302,1
synthetic_broad,synthetic,knn__k3,knn,spline_temporal,{'alpha': 0.3},tv_time,0.2,3,"7,9,13",64,,,,1
synthetic_broad,synthetic,knn__k3,knn,wavelet_temporal,"{'alpha': 0.3, 'wavelet_level': 1}",tv_time,0.2,3,"7,9,13",64,0.146621108747343,0.3196677972807502,16.219141250229725,1
synthetic_broad,synthetic,knn__k3,knn,directed_tv,"{'alpha': 0.5, 'beta': 0.2, 'n_iter': 15}",tv_time,0.2,3,"7,9,13",64,0.1213622886738609,0.3292418551809732,-0.5373716910298444,1
synthetic_broad,synthetic,knn__k5,knn,linear,{},instant,0.1,2,"0,2",64,0.0942564113430665,0.3233746575345121,-1.9946649185926244,1
synthetic_broad,synthetic,knn__k5,knn,nearest,{},instant,0.1,2,"0,2",64,0.1023458230485613,0.3490013082066618,-2.711873185031424,1
synthetic_broad,synthetic,knn__k5,knn,mean,{},instant,0.1,2,"0,2",64,0.0853382750496039,0.2732681774073414,-0.5580111755525607,1
synthetic_broad,synthetic,knn__k5,knn,idw,{'power': 1.5},instant,0.1,2,"0,2",64,0.0831261286989168,0.274378902341201,-0.611981939546024,1
synthetic_broad,synthetic,knn__k5,knn,spherical_spline,{},instant,0.1,2,"0,2",64,0.0853382750496039,0.2732681774073414,-0.5580111755525607,1
synthetic_broad,synthetic,knn__k5,knn,rbfi_tps,{},instant,0.1,2,"0,2",64,0.0950698397827097,0.3316206493211244,-2.26611181669381,1
synthetic_broad,synthetic,knn__k5,knn,rbfi_mq,{},instant,0.1,2,"0,2",64,0.1076814030559054,0.373112949900562,-3.288920715435988,1
synthetic_broad,synthetic,knn__k5,knn,spline_surface,{},instant,0.1,2,"0,2",64,0.0950698397827097,0.3316206493211244,-2.26611181669381,1
synthetic_broad,synthetic,knn__k5,knn,gsp,{},instant,0.1,2,"0,2",64,0.083051043123898,0.2744610756547979,-0.6151756918189468,1
synthetic_broad,synthetic,knn__k5,knn,tikhonov,{'alpha': 0.05},instant,0.1,2,"0,2",64,0.1942072263458485,0.3062426717182579,11.89902901957826,1
synthetic_broad,synthetic,knn__k5,knn,bgsrp,{'bandwidth': 8},instant,0.1,2,"0,2",64,0.4408067166333893,0.5392891465637398,2.833958518369651,1
synthetic_broad,synthetic,knn__k5,knn,gsmooth,"{'lam': 0.3, 'n_iter': 30}",instant,0.1,2,"0,2",64,0.0843796606979522,0.2709353774401104,-0.488858348097106,1
synthetic_broad,synthetic,knn__k5,knn,puy,{'alpha': 0.1},instant,0.1,2,"0,2",64,0.4499844225896953,0.5321466213302897,2.807228043790849,1
synthetic_broad,synthetic,knn__k5,knn,sobolev,"{'alpha': 0.5, 'order': 2}",instant,0.1,2,"0,2",64,0.5760015385418846,0.6494217266334713,0.8170061068868233,1
synthetic_broad,synthetic,knn__k5,knn,graph_time_tikhonov,"{'alpha': 0.3, 'beta': 0.1}",tv_time,0.1,2,"0,2",64,0.4101659044137073,0.4827272980872662,3.813508084726837,1
synthetic_broad,synthetic,knn__k5,knn,trss,"{'alpha': 0.5, 'beta': 0.1, 'n_iter': 40, 'lr': 0.02}",tv_time,0.1,2,"0,2",64,0.0829512786802773,0.2739435032897883,-0.5987254295801384,1
synthetic_broad,synthetic,knn__k5,knn,tv,"{'lam': 0.4, 'n_iter': 30}",tv_time,0.1,2,"0,2",64,0.084644546965572,0.2717187385495484,-0.512531820864758,1
synthetic_broad,synthetic,knn__k5,knn,temporal_laplacian,"{'alpha': 0.3, 'beta': 0.3}",tv_time,0.1,2,"0,2",64,0.4463976711667577,0.5112842183585709,3.206343900907332,1
synthetic_broad,synthetic,knn__k5,knn,heat_diffusion_temporal,"{'alpha': 0.3, 'beta': 0.3, 'n_iter': 10}",tv_time,0.1,2,"0,2",64,0.0808319767007137,0.2569509337136866,-0.0520313974179718,1
synthetic_broad,synthetic,knn__k5,knn,spline_temporal,{'alpha': 0.3},tv_time,0.1,2,"0,2",64,,,,1
synthetic_broad,synthetic,knn__k5,knn,wavelet_temporal,"{'alpha': 0.7, 'wavelet_level': 2}",tv_time,0.1,2,"0,2",64,0.1136337077588511,0.2818549065195349,14.324534498467925,1
synthetic_broad,synthetic,knn__k5,knn,directed_tv,"{'alpha': 0.5, 'beta': 0.2, 'n_iter': 15}",tv_time,0.1,2,"0,2",64,0.075949340478215,0.2471548287405942,0.3457981925488737,1
synthetic_broad,synthetic,knn__k5,knn,linear,{},instant,0.2,3,"7,9,13",64,0.1339021480517246,0.3679636630473734,-1.5023679894519697,1
synthetic_broad,synthetic,knn__k5,knn,nearest,{},instant,0.2,3,"7,9,13",64,0.1556476726654413,0.4322746410958746,-2.889871228346614,1
synthetic_broad,synthetic,knn__k5,knn,mean,{},instant,0.2,3,"7,9,13",64,0.1251951461619266,0.327231605642745,-0.5000161120511715,1
synthetic_broad,synthetic,knn__k5,knn,idw,{'power': 1.5},instant,0.2,3,"7,9,13",64,0.1252925600065534,0.3319779834342264,-0.623933897587272,1
synthetic_broad,synthetic,knn__k5,knn,spherical_spline,{},instant,0.2,3,"7,9,13",64,0.1251951461619266,0.327231605642745,-0.5000161120511715,1
synthetic_broad,synthetic,knn__k5,knn,rbfi_tps,{},instant,0.2,3,"7,9,13",64,0.1478793613197529,0.4115605460636899,-2.465014294174164,1
synthetic_broad,synthetic,knn__k5,knn,rbfi_mq,{},instant,0.2,3,"7,9,13",64,0.1669639803202883,0.4725608106431604,-3.6600652205040274,1
synthetic_broad,synthetic,knn__k5,knn,spline_surface,{},instant,0.2,3,"7,9,13",64,0.1478793613197529,0.4115605460636899,-2.465014294174164,1
synthetic_broad,synthetic,knn__k5,knn,gsp,{},instant,0.2,3,"7,9,13",64,0.1260051623840373,0.3398259803748112,-0.81737984626726,1
synthetic_broad,synthetic,knn__k5,knn,tikhonov,{'alpha': 0.05},instant,0.2,3,"7,9,13",64,0.228432516620811,0.3612921499572346,11.002454203277416,1
synthetic_broad,synthetic,knn__k5,knn,bgsrp,{'bandwidth': 8},instant,0.2,3,"7,9,13",64,0.4609272354715223,0.5730640942527294,2.5949385270917107,1
synthetic_broad,synthetic,knn__k5,knn,gsmooth,"{'lam': 0.3, 'n_iter': 30}",instant,0.2,3,"7,9,13",64,0.1242954346030764,0.3268511984999515,-0.4945885837709253,1
synthetic_broad,synthetic,knn__k5,knn,puy,{'alpha': 0.1},instant,0.2,3,"7,9,13",64,0.4633359720032958,0.5508511949288754,2.59608650307049,1
synthetic_broad,synthetic,knn__k5,knn,sobolev,"{'alpha': 0.5, 'order': 2}",instant,0.2,3,"7,9,13",64,0.5791757880958626,0.6543117243179081,0.7534006109967469,1
synthetic_broad,synthetic,knn__k5,knn,graph_time_tikhonov,"{'alpha': 0.3, 'beta': 0.1}",tv_time,0.2,3,"7,9,13",64,0.4264570105541619,0.5058585381978223,3.5122610992056087,1
synthetic_broad,synthetic,knn__k5,knn,trss,"{'alpha': 0.5, 'beta': 0.1, 'n_iter': 40, 'lr': 0.02}",tv_time,0.2,3,"7,9,13",64,0.1258106232356731,0.3388877176184142,-0.7931575520773588,1
synthetic_broad,synthetic,knn__k5,knn,tv,"{'lam': 0.4, 'n_iter': 30}",tv_time,0.2,3,"7,9,13",64,0.1241046132664995,0.325694686896943,-0.4618481568140304,1
synthetic_broad,synthetic,knn__k5,knn,temporal_laplacian,"{'alpha': 0.3, 'beta': 0.3}",tv_time,0.2,3,"7,9,13",64,0.4560196922532157,0.5246821470469412,3.0593235772735583,1
synthetic_broad,synthetic,knn__k5,knn,heat_diffusion_temporal,"{'alpha': 0.3, 'beta': 0.3, 'n_iter': 10}",tv_time,0.2,3,"7,9,13",64,0.1206245453557504,0.3126623797819569,-0.1075258678865139,1
synthetic_broad,synthetic,knn__k5,knn,spline_temporal,{'alpha': 0.3},tv_time,0.2,3,"7,9,13",64,,,,1
synthetic_broad,synthetic,knn__k5,knn,wavelet_temporal,"{'alpha': 0.7, 'wavelet_level': 2}",tv_time,0.2,3,"7,9,13",64,0.1499167786300014,0.3322533807823953,13.276943758932196,1
synthetic_broad,synthetic,knn__k5,knn,directed_tv,"{'alpha': 0.5, 'beta': 0.2, 'n_iter': 15}",tv_time,0.2,3,"7,9,13",64,0.1198241533464619,0.3156354674220626,-0.1672954588814967,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,linear,{},instant,0.1,2,"0,2",64,0.0942564113430665,0.3233746575345121,-1.9946649185926244,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,nearest,{},instant,0.1,2,"0,2",64,0.1023458230485613,0.3490013082066618,-2.711873185031424,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,mean,{},instant,0.1,2,"0,2",64,0.0853382750496039,0.2732681774073414,-0.5580111755525607,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,idw,{'power': 1.5},instant,0.1,2,"0,2",64,0.0831261286989168,0.274378902341201,-0.611981939546024,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,spherical_spline,{},instant,0.1,2,"0,2",64,0.0853382750496039,0.2732681774073414,-0.5580111755525607,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,rbfi_tps,{},instant,0.1,2,"0,2",64,0.0950698397827097,0.3316206493211244,-2.26611181669381,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,rbfi_mq,{},instant,0.1,2,"0,2",64,0.1076814030559054,0.373112949900562,-3.288920715435988,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,spline_surface,{},instant,0.1,2,"0,2",64,0.0950698397827097,0.3316206493211244,-2.26611181669381,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,gsp,{},instant,0.1,2,"0,2",64,0.085372173466051,0.2845029665249027,-0.931656114232886,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,tikhonov,{'alpha': 0.05},instant,0.1,2,"0,2",64,0.1639200232375513,0.2988080729607079,14.399433105270516,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,bgsrp,{'bandwidth': 8},instant,0.1,2,"0,2",64,0.4408907950431256,0.5544585757669345,2.862608338713694,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,gsmooth,"{'lam': 0.3, 'n_iter': 30}",instant,0.1,2,"0,2",64,0.0841258924463401,0.2708675675816684,-0.4910567707104692,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,puy,{'alpha': 0.1},instant,0.1,2,"0,2",64,0.3680885361239435,0.4575070313162458,4.662825783383879,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,sobolev,"{'alpha': 0.5, 'order': 2}",instant,0.1,2,"0,2",64,0.5440812667420936,0.6150855439338775,1.311671446815512,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,graph_time_tikhonov,"{'alpha': 0.3, 'beta': 0.1}",tv_time,0.1,2,"0,2",64,0.3586673758480815,0.4360520289566318,5.077055145408108,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,trss,"{'alpha': 0.5, 'beta': 0.1, 'n_iter': 40, 'lr': 0.02}",tv_time,0.1,2,"0,2",64,0.0841171727764414,0.2788958518232278,-0.7601589223351692,1
synthetic_broad,synthetic,knng__k4_sigma1,knng,tv,"{'lam': 0.4, 'n_iter': 30}",tv_time,0.1,2,"0,2",64,0.0840408422615105,0.2710128287057559,-0.499482132199393,1
