method,missing_ratio,metric,mean,std,median,ci95_lo,ci95_hi,n
bgsrp,0.4,mae,3e-05,4e-06,3e-05,2.6e-05,3.4e-05,8
bgsrp,0.4,rmse,4.5e-05,1.2e-05,4.3e-05,3.5e-05,5.5e-05,8
bgsrp,0.4,snr,4.0863,0.5998,3.996,3.5849,4.5877,8
bgsrp,0.4,dtw,,,,,,0
directed_tv,0.4,mae,1.5e-05,0.0,1.5e-05,1.5e-05,1.5e-05,8
directed_tv,0.4,rmse,3.3e-05,0.0,3.3e-05,3.3e-05,3.3e-05,8
directed_tv,0.4,snr,0.6166,0.0043,0.6179,0.613,0.6202,8
directed_tv,0.4,dtw,,,,,,0
graph_time_tikhonov,0.4,mae,2.5e-05,2e-06,2.5e-05,2.3e-05,2.7e-05,8
graph_time_tikhonov,0.4,rmse,3.6e-05,4e-06,3.6e-05,3.3e-05,3.9e-05,8
graph_time_tikhonov,0.4,snr,5.2232,1.3168,5.1278,4.1223,6.324,8
graph_time_tikhonov,0.4,dtw,,,,,,0
gsmooth,0.4,mae,1.4e-05,1e-06,1.3e-05,1.3e-05,1.4e-05,8
gsmooth,0.4,rmse,2.7e-05,2e-06,2.7e-05,2.6e-05,2.9e-05,8
gsmooth,0.4,snr,2.5696,0.5107,2.6782,2.1427,2.9966,8
gsmooth,0.4,dtw,,,,,,0
gsp,0.4,mae,1.5e-05,2e-06,1.4e-05,1.3e-05,1.7e-05,8
gsp,0.4,rmse,3e-05,5e-06,2.9e-05,2.6e-05,3.5e-05,8
gsp,0.4,snr,1.8841,1.1944,2.285,0.8855,2.8826,8
gsp,0.4,dtw,,,,,,0
heat_diffusion_temporal,0.4,mae,1.4e-05,1e-06,1.4e-05,1.3e-05,1.4e-05,8
heat_diffusion_temporal,0.4,rmse,3e-05,2e-06,2.9e-05,2.8e-05,3.1e-05,8
heat_diffusion_temporal,0.4,snr,1.8616,0.7006,1.9835,1.276,2.4473,8
heat_diffusion_temporal,0.4,dtw,,,,,,0
idw,0.4,mae,1.4e-05,0.0,1.4e-05,,,8
idw,0.4,rmse,2.8e-05,0.0,2.8e-05,,,8
idw,0.4,snr,2.5329,0.0,2.5329,,,8
idw,0.4,dtw,,,,,,0
