dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch,time_sec,snr_initial_db
physionet_eegmmidb_real,knn__k3,mean,0.2,0,4.1646288424231905e-06,1.2974873214408882e-05,12.480346601968455,8.786457070775586e-05,{},,5,0.001927999997860752,20.0
physionet_eegmmidb_real,knn__k3,nearest,0.2,0,4.800750630420531e-06,1.510279204946087e-05,11.376834859228204,9.619188635970545e-05,{},,5,0.004125000006752089,20.0
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,0,7.751537291949177e-06,1.28874998960384e-05,12.899581666486773,9.10775597743931e-05,"{""alpha"": 0.1}",,5,0.006073399999877438,20.0
physionet_eegmmidb_real,knn__k3,tv,0.2,0,4.088549925694167e-06,1.2746782809875474e-05,12.615432221222202,8.676338963613017e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.1559829999896465,20.0
physionet_eegmmidb_real,knn__k3,trss,0.2,0,2.7686393779961303e-06,8.819587686737582e-06,15.86302179171228,6.499550619012467e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.018470800001523457,20.0
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,0,1.3526854316888946e-05,1.7791015615215538e-05,10.385767781426027,0.00012633067047229752,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.00834440000471659,20.0
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,0,2.5455091996648112e-05,3.2773743294523614e-05,4.260465542422097,0.00023376970743240006,"{""alpha"": 0.5, ""beta"": 0.5}",,5,6.764961399996537,20.0
physionet_eegmmidb_real,knn__k3,mean,0.2,1,4.146851836438223e-06,1.2790475135121788e-05,12.562827984112552,8.32563998395916e-05,{},,5,0.001954499995918013,20.0
physionet_eegmmidb_real,knn__k3,nearest,0.2,1,4.752054913796146e-06,1.527303899609591e-05,11.153091634411775,9.993474807335911e-05,{},,5,0.005595200011157431,20.0
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,1,7.72505232905869e-06,1.2919667622152938e-05,12.8329458418861,9.068818306342851e-05,"{""alpha"": 0.1}",,5,0.006200299991178326,20.0
physionet_eegmmidb_real,knn__k3,tv,0.2,1,4.069437870934268e-06,1.256495953254397e-05,12.704421999343614,8.205565240644584e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.15224719999241643,20.0
physionet_eegmmidb_real,knn__k3,trss,0.2,1,2.7842215577745173e-06,8.89961218183566e-06,15.58299740086133,6.0904315502277324e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.016743999993195757,20.0
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,1,1.3526487294301814e-05,1.7756148974670925e-05,10.37496221415338,0.00012721550700957521,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.00828209999599494,20.0
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,1,2.5541569708535733e-05,3.2898584516106316e-05,4.210657526331718,0.00023141086426341,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.505375799999456,20.0
physionet_eegmmidb_real,knn__k3,mean,0.2,2,4.147473568415747e-06,1.2752040663556021e-05,12.584940438305141,8.397550504408986e-05,{},,5,0.0019335000106366351,20.0
physionet_eegmmidb_real,knn__k3,nearest,0.2,2,4.736923978563814e-06,1.5006247509682615e-05,11.331911900086567,9.880457206452663e-05,{},,5,0.0042077000107383355,20.0
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,2,7.721611432773411e-06,1.27821989150684e-05,12.866853472187481,9.205470937381873e-05,"{""alpha"": 0.1}",,5,0.006014900005538948,20.0
physionet_eegmmidb_real,knn__k3,tv,0.2,2,4.068371699959013e-06,1.2519985775076039e-05,12.725697599817687,8.282464941693104e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.1414950000034878,20.0
physionet_eegmmidb_real,knn__k3,trss,0.2,2,2.7581145028039675e-06,8.744814294088623e-06,15.677995147079516,6.239066330162478e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.016323799995006993,20.0
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,2,1.3517995369163467e-05,1.764149514205473e-05,10.43476576734855,0.00012755196833087138,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.007883999991463497,20.0
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,2,2.547073199196438e-05,3.2724947800667113e-05,4.285285552529814,0.00023299271945139398,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.4583600999903865,20.0
physionet_eegmmidb_real,knn__k3,mean,0.2,3,4.325348407775467e-06,1.3304268787628995e-05,12.356820008057548,8.507094795499773e-05,{},,5,0.001972300000488758,20.0
physionet_eegmmidb_real,knn__k3,nearest,0.2,3,4.841123895831215e-06,1.5355613745071907e-05,11.281942991389386,9.882878908929543e-05,{},,5,0.004336600002716295,20.0
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,3,7.772946925824056e-06,1.2858181296173821e-05,12.913604372984148,9.051879863637149e-05,"{""alpha"": 0.1}",,5,0.007901299992226996,20.0
physionet_eegmmidb_real,knn__k3,tv,0.2,3,4.25237981497942e-06,1.306623565854222e-05,12.500401305750865,8.415483713592217e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.14788770000450313,20.0
physionet_eegmmidb_real,knn__k3,trss,0.2,3,2.820128769288595e-06,8.972778023809173e-06,15.756137886758935,6.340451811116818e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.016183200001250952,20.0
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,3,1.3562106394914688e-05,1.7763665361200478e-05,10.372990820705654,0.00012644260356340888,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.007763300003716722,20.0
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,3,2.5524790013066224e-05,3.287442605360448e-05,4.226362675225268,0.00023146920436395457,"{""alpha"": 0.5, ""beta"": 0.5}",,5,2.0904524000070523,20.0
physionet_eegmmidb_real,knn__k3,mean,0.2,0,4.703682617222636e-06,1.4678857482238363e-05,11.604885956512453,9.899241336144566e-05,{},,5,0.001961299989488907,10.0
physionet_eegmmidb_real,knn__k3,nearest,0.2,0,5.555835802716059e-06,1.7417300400186547e-05,10.107620445753083,0.00011278274126687081,{},,5,0.004086000000825152,10.0
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,0,9.187521822525356e-06,1.5121471398584885e-05,11.48923271514731,0.00010764749526247638,"{""alpha"": 0.1}",,5,0.005669999998644926,10.0
physionet_eegmmidb_real,knn__k3,tv,0.2,0,4.632824500357689e-06,1.4469686907423528e-05,11.712090470861538,9.831655388825235e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.13909890000650194,10.0
physionet_eegmmidb_real,knn__k3,trss,0.2,0,3.6554303341626306e-06,1.1395338311554119e-05,13.581394977362095,8.436708590320938e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.01629480000701733,10.0
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,0,1.620619713632868e-05,2.1146265311757546e-05,8.711462848884686,0.00015201477818073232,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.0077099000045564026,10.0
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,0,2.713056485168838e-05,3.484014030994193e-05,4.063676437836112,0.0002520148557351937,"{""alpha"": 0.5, ""beta"": 0.5}",,5,2.2050714999932097,10.0
physionet_eegmmidb_real,knn__k3,mean,0.2,1,4.7066103987111254e-06,1.4512590378067425e-05,11.526905272552455,9.365379998843206e-05,{},,5,0.0019516000029398128,10.0
physionet_eegmmidb_real,knn__k3,nearest,0.2,1,5.669585579187172e-06,1.7835801855291148e-05,9.805707464721722,0.00011856915612733266,{},,5,0.00410179999016691,10.0
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,1,9.282482319794904e-06,1.5300340571369008e-05,11.220972788744055,0.00010683300523886304,"{""alpha"": 0.1}",,5,0.007782199987559579,10.0
physionet_eegmmidb_real,knn__k3,tv,0.2,1,4.6338269207168735e-06,1.4311372267420695e-05,11.636049923236882,9.228874536600231e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.14349100000981707,10.0
physionet_eegmmidb_real,knn__k3,trss,0.2,1,3.7265715788335237e-06,1.1665082031789835e-05,13.15876370997028,7.880221159478683e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.016758500001742505,10.0
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,1,1.632864263386043e-05,2.119736022619452e-05,8.605939960343369,0.00015321026660616028,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008296100000734441,10.0
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,1,2.7324748052811783e-05,3.499623894102731e-05,3.996411463554697,0.00025150937235244485,"{""alpha"": 0.5, ""beta"": 0.5}",,5,2.432471899999655,10.0
physionet_eegmmidb_real,knn__k3,mean,0.2,2,4.732269187549154e-06,1.4460746278629661e-05,11.729725117997582,9.295776054966379e-05,{},,5,0.002405699997325428,10.0
physionet_eegmmidb_real,knn__k3,nearest,0.2,2,5.651208824027624e-06,1.7525062948151163e-05,10.07239242020358,0.00011003716901471305,{},,5,0.004136100003961474,10.0
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,2,9.272401282821176e-06,1.5201617534298319e-05,11.359565304174515,0.00010702566497113303,"{""alpha"": 0.1}",,5,0.006140499986940995,10.0
physionet_eegmmidb_real,knn__k3,tv,0.2,2,4.66607430333498e-06,1.4255950230386379e-05,11.835583624825917,9.2091293458184e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.15453629998955876,10.0
physionet_eegmmidb_real,knn__k3,trss,0.2,2,3.77193797980372e-06,1.1669496530553601e-05,13.275067619195283,8.006930418467407e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.017494200001237914,10.0
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,2,1.628080867204028e-05,2.1018044530438437e-05,8.755835940390904,0.0001562047938490736,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.007853399991290644,10.0
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,2,2.711951206960203e-05,3.473066511607462e-05,4.109362977591803,0.0002534731102360005,"{""alpha"": 0.5, ""beta"": 0.5}",,5,2.182724900005269,10.0
physionet_eegmmidb_real,knn__k3,mean,0.2,3,4.881212089773473e-06,1.4865185003468344e-05,11.405724257147389,9.648963398980566e-05,{},,5,0.001990400007343851,10.0
