method,missing_ratio,metric,mean,std,median,ci95_lo,ci95_hi,n
bgsrp,0.1,mae,0.4718,0.035,0.4548,0.3849,0.5587,3
bgsrp,0.1,rmse,0.5739,0.0335,0.558,0.4908,0.657,3
bgsrp,0.1,snr,2.3311,0.581,2.6396,0.8878,3.7743,3
bgsrp,0.1,dtw,,,,,,0
bgsrp,0.2,mae,0.482,0.0413,0.4662,0.3794,0.5846,3
bgsrp,0.2,rmse,0.5978,0.0417,0.5763,0.4941,0.7015,3
bgsrp,0.2,snr,2.2736,0.6369,2.6063,0.6915,3.8556,3
bgsrp,0.2,dtw,,,,,,0
bgsrp,0.3,mae,0.4963,0.0281,0.4832,0.4264,0.5662,3
bgsrp,0.3,rmse,0.6236,0.0359,0.6139,0.5345,0.7127,3
bgsrp,0.3,snr,2.1608,0.4337,2.4037,1.0835,3.2381,3
bgsrp,0.3,dtw,,,,,,0
bgsrp,0.4,mae,0.5098,0.0431,0.507,0.4027,0.6169,3
bgsrp,0.4,rmse,0.6638,0.0522,0.6576,0.534,0.7936,3
bgsrp,0.4,snr,2.2675,0.4076,2.2718,1.255,3.2799,3
bgsrp,0.4,dtw,,,,,,0
directed_tv,0.1,mae,0.0797,0.0128,0.076,0.0479,0.1114,3
directed_tv,0.1,rmse,0.2749,0.0456,0.2537,0.1615,0.3883,3
directed_tv,0.1,snr,-1.1042,1.6854,-0.5239,-5.291,3.0827,3
directed_tv,0.1,dtw,,,,,,0
directed_tv,0.2,mae,0.1437,0.0255,0.1389,0.0802,0.2071,3
directed_tv,0.2,rmse,0.3629,0.0579,0.3398,0.2191,0.5067,3
directed_tv,0.2,snr,-0.9416,1.0829,-0.3387,-3.6316,1.7485,3
directed_tv,0.2,dtw,,,,,,0
directed_tv,0.3,mae,0.2016,0.0022,0.2004,0.1961,0.2071,3
directed_tv,0.3,rmse,0.4095,0.0021,0.409,0.4042,0.4148,3
directed_tv,0.3,snr,-0.1646,0.1487,-0.1404,-0.534,0.2048,3
directed_tv,0.3,dtw,,,,,,0
