iteration,dataset,missing_ratio,variant,mae,rmse,dtw,snr,lsd,coherence_mean,total_power,peak_freq,spectral_slope,bp_delta,bp_theta,bp_alpha,bp_beta,bp_gamma
4,eegbci_s1r1,0.2,TRSS-NoTemporal,3.356396049347749e-06,9.830062166743235e-06,3.114585343459155e-05,5.21275441006448,0.16442533006560672,0.9474653879941742,5.8446831443103e-08,1.0,-1.503612528393439,2.828888873452426e-08,8.30756434086724e-09,1.04802995656007e-08,9.020728658171169e-09,2.349350143939634e-09
4,eegbci_s1r1,0.2,Spatial-Only Spline,3.4658248197115384e-06,1.025644681421269e-05,2.8910283198278053e-05,4.996891386906614,0.14394525941113306,0.9283036465775708,6.294592805045012e-08,1.0,-1.5174915042007806,3.0614837881024814e-08,8.859686827186562e-09,1.1361542564015813e-08,9.650171771074998e-09,2.4596890071479364e-09
5,eegbci_s1r1,0.2,TRSS-Full,3.264701157764383e-06,9.615498367913273e-06,3.123960996915533e-05,5.526276579367676,0.1525137189837653,0.9643568661874506,5.695405861178923e-08,1.0,-1.438938475086032,2.7401327851009274e-08,7.920037319564e-09,1.0179229374117878e-08,8.927469562870045e-09,2.5259945042280283e-09
5,eegbci_s1r1,0.2,TRSS-NoTemporal,3.292223672524288e-06,9.694294192463953e-06,3.1501178415458746e-05,5.446332876645762,0.16571188152968644,0.9643679310929127,5.678639398503658e-08,1.0,-1.4466159651160544,2.7397438409426704e-08,7.914010729057348e-09,1.015148079206671e-08,8.84735391815104e-09,2.4761101363347733e-09
5,eegbci_s1r1,0.2,Spatial-Only Spline,3.2922040264423075e-06,9.78483063526106e-06,2.8607989875181198e-05,5.690541292861449,0.1330179104153401,0.9390699185700371,6.128640166287324e-08,1.0,-1.4602177188248613,2.9719045017749345e-08,8.512945828159034e-09,1.101819877976273e-08,9.433870560904053e-09,2.602341476298072e-09
6,eegbci_s1r1,0.2,TRSS-Full,3.286441824575632e-06,9.489725370178704e-06,3.1282974594714335e-05,6.011525801352125,0.13799675027427186,0.9721050432718001,5.665873532364427e-08,1.0,-1.4352865961868488,2.725269310774964e-08,7.857809717836676e-09,1.0029680614339585e-08,8.971111070593189e-09,2.5474408131251807e-09
6,eegbci_s1r1,0.2,TRSS-NoTemporal,3.314190823794528e-06,9.577976251575753e-06,3.169560404055724e-05,5.921189630189278,0.1501978286700414,0.9720941134419199,5.6475619704305e-08,1.0,-1.4439734921320275,2.7247887546371463e-08,7.85050962959696e-09,9.998484414948262e-09,8.888010865981243e-09,2.490727247407071e-09
6,eegbci_s1r1,0.2,Spatial-Only Spline,3.403204627403846e-06,1.0042938362765277e-05,2.9565524481834484e-05,5.6795603913092485,0.14283476757733762,0.9433977744928439,6.008690067616877e-08,1.0,-1.4555455762163125,2.9118185381298825e-08,8.26691612204916e-09,1.0693394867829055e-08,9.420896209555243e-09,2.5875080954364844e-09
7,eegbci_s1r1,0.2,TRSS-Full,3.346299268113119e-06,9.861586981793515e-06,3.184535846010485e-05,5.13132697372738,0.15562690436839627,0.9620683189394513,5.748165270881062e-08,1.0,-1.4842828249634712,2.7887809814599546e-08,8.119404440493454e-09,1.0288195988402022e-08,8.784610265640906e-09,2.4016321996746955e-09
7,eegbci_s1r1,0.2,TRSS-NoTemporal,3.371476223683e-06,9.93584008138287e-06,3.2191991924192805e-05,5.051963651159418,0.16909699230531294,0.96206556518186,5.7323253857646595e-08,1.0,-1.4926590247049123,2.7883728572108998e-08,8.113239223831048e-09,1.02620866729842e-08,8.712921187625267e-09,2.3512782010970797e-09
7,eegbci_s1r1,0.2,Spatial-Only Spline,3.4717841045673074e-06,1.0308260232935012e-05,2.9542639294477578e-05,5.117614860949912,0.1374246880983358,0.9464758731206206,6.165599099248254e-08,1.0,-1.5061977422824058,3.007451023280213e-08,8.680219090371026e-09,1.1122448334557691e-08,9.311332617077405e-09,2.467480717674295e-09
8,eegbci_s1r1,0.2,TRSS-Full,3.55461955352552e-06,1.041501742837429e-05,3.403176724000682e-05,5.433712181152756,0.15068899369520816,0.9661994455764555,5.755389907948653e-08,1.0,-1.4570196017563861,2.7726508711135497e-08,8.119923705570054e-09,1.0255952747360576e-08,8.962317310646423e-09,2.4891966047739796e-09
8,eegbci_s1r1,0.2,TRSS-NoTemporal,3.5799168411593415e-06,1.0495981714295368e-05,3.4462703084574965e-05,5.3549654627871135,0.16600353984712019,0.9662204247503886,5.738889616408552e-08,1.0,-1.4652791539975403,2.77218858761077e-08,8.113546826983533e-09,1.0226498943937446e-08,8.890071937697382e-09,2.436892579359463e-09
8,eegbci_s1r1,0.2,Spatial-Only Spline,3.2641759314903843e-06,9.767614584309827e-06,2.8482626511439996e-05,6.1882168827567225,0.1326542090151054,0.9494745781125554,6.148407235749631e-08,1.0,-1.4775347611623424,2.971399328505677e-08,8.66445556209911e-09,1.1033434744327893e-08,9.523147474957988e-09,2.5490412910545464e-09
9,eegbci_s1r1,0.2,TRSS-Full,3.235584775101526e-06,9.541263793481536e-06,3.1911780492241556e-05,5.631457559486615,0.15123580146066196,0.9543057262401289,5.8154507892294026e-08,1.0,-1.4648516142322838,2.8130345197067223e-08,8.065485434128765e-09,1.0339685394283554e-08,9.146155223175046e-09,2.472836643639437e-09
9,eegbci_s1r1,0.2,TRSS-NoTemporal,3.2600986141447903e-06,9.610753177101416e-06,3.224459483397477e-05,5.559112540425485,0.16339064952761462,0.9542814077017414,5.7978976235451394e-08,1.0,-1.4737793484198254,2.8125794538592306e-08,8.058632544210693e-09,1.0310475414989565e-08,9.067147485554778e-09,2.416926252104053e-09
9,eegbci_s1r1,0.2,Spatial-Only Spline,3.3286515925480766e-06,9.677507959217182e-06,2.8687590008237357e-05,5.462485536523375,0.1390681045206625,0.9400075301156092,6.207531244577048e-08,1.0,-1.4872584124256119,3.0220230532881353e-08,8.557872967387872e-09,1.1126845742346545e-08,9.651498995125522e-09,2.5188642080291848e-09
0,eegbci_s1r1,0.3,TRSS-Full,6.306617899475163e-06,1.464402302336273e-05,6.166699614924834e-05,4.894135686199118,0.252742957617256,0.9610993003878214,4.8824731601897925e-08,1.0,-1.3961729129125628,2.3050333029534366e-08,6.838728325684433e-09,8.614482837080573e-09,7.956434896453883e-09,2.3647525131446677e-09
0,eegbci_s1r1,0.3,TRSS-NoTemporal,6.3534309686048515e-06,1.475405959477682e-05,6.237838224302158e-05,4.813166964297826,0.27606162588965566,0.9610683206950483,4.859644881520254e-08,1.0,-1.4090121644534008,2.3044873437209103e-08,6.830813898553434e-09,8.577437754936651e-09,7.854994367653702e-09,2.288329356849647e-09
0,eegbci_s1r1,0.3,Spatial-Only Spline,5.208309895833333e-06,1.2149392530888068e-05,4.783646922609016e-05,6.387879744747463,0.20069849421286257,0.9281532086841495,5.5352497709678926e-08,1.0,-1.4339383040940086,2.636209313826253e-08,7.76787296787085e-09,9.890993388100941e-09,8.845820736355641e-09,2.485717479088963e-09
1,eegbci_s1r1,0.3,TRSS-Full,5.956070452693785e-06,1.3702829062843858e-05,5.78454235320601e-05,4.855281018901457,0.25125354375227016,0.9513540480763543,5.06533942457789e-08,1.0,-1.4202682243567017,2.3957669324741012e-08,7.1854876230179485e-09,8.99144264673763e-09,8.162443893241547e-09,2.3563507580407612e-09
1,eegbci_s1r1,0.3,TRSS-NoTemporal,5.9981463417629044e-06,1.3805476148681507e-05,5.848578088117765e-05,4.784180114716011,0.27586906609562895,0.9513357174349415,5.0424372754504585e-08,1.0,-1.4339407335848189,2.395191357372942e-08,7.1774628024501245e-09,8.954786256548806e-09,8.06352942711679e-09,2.2766806946594484e-09
1,eegbci_s1r1,0.3,Spatial-Only Spline,5.067151909722222e-06,1.1821240404092882e-05,4.663534098377248e-05,6.167882756545627,0.20687376169525795,0.922764218843529,5.793984502857092e-08,1.0,-1.4619089448384577,2.753548433637005e-08,8.234327152796334e-09,1.0474948247479783e-08,9.214208623217644e-09,2.480876668707104e-09
2,eegbci_s1r1,0.3,TRSS-Full,5.54731779632247e-06,1.2755479624816104e-05,5.428894885639471e-05,5.547429334406391,0.23128985149670886,0.9564363384366467,5.013329244763904e-08,1.0,-1.4148451229104895,2.39071450966066e-08,6.863630611785102e-09,8.887289604434648e-09,8.138640511041409e-09,2.336586623771286e-09
2,eegbci_s1r1,0.3,TRSS-NoTemporal,5.593290718643119e-06,1.2865389070983647e-05,5.504684659979406e-05,5.462297713554077,0.25315929538802584,0.9564226171235463,4.986787966707888e-08,1.0,-1.429419067261306,2.3900374988831172e-08,6.853919501776193e-09,8.84302882049086e-09,8.019676069546025e-09,2.2508802864346347e-09
2,eegbci_s1r1,0.3,Spatial-Only Spline,5.393555555555555e-06,1.2630678602356189e-05,4.873634421114524e-05,5.800477674305305,0.21065787407446404,0.9198099779359608,5.57810806657068e-08,1.0,-1.450613714536102,2.6844189041121335e-08,7.60512903848962e-09,9.993857098229704e-09,8.9228255110676e-09,2.4150799767985387e-09
3,eegbci_s1r1,0.3,TRSS-Full,5.583641967557653e-06,1.286385534988963e-05,5.4688857693206824e-05,5.209724051208998,0.24703424013972702,0.9418041656704221,5.1618594890983135e-08,1.0,-1.4423987993428615,2.4845499308038803e-08,7.061291037098808e-09,9.175671290888167e-09,8.259818966115919e-09,2.2763142888414346e-09
3,eegbci_s1r1,0.3,TRSS-NoTemporal,5.621794268853237e-06,1.2959063777920793e-05,5.5298742644699925e-05,5.140316914700202,0.2686292102118553,0.9418076497634589,5.1363488182024434e-08,1.0,-1.4568633443940118,2.4839236704517256e-08,7.052181486878747e-09,9.134297737095647e-09,8.143617902738748e-09,2.1941543507940335e-09
3,eegbci_s1r1,0.3,Spatial-Only Spline,5.231402777777778e-06,1.217166116331444e-05,4.6161662495181605e-05,5.883170694707318,0.20971817519946556,0.9156015735173795,5.812373936653215e-08,1.0,-1.4802166137657786,2.8229697843685455e-08,7.936631608394254e-09,1.0476860034004095e-08,9.10452627748234e-09,2.3760236029660068e-09
4,eegbci_s1r1,0.3,TRSS-Full,5.450989888688899e-06,1.2680396114607194e-05,5.184993035398132e-05,5.288062935297804,0.24310900509649816,0.9311617913499294,5.330997685175283e-08,1.0,-1.495310796366904,2.592591366622159e-08,7.502497971801907e-09,9.501598893039223e-09,8.192331372701544e-09,2.1876349479885633e-09
4,eegbci_s1r1,0.3,TRSS-NoTemporal,5.484715411741153e-06,1.2765132082441032e-05,5.223380925312224e-05,5.217215975568923,0.26543895630601705,0.9311627329197618,5.3047131996235734e-08,1.0,-1.5113564234892525,2.59197046323976e-08,7.492623654365444e-09,9.458824901283173e-09,8.07306718605886e-09,2.1029116221306567e-09
4,eegbci_s1r1,0.3,Spatial-Only Spline,5.37960763888889e-06,1.261686035967935e-05,4.550196706320056e-05,5.459878195939972,0.2200878418557355,0.8977555731144171,6.087578548970312e-08,1.0,-1.5344382594029589,2.994789533097091e-08,8.506769620397485e-09,1.0963577590288128e-08,9.150332348350989e-09,2.307210599695613e-09
5,eegbci_s1r1,0.3,TRSS-Full,5.734244732176213e-06,1.3382183882902442e-05,5.654071371321043e-05,4.617426380133516,0.2717424288534572,0.9385747769865789,5.0864188773908644e-08,1.0,-1.4313326821915116,2.4493427810770752e-08,7.075511192414689e-09,9.02920829266658e-09,7.967282978458804e-09,2.2987584995978198e-09
5,eegbci_s1r1,0.3,TRSS-NoTemporal,5.774985028153076e-06,1.3479395293127892e-05,5.712501568970264e-05,4.547527528878486,0.29673663309707843,0.9384991611182308,5.0640050461053346e-08,1.0,-1.4439514211920152,2.448855476067113e-08,7.067950183196856e-09,8.9941155847962e-09,7.863425085822598e-09,2.2260048465665613e-09
5,eegbci_s1r1,0.3,Spatial-Only Spline,5.506882812500001e-06,1.2944099984240163e-05,4.784293731804598e-05,5.129507598522001,0.2145002709233694,0.8995428102113674,5.92645308990348e-08,1.0,-1.4701355635959223,2.889570856174744e-08,8.21418504812704e-09,1.0649916975402679e-08,9.033507531029482e-09,2.471212782728158e-09
6,eegbci_s1r1,0.3,TRSS-Full,5.922887041268037e-06,1.4062876357364178e-05,5.784176751838967e-05,5.119527901492849,0.24306505717781715,0.9505153426705847,5.015928962686e-08,1.0,-1.4226915777261433,2.379209925991623e-08,6.995993225814187e-09,9.012440222651805e-09,8.036888502884636e-09,2.321868415593147e-09
6,eegbci_s1r1,0.3,TRSS-NoTemporal,5.96938268476107e-06,1.4171972310215201e-05,5.858467034689589e-05,5.032499159271282,0.2658521699276039,0.9504743816272986,4.9907444819702523e-08,1.0,-1.436531708851164,2.37855964628137e-08,6.986307751703336e-09,8.969725914722772e-09,7.925202125296376e-09,2.2406125651663414e-09
6,eegbci_s1r1,0.3,Spatial-Only Spline,5.549623263888889e-06,1.3411699832597334e-05,4.7992026147808566e-05,5.76542216390097,0.22172328348966844,0.9108305237695404,5.6782911143105926e-08,1.0,-1.4599421324411475,2.724032732282178e-08,7.84238075141111e-09,1.0309346354218201e-08,8.960904333615142e-09,2.4299523810396934e-09
7,eegbci_s1r1,0.3,TRSS-Full,5.671465961292996e-06,1.3270986233011717e-05,5.322095356536215e-05,4.786758873268313,0.26026548060268984,0.9351005255223053,5.197804153694612e-08,1.0,-1.4881395846949883,2.5324001618910867e-08,7.280858116580762e-09,9.377344481660467e-09,7.84222037437673e-09,2.153616945417294e-09
7,eegbci_s1r1,0.3,TRSS-NoTemporal,5.711777983811577e-06,1.3366149249018265e-05,5.373365930020114e-05,4.714170298958541,0.2840303429578158,0.9350872667601429,5.1738741536986176e-08,1.0,-1.5022635753933085,2.5318083156875993e-08,7.271846862433208e-09,9.33710553439396e-09,7.734446460903868e-09,2.077259522379145e-09
7,eegbci_s1r1,0.3,Spatial-Only Spline,5.810922743055556e-06,1.3594371471532566e-05,4.91955732047294e-05,4.724523976296815,0.22073902284824942,0.9005658363371203,5.979481535465026e-08,1.0,-1.5237054228052969,2.9378722801548e-08,8.35766748851472e-09,1.0906944470479317e-08,8.84513630117553e-09,2.306344292932694e-09
8,eegbci_s1r1,0.3,TRSS-Full,6.072188049700085e-06,1.4118076476199584e-05,5.875462018353124e-05,4.861449660088478,0.2746144773057279,0.9410226840465143,5.150452486912295e-08,1.0,-1.458126328428528,2.4989085757217816e-08,7.133841332901038e-09,9.221109396667533e-09,7.94467574832058e-09,2.215812634015986e-09
8,eegbci_s1r1,0.3,TRSS-NoTemporal,6.111227913442424e-06,1.4214128277239344e-05,5.94418235950157e-05,4.79111393610354,0.2997438057207121,0.940995353369387,5.127701267968679e-08,1.0,-1.471231348456045,2.4982988726060836e-08,7.125175583537422e-09,9.181361709854172e-09,7.845264605907944e-09,2.142222054326416e-09
8,eegbci_s1r1,0.3,Spatial-Only Spline,5.336282118055556e-06,1.262841527115744e-05,4.6535742646210445e-05,6.045530848891294,0.2151024218515246,0.9118511304832272,5.862746330498076e-08,1.0,-1.4942406685317848,2.8657088470391328e-08,8.071366164314107e-09,1.0635554690421588e-08,8.92725176761053e-09,2.3362022122432104e-09
9,eegbci_s1r1,0.3,TRSS-Full,5.2818252525352085e-06,1.2251319511863178e-05,5.084888419290044e-05,5.374964251050147,0.23516098245032396,0.9270427347215129,5.3612092178825166e-08,1.0,-1.4724208780850303,2.5937190964150754e-08,7.3732312143949214e-09,9.602468433573593e-09,8.439014726360342e-09,2.2601868403455586e-09
9,eegbci_s1r1,0.3,TRSS-NoTemporal,5.316423886591426e-06,1.2332752261766125e-05,5.130034135819883e-05,5.309180375187474,0.25628053025498176,0.9270039828218805,5.332833827786675e-08,1.0,-1.488504858573669,2.5929873803576568e-08,7.362250833032334e-09,9.555155817276288e-09,8.311003897826666e-09,2.1700539261548984e-09
9,eegbci_s1r1,0.3,Spatial-Only Spline,5.5728828125e-06,1.3103564109829097e-05,4.706529728703422e-05,5.057961188500192,0.22222186621894724,0.8984249508260622,6.031648091447574e-08,1.0,-1.510794136012745,2.953313501626724e-08,8.185622760113952e-09,1.0928705797401818e-08,9.324568924907377e-09,2.344448415785356e-09
0,eegbci_s1r1,0.4,TRSS-Full,8.876803034317234e-06,1.7921615819406347e-05,8.718509444768595e-05,4.173736885110991,0.37832278982723344,0.9374237072516771,4.257428307291163e-08,1.0,-1.3721982999745728,2.0097539960177813e-08,5.944154516152875e-09,7.391677492121845e-09,6.99191225463729e-09,2.1489988498218124e-09
0,eegbci_s1r1,0.4,TRSS-NoTemporal,8.93710959611675e-06,1.8042846055377186e-05,8.832337875772901e-05,4.100800893936978,0.4133644539000466,0.9373370356288446,4.232044610960699e-08,1.0,-1.3882246694540752,2.0091805749382277e-08,5.935340477861746e-09,7.351802742042997e-09,6.879044896063364e-09,2.0624522442566066e-09
0,eegbci_s1r1,0.4,Spatial-Only Spline,7.009418068910256e-06,1.424560972274117e-05,6.374241892235335e-05,6.145961471539096,0.27484468366012427,0.8986960810450105,5.2072961858869316e-08,1.0,-1.4255127068328295,2.4893479550558214e-08,7.241422560951236e-09,9.251931834738397e-09,8.326773734166395e-09,2.3593541784550745e-09
1,eegbci_s1r1,0.4,TRSS-Full,7.949561619865786e-06,1.5948578131351647e-05,7.713394804306421e-05,4.477418688892447,0.34785392492953504,0.9258332005525929,4.646294695247507e-08,1.0,-1.4207096140549007,2.210977956967951e-08,6.566916866189509e-09,8.22787625116441e-09,7.382630094472485e-09,2.1757441709691574e-09
1,eegbci_s1r1,0.4,TRSS-NoTemporal,7.995952647651844e-06,1.6053442513753834e-05,7.789571547710662e-05,4.4204999983920805,0.3809396367674772,0.9258341164462616,4.617179126001797e-08,1.0,-1.4396720827974434,2.2102826942212213e-08,6.5568994064420146e-09,8.181469835650495e-09,7.255750503780243e-09,2.074844571933007e-09
1,eegbci_s1r1,0.4,Spatial-Only Spline,6.887279647435897e-06,1.4026677828166435e-05,6.174885760755201e-05,5.741900518756353,0.2800316337523437,0.8858122825116395,5.703921092208094e-08,1.0,-1.4772119097289802,2.7348224403163913e-08,8.077093431499326e-09,1.0346501104911876e-08,8.881401777113498e-09,2.385990205392325e-09
2,eegbci_s1r1,0.4,TRSS-Full,7.5873878214812944e-06,1.5247985274013931e-05,7.377505234894594e-05,5.094912752342418,0.3356787256176191,0.9329041294631835,4.503924988672168e-08,1.0,-1.4503241209132698,2.1669754271830375e-08,6.15715557039607e-09,8.05704457918884e-09,7.159955903832104e-09,1.9953395614742947e-09
2,eegbci_s1r1,0.4,TRSS-NoTemporal,7.647997492127349e-06,1.5373476809272746e-05,7.464765827275745e-05,5.012043973404849,0.3672080431111472,0.9328655113502458,4.47227163827562e-08,1.0,-1.471278727583137,2.1661930699930833e-08,6.145648458108554e-09,8.004762222692578e-09,7.018348959971842e-09,1.892026042052394e-09
2,eegbci_s1r1,0.4,Spatial-Only Spline,7.2726582532051284e-06,1.4851498189732193e-05,6.420311501971533e-05,5.5376446357405404,0.2922171072987637,0.883090978687777,5.400407588288022e-08,1.0,-1.503218262602941,2.634983933157491e-08,7.3202620028889055e-09,9.79631458899744e-09,8.38890192546019e-09,2.148758033958776e-09
3,eegbci_s1r1,0.4,TRSS-Full,7.912742389339048e-06,1.593158343675857e-05,7.735681767992234e-05,4.574473660324858,0.3680756763280465,0.9045209416756628,4.553322378538379e-08,1.0,-1.4821849942054093,2.21330207175244e-08,6.185636142054595e-09,8.189276918212339e-09,7.130289814897444e-09,1.8950001926950107e-09
3,eegbci_s1r1,0.4,TRSS-NoTemporal,7.964151063122152e-06,1.6039669288297798e-05,7.822311753151504e-05,4.5077803474901526,0.40056885940010784,0.9044366941771868,4.523524633987112e-08,1.0,-1.503252953072494,2.212581783004531e-08,6.175073454701218e-09,8.141762259643385e-09,6.994882442912763e-09,1.7977103525684445e-09
3,eegbci_s1r1,0.4,Spatial-Only Spline,7.117497996794872e-06,1.4494679292065496e-05,6.199281260496972e-05,5.672348549050287,0.28560677863555917,0.8808633665749582,5.5444850215313184e-08,1.0,-1.5351091745588807,2.7325478245962015e-08,7.474585370619363e-09,1.0138633670087207e-08,8.4244436536894e-09,2.0817092749552003e-09
4,eegbci_s1r1,0.4,TRSS-Full,7.932523834530855e-06,1.610369462387687e-05,7.655141969871104e-05,4.458607328535057,0.35952510413972827,0.9107386256993618,4.732706410784996e-08,1.0,-1.4870322556846056,2.3030497116588885e-08,6.674047658988776e-09,8.419069983499563e-09,7.239428548831163e-09,1.9640207999415715e-09
4,eegbci_s1r1,0.4,TRSS-NoTemporal,7.980545822731928e-06,1.6210769313085382e-05,7.727864120897043e-05,4.3928581377669165,0.3937074175607585,0.9106869325111737,4.703566382201289e-08,1.0,-1.5072436761495884,2.302369140884099e-08,6.663513981761778e-09,8.372123062545968e-09,7.107299151018045e-09,1.8690362178461058e-09
4,eegbci_s1r1,0.4,Spatial-Only Spline,7.196973157051281e-06,1.4769041971157393e-05,6.145658616072701e-05,5.483540198969925,0.2816778297532956,0.8687568805046597,5.889650799040917e-08,1.0,-1.5409013927610125,2.906038333297534e-08,8.258375552242793e-09,1.0644090803604536e-08,8.74217305334034e-09,2.1914852482461608e-09
5,eegbci_s1r1,0.4,TRSS-Full,8.111580769560521e-06,1.6425636387653315e-05,7.96516639217237e-05,4.115593575061817,0.38463817306732073,0.9198486487428565,4.506442392060691e-08,1.0,-1.412199198439463,2.153442852238626e-08,6.326663559708849e-09,8.003152109527357e-09,7.086304909171237e-09,2.1138748198132055e-09
5,eegbci_s1r1,0.4,TRSS-NoTemporal,8.165317276309797e-06,1.6539239009554165e-05,8.04995895056878e-05,4.049775905078523,0.42087289309766795,0.9197273098134334,4.480774731466642e-08,1.0,-1.428658440709863,2.152890445510605e-08,6.318066211699481e-09,7.964020995048298e-09,6.969438972142944e-09,2.0273166806696466e-09
5,eegbci_s1r1,0.4,Spatial-Only Spline,7.076209935897437e-06,1.4574712653483907e-05,6.193752477146188e-05,5.4717820675794675,0.2737220049992549,0.8744540393123026,5.7132063234397735e-08,1.0,-1.4678138555736122,2.7738707095107483e-08,7.989169893880304e-09,1.0340779842248732e-08,8.669491343212775e-09,2.3939150599484388e-09
6,eegbci_s1r1,0.4,TRSS-Full,8.197933539869851e-06,1.674976420356146e-05,7.903751934019216e-05,4.489715818506401,0.3377300593365703,0.9233500981390856,4.5487749464179765e-08,1.0,-1.415392324120089,2.1353028553507445e-08,6.508445589259912e-09,8.160917022520974e-09,7.309316793252296e-09,2.1560415056391396e-09
6,eegbci_s1r1,0.4,TRSS-NoTemporal,8.250065194560973e-06,1.685988899224951e-05,8.00926238808881e-05,4.4238881473469505,0.37002197630173,0.9233074242873202,4.5184451865220886e-08,1.0,-1.434249545713085,2.1345632119862315e-08,6.497119922029061e-09,8.11135321760367e-09,7.175747154257569e-09,2.054599451468273e-09
6,eegbci_s1r1,0.4,Spatial-Only Spline,7.205584935897436e-06,1.5092225146655553e-05,6.271943158978933e-05,5.721375385110964,0.2845701741006387,0.88367202506569,5.532345823908066e-08,1.0,-1.4691092557820318,2.6279500990066048e-08,7.875797500221768e-09,1.0105019755392366e-08,8.716341177296375e-09,2.346798816104101e-09
7,eegbci_s1r1,0.4,TRSS-Full,8.060162775089219e-06,1.6495339441926543e-05,7.696628618742883e-05,4.174579185050538,0.3857301197969031,0.902372778520733,4.572091820116022e-08,1.0,-1.4832523111587668,2.2339967369075813e-08,6.377051820431525e-09,8.240005879030116e-09,6.839569790414261e-09,1.9243233422085013e-09
7,eegbci_s1r1,0.4,TRSS-NoTemporal,8.108491308678578e-06,1.659883504440741e-05,7.781850469311494e-05,4.111263530201904,0.42150550436528733,0.9023095875935734,4.5456201067548715e-08,1.0,-1.5018973348699138,2.233321530125772e-08,6.367114711145886e-09,8.196710360409588e-09,6.723332224888091e-09,1.8358284698474307e-09
7,eegbci_s1r1,0.4,Spatial-Only Spline,7.534150641025642e-06,1.544680842295579e-05,6.407215411874024e-05,4.940150388233835,0.2891351460260277,0.8691395768620794,5.762961520738566e-08,1.0,-1.5361457134591783,2.846805965178777e-08,8.000911611095126e-09,1.0539677944411706e-08,8.43471913707473e-09,2.186246863016328e-09
8,eegbci_s1r1,0.4,TRSS-Full,8.893559890173088e-06,1.8033473277694658e-05,8.834216579161878e-05,3.957311985122609,0.4139152600425182,0.9242564741039183,4.4599050199026125e-08,1.0,-1.4436392956316786,2.1606598563023257e-08,6.060604092512206e-09,7.921990515542527e-09,7.037193106072733e-09,1.9726639218754047e-09
8,eegbci_s1r1,0.4,TRSS-NoTemporal,8.948944217070655e-06,1.8151534980602986e-05,8.924692431718935e-05,3.8885768361998787,0.45277123753014537,0.92416459484349,4.4368001058234284e-08,1.0,-1.4590973608453879,2.160082296269135e-08,6.052196044218551e-09,7.883145821277774e-09,6.935324803531789e-09,1.8965114265148197e-09
8,eegbci_s1r1,0.4,Spatial-Only Spline,7.164303886217948e-06,1.4708806929846998e-05,6.246870355891673e-05,5.865030718884304,0.29294458368712983,0.8829456927221295,5.588298160009384e-08,1.0,-1.4957964419091385,2.738513189902644e-08,7.494651258873837e-09,1.0149837280743582e-08,8.638545874524018e-09,2.2148152869259676e-09
9,eegbci_s1r1,0.4,TRSS-Full,7.751080205494269e-06,1.57527936606549e-05,7.581770982505549e-05,4.621430466828617,0.36758663747487097,0.9028602591321544,4.7795248671957985e-08,1.0,-1.5109818372621926,2.3279023654782928e-08,6.736766986416122e-09,8.534272306432623e-09,7.322802459563865e-09,1.9223832647624438e-09
9,eegbci_s1r1,0.4,TRSS-NoTemporal,7.798502643542481e-06,1.5854567007925927e-05,7.654352197015648e-05,4.557474201423414,0.4010652408279738,0.9027729952022263,4.7486948321549433e-08,1.0,-1.5319583289742298,2.3271079357185624e-08,6.72449201456065e-09,8.482277710837466e-09,7.1850089144705445e-09,1.8240903244951503e-09
9,eegbci_s1r1,0.4,Spatial-Only Spline,7.259400040064102e-06,1.4847504283183205e-05,6.243388734942602e-05,5.2475539734832,0.29193945213388883,0.8735604616667506,5.810226364872186e-08,1.0,-1.5602134108463377,2.8676630553082277e-08,8.05418291728691e-09,1.0566945360344968e-08,8.700097403673087e-09,2.1044074143346233e-09
