method,median_ms,error
linear,0.3372999999555759,
nearest,1.101800000469666,
mean,0.32219999775406905,
idw,2.1263999988150317,
rbfi_tps,6.581699999514967,
spherical_spline,136.63769999766373,
ica,24.191500000597443,
tikhonov,2.1858999971300364,
bgsrp,24.60860000064713,
trss,9.439199999178527,
tv,443.35549999959767,
temporal_laplacian,6.13109999903827,
sobolev,2.322300002560951,
visibility_nnk,7043.838400000823,
