dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch,time_sec,snr_initial_db
physionet_eegmmidb_real,knn__k3,mean,0.2,0,4.1646288424231905e-06,1.2974873214408882e-05,12.480346601968455,8.786457070775586e-05,{},,5,0.0037527119999936076,20.0
physionet_eegmmidb_real,knn__k3,nearest,0.2,0,4.800750630420531e-06,1.510279204946087e-05,11.376834859228204,9.619188635970545e-05,{},,5,0.007749701999955505,20.0
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,0,5.855245523630552e-06,9.725385533991717e-06,15.519401942361682,7.125683116828183e-05,"{""alpha"": 0.1}",,5,0.01297124199999189,20.0
physionet_eegmmidb_real,knn__k3,tv,0.2,0,4.071316873660171e-06,1.2704268270338628e-05,12.67732909987665,8.626847538632444e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.3712418690000163,20.0
physionet_eegmmidb_real,knn__k3,trss,0.2,0,2.1621492019045135e-06,6.901176090290046e-06,18.012763378543706,5.268870716010653e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.0343386570000348,20.0
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,0,1.1143839658284647e-05,1.4850651991520282e-05,12.083937159337205,0.00010712258397367325,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.016296866000004684,20.0
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,0,2.902188511035995e-05,3.666022719200586e-05,3.0347966124451133,0.0002542104830464001,"{""alpha"": 0.5, ""beta"": 0.5}",,5,7.682317253999997,20.0
physionet_eegmmidb_real,knn__k3,mean,0.2,1,4.146851836438223e-06,1.2790475135121788e-05,12.562827984112552,8.32563998395916e-05,{},,5,0.00371509300003936,20.0
physionet_eegmmidb_real,knn__k3,nearest,0.2,1,4.752054913796146e-06,1.527303899609591e-05,11.153091634411775,9.993474807335911e-05,{},,5,0.007669884999984333,20.0
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,1,5.843200017003721e-06,9.661820320066401e-06,15.557329893235414,6.771312203519957e-05,"{""alpha"": 0.1}",,5,0.012572761000001265,20.0
physionet_eegmmidb_real,knn__k3,tv,0.2,1,4.050986464209472e-06,1.2509630999581242e-05,12.771230517405998,8.130319213702557e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.2857391740000139,20.0
physionet_eegmmidb_real,knn__k3,trss,0.2,1,2.1606847639315946e-06,6.877031059140059e-06,17.857156796461144,4.619463566537314e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.033333316999971885,20.0
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,1,1.1143641360144808e-05,1.4784129994514865e-05,12.155576728317492,0.00010704335564036203,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.01597988800000394,20.0
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,1,2.9076014124313397e-05,3.678976565469726e-05,2.9906584311299036,0.00025315146050235436,"{""alpha"": 0.5, ""beta"": 0.5}",,5,7.434341653999979,20.0
physionet_eegmmidb_real,knn__k3,mean,0.2,2,4.147473568415747e-06,1.2752040663556021e-05,12.584940438305141,8.397550504408986e-05,{},,5,0.0036687450000272293,20.0
physionet_eegmmidb_real,knn__k3,nearest,0.2,2,4.736923978563814e-06,1.5006247509682615e-05,11.331911900086567,9.880457206452663e-05,{},,5,0.007700120000038169,20.0
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,2,5.791675130046589e-06,9.46312488750542e-06,15.787331210874504,6.874404283804693e-05,"{""alpha"": 0.1}",,5,0.012856299000020499,20.0
physionet_eegmmidb_real,knn__k3,tv,0.2,2,4.053702541550698e-06,1.247749453398916e-05,12.789555203572293,8.226143011933856e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.2843755499999929,20.0
physionet_eegmmidb_real,knn__k3,trss,0.2,2,2.0613047686323656e-06,6.5353318447905916e-06,18.42805009771394,4.9265094531652305e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.03304055099999914,20.0
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,2,1.1120784451370398e-05,1.4717769342583819e-05,12.194924337108466,0.00010617736688969951,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.015826366999988295,20.0
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,2,2.9033860566344952e-05,3.6709730054801846e-05,3.048293407780348,0.00025349721018302966,"{""alpha"": 0.5, ""beta"": 0.5}",,5,7.377091720999999,20.0
physionet_eegmmidb_real,knn__k3,mean,0.2,3,4.325348407775467e-06,1.3304268787628995e-05,12.356820008057548,8.507094795499773e-05,{},,5,0.003707586999951218,20.0
physionet_eegmmidb_real,knn__k3,nearest,0.2,3,4.841123895831215e-06,1.5355613745071907e-05,11.281942991389386,9.882878908929543e-05,{},,5,0.007686983999974473,20.0
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,3,5.8524055427309006e-06,9.774038881832726e-06,15.597935656509849,6.835207252877284e-05,"{""alpha"": 0.1}",,5,0.012350851999997303,20.0
physionet_eegmmidb_real,knn__k3,tv,0.2,3,4.2276917149765794e-06,1.3028668722386791e-05,12.559659597191816,8.355134828272765e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.284670191000032,20.0
