method,missing_ratio,metric,mean,std,median,ci95_lo,ci95_hi,n
linear,0.3,mae,0.2424,0.0107,0.2364,0.2379,0.247,24
linear,0.3,rmse,0.5158,0.0163,0.5122,0.5089,0.5227,24
linear,0.3,snr,-2.1408,0.2016,-2.0198,-2.2259,-2.0556,24
linear,0.3,dtw,,,,,,0
mean,0.3,mae,0.2061,0.0047,0.2039,0.2041,0.2081,24
mean,0.3,rmse,0.4202,0.0115,0.4161,0.4154,0.4251,24
mean,0.3,snr,-0.3729,0.1616,-0.4065,-0.4411,-0.3046,24
mean,0.3,dtw,,,,,,0
nearest,0.3,mae,0.2694,0.015,0.2667,0.2631,0.2757,24
nearest,0.3,rmse,0.5842,0.0257,0.581,0.5734,0.5951,24
nearest,0.3,snr,-3.2854,0.3221,-3.2207,-3.4215,-3.1494,24
nearest,0.3,dtw,,,,,,0
puy,0.3,mae,0.4349,0.1167,0.4457,0.3856,0.4841,24
puy,0.3,rmse,0.575,0.0651,0.5692,0.5475,0.6025,24
puy,0.3,snr,5.9749,6.7254,3.5455,3.135,8.8148,24
puy,0.3,dtw,,,,,,0
rbfi_mq,0.3,mae,0.2711,0.0119,0.2725,0.2661,0.2761,24
rbfi_mq,0.3,rmse,0.5914,0.0301,0.5928,0.5787,0.6041,24
rbfi_mq,0.3,snr,-3.23,0.3875,-3.4832,-3.3936,-3.0664,24
rbfi_mq,0.3,dtw,,,,,,0
rbfi_tps,0.3,mae,0.2589,0.0119,0.2522,0.2539,0.2639,24
rbfi_tps,0.3,rmse,0.5568,0.0247,0.541,0.5463,0.5672,24
rbfi_tps,0.3,snr,-2.7694,0.2793,-2.685,-2.8874,-2.6515,24
rbfi_tps,0.3,dtw,,,,,,0
sobolev,0.3,mae,0.5528,0.0628,0.5674,0.5263,0.5794,24
sobolev,0.3,rmse,0.6283,0.0623,0.64,0.602,0.6546,24
sobolev,0.3,snr,1.3399,1.2119,1.0023,0.8281,1.8516,24
sobolev,0.3,dtw,,,,,,0
spherical_spline,0.3,mae,0.2823,0.0597,0.3057,0.2571,0.3075,24
spherical_spline,0.3,rmse,0.618,0.1499,0.6772,0.5547,0.6813,24
spherical_spline,0.3,snr,-3.1627,2.0169,-4.1537,-4.0144,-2.3111,24
spherical_spline,0.3,dtw,,,,,,0
spline_surface,0.3,mae,0.282,0.0347,0.2678,0.2673,0.2966,24
spline_surface,0.3,rmse,0.609,0.0759,0.5769,0.577,0.641,24
spline_surface,0.3,snr,-3.3117,0.6171,-3.1221,-3.5723,-3.0511,24
spline_surface,0.3,dtw,,,,,,0
temporal_laplacian,0.3,mae,0.4743,0.0714,0.466,0.4441,0.5045,24
temporal_laplacian,0.3,rmse,0.5551,0.0631,0.542,0.5285,0.5818,24
temporal_laplacian,0.3,snr,2.9686,1.5253,2.995,2.3245,3.6126,24
temporal_laplacian,0.3,dtw,,,,,,0
tikhonov,0.3,mae,0.3152,0.1139,0.2819,0.2671,0.3633,24
tikhonov,0.3,rmse,0.4867,0.0806,0.4596,0.4527,0.5208,24
tikhonov,0.3,snr,11.3793,6.1104,10.9818,8.7991,13.9595,24
tikhonov,0.3,dtw,,,,,,0
trss,0.3,mae,0.2153,0.0142,0.2128,0.2093,0.2213,24
trss,0.3,rmse,0.4422,0.0322,0.4413,0.4286,0.4558,24
trss,0.3,snr,-0.8116,0.6533,-0.7704,-1.0875,-0.5357,24
trss,0.3,dtw,,,,,,0
tv,0.3,mae,0.2077,0.0069,0.2044,0.2048,0.2106,24
tv,0.3,rmse,0.4244,0.0159,0.4167,0.4176,0.4311,24
tv,0.3,snr,-0.4515,0.3097,-0.4352,-0.5823,-0.3207,24
tv,0.3,dtw,,,,,,0
wavelet_temporal,0.3,mae,0.2163,0.0098,0.216,0.2121,0.2204,24
wavelet_temporal,0.3,rmse,0.4042,0.0075,0.404,0.4011,0.4074,24
wavelet_temporal,0.3,snr,14.9848,4.6819,14.0693,13.0078,16.9618,24
wavelet_temporal,0.3,dtw,,,,,,0
