dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error
bci_competition_iv_2a_proxy,knn__k3,directed_tv,0.1,1,4.343449671962617e-07,1.7158481454207198e-06,12.652606211797213,,{},
bci_competition_iv_2a_proxy,knn__k3,tv,0.1,1,3.924554269225122e-07,1.5561915976186641e-06,13.093050758147243,,{},
bci_competition_iv_2a_proxy,knn__k3,trss,0.1,1,3.573902563651152e-07,1.235666141750582e-06,13.499527066330895,,{},
bci_competition_iv_2a_proxy,knn__k3,heat_diffusion_temporal,0.1,1,3.705401274410045e-07,1.4449688094403199e-06,13.342601681551656,,{},
bci_competition_iv_2a_proxy,knn__k3,graph_time_tikhonov,0.1,1,5.008158424881085e-07,1.6631296506504042e-06,12.034173563316946,,{},
bci_competition_iv_2a_proxy,knn__k3,temporal_laplacian,0.1,1,4.355656444918235e-07,1.8556713295689554e-06,12.640417976511904,,{},
bci_competition_iv_2a_proxy,knn__k3,wavelet_temporal,0.1,1,3.818492741519436e-07,1.4202297629403416e-06,13.21203445329633,,{},
bci_competition_iv_2a_proxy,knn__k3,linear,0.1,1,5.607699641072972e-07,2.155980609833423e-06,11.543106710662009,,{},
bci_competition_iv_2a_proxy,knn__k3,nearest,0.1,1,5.857033308122308e-07,2.2004215195865144e-06,11.354177212393918,,{},
bci_competition_iv_2a_proxy,knn__k3,mean,0.1,1,5.226694541532913e-07,2.2083234684010363e-06,11.848682951717556,,{},
bci_competition_iv_2a_proxy,knn__k3,idw,0.1,1,5.83621766915456e-07,1.7731482096360536e-06,11.369639339556471,,{},
bci_competition_iv_2a_proxy,knn__k3,gsmooth,0.1,1,5.619411293488285e-07,2.439459056847943e-06,11.53404595071179,,{},
bci_competition_iv_2a_proxy,knn__k3,tikhonov,0.1,1,6.221177010609065e-07,2.6685111237285976e-06,11.092228566189231,,{},
bci_competition_iv_2a_proxy,knn__k3,spherical_spline,0.1,1,5.23208637387828e-07,1.8134180003708979e-06,11.844205100507658,,{},
bci_competition_iv_2a_proxy,knn__k3,rbfi_tps,0.1,1,6.215680728764682e-07,2.2382761834375297e-06,11.096067164456333,,{},
bci_competition_iv_2a_proxy,knn__k3,rbfi_mq,0.1,1,6.959501945132699e-07,2.359821678931145e-06,10.605172545838693,,{},
