dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch
synthetic_16ch,knn__k3,mean,0.1,0,0.5206623682921271,0.6404403251703783,2.834438105195108,0.5363128651028374,{},,
synthetic_16ch,knn__k3,tikhonov,0.1,0,0.5449638532026619,0.6744791763764129,2.6363230299822558,0.5476407382230224,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.1,0,0.48142059306116425,0.5889677118222133,3.1747533644989656,0.5010487033579843,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.1,0,0.4782175415840659,0.576273591860732,3.203744974927792,0.5041134347830888,{},,
synthetic_16ch,knn__k3,tv,0.1,0,0.45008022664787073,0.5253475555315058,3.467100664792451,0.45674711305516075,{},,
synthetic_16ch,knn__k3,trss,0.1,0,0.45862159003175157,0.5713477201906101,3.385455043130521,0.48052226454584895,{},,
synthetic_16ch,knn__k3,mean,0.1,1,0.48639960471825144,0.569584484271023,3.1300678667182984,0.4886630440216183,{},,
synthetic_16ch,knn__k3,tikhonov,0.1,1,0.5497306906823096,0.6827955622193629,2.5985001631362827,0.5645031918655404,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.1,1,0.4905510975720425,0.5939432816462501,3.093157482469216,0.5016543489131267,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.1,1,0.47445757955095197,0.5756584948403354,3.2380261103450874,0.48471962664987567,{},,
synthetic_16ch,knn__k3,tv,0.1,1,0.47293183435129793,0.572042371324457,3.252014514355958,0.47795898701219736,{},,
synthetic_16ch,knn__k3,trss,0.1,1,0.45847326252001996,0.5434778872152891,3.3868598666390555,0.4639837341626972,{},,
synthetic_16ch,knn__k3,mean,0.1,2,0.5237891591329633,0.640283112313678,2.8084349441216223,0.5387202981939561,{},,
synthetic_16ch,knn__k3,tikhonov,0.1,2,0.566900830947422,0.6985332469845964,2.4649290643106214,0.5909011480226465,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.1,2,0.5169052360480734,0.6582826562405222,2.8658906857577553,0.5375022938428439,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.1,2,0.4643817340322466,0.5622560596479247,3.3312487111386853,0.4905893186352943,{},,
synthetic_16ch,knn__k3,tv,0.1,2,0.4624829958654869,0.5657155903016061,3.349042303565406,0.48104412426832305,{},,
synthetic_16ch,knn__k3,trss,0.1,2,0.4405162031519227,0.5564995206712832,3.5603811265378313,0.46570196905801564,{},,
synthetic_16ch,knn__k3,mean,0.1,3,0.503982671463923,0.6335235436646748,2.975843957301504,0.518035635323349,{},,
synthetic_16ch,knn__k3,tikhonov,0.1,3,0.5556696041171961,0.6825879122958469,2.551833590627102,0.5680924413419767,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.1,3,0.4849729912572644,0.5993164283914009,3.142824471175609,0.4927868878780508,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.1,3,0.4804259225587049,0.5939556442375108,3.183735672122956,0.49106220611133833,{},,
synthetic_16ch,knn__k3,tv,0.1,3,0.47637365748637395,0.5811719296079193,3.2205226214346454,0.4872158124684588,{},,
synthetic_16ch,knn__k3,trss,0.1,3,0.4608620809348278,0.5868736736140103,3.3642902352614925,0.4688461262860576,{},,
synthetic_16ch,knn__k3,mean,0.2,0,0.538046737809349,0.6598769889069541,2.691799973977254,0.559506480633012,{},,
synthetic_16ch,knn__k3,tikhonov,0.2,0,0.6089310960031992,0.7474319365007126,2.154318474626317,0.6201845418244092,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.2,0,0.5142105404229432,0.643308327046502,2.8885902531852143,0.5165427106440345,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.2,0,0.48829016177648404,0.5923703208428833,3.113220259284381,0.48909955317290843,{},,
synthetic_16ch,knn__k3,tv,0.2,0,0.487084772128,0.5834537579185155,3.1239544768900487,0.5083492660702787,{},,
synthetic_16ch,knn__k3,trss,0.2,0,0.485209264935316,0.5812352052189164,3.140709149936321,0.4972385296431685,{},,
synthetic_16ch,knn__k3,mean,0.2,1,0.5328467114622285,0.6587116037781029,2.7339771018629744,0.5521859800688875,{},,
synthetic_16ch,knn__k3,tikhonov,0.2,1,0.5790695713396516,0.7038112065722377,2.3726925555712546,0.6026441765614529,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.2,1,0.51438596739171,0.6205234946387274,2.887108876091822,0.5182348578907613,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.2,1,0.5015935120062057,0.6321719709557317,2.9964808963685403,0.5283321245107244,{},,
synthetic_16ch,knn__k3,tv,0.2,1,0.48401732476300624,0.6093387823542243,3.1513909307717873,0.4952107673320789,{},,
synthetic_16ch,knn__k3,trss,0.2,1,0.47825881197246245,0.5791384842462228,3.2033701930130882,0.49879129182341336,{},,
synthetic_16ch,knn__k3,mean,0.2,2,0.5278371704574965,0.6259980210645002,2.7750002988594535,0.5413642900244413,{},,
synthetic_16ch,knn__k3,tikhonov,0.2,2,0.5518627091832377,0.6834597656459509,2.5816895136447906,0.5652098276012903,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.2,2,0.525078057345669,0.6562292121006341,2.797761302034674,0.5388826908720326,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.2,2,0.504178664751872,0.6238733953492641,2.974155362401842,0.5042281700753889,{},,
synthetic_16ch,knn__k3,tv,0.2,2,0.46401617979296245,0.5866596675817524,3.3346687575389926,0.4962853103178572,{},,
synthetic_16ch,knn__k3,trss,0.2,2,0.46064628966565707,0.5754913551544791,3.366324225665628,0.49186757223878785,{},,
synthetic_16ch,knn__k3,mean,0.2,3,0.5267177763538363,0.6439127529149903,2.7842202426158673,0.5473495171883999,{},,
synthetic_16ch,knn__k3,tikhonov,0.2,3,0.5853042292467303,0.7204825515711447,2.3261833778174306,0.5992087051157922,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.2,3,0.5350663522839237,0.6242669309964032,2.715923588303562,0.5503425850715409,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.2,3,0.4968580034885215,0.5893509930364725,3.037677100839102,0.5270789441870398,{},,
synthetic_16ch,knn__k3,tv,0.2,3,0.5091133837630704,0.608452810907528,2.9318548591594866,0.5289125936677528,{},,
synthetic_16ch,knn__k3,trss,0.2,3,0.4811016279281265,0.5859507711961155,3.1776317354964863,0.5084400874834797,{},,
synthetic_16ch,knn__k3,mean,0.3,0,0.5561893784713619,0.6865673464139295,2.547773090980518,0.5599479887148051,{},,
synthetic_16ch,knn__k3,tikhonov,0.3,0,0.5961464372373466,0.7548419458278905,2.2464704718432857,0.6033038488538957,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.3,0,0.5483714925438606,0.66380196598035,2.6092513038190894,0.550326204591603,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.3,0,0.5331467656709329,0.641779961651425,2.7315322109072824,0.5508611826322385,{},,
synthetic_16ch,knn__k3,tv,0.3,0,0.5057990869261694,0.6128779382445594,2.9602195898301353,0.5170129432788677,{},,
synthetic_16ch,knn__k3,trss,0.3,0,0.5140615962130597,0.6113115116457819,2.8898483957840746,0.5143997156342698,{},,
synthetic_16ch,knn__k3,mean,0.3,1,0.5369759987785911,0.6458538710919166,2.700451255304832,0.5591495824657057,{},,
synthetic_16ch,knn__k3,tikhonov,0.3,1,0.5973043508861358,0.7462920397502271,2.238043217515176,0.6226750228688362,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.3,1,0.5576064147245484,0.6891438499746175,2.5367223874095783,0.5819067494994328,{},,
