dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch,time_sec,snr_initial_db
physionet_eegmmidb_real,knn__k3,mean,0.2,0,4.121561963665065e-06,1.2819160056979826e-05,12.567368836443203,8.629543883868692e-05,{},,5,0.0037462470000377834,25.0
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,0,5.659344909204204e-06,9.443371787244784e-06,15.860012449354114,6.86916662720577e-05,"{""alpha"": 0.1}",,5,0.012729523000018617,25.0
physionet_eegmmidb_real,knn__k3,tv,0.2,0,4.027727625368491e-06,1.2545726501138685e-05,12.770072455033834,8.47686004150071e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.2904910629999904,25.0
physionet_eegmmidb_real,knn__k3,trss,0.2,0,2.0375854869316556e-06,6.5585111796855325e-06,18.534589131353496,4.91338783281862e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.03375582000001032,25.0
physionet_eegmmidb_real,knn__k3,mean,0.2,1,4.093060835043052e-06,1.2642293870187208e-05,12.687275619102317,8.203372844828907e-05,{},,5,0.0036456179999504457,25.0
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,1,5.640835968086948e-06,9.36452405946003e-06,15.96676762254107,6.483994672540735e-05,"{""alpha"": 0.1}",,5,0.012552421999998842,25.0
physionet_eegmmidb_real,knn__k3,tv,0.2,1,3.996612089458454e-06,1.2358017793343278e-05,12.902882960209288,8.011700799366825e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.2925787229999628,25.0
physionet_eegmmidb_real,knn__k3,trss,0.2,1,2.026844041150177e-06,6.511449792561871e-06,18.486751730331843,4.3125654085154296e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.03472090200000366,25.0
physionet_eegmmidb_real,knn__k3,mean,0.2,0,4.2978518775639755e-06,1.3419446838008563e-05,12.227458359964553,9.12961620328049e-05,{},,5,0.0036549359999753506,15.0
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,0,6.42014168755986e-06,1.0535763536567536e-05,14.655059425687227,7.847011805481511e-05,"{""alpha"": 0.1}",,5,0.012499552999997832,15.0
physionet_eegmmidb_real,knn__k3,tv,0.2,0,4.210084743244554e-06,1.3157265621563564e-05,12.408602123856562,8.976500788748273e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.291745235999997,15.0
physionet_eegmmidb_real,knn__k3,trss,0.2,0,2.4959216845963205e-06,7.849662817580634e-06,16.76772829845353,6.05749430009409e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.03733889199997975,15.0
physionet_eegmmidb_real,knn__k3,mean,0.2,1,4.292782237468537e-06,1.3231728463925833e-05,12.245112492247598,8.594434538089666e-05,{},,5,0.0036118059999807883,15.0
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,1,6.411140439460603e-06,1.0508951492379319e-05,14.58740055564327,7.479272226296414e-05,"{""alpha"": 0.1}",,5,0.012595653000005314,15.0
physionet_eegmmidb_real,knn__k3,tv,0.2,1,4.201271466143516e-06,1.2960731370171307e-05,12.434369882001542,8.414886699857517e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.3105037479999737,15.0
