test_id,metric,group_a,group_b,p_value,decision
mae_tv_family_vs_instant,mae,tv_time,instant,0.9999999895970954,not_significant
rmse_tv_family_vs_instant,rmse,tv_time,instant,0.9999987036928474,not_significant
