method,missing_ratio,metric,mean,std,median,ci95_lo,ci95_hi,n
mean,0.2,snr,0.079,0.5415,-0.0439,-0.1497,0.3077,24
mean,0.2,dtw,,,,,,0
nearest,0.2,mae,0.1698,0.0106,0.1735,0.1653,0.1743,24
nearest,0.2,rmse,0.4584,0.02,0.4632,0.4499,0.4668,24
nearest,0.2,snr,-3.07,0.1706,-3.0276,-3.142,-2.9979,24
nearest,0.2,dtw,,,,,,0
puy,0.2,mae,0.3995,0.1412,0.4109,0.3399,0.4592,24
puy,0.2,rmse,0.5234,0.0937,0.5135,0.4839,0.563,24
puy,0.2,snr,6.7727,7.6489,4.0643,3.5429,10.0026,24
puy,0.2,dtw,,,,,,0
rbfi_mq,0.2,mae,0.1824,0.0116,0.1865,0.1775,0.1873,24
rbfi_mq,0.2,rmse,0.4855,0.0135,0.4801,0.4797,0.4912,24
rbfi_mq,0.2,snr,-3.5635,0.1599,-3.6601,-3.631,-3.496,24
rbfi_mq,0.2,dtw,,,,,,0
rbfi_tps,0.2,mae,0.1716,0.0174,0.1798,0.1642,0.1789,24
rbfi_tps,0.2,rmse,0.4533,0.0311,0.4649,0.4401,0.4664,24
rbfi_tps,0.2,snr,-2.9344,0.351,-3.06,-3.0826,-2.7862,24
rbfi_tps,0.2,dtw,,,,,,0
sobolev,0.2,mae,0.5417,0.0736,0.5572,0.5107,0.5728,24
sobolev,0.2,rmse,0.6142,0.0752,0.6306,0.5824,0.646,24
sobolev,0.2,snr,1.5128,1.4068,1.0935,0.9187,2.1068,24
sobolev,0.2,dtw,,,,,,0
spherical_spline,0.2,mae,0.1939,0.05,0.2204,0.1727,0.215,24
spherical_spline,0.2,rmse,0.5061,0.1309,0.5707,0.4509,0.5614,24
spherical_spline,0.2,snr,-3.5775,2.2362,-4.8242,-4.5218,-2.6333,24
spherical_spline,0.2,dtw,,,,,,0
spline_surface,0.2,mae,0.1884,0.0294,0.2058,0.176,0.2009,24
spline_surface,0.2,rmse,0.5113,0.0738,0.5421,0.4801,0.5424,24
spline_surface,0.2,snr,-3.8505,1.0107,-4.3736,-4.2773,-3.4237,24
spline_surface,0.2,dtw,,,,,,0
temporal_laplacian,0.2,mae,0.4453,0.0847,0.4336,0.4096,0.4811,24
temporal_laplacian,0.2,rmse,0.5194,0.0806,0.5031,0.4853,0.5534,24
temporal_laplacian,0.2,snr,3.49,1.7786,3.5736,2.7389,4.241,24
temporal_laplacian,0.2,dtw,,,,,,0
tikhonov,0.2,mae,0.2554,0.1361,0.2178,0.1979,0.3129,24
tikhonov,0.2,rmse,0.4068,0.1059,0.3689,0.3621,0.4515,24
tikhonov,0.2,snr,13.1491,7.0581,12.6833,10.1688,16.1295,24
tikhonov,0.2,dtw,,,,,,0
trss,0.2,mae,0.1371,0.0146,0.1356,0.131,0.1433,24
trss,0.2,rmse,0.3524,0.0323,0.3448,0.3388,0.366,24
trss,0.2,snr,-0.662,0.8034,-0.7413,-1.0013,-0.3228,24
trss,0.2,dtw,,,,,,0
tv,0.2,mae,0.1284,0.0065,0.1268,0.1256,0.1311,24
tv,0.2,rmse,0.3256,0.0127,0.3271,0.3202,0.3309,24
tv,0.2,snr,-0.0255,0.6346,-0.1036,-0.2934,0.2425,24
tv,0.2,dtw,,,,,,0
wavelet_temporal,0.2,mae,0.1508,0.0103,0.1498,0.1465,0.1552,24
wavelet_temporal,0.2,rmse,0.3327,0.0102,0.3336,0.3284,0.337,24
wavelet_temporal,0.2,snr,16.839,4.8944,16.0192,14.7722,18.9057,24
wavelet_temporal,0.2,dtw,,,,,,0
