method,missing_ratio,metric,mean,std,median,ci95_lo,ci95_hi,n
bgsrp,0.2,mae,0.4995,0.0525,0.4749,0.4773,0.5217,24
bgsrp,0.2,rmse,0.6127,0.0439,0.598,0.5942,0.6313,24
bgsrp,0.2,snr,2.0339,0.8194,2.3694,1.6879,2.38,24
bgsrp,0.2,dtw,,,,,,0
directed_tv,0.2,mae,0.1454,0.0254,0.1383,0.1347,0.1561,24
directed_tv,0.2,rmse,0.371,0.0635,0.3435,0.3442,0.3978,24
directed_tv,0.2,snr,-1.0272,1.2363,-0.4264,-1.5492,-0.5051,24
directed_tv,0.2,dtw,,,,,,0
graph_time_tikhonov,0.2,mae,0.3929,0.1126,0.387,0.3454,0.4405,24
graph_time_tikhonov,0.2,rmse,0.4878,0.0937,0.4741,0.4483,0.5274,24
graph_time_tikhonov,0.2,snr,5.2326,3.5768,4.5126,3.7222,6.743,24
graph_time_tikhonov,0.2,dtw,,,,,,0
gsmooth,0.2,mae,0.1289,0.0056,0.1282,0.1265,0.1312,24
gsmooth,0.2,rmse,0.326,0.0091,0.326,0.3222,0.3299,24
gsmooth,0.2,snr,-0.0762,0.4248,-0.1459,-0.2556,0.1032,24
gsmooth,0.2,dtw,,,,,,0
gsp,0.2,mae,0.1415,0.0193,0.1374,0.1334,0.1497,24
gsp,0.2,rmse,0.3669,0.0445,0.3501,0.3481,0.3857,24
gsp,0.2,snr,-0.9768,0.9849,-0.9339,-1.3927,-0.5609,24
gsp,0.2,dtw,,,,,,0
heat_diffusion_temporal,0.2,mae,0.2604,0.3545,0.1337,0.1107,0.4101,24
heat_diffusion_temporal,0.2,rmse,0.611,0.7795,0.3281,0.2818,0.9401,24
heat_diffusion_temporal,0.2,snr,-2.3086,6.1572,-0.0321,-4.9085,0.2914,24
heat_diffusion_temporal,0.2,dtw,,,,,,0
idw,0.2,mae,0.1296,0.0039,0.1289,0.128,0.1312,24
idw,0.2,rmse,0.329,0.0044,0.332,0.3272,0.3309,24
idw,0.2,snr,-0.1695,0.3533,-0.099,-0.3187,-0.0203,24
idw,0.2,dtw,,,,,,0
linear,0.2,mae,0.1578,0.0183,0.1624,0.1501,0.1655,24
linear,0.2,rmse,0.4195,0.0427,0.42,0.4014,0.4375,24
linear,0.2,snr,-2.2491,0.6608,-2.165,-2.5282,-1.9701,24
linear,0.2,dtw,,,,,,0
mean,0.2,mae,0.1268,0.0058,0.1252,0.1244,0.1292,24
mean,0.2,rmse,0.319,0.0131,0.3272,0.3135,0.3246,24
