dataset,method,graph,missing_ratio,mae,rmse,dtw,snr,block,source_file
physionet_eegmmidb_real,mean,knn__k3,0.2,4.102734375e-06,1.272394365703888e-05,8.528107809412185e-05,12.60784055215924,physionet_eegmmidb_real__0.2_0,it129_confidence_interval_stability_raw.csv
physionet_eegmmidb_real,tikhonov,knn__k3,0.2,5.552986901138474e-06,9.28847273006515e-06,6.718043900701e-05,16.036878151142535,physionet_eegmmidb_real__0.2_1,it129_confidence_interval_stability_raw.csv
physionet_eegmmidb_real,tv,knn__k3,0.2,4.008073239670032e-06,1.2449215108386551e-05,8.379795962759039e-05,12.8132483280073,physionet_eegmmidb_real__0.2_2,it129_confidence_interval_stability_raw.csv
physionet_eegmmidb_real,trss,knn__k3,0.2,1.9701054999556253e-06,6.366169015640101e-06,4.699566391951415e-05,18.81317846722436,physionet_eegmmidb_real__0.2_3,it129_confidence_interval_stability_raw.csv
physionet_eegmmidb_real,mean,knn__k3,0.2,4.053854166666666e-06,1.2562885618045056e-05,8.14038183392027e-05,12.771545140918112,physionet_eegmmidb_real__0.2_4,it129_confidence_interval_stability_raw.csv
physionet_eegmmidb_real,tikhonov,knn__k3,0.2,5.5282953589722206e-06,9.197986120720166e-06,6.3344462568287e-05,16.216950268893417,physionet_eegmmidb_real__0.2_5,it129_confidence_interval_stability_raw.csv
physionet_eegmmidb_real,tv,knn__k3,0.2,3.956001283198891e-06,1.227679476842936e-05,7.931911002793638e-05,12.990674430801766,physionet_eegmmidb_real__0.2_6,it129_confidence_interval_stability_raw.csv
physionet_eegmmidb_real,trss,knn__k3,0.2,1.9551257033746426e-06,6.300972301324405e-06,4.1637623240966297e-05,18.916721628960023,physionet_eegmmidb_real__0.2_7,it129_confidence_interval_stability_raw.csv
bci_iv2a_real_s1,mean,knn__k3,0.2,2.4465986887613927e-06,1.1469136690091002e-05,4.948766859793341e-05,13.786817032880576,bci_iv2a_real_s1__0.2_8,it129_confidence_interval_stability_raw.csv
bci_iv2a_real_s1,tikhonov,knn__k3,0.2,5.437583550266037e-06,1.3039550461601522e-05,5.464920690081195e-05,12.704646301576892,bci_iv2a_real_s1__0.2_9,it129_confidence_interval_stability_raw.csv
bci_iv2a_real_s1,tv,knn__k3,0.2,2.446397920558572e-06,1.1468691242719925e-05,4.94832402890586e-05,13.788131102478577,bci_iv2a_real_s1__0.2_10,it129_confidence_interval_stability_raw.csv
bci_iv2a_real_s1,trss,knn__k3,0.2,1.6619498442885525e-06,7.5013402645006465e-06,3.389198326785659e-05,17.085273412560852,bci_iv2a_real_s1__0.2_11,it129_confidence_interval_stability_raw.csv
bci_iv2a_real_s1,mean,knn__k3,0.2,2.491294860839844e-06,1.2880734752035774e-05,5.332244828430989e-05,13.938874345953453,bci_iv2a_real_s1__0.2_12,it129_confidence_interval_stability_raw.csv
bci_iv2a_real_s1,tikhonov,knn__k3,0.2,5.451950379639944e-06,1.4235994723806227e-05,5.733279406989695e-05,12.73829936566042,bci_iv2a_real_s1__0.2_13,it129_confidence_interval_stability_raw.csv
bci_iv2a_real_s1,tv,knn__k3,0.2,2.4911059115764e-06,1.2880343713362803e-05,5.331890533943353e-05,13.94000851645825,bci_iv2a_real_s1__0.2_14,it129_confidence_interval_stability_raw.csv
bci_iv2a_real_s1,trss,knn__k3,0.2,1.740696879345479e-06,8.869358993802592e-06,3.7336243456975584e-05,16.90861227609056,bci_iv2a_real_s1__0.2_15,it129_confidence_interval_stability_raw.csv
iv100hz_mat,mean,knn__k3,0.2,41.73264322916666,133.93670721786685,725.591887661063,10.765144042297385,iv100hz_mat__0.2_16,it129_confidence_interval_stability_raw.csv
iv100hz_mat,tikhonov,knn__k3,0.2,100.47919073358544,163.10011339759288,901.9312707730742,10.346956444137028,iv100hz_mat__0.2_17,it129_confidence_interval_stability_raw.csv
iv100hz_mat,tv,knn__k3,0.2,39.79247650009048,135.35190729613765,752.1680785070503,10.539951500914482,iv100hz_mat__0.2_18,it129_confidence_interval_stability_raw.csv
