dataset,graph,method,missing_ratio,n,mean,median,std
mne_sample_proxy,knn__k3,tv,2ch,8,1.8869674596800748e-06,1.8513479670233292e-06,5.164826212874847e-08
mne_sample_proxy,knn__k3,tv,3ch,4,2.145411947456378e-06,2.09457886830308e-06,1.207026788774513e-07
mne_sample_proxy,knn__k3,wavelet_temporal,0.1,4,1.5247390891517225e-07,1.5194117593303013e-07,1.1719889650949109e-08
mne_sample_proxy,knn__k3,wavelet_temporal,0.2,4,1.6690828375902167e-07,1.635457894867466e-07,3.000773200445525e-08
mne_sample_proxy,knn__k3,wavelet_temporal,0.3,6,1.901675083924497e-07,1.9031375455733055e-07,2.703860723285536e-08
mne_sample_proxy,knn__k3,wavelet_temporal,0.4,5,2.2052609558223078e-07,2.2428249603802918e-07,2.6714471465348312e-08
mne_sample_proxy,knng__k3,mean,1ch,1,1.5631517733911469e-06,1.5631517733911469e-06,
mne_sample_proxy,knng__k3,mean,2ch,1,1.8635010527247388e-06,1.8635010527247388e-06,
mne_sample_proxy,knng__k3,temporal_laplacian,1ch,1,1.2467224063781151e-06,1.2467224063781151e-06,
mne_sample_proxy,knng__k3,temporal_laplacian,2ch,1,1.7011071182081136e-06,1.7011071182081136e-06,
mne_sample_proxy,knng__k3,tikhonov,1ch,1,1.441680815705395e-06,1.441680815705395e-06,
mne_sample_proxy,knng__k3,tikhonov,2ch,1,1.7503176392107883e-06,1.7503176392107883e-06,
mne_sample_proxy,knng__k3,tv,1ch,1,1.5923057117485184e-06,1.5923057117485184e-06,
mne_sample_proxy,knng__k3,tv,2ch,1,1.8513489758732868e-06,1.8513489758732868e-06,
movielens_graph_signal,gaussian__sigma1.0,graph_time_tikhonov,0.1,10,0.17476203508372684,0.1745641932906534,0.001447430178237491
movielens_graph_signal,gaussian__sigma1.0,graph_time_tikhonov,0.2,15,0.17642134420721645,0.175712691588553,0.002308582000960795
movielens_graph_signal,gaussian__sigma1.0,graph_time_tikhonov,0.3,15,0.17779108213724093,0.1790498950742468,0.0027978529257593177
movielens_graph_signal,gaussian__sigma1.0,mean,0.1,10,0.01684504539901046,0.01718908043406835,0.0017462002686715564
movielens_graph_signal,gaussian__sigma1.0,mean,0.2,17,0.03564655555564624,0.0362424763199901,0.0025863335890067003
movielens_graph_signal,gaussian__sigma1.0,mean,0.3,15,0.06359157408235012,0.0631541433931978,0.0019513384955386222
movielens_graph_signal,gaussian__sigma1.0,mean,0.4,2,0.08200297885019794,0.08200297885019794,0.002008425394797313
movielens_graph_signal,gaussian__sigma1.0,nearest,0.1,10,0.01897407587995759,0.02057121089885565,0.0037466799842323793
movielens_graph_signal,gaussian__sigma1.0,nearest,0.2,15,0.0364598761382879,0.0403940042265741,0.005118082432478894
movielens_graph_signal,gaussian__sigma1.0,nearest,0.3,15,0.0657004930079917,0.063034799655485,0.008538737112901306
movielens_graph_signal,gaussian__sigma1.0,temporal_laplacian,0.1,10,0.15283805571249348,0.1534448120519448,0.0013745784352663332
movielens_graph_signal,gaussian__sigma1.0,temporal_laplacian,0.2,15,0.15414397394607235,0.1542780115123495,0.0037429819760869637
movielens_graph_signal,gaussian__sigma1.0,temporal_laplacian,0.3,15,0.16119442738098716,0.1626875343296596,0.0030319373307616817
movielens_graph_signal,gaussian__sigma1.0,tikhonov,0.1,10,0.11244181505676983,0.1124449052819272,0.00016755332217755083
movielens_graph_signal,gaussian__sigma1.0,tikhonov,0.2,17,0.12048583292626339,0.120434680085768,0.00023616983275902005
movielens_graph_signal,gaussian__sigma1.0,tikhonov,0.3,15,0.1324410937023326,0.1326616263414585,0.0009726051046180622
movielens_graph_signal,gaussian__sigma1.0,tikhonov,0.4,2,0.1373607216607568,0.1373607216607568,0.0024432008726837907
movielens_graph_signal,gaussian__sigma1.0,trss,0.1,10,0.02180740647736452,0.021954828479001,0.0021042131541926523
movielens_graph_signal,gaussian__sigma1.0,trss,0.2,17,0.04433427295532581,0.0446651101267993,0.0022034193264626966
movielens_graph_signal,gaussian__sigma1.0,trss,0.3,15,0.07719241575588093,0.0764453909147499,0.0021487141581416546
movielens_graph_signal,gaussian__sigma1.0,trss,0.4,2,0.0964244685350187,0.0964244685350187,0.0029980134630214032
movielens_graph_signal,gaussian__sigma1.0,tv,0.1,10,0.01684599955581794,0.01719004772871335,0.0017466897360703458
movielens_graph_signal,gaussian__sigma1.0,tv,0.2,17,0.03564595536236882,0.0362427723904025,0.002587364279607157
movielens_graph_signal,gaussian__sigma1.0,tv,0.3,15,0.06359112237454356,0.0631524937874196,0.001953249945234076
movielens_graph_signal,gaussian__sigma1.0,tv,0.4,2,0.08199956207622235,0.08199956207622235,0.002009132133131743
movielens_graph_signal,knn__k3,graph_time_tikhonov,0.1,26,0.13593528387472345,0.13611498903563835,0.0008471583383040443
movielens_graph_signal,knn__k3,graph_time_tikhonov,0.2,84,0.1253593069430901,0.1384567098921462,0.022531459329413236
movielens_graph_signal,knn__k3,graph_time_tikhonov,0.3,21,0.14757444653429316,0.1479777145867821,0.0012071557423314098
movielens_graph_signal,knn__k3,mean,0.1,26,0.016900848778609256,0.01718908043406835,0.002046503728215271
movielens_graph_signal,knn__k3,mean,0.2,44,0.035578365382878126,0.0362424763199901,0.0028452930072569754
movielens_graph_signal,knn__k3,mean,0.3,21,0.0635550912653418,0.0631541433931978,0.001955275178267425
movielens_graph_signal,knn__k3,mean,0.4,2,0.08200297885019794,0.08200297885019794,0.002008425394797313
movielens_graph_signal,knn__k3,nearest,0.1,26,0.018900270853682382,0.0198701629469293,0.0035571341774435286
movielens_graph_signal,knn__k3,nearest,0.2,38,0.03604089213852087,0.035475053494625944,0.005580987536542323
movielens_graph_signal,knn__k3,nearest,0.3,21,0.06563569805329318,0.063034799655485,0.00833982257454931
movielens_graph_signal,knn__k3,temporal_laplacian,0.1,26,0.14077419382783302,0.1408486458970835,0.0007345470331519537
movielens_graph_signal,knn__k3,temporal_laplacian,0.2,84,0.135833547569197,0.1415748005106976,0.012010853407067361
movielens_graph_signal,knn__k3,temporal_laplacian,0.3,21,0.15129295993836142,0.1509357192265708,0.002473791047312949
movielens_graph_signal,knn__k3,tikhonov,0.1,26,0.06191633095822064,0.0615545818415032,0.002209394121399432
movielens_graph_signal,knn__k3,tikhonov,0.2,44,0.07388157285687547,0.07413602398706795,0.0029256974694521634
movielens_graph_signal,knn__k3,tikhonov,0.3,21,0.0943640075267157,0.0936462743896757,0.002765986233024605
movielens_graph_signal,knn__k3,tikhonov,0.4,2,0.1063258222525425,0.1063258222525425,0.005480364085447861
movielens_graph_signal,knn__k3,trss,0.1,26,0.02294796089209549,0.02288401499458915,0.003412337117442585
movielens_graph_signal,knn__k3,trss,0.2,90,0.05048050614392036,0.0485308261729258,0.00791987172933973
movielens_graph_signal,knn__k3,trss,0.3,21,0.07887228141282648,0.0767489194491702,0.003058812143958416
movielens_graph_signal,knn__k3,trss,0.4,2,0.09830779575628446,0.09830779575628446,0.006714297715817571
movielens_graph_signal,knn__k3,tv,0.1,26,0.016947566510614378,0.0172543318250836,0.0020805920957449875
movielens_graph_signal,knn__k3,tv,0.2,90,0.03602110774036622,0.0363173367250002,0.003426425388440342
movielens_graph_signal,knn__k3,tv,0.3,21,0.06352919817372846,0.0630270649843472,0.002086050678744576
movielens_graph_signal,knn__k3,tv,0.4,2,0.08185350339506126,0.08185350339506126,0.0020844617930514545
movielens_graph_signal,knn__k5,graph_time_tikhonov,0.2,5,0.15656217980199583,0.1562019694532916,0.0012415358163241782
movielens_graph_signal,knn__k5,graph_time_tikhonov,0.3,5,0.16168711339799802,0.1617686157594283,0.0013104521224421553
movielens_graph_signal,knn__k5,mean,0.2,5,0.03604004388180217,0.0362424763199901,0.0031611024949180296
movielens_graph_signal,knn__k5,mean,0.3,5,0.06328091265108982,0.0631541433931978,0.0023494509118112223
movielens_graph_signal,knn__k5,nearest,0.2,5,0.03721268933435784,0.0403940042265741,0.005389644324215014
movielens_graph_signal,knn__k5,nearest,0.3,5,0.0649481335864301,0.063034799655485,0.009510586436262543
movielens_graph_signal,knn__k5,temporal_laplacian,0.2,5,0.1489941070895851,0.1479036056103177,0.0027168335564308754
movielens_graph_signal,knn__k5,temporal_laplacian,0.3,5,0.15585904133607106,0.1566930914928406,0.0038914538462114286
movielens_graph_signal,knn__k5,tikhonov,0.2,5,0.09084560823294113,0.0910298475109664,0.0014562363550102379
movielens_graph_signal,knn__k5,tikhonov,0.3,5,0.10807911318074437,0.1067406871153397,0.0027936052870274524
movielens_graph_signal,knn__k5,trss,0.2,5,0.04529813024188114,0.0454522695216714,0.002823997930984741
movielens_graph_signal,knn__k5,trss,0.3,5,0.07909386375232258,0.0780651748559595,0.004840703486264409
movielens_graph_signal,knn__k5,tv,0.2,5,0.03602984643653936,0.0362479790899507,0.0031911017549759533
movielens_graph_signal,knn__k5,tv,0.3,5,0.06327348796594426,0.0631146883364196,0.0023940013026850946
physionet_eegmmidb,aew,bgsrp,0.4,4,1.2764525741391697e-05,1.2775001981772348e-05,4.350690339710495e-08
physionet_eegmmidb,aew,directed_tv,0.4,4,1.5253866545905216e-05,1.5262688746274657e-05,2.0840784924294788e-08
physionet_eegmmidb,aew,graph_time_tikhonov,0.4,4,1.3566132818457047e-05,1.3542846395913653e-05,8.630232558255541e-08
physionet_eegmmidb,aew,gsmooth,0.4,4,7.518860466178356e-06,7.492725873678075e-06,1.5726256735793954e-07
physionet_eegmmidb,aew,gsp,0.4,4,6.031405617333045e-06,6.01159110221469e-06,1.0004177745785147e-07
physionet_eegmmidb,aew,heat_diffusion_temporal,0.4,4,1.4162460097647208e-05,1.4183416236959895e-05,1.3927215946433398e-07
physionet_eegmmidb,aew,idw,0.4,4,6.462192028056823e-06,6.413348854369281e-06,1.2612118440469098e-07
physionet_eegmmidb,aew,linear,0.4,4,9.231373000372024e-06,9.22971416170635e-06,7.180275435790202e-08
physionet_eegmmidb,aew,mean,0.4,4,9.263663194444446e-06,9.251927083333333e-06,1.6794113563800895e-07
physionet_eegmmidb,aew,nearest,0.4,4,1.0463183593750001e-05,1.0461458333333333e-05,1.0756807575267763e-07
physionet_eegmmidb,aew,puy,0.4,4,1.4161948411243643e-05,1.4129202963214188e-05,8.396303270417518e-08
physionet_eegmmidb,aew,rbfi_mq,0.4,4,6.000225881908492e-06,5.9876826845584934e-06,5.639949028796774e-08
physionet_eegmmidb,aew,rbfi_tps,0.4,4,5.691620032471166e-06,5.701679403905436e-06,6.013838476998544e-08
physionet_eegmmidb,aew,sobolev,0.4,4,3.027926832004744e-05,3.028675923716758e-05,1.7958271256553632e-08
physionet_eegmmidb,aew,spherical_spline,0.4,4,7.895151165011218e-06,7.908232854526938e-06,8.968449084243335e-08
physionet_eegmmidb,aew,spline_surface,0.4,4,6.143188754502473e-06,6.14637428801549e-06,4.285042496593098e-08
physionet_eegmmidb,aew,spline_temporal,0.4,4,1.0490312348675234e-05,1.0504049720417932e-05,3.771623557614769e-08
physionet_eegmmidb,aew,temporal_laplacian,0.4,4,3.205999454000681e-05,3.205150987192049e-05,2.9790478065698695e-08
physionet_eegmmidb,aew,tikhonov,0.4,4,8.687006523028167e-06,8.662896630175806e-06,1.0236564390265689e-07
physionet_eegmmidb,aew,trss,0.4,4,4.997833767062484e-06,4.984770557518646e-06,7.209716535666048e-08
physionet_eegmmidb,aew,tv,0.4,4,9.189596108226225e-06,9.177506123820667e-06,1.6827210339848648e-07
physionet_eegmmidb,aew,wavelet_temporal,0.4,4,1.51718414718406e-05,1.5166182238883476e-05,5.4889473385514246e-08
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,bgsrp,0.1,5,2.224691850921116e-05,2.224691850921116e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,bgsrp,0.2,5,2.376342997280964e-05,2.376342997280964e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,bgsrp,0.3,5,2.426715318054114e-05,2.426715318054114e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,bgsrp,0.4,6,2.5699728261656992e-05,2.5699728261656992e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,directed_tv,0.1,6,2.234440185437885e-06,2.234440185437885e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,directed_tv,0.2,6,5.9119658142075495e-06,5.9119658142075495e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,directed_tv,0.3,6,1.1184228154009958e-05,1.1184228154009957e-05,1.8557562086450553e-21
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,directed_tv,0.4,7,1.500346061826591e-05,1.5003460618265911e-05,1.8298002980544344e-21
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,graph_time_tikhonov,0.1,6,1.3281651592692126e-05,1.3281651592692126e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,graph_time_tikhonov,0.2,6,1.4833482722841832e-05,1.4833482722841832e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,graph_time_tikhonov,0.3,6,1.7484071840806508e-05,1.7484071840806508e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,graph_time_tikhonov,0.4,7,2.0746578755622804e-05,2.07465787556228e-05,3.659600596108869e-21
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,gsmooth,0.1,6,1.8358540862205184e-06,1.8358540862205184e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,gsmooth,0.2,6,4.201050911787301e-06,4.201050911787301e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,gsmooth,0.3,6,8.453668254110773e-06,8.453668254110773e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,gsmooth,0.4,7,1.2361070948037847e-05,1.2361070948037847e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,gsp,0.1,5,1.6908097752324019e-06,1.6908097752324017e-06,2.367529061553262e-22
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,gsp,0.2,5,4.317061218511789e-06,4.317061218511789e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,gsp,0.3,5,8.281169585246762e-06,8.281169585246762e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,gsp,0.4,6,1.268544456530031e-05,1.268544456530031e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,heat_diffusion_temporal,0.1,6,1.9388700286329224e-06,1.938870028632922e-06,4.639390521612638e-22
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,heat_diffusion_temporal,0.2,6,5.066466973075818e-06,5.066466973075819e-06,9.278781043225276e-22
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,heat_diffusion_temporal,0.3,6,9.831010882480275e-06,9.831010882480275e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,heat_diffusion_temporal,0.4,7,1.3759773098001481e-05,1.3759773098001478e-05,3.659600596108869e-21
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,idw,0.1,6,1.94706640034928e-06,1.94706640034928e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,idw,0.2,6,4.915430255454281e-06,4.915430255454282e-06,9.278781043225276e-22
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,idw,0.3,6,8.733274028882618e-06,8.733274028882618e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,idw,0.4,7,1.3589006536916712e-05,1.3589006536916712e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,linear,0.1,6,2.128409090909091e-06,2.128409090909091e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,linear,0.2,6,3.3157670454545457e-06,3.3157670454545457e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,linear,0.3,6,9.20596590909091e-06,9.20596590909091e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,linear,0.4,7,1.5221946022727273e-05,1.5221946022727273e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,mean,0.1,6,2.380724431818181e-06,2.380724431818181e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,mean,0.2,6,4.568497474747474e-06,4.568497474747474e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,mean,0.3,6,9.480151515151512e-06,9.480151515151514e-06,1.8557562086450553e-21
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,mean,0.4,7,1.2742657342657348e-05,1.2742657342657345e-05,3.659600596108869e-21
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,nearest,0.1,6,3.197727272727273e-06,3.1977272727272724e-06,4.639390521612638e-22
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,nearest,0.2,6,5.240340909090908e-06,5.240340909090908e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,nearest,0.3,6,8.520170454545455e-06,8.520170454545455e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,nearest,0.4,7,1.485497159090909e-05,1.485497159090909e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,puy,0.1,5,1.0099744511032109e-05,1.0099744511032109e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,puy,0.2,5,1.1939691193582755e-05,1.1939691193582755e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,puy,0.3,5,1.453351311637674e-05,1.453351311637674e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,puy,0.4,6,1.8972448717833443e-05,1.897244871783344e-05,3.7115124172901106e-21
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,rbfi_mq,0.1,5,2.38577284105107e-06,2.38577284105107e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,rbfi_mq,0.2,5,7.018148745456612e-06,7.018148745456612e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,rbfi_mq,0.3,5,1.029218418874243e-05,1.029218418874243e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,rbfi_mq,0.4,6,2.2723739944871125e-05,2.2723739944871125e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,rbfi_tps,0.1,5,1.886420341129943e-06,1.886420341129943e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,rbfi_tps,0.2,5,6.430087390479246e-06,6.430087390479247e-06,9.470116246213047e-22
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,rbfi_tps,0.3,5,8.781018459245725e-06,8.781018459245725e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,rbfi_tps,0.4,6,2.0342657889928884e-05,2.0342657889928884e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,sobolev,0.1,5,2.374414998134353e-05,2.374414998134353e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,sobolev,0.2,5,2.4740560354850405e-05,2.4740560354850405e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,sobolev,0.3,5,2.6333791745402638e-05,2.6333791745402635e-05,3.788046498485219e-21
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,sobolev,0.4,6,2.8022787730480983e-05,2.802278773048098e-05,3.7115124172901106e-21
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,spherical_spline,0.1,5,2.584443485140196e-06,2.584443485140196e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,spherical_spline,0.2,5,7.489044775725141e-06,7.489044775725141e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,spherical_spline,0.3,5,1.1154533255271536e-05,1.1154533255271536e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,spherical_spline,0.4,6,3.307308273938962e-05,3.307308273938962e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,spline_surface,0.1,5,6.11537885763636e-06,6.11537885763636e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,spline_surface,0.2,5,1.000625760350867e-05,1.000625760350867e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,spline_surface,0.3,5,1.4196034516882632e-05,1.4196034516882632e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,spline_surface,0.4,6,2.7407203105943783e-05,2.7407203105943783e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,spline_temporal,0.1,6,,,
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,spline_temporal,0.2,6,,,
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,spline_temporal,0.3,6,,,
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,spline_temporal,0.4,7,,,
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,temporal_laplacian,0.1,6,2.055815488517526e-05,2.055815488517526e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,temporal_laplacian,0.2,6,2.2360449713588227e-05,2.236044971358823e-05,3.7115124172901106e-21
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,temporal_laplacian,0.3,6,2.4820746757610927e-05,2.4820746757610927e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,temporal_laplacian,0.4,7,2.7486464727663725e-05,2.748646472766372e-05,3.659600596108869e-21
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,tikhonov,0.1,6,4.272113836279374e-06,4.272113836279374e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,tikhonov,0.2,6,6.547690679436925e-06,6.547690679436924e-06,9.278781043225276e-22
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,tikhonov,0.3,6,1.0211949205201236e-05,1.0211949205201236e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,tikhonov,0.4,7,1.4360828228804065e-05,1.4360828228804065e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,trss,0.1,6,1.6890409224632534e-06,1.6890409224632534e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,trss,0.2,6,3.976409835055152e-06,3.976409835055152e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,trss,0.3,6,8.252801322438139e-06,8.252801322438139e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,trss,0.4,7,1.227409502691185e-05,1.2274095026911852e-05,1.8298002980544344e-21
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,tv,0.1,6,2.3466350976880244e-06,2.3466350976880244e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,tv,0.2,6,4.518968809336505e-06,4.518968809336505e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,tv,0.3,6,9.40951772293885e-06,9.409517722938848e-06,1.8557562086450553e-21
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,tv,0.4,7,1.2710945666597686e-05,1.2710945666597684e-05,1.8298002980544344e-21
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,wavelet_temporal,0.1,6,2.671127397336338e-06,2.671127397336338e-06,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,wavelet_temporal,0.2,6,6.618141507864223e-06,6.618141507864224e-06,9.278781043225276e-22
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,wavelet_temporal,0.3,6,1.2015870983310094e-05,1.2015870983310094e-05,0.0
physionet_eegmmidb,aew__k4_sigma_corr0_5_sigma_dist1,wavelet_temporal,0.4,7,1.5907922975524834e-05,1.5907922975524834e-05,0.0
physionet_eegmmidb,gaussian,bgsrp,0.4,4,2.0875790896645537e-05,2.0864407982486264e-05,8.771256078766537e-08
physionet_eegmmidb,gaussian,directed_tv,0.4,4,1.5253353869265285e-05,1.5262386064062145e-05,2.0869181070056693e-08
physionet_eegmmidb,gaussian,graph_time_tikhonov,0.1,3,2.2905674778355447e-05,2.290096010050673e-05,2.4746336549404176e-07
physionet_eegmmidb,gaussian,graph_time_tikhonov,0.2,7,2.6583954795131118e-05,2.7434387583059565e-05,1.7971000753213195e-06
physionet_eegmmidb,gaussian,graph_time_tikhonov,0.3,7,2.7556182703750785e-05,2.8811576825739428e-05,1.9211548909859603e-06
physionet_eegmmidb,gaussian,graph_time_tikhonov,0.4,7,2.4520616085591162e-05,2.2779162874130226e-05,2.2896551796059593e-06
physionet_eegmmidb,gaussian,gsmooth,0.4,4,9.257434777692523e-06,9.245670859078335e-06,1.6798988052788417e-07
physionet_eegmmidb,gaussian,gsp,0.4,4,9.25091405558714e-06,9.239116906040523e-06,1.6801566969840072e-07
physionet_eegmmidb,gaussian,heat_diffusion_temporal,0.4,4,9.988749259252068e-06,9.964377070315247e-06,1.4052387940957786e-07
physionet_eegmmidb,gaussian,idw,0.4,4,6.462192028056823e-06,6.413348854369281e-06,1.2612118440469098e-07
physionet_eegmmidb,gaussian,linear,0.4,4,9.231373000372024e-06,9.22971416170635e-06,7.180275435790202e-08
physionet_eegmmidb,gaussian,mean,0.1,3,2.7446904305736123e-05,2.7549925849340936e-05,3.30111677888105e-07
physionet_eegmmidb,gaussian,mean,0.2,7,2.813658424182641e-05,2.774533118206017e-05,5.902505512643016e-07
physionet_eegmmidb,gaussian,mean,0.3,7,2.9156901116624766e-05,2.9044158406284067e-05,6.881922892828028e-07
physionet_eegmmidb,gaussian,mean,0.4,7,1.8556704495635873e-05,9.477855902777778e-06,1.1598033731434358e-05
physionet_eegmmidb,gaussian,nearest,0.1,3,3.298957344375264e-05,3.289088810857686e-05,2.834627058453661e-07
physionet_eegmmidb,gaussian,nearest,0.2,7,3.498536088761271e-05,3.491078333640628e-05,3.794513648900237e-07
physionet_eegmmidb,gaussian,nearest,0.3,7,3.7008804201657045e-05,3.739513978887126e-05,6.122511226123021e-07
physionet_eegmmidb,gaussian,nearest,0.4,7,2.2312598937178556e-05,1.0592708333333334e-05,1.4782081868237562e-05
physionet_eegmmidb,gaussian,puy,0.4,4,2.379564292286638e-05,2.379321859279153e-05,5.6366206726114676e-08
physionet_eegmmidb,gaussian,rbfi_mq,0.4,4,6.000225881908492e-06,5.9876826845584934e-06,5.639949028796774e-08
physionet_eegmmidb,gaussian,rbfi_tps,0.4,4,5.691620032471166e-06,5.701679403905436e-06,6.013838476998544e-08
physionet_eegmmidb,gaussian,sobolev,0.4,4,3.207906997900095e-05,3.208138995518954e-05,1.0588606494679325e-08
physionet_eegmmidb,gaussian,spherical_spline,0.4,4,7.895151165011218e-06,7.908232854526938e-06,8.968449084243335e-08
physionet_eegmmidb,gaussian,spline_surface,0.4,4,6.143188754502473e-06,6.14637428801549e-06,4.285042496593098e-08
physionet_eegmmidb,gaussian,spline_temporal,0.4,4,1.632277253753079e-05,1.6326443313554834e-05,1.8794388144513784e-08
