dataset,graph,method,missing_ratio,n,mean,median,std
synthetic_beta,kalofolias,bgsrp,0.4,15,0.6224461894981574,0.6224461894981572,2.298380017448157e-16
synthetic_beta,kalofolias,directed_tv,0.1,16,0.0658848814724172,0.0658848814724172,0.0
synthetic_beta,kalofolias,directed_tv,0.2,16,0.1347082624649449,0.1347082624649449,0.0
synthetic_beta,kalofolias,directed_tv,0.3,16,0.2024079368112397,0.2024079368112397,0.0
synthetic_beta,kalofolias,directed_tv,0.4,16,0.2719970591297853,0.2719970591297853,0.0
synthetic_beta,kalofolias,graph_time_tikhonov,0.1,16,0.6207018287564294,0.6207018287564294,0.0
synthetic_beta,kalofolias,graph_time_tikhonov,0.2,16,0.6235922776887884,0.6235922776887884,0.0
synthetic_beta,kalofolias,graph_time_tikhonov,0.3,16,0.6283045244372029,0.6283045244372029,0.0
synthetic_beta,kalofolias,graph_time_tikhonov,0.4,16,0.6227592016621426,0.6227592016621426,0.0
synthetic_beta,kalofolias,gsmooth,0.1,16,0.0670575574588823,0.0670575574588823,0.0
synthetic_beta,kalofolias,gsmooth,0.2,16,0.1401923096646441,0.1401923096646441,0.0
synthetic_beta,kalofolias,gsmooth,0.3,16,0.210584667456939,0.210584667456939,0.0
synthetic_beta,kalofolias,gsmooth,0.4,16,0.2822087038974739,0.2822087038974739,0.0
synthetic_beta,kalofolias,gsp,0.1,15,0.07267631230900709,0.0726763123090071,1.436487510905098e-17
synthetic_beta,kalofolias,gsp,0.2,15,0.15691779146588963,0.1569177914658896,2.872975021810196e-17
synthetic_beta,kalofolias,gsp,0.3,15,0.23585125104658564,0.2358512510465857,5.745950043620392e-17
synthetic_beta,kalofolias,gsp,0.4,15,0.28193334950787896,0.2819333495078789,5.745950043620392e-17
synthetic_beta,kalofolias,heat_diffusion_temporal,0.1,16,0.5907092543362261,0.5907092543362261,0.0
synthetic_beta,kalofolias,heat_diffusion_temporal,0.2,16,1.221517888020487,1.221517888020487,0.0
synthetic_beta,kalofolias,heat_diffusion_temporal,0.3,16,1.839803273970272,1.839803273970272,0.0
synthetic_beta,kalofolias,heat_diffusion_temporal,0.4,16,2.3977918640926883,2.3977918640926883,0.0
synthetic_beta,kalofolias,idw,0.1,16,0.0660994520829936,0.0660994520829936,0.0
synthetic_beta,kalofolias,idw,0.2,16,0.134560782294406,0.134560782294406,0.0
synthetic_beta,kalofolias,idw,0.3,16,0.2051514161331487,0.2051514161331487,0.0
synthetic_beta,kalofolias,idw,0.4,16,0.2811073987258139,0.2811073987258139,0.0
synthetic_beta,kalofolias,linear,0.1,16,0.0784418055359528,0.0784418055359528,0.0
synthetic_beta,kalofolias,linear,0.2,16,0.1623711442886609,0.1623711442886609,0.0
synthetic_beta,kalofolias,linear,0.3,16,0.2363730615514894,0.2363730615514894,0.0
synthetic_beta,kalofolias,linear,0.4,16,0.3075095938728858,0.3075095938728858,0.0
synthetic_beta,kalofolias,mean,0.1,16,0.0658619827367564,0.0658619827367564,0.0
synthetic_beta,kalofolias,mean,0.2,16,0.1343883515386373,0.1343883515386373,0.0
synthetic_beta,kalofolias,mean,0.3,16,0.2038587458276235,0.2038587458276235,0.0
synthetic_beta,kalofolias,mean,0.4,16,0.2823148692322929,0.2823148692322929,0.0
synthetic_beta,kalofolias,nearest,0.1,16,0.0859116155366704,0.0859116155366704,0.0
synthetic_beta,kalofolias,nearest,0.2,16,0.1735483953645094,0.1735483953645094,0.0
synthetic_beta,kalofolias,nearest,0.3,16,0.2666638527529017,0.2666638527529017,0.0
synthetic_beta,kalofolias,nearest,0.4,16,0.3592430176891412,0.3592430176891412,0.0
synthetic_beta,kalofolias,puy,0.1,15,0.6217877254237435,0.6217877254237434,1.1491900087240784e-16
synthetic_beta,kalofolias,puy,0.2,15,0.6245470198840709,0.6245470198840709,0.0
synthetic_beta,kalofolias,puy,0.3,15,0.6293777716242878,0.6293777716242878,0.0
synthetic_beta,kalofolias,puy,0.4,15,0.6241243256766188,0.6241243256766188,0.0
synthetic_beta,kalofolias,rbfi_mq,0.1,15,0.0781198412781059,0.0781198412781059,0.0
synthetic_beta,kalofolias,rbfi_mq,0.2,15,0.18647988681029876,0.1864798868102987,5.745950043620392e-17
synthetic_beta,kalofolias,rbfi_mq,0.3,15,0.2561576879566933,0.2561576879566933,0.0
synthetic_beta,kalofolias,rbfi_mq,0.4,15,0.34741229469325596,0.3474122946932561,1.1491900087240784e-16
synthetic_beta,kalofolias,rbfi_tps,0.1,15,0.07661338232784529,0.0766133823278453,1.436487510905098e-17
synthetic_beta,kalofolias,rbfi_tps,0.2,15,0.17979502795434893,0.1797950279543489,2.872975021810196e-17
synthetic_beta,kalofolias,rbfi_tps,0.3,15,0.2521629247154634,0.2521629247154633,1.1491900087240784e-16
synthetic_beta,kalofolias,rbfi_tps,0.4,15,0.34861173265311335,0.3486117326531134,5.745950043620392e-17
synthetic_beta,kalofolias,sobolev,0.1,15,0.6271020899793934,0.6271020899793934,0.0
synthetic_beta,kalofolias,sobolev,0.2,15,0.6293664462796879,0.6293664462796879,0.0
synthetic_beta,kalofolias,sobolev,0.3,15,0.6323010766463492,0.632301076646349,1.1491900087240784e-16
synthetic_beta,kalofolias,sobolev,0.4,15,0.6279989399258703,0.6279989399258703,0.0
synthetic_beta,kalofolias,spherical_spline,0.1,15,0.09001134757687358,0.0900113475768736,1.436487510905098e-17
synthetic_beta,kalofolias,spherical_spline,0.2,15,0.22040975955382033,0.2204097595538203,2.872975021810196e-17
synthetic_beta,kalofolias,spherical_spline,0.3,15,0.30571727878659705,0.3057172787865971,5.745950043620392e-17
synthetic_beta,kalofolias,spherical_spline,0.4,15,0.44846210703915373,0.4484621070391538,5.745950043620392e-17
synthetic_beta,kalofolias,spline_surface,0.1,15,0.4583868309598554,0.4583868309598552,1.7237850130861175e-16
synthetic_beta,kalofolias,spline_surface,0.2,15,0.2057853567915946,0.2057853567915946,0.0
synthetic_beta,kalofolias,spline_surface,0.3,15,0.26784596652753784,0.2678459665275379,5.745950043620392e-17
synthetic_beta,kalofolias,spline_surface,0.4,15,0.35447307130406724,0.3544730713040673,5.745950043620392e-17
synthetic_beta,kalofolias,spline_temporal,0.1,16,,,
synthetic_beta,kalofolias,spline_temporal,0.2,16,,,
synthetic_beta,kalofolias,spline_temporal,0.3,16,,,
synthetic_beta,kalofolias,spline_temporal,0.4,16,,,
synthetic_beta,kalofolias,temporal_laplacian,0.1,16,0.6259074382523732,0.6259074382523732,0.0
synthetic_beta,kalofolias,temporal_laplacian,0.2,16,0.6279567289781032,0.6279567289781032,0.0
synthetic_beta,kalofolias,temporal_laplacian,0.3,16,0.6284942053762118,0.6284942053762118,0.0
synthetic_beta,kalofolias,temporal_laplacian,0.4,16,0.6318457279358461,0.6318457279358461,0.0
synthetic_beta,kalofolias,tikhonov,0.1,16,0.611203518451227,0.611203518451227,0.0
synthetic_beta,kalofolias,tikhonov,0.2,16,0.616014405749762,0.616014405749762,0.0
synthetic_beta,kalofolias,tikhonov,0.3,16,0.6216070098881216,0.6216070098881216,0.0
synthetic_beta,kalofolias,tikhonov,0.4,16,0.6167494411660929,0.6167494411660929,0.0
synthetic_beta,kalofolias,trss,0.1,16,0.072379450483772,0.072379450483772,0.0
synthetic_beta,kalofolias,trss,0.2,16,0.1557116876977684,0.1557116876977684,0.0
synthetic_beta,kalofolias,trss,0.3,16,0.233684701360047,0.233684701360047,0.0
synthetic_beta,kalofolias,trss,0.4,16,0.281547999433936,0.281547999433936,0.0
synthetic_beta,kalofolias,tv,0.1,16,0.0658618893689084,0.0658618893689084,0.0
synthetic_beta,kalofolias,tv,0.2,16,0.1343889980578412,0.1343889980578412,0.0
synthetic_beta,kalofolias,tv,0.3,16,0.2038615068218835,0.2038615068218835,0.0
synthetic_beta,kalofolias,tv,0.4,16,0.2823188927204969,0.2823188927204969,0.0
synthetic_beta,kalofolias,wavelet_temporal,0.1,16,0.1103105152557565,0.1103105152557565,0.0
synthetic_beta,kalofolias,wavelet_temporal,0.2,16,0.1727840918810007,0.1727840918810007,0.0
synthetic_beta,kalofolias,wavelet_temporal,0.3,16,0.236035370117851,0.236035370117851,0.0
synthetic_beta,kalofolias,wavelet_temporal,0.4,16,0.300846931224175,0.300846931224175,0.0
synthetic_beta,knn__k3,bgsrp,0.1,15,0.4250245532586439,0.4549299856341471,0.11582324155145525
synthetic_beta,knn__k3,bgsrp,0.2,15,0.44594863936232937,0.4772712584080968,0.12131198192385649
synthetic_beta,knn__k3,bgsrp,0.3,15,0.4609832443959794,0.4933076425371726,0.12519185567701938
synthetic_beta,knn__k3,bgsrp,0.4,15,0.4774087038841952,0.5109207828828864,0.12979172385871796
synthetic_beta,knn__k3,directed_tv,0.1,16,0.06387490047515819,0.0678913966171086,0.016065984567801624
synthetic_beta,knn__k3,directed_tv,0.2,16,0.14425773236151096,0.1535442416346833,0.03714603709268945
synthetic_beta,knn__k3,directed_tv,0.3,16,0.20181465262422502,0.2149169865460248,0.05240933568719921
synthetic_beta,knn__k3,directed_tv,0.4,16,0.26259284642890707,0.2797167408844132,0.06849557782202449
synthetic_beta,knn__k3,graph_time_tikhonov,0.1,16,0.31661729819308937,0.3373826748854754,0.08306150676954423
synthetic_beta,knn__k3,graph_time_tikhonov,0.2,16,0.3479188757864683,0.3707495326242966,0.09132262735131336
synthetic_beta,knn__k3,graph_time_tikhonov,0.3,16,0.38324217406544503,0.4083811098145741,0.10055574299651622
synthetic_beta,knn__k3,graph_time_tikhonov,0.4,16,0.4211048370832772,0.4487497838161448,0.11057978693147054
synthetic_beta,knn__k3,gsmooth,0.1,16,0.061286324985680665,0.0649105401687525,0.014496860732287323
synthetic_beta,knn__k3,gsmooth,0.2,16,0.12757048210205368,0.1355864427517426,0.032063842598755575
synthetic_beta,knn__k3,gsmooth,0.3,16,0.1923413607393738,0.2046962263682032,0.049419462515317626
synthetic_beta,knn__k3,gsmooth,0.4,16,0.2662647444978111,0.2834770509324383,0.06884922573850873
synthetic_beta,knn__k3,gsp,0.1,14,0.0663634469041643,0.0663634469041643,0.0
synthetic_beta,knn__k3,gsp,0.2,14,0.14888122609542861,0.1488812260954286,2.8803322042068636e-17
synthetic_beta,knn__k3,gsp,0.3,14,0.21589880127448952,0.2158988012744895,2.8803322042068636e-17
synthetic_beta,knn__k3,gsp,0.4,14,0.29849314868400384,0.2984931486840038,5.760664408413727e-17
synthetic_beta,knn__k3,heat_diffusion_temporal,0.1,16,0.06107775042778615,0.0648469094288192,0.015076636004132199
synthetic_beta,knn__k3,heat_diffusion_temporal,0.2,16,0.12783930842460856,0.1360536972687754,0.0328575553766673
synthetic_beta,knn__k3,heat_diffusion_temporal,0.3,16,0.19127248506717753,0.2036010835612692,0.04931439397636673
synthetic_beta,knn__k3,heat_diffusion_temporal,0.4,16,0.25706497312742177,0.2737764508805265,0.0668459110124189
synthetic_beta,knn__k3,idw,0.1,16,0.06232239821153872,0.0660994520829936,0.01510821548581955
synthetic_beta,knn__k3,idw,0.2,16,0.12659965962652625,0.134560782294406,0.031844490671518996
synthetic_beta,knn__k3,idw,0.3,16,0.1928501005629404,0.2051514161331487,0.04920526228083312
synthetic_beta,knn__k3,idw,0.4,16,0.2640525001263031,0.2811073987258139,0.06821959439804326
synthetic_beta,knn__k3,linear,0.1,16,0.0739553612165185,0.0784418055359528,0.017945777277737173
synthetic_beta,knn__k3,linear,0.2,16,0.1526267875850559,0.1623711442886609,0.03897742681441997
synthetic_beta,knn__k3,linear,0.3,16,0.22207396462095874,0.2363730615514894,0.0571963877221226
synthetic_beta,knn__k3,linear,0.4,16,0.288960607846344,0.3075095938728858,0.07419594410616732
synthetic_beta,knn__k3,mean,0.1,16,0.06208918672117593,0.0658619827367564,0.015091184062321903
synthetic_beta,knn__k3,mean,0.2,16,0.1264908061779555,0.1343883515386373,0.03159018144272712
synthetic_beta,knn__k3,mean,0.3,16,0.19160269668061833,0.2038587458276235,0.0490241965880207
synthetic_beta,knn__k3,mean,0.4,16,0.26528499496157465,0.2823148692322929,0.06811949708287282
synthetic_beta,knn__k3,nearest,0.1,16,0.08096130506853272,0.0859116155366704,0.01980124187255075
synthetic_beta,knn__k3,nearest,0.2,16,0.16318293711219076,0.1735483953645094,0.04146183300927452
synthetic_beta,knn__k3,nearest,0.3,16,0.25046383648720294,0.2666638527529017,0.06480006506279502
synthetic_beta,knn__k3,nearest,0.4,16,0.33744366777006096,0.3592430176891412,0.0871973996763208
synthetic_beta,knn__k3,puy,0.1,15,0.31005551495689254,0.3317390524854705,0.0839799797350459
synthetic_beta,knn__k3,puy,0.2,15,0.3434658348663275,0.3675151808900174,0.0931427166369306
synthetic_beta,knn__k3,puy,0.3,15,0.3742850748544441,0.4005057347633203,0.10155217915364585
synthetic_beta,knn__k3,puy,0.4,15,0.4176035891858072,0.4466716850243034,0.11258025108845694
synthetic_beta,knn__k3,rbfi_mq,0.1,15,0.07339037546906843,0.0781198412781059,0.018317142314859442
synthetic_beta,knn__k3,rbfi_mq,0.2,15,0.17451503143683267,0.1864798868102987,0.046339685601214424
synthetic_beta,knn__k3,rbfi_mq,0.3,15,0.23973416208669213,0.2561576879566933,0.06360804218052124
synthetic_beta,knn__k3,rbfi_mq,0.4,15,0.32498289458627083,0.3474122946932561,0.08686869307977639
synthetic_beta,knn__k3,rbfi_tps,0.1,15,0.07195663842260087,0.0766133823278453,0.01803549159256453
synthetic_beta,knn__k3,rbfi_tps,0.2,15,0.1682691232840806,0.1797950279543489,0.04463963683792346
synthetic_beta,knn__k3,rbfi_tps,0.3,15,0.23583389009106437,0.2521629247154633,0.06324207915994177
synthetic_beta,knn__k3,rbfi_tps,0.4,15,0.32606940031246107,0.3486117326531134,0.08730607774001907
synthetic_beta,knn__k3,sobolev,0.1,15,0.5084526053093613,0.5443695047259207,0.139105553287742
synthetic_beta,knn__k3,sobolev,0.2,15,0.517517948800148,0.553983379273611,0.1412300049360071
synthetic_beta,knn__k3,sobolev,0.3,15,0.5295233104677611,0.5668363782896981,0.14451289027027078
synthetic_beta,knn__k3,sobolev,0.4,15,0.5376189363757681,0.5753270491313373,0.14604289271923085
synthetic_beta,knn__k3,spherical_spline,0.1,15,0.08447098698562705,0.0900113475768736,0.021457724301881725
synthetic_beta,knn__k3,spherical_spline,0.2,15,0.20613732696460488,0.2204097595538203,0.05527689372789938
synthetic_beta,knn__k3,spherical_spline,0.3,15,0.2859306063922296,0.3057172787865971,0.076633452660247
synthetic_beta,knn__k3,spherical_spline,0.4,15,0.4191319742880431,0.4484621070391538,0.11359511568710426
synthetic_beta,knn__k3,spline_surface,0.1,15,0.42821723649388244,0.4583868309598552,0.11684633692854451
synthetic_beta,knn__k3,spline_surface,0.2,15,0.19250794870642574,0.2057853567915946,0.051423180394658756
synthetic_beta,knn__k3,spline_surface,0.3,15,0.2506220609479736,0.2678459665275379,0.06670789946630148
synthetic_beta,knn__k3,spline_surface,0.4,15,0.3315500788223743,0.3544730713040673,0.08878036812683464
synthetic_beta,knn__k3,spline_temporal,0.1,15,,,
synthetic_beta,knn__k3,spline_temporal,0.2,15,,,
synthetic_beta,knn__k3,spline_temporal,0.3,15,,,
synthetic_beta,knn__k3,spline_temporal,0.4,15,,,
synthetic_beta,knn__k3,temporal_laplacian,0.1,16,0.38143092845341287,0.4065377582380007,0.10042731913835137
synthetic_beta,knn__k3,temporal_laplacian,0.2,16,0.40824195229119087,0.4351094242670629,0.1074698879034882
synthetic_beta,knn__k3,temporal_laplacian,0.3,16,0.4345473040789979,0.4631509119986087,0.11441443167844323
synthetic_beta,knn__k3,temporal_laplacian,0.4,16,0.46303404935371373,0.4935106488649812,0.12190639804506982
synthetic_beta,knn__k3,tikhonov,0.1,16,0.13388937483242994,0.1423403145665177,0.033803758936351
synthetic_beta,knn__k3,tikhonov,0.2,16,0.19625614383062479,0.2088564391300313,0.050401181197625974
synthetic_beta,knn__k3,tikhonov,0.3,16,0.25115770395226555,0.2673649159765589,0.06482884809717337
synthetic_beta,knn__k3,tikhonov,0.4,16,0.3178432152078455,0.3384267274104235,0.08233404881031213
synthetic_beta,knn__k3,trss,0.1,16,0.06210631462159516,0.0659610735745397,0.015419035811778175
synthetic_beta,knn__k3,trss,0.2,16,0.1367495679658201,0.1455130170777964,0.0350537964479052
synthetic_beta,knn__k3,trss,0.3,16,0.20118492714404163,0.2142780176575278,0.05237236205394467
synthetic_beta,knn__k3,trss,0.4,16,0.2732944776614458,0.2911401911394098,0.0713828539118559
synthetic_beta,knn__k3,tv,0.1,16,0.06178123283443433,0.0655860745747635,0.01521936696131665
synthetic_beta,knn__k3,tv,0.2,16,0.12878323821919943,0.1370879158301453,0.033218710443783446
synthetic_beta,knn__k3,tv,0.3,16,0.19279442764377414,0.2053101519212739,0.050062897109999
synthetic_beta,knn__k3,tv,0.4,16,0.26937720073455906,0.2868850285113461,0.07003131110714823
synthetic_beta,knn__k3,wavelet_temporal,0.1,16,0.08903920792552525,0.0946526864207568,0.0224539139809262
synthetic_beta,knn__k3,wavelet_temporal,0.2,16,0.14950983290427622,0.1591509343095173,0.0385644056209643
synthetic_beta,knn__k3,wavelet_temporal,0.3,16,0.21034813230702165,0.2240156279909355,0.05466998273565542
synthetic_beta,knn__k3,wavelet_temporal,0.4,16,0.27239926626270083,0.290088706774455,0.07075776204701646
synthetic_beta,knn__k5,bgsrp,0.1,15,0.4602151160657293,0.4602151160657293,0.0
synthetic_beta,knn__k5,bgsrp,0.2,15,0.4725156391493661,0.4725156391493663,1.7237850130861175e-16
synthetic_beta,knn__k5,bgsrp,0.3,15,0.49545856042692094,0.4954585604269208,1.1491900087240784e-16
synthetic_beta,knn__k5,bgsrp,0.4,15,0.5089976267242741,0.5089976267242741,0.0
synthetic_beta,knn__k5,directed_tv,0.1,16,0.0678424396031152,0.0678424396031152,0.0
synthetic_beta,knn__k5,directed_tv,0.2,16,0.1376881206476768,0.1376881206476768,0.0
synthetic_beta,knn__k5,directed_tv,0.3,16,0.2055939498782368,0.2055939498782368,0.0
synthetic_beta,knn__k5,directed_tv,0.4,16,0.2697176072094371,0.2697176072094371,0.0
synthetic_beta,knn__k5,graph_time_tikhonov,0.1,16,0.4030506867674397,0.4030506867674397,0.0
synthetic_beta,knn__k5,graph_time_tikhonov,0.2,16,0.4279159964416576,0.4279159964416576,0.0
synthetic_beta,knn__k5,graph_time_tikhonov,0.3,16,0.4582802384817969,0.4582802384817969,0.0
synthetic_beta,knn__k5,graph_time_tikhonov,0.4,16,0.4865646876138792,0.4865646876138792,0.0
synthetic_beta,knn__k5,gsmooth,0.1,16,0.0659174476597526,0.0659174476597526,0.0
synthetic_beta,knn__k5,gsmooth,0.2,16,0.1367974966691755,0.1367974966691755,0.0
synthetic_beta,knn__k5,gsmooth,0.3,16,0.2049503128859501,0.2049503128859501,0.0
synthetic_beta,knn__k5,gsmooth,0.4,16,0.2824247074792958,0.2824247074792958,0.0
synthetic_beta,knn__k5,gsp,0.1,15,0.0694144097942555,0.0694144097942555,0.0
synthetic_beta,knn__k5,gsp,0.2,15,0.144204697108478,0.144204697108478,0.0
synthetic_beta,knn__k5,gsp,0.3,15,0.21343729407900225,0.2134372940790022,5.745950043620392e-17
synthetic_beta,knn__k5,gsp,0.4,15,0.28997681788541396,0.2899768178854141,1.1491900087240784e-16
synthetic_beta,knn__k5,heat_diffusion_temporal,0.1,16,0.0658871198702636,0.0658871198702636,0.0
synthetic_beta,knn__k5,heat_diffusion_temporal,0.2,16,0.1373113918407242,0.1373113918407242,0.0
synthetic_beta,knn__k5,heat_diffusion_temporal,0.3,16,0.2039856868960329,0.2039856868960329,0.0
synthetic_beta,knn__k5,heat_diffusion_temporal,0.4,16,0.2728527863804488,0.2728527863804488,0.0
synthetic_beta,knn__k5,idw,0.1,16,0.0660994520829936,0.0660994520829936,0.0
synthetic_beta,knn__k5,idw,0.2,16,0.134560782294406,0.134560782294406,0.0
synthetic_beta,knn__k5,idw,0.3,16,0.2051514161331487,0.2051514161331487,0.0
synthetic_beta,knn__k5,idw,0.4,16,0.2811073987258139,0.2811073987258139,0.0
synthetic_beta,knn__k5,linear,0.1,16,0.0784418055359528,0.0784418055359528,0.0
synthetic_beta,knn__k5,linear,0.2,16,0.1623711442886609,0.1623711442886609,0.0
synthetic_beta,knn__k5,linear,0.3,16,0.2363730615514894,0.2363730615514894,0.0
synthetic_beta,knn__k5,linear,0.4,16,0.3075095938728858,0.3075095938728858,0.0
synthetic_beta,knn__k5,mean,0.1,16,0.0658619827367564,0.0658619827367564,0.0
synthetic_beta,knn__k5,mean,0.2,16,0.1343883515386373,0.1343883515386373,0.0
synthetic_beta,knn__k5,mean,0.3,16,0.2038587458276235,0.2038587458276235,0.0
synthetic_beta,knn__k5,mean,0.4,16,0.2823148692322929,0.2823148692322929,0.0
synthetic_beta,knn__k5,nearest,0.1,16,0.0859116155366704,0.0859116155366704,0.0
synthetic_beta,knn__k5,nearest,0.2,16,0.1735483953645094,0.1735483953645094,0.0
synthetic_beta,knn__k5,nearest,0.3,16,0.2666638527529017,0.2666638527529017,0.0
synthetic_beta,knn__k5,nearest,0.4,16,0.3592430176891412,0.3592430176891412,0.0
synthetic_beta,knn__k5,puy,0.1,15,0.4422446246729723,0.4422446246729722,1.1491900087240784e-16
synthetic_beta,knn__k5,puy,0.2,15,0.4596439734892279,0.4596439734892281,1.7237850130861175e-16
synthetic_beta,knn__k5,puy,0.3,15,0.4855838656912751,0.485583865691275,1.1491900087240784e-16
synthetic_beta,knn__k5,puy,0.4,15,0.5076586136931445,0.5076586136931445,0.0
synthetic_beta,knn__k5,rbfi_mq,0.1,15,0.0781198412781059,0.0781198412781059,0.0
synthetic_beta,knn__k5,rbfi_mq,0.2,15,0.18647988681029876,0.1864798868102987,5.745950043620392e-17
synthetic_beta,knn__k5,rbfi_mq,0.3,15,0.2561576879566933,0.2561576879566933,0.0
synthetic_beta,knn__k5,rbfi_mq,0.4,15,0.34741229469325596,0.3474122946932561,1.1491900087240784e-16
synthetic_beta,knn__k5,rbfi_tps,0.1,15,0.07661338232784529,0.0766133823278453,1.436487510905098e-17
synthetic_beta,knn__k5,rbfi_tps,0.2,15,0.17979502795434893,0.1797950279543489,2.872975021810196e-17
synthetic_beta,knn__k5,rbfi_tps,0.3,15,0.2521629247154634,0.2521629247154633,1.1491900087240784e-16
synthetic_beta,knn__k5,rbfi_tps,0.4,15,0.34861173265311335,0.3486117326531134,5.745950043620392e-17
synthetic_beta,knn__k5,sobolev,0.1,15,0.5852850048429941,0.585285004842994,1.1491900087240784e-16
synthetic_beta,knn__k5,sobolev,0.2,15,0.59076771667346,0.5907677166734602,2.298380017448157e-16
synthetic_beta,knn__k5,sobolev,0.3,15,0.5986283254478054,0.5986283254478055,1.1491900087240784e-16
synthetic_beta,knn__k5,sobolev,0.4,15,0.6013811207043764,0.6013811207043765,1.1491900087240784e-16
synthetic_beta,knn__k5,spherical_spline,0.1,15,0.09001134757687358,0.0900113475768736,1.436487510905098e-17
synthetic_beta,knn__k5,spherical_spline,0.2,15,0.22040975955382033,0.2204097595538203,2.872975021810196e-17
synthetic_beta,knn__k5,spherical_spline,0.3,15,0.30571727878659705,0.3057172787865971,5.745950043620392e-17
synthetic_beta,knn__k5,spherical_spline,0.4,15,0.44846210703915373,0.4484621070391538,5.745950043620392e-17
synthetic_beta,knn__k5,spline_surface,0.1,15,0.4583868309598554,0.4583868309598552,1.7237850130861175e-16
synthetic_beta,knn__k5,spline_surface,0.2,15,0.2057853567915946,0.2057853567915946,0.0
synthetic_beta,knn__k5,spline_surface,0.3,15,0.26784596652753784,0.2678459665275379,5.745950043620392e-17
synthetic_beta,knn__k5,spline_surface,0.4,15,0.35447307130406724,0.3544730713040673,5.745950043620392e-17
synthetic_beta,knn__k5,spline_temporal,0.1,16,,,
synthetic_beta,knn__k5,spline_temporal,0.2,16,,,
synthetic_beta,knn__k5,spline_temporal,0.3,16,,,
synthetic_beta,knn__k5,spline_temporal,0.4,16,,,
synthetic_beta,knn__k5,temporal_laplacian,0.1,16,0.4490311431399806,0.4490311431399806,0.0
synthetic_beta,knn__k5,temporal_laplacian,0.2,16,0.4724403369385413,0.4724403369385413,0.0
synthetic_beta,knn__k5,temporal_laplacian,0.3,16,0.4943510974091486,0.4943510974091486,0.0
synthetic_beta,knn__k5,temporal_laplacian,0.4,16,0.5188617347073998,0.5188617347073998,0.0
synthetic_beta,knn__k5,tikhonov,0.1,16,0.1812462959557368,0.1812462959557368,0.0
synthetic_beta,knn__k5,tikhonov,0.2,16,0.2371588691719225,0.2371588691719225,0.0
synthetic_beta,knn__k5,tikhonov,0.3,16,0.2938976938763835,0.2938976938763835,0.0
synthetic_beta,knn__k5,tikhonov,0.4,16,0.3536941421457603,0.3536941421457603,0.0
synthetic_beta,knn__k5,trss,0.1,16,0.0693455695395485,0.0693455695395485,0.0
synthetic_beta,knn__k5,trss,0.2,16,0.1435425768684167,0.1435425768684167,0.0
synthetic_beta,knn__k5,trss,0.3,16,0.2130257663503733,0.2130257663503733,0.0
synthetic_beta,knn__k5,trss,0.4,16,0.2878031651335174,0.2878031651335174,0.0
synthetic_beta,knn__k5,tv,0.1,16,0.0659078503233029,0.0659078503233029,0.0
synthetic_beta,knn__k5,tv,0.2,16,0.1348429231073897,0.1348429231073897,0.0
synthetic_beta,knn__k5,tv,0.3,16,0.2035737521455068,0.2035737521455068,0.0
synthetic_beta,knn__k5,tv,0.4,16,0.2831115826870938,0.2831115826870938,0.0
synthetic_beta,knn__k5,wavelet_temporal,0.1,16,0.0995159804091389,0.0995159804091389,0.0
synthetic_beta,knn__k5,wavelet_temporal,0.2,16,0.1627535538289044,0.1627535538289044,0.0
synthetic_beta,knn__k5,wavelet_temporal,0.3,16,0.2271455833725597,0.2271455833725597,0.0
synthetic_beta,knn__k5,wavelet_temporal,0.4,16,0.2937072074822082,0.2937072074822082,0.0
synthetic_beta,knng__k4_sigma1,bgsrp,0.1,13,0.44833186866696556,0.4483318686669656,5.777783805466598e-17
synthetic_beta,knng__k4_sigma1,bgsrp,0.2,13,0.4628593867994046,0.4628593867994044,1.7333351416399796e-16
synthetic_beta,knng__k4_sigma1,bgsrp,0.3,13,0.47713856393765286,0.4771385639376528,5.777783805466598e-17
synthetic_beta,knng__k4_sigma1,bgsrp,0.4,13,0.5043488711613106,0.5043488711613106,0.0
synthetic_beta,knng__k4_sigma1,directed_tv,0.1,14,0.06996689234638241,0.0699668923463824,1.4401661021034318e-17
synthetic_beta,knng__k4_sigma1,directed_tv,0.2,14,0.14068603672405694,0.1406860367240569,2.8803322042068636e-17
synthetic_beta,knng__k4_sigma1,directed_tv,0.3,14,0.20578599568934589,0.2057859956893459,2.8803322042068636e-17
synthetic_beta,knng__k4_sigma1,directed_tv,0.4,14,0.274985253964378,0.274985253964378,0.0
synthetic_beta,knng__k4_sigma1,graph_time_tikhonov,0.1,14,0.33218484103963586,0.3321848410396358,5.760664408413727e-17
synthetic_beta,knng__k4_sigma1,graph_time_tikhonov,0.2,14,0.363354804174184,0.363354804174184,0.0
synthetic_beta,knng__k4_sigma1,graph_time_tikhonov,0.3,14,0.40190729963237243,0.4019072996323724,5.760664408413727e-17
synthetic_beta,knng__k4_sigma1,graph_time_tikhonov,0.4,14,0.4438469130725215,0.4438469130725216,1.1521328816827454e-16
synthetic_beta,knng__k4_sigma1,gsmooth,0.1,14,0.0657664208059119,0.0657664208059119,0.0
synthetic_beta,knng__k4_sigma1,gsmooth,0.2,14,0.1328613633611322,0.1328613633611322,0.0
synthetic_beta,knng__k4_sigma1,gsmooth,0.3,14,0.20207279636085204,0.202072796360852,5.760664408413727e-17
synthetic_beta,knng__k4_sigma1,gsmooth,0.4,14,0.2820147231763066,0.2820147231763066,0.0
