dataset,method,family,graph,missing_ratio,mae,rmse,snr,block,source_file
physionet_eegmmidb,idw,instant,kalofolias,0.2,4.35077383740183e-06,1.4149490042691225e-05,4.0122690012492175,physionet_eegmmidb__0.2_113,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,spherical_spline,instant,kalofolias,0.2,7.746201386398096e-06,2.5017126998696947e-05,0.7883135700467445,physionet_eegmmidb__0.2_114,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,rbfi_tps,instant,kalofolias,0.2,5.520768592905583e-06,1.7015122275120756e-05,1.576647282557906,physionet_eegmmidb__0.2_115,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,rbfi_mq,instant,kalofolias,0.2,6.8755780184430045e-06,2.1107967432791425e-05,2.230550176191339,physionet_eegmmidb__0.2_116,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,spline_surface,instant,kalofolias,0.2,1.0509774459475554e-05,3.608332650913341e-05,-0.4172177678198625,physionet_eegmmidb__0.2_117,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,gsp,instant,kalofolias,0.2,5.025755680477075e-06,1.4914272942448577e-05,2.500792923923893,physionet_eegmmidb__0.2_118,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,tikhonov,instant,kalofolias,0.2,9.46611294796866e-06,1.5119640017065736e-05,10.980893623963976,physionet_eegmmidb__0.2_119,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,bgsrp,instant,kalofolias,0.2,1.6955713002382104e-05,2.32075274365166e-05,5.739472130621378,physionet_eegmmidb__0.2_120,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,gsmooth,instant,kalofolias,0.2,4.627520874461327e-06,1.3732482488466249e-05,2.497091835550292,physionet_eegmmidb__0.2_121,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,puy,instant,kalofolias,0.2,2.43636480358928e-05,3.676454177115155e-05,3.517595613316985,physionet_eegmmidb__0.2_122,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,sobolev,instant,kalofolias,0.2,3.292770068341342e-05,5.070398595272402e-05,2.3691792394512143,physionet_eegmmidb__0.2_123,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,graph_time_tikhonov,tv_time,kalofolias,0.2,2.5808019520770875e-05,3.771720043852704e-05,5.194402222521544,physionet_eegmmidb__0.2_124,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,trss,tv_time,kalofolias,0.2,4.969867003330958e-06,1.4751883638400872e-05,3.1989634903287127,physionet_eegmmidb__0.2_125,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,tv,tv_time,kalofolias,0.2,5.163548108886916e-06,1.5323177796584583e-05,4.704485769238549,physionet_eegmmidb__0.2_126,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,temporal_laplacian,tv_time,kalofolias,0.2,2.689814317304365e-05,3.988897318324974e-05,1.0145437545268452,physionet_eegmmidb__0.2_127,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,heat_diffusion_temporal,tv_time,kalofolias,0.2,4.416286359214707e-06,1.4000017315295764e-05,4.497910468110863,physionet_eegmmidb__0.2_128,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,wavelet_temporal,tv_time,kalofolias,0.2,6.616350295264915e-06,2.028730239787497e-05,24.50733763881518,physionet_eegmmidb__0.2_130,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,directed_tv,tv_time,kalofolias,0.2,6.7407680175528375e-06,2.189306662968092e-05,0.7763533128551094,physionet_eegmmidb__0.2_131,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,linear,instant,kalofolias,0.3,1.0234802531264177e-05,2.609802480332892e-05,4.992487705480336,physionet_eegmmidb__0.3_132,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,nearest,instant,kalofolias,0.3,9.631584569610344e-06,2.269634952788329e-05,6.500953568949623,physionet_eegmmidb__0.3_133,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,mean,instant,kalofolias,0.3,8.598958324808511e-06,2.040230204122995e-05,2.9020938460101493,physionet_eegmmidb__0.3_134,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,idw,instant,kalofolias,0.3,9.661612430131656e-06,2.266188173307871e-05,2.9733622548974044,physionet_eegmmidb__0.3_135,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,spherical_spline,instant,kalofolias,0.3,1.2567351652370072e-05,2.995264888397609e-05,2.5365712426548184,physionet_eegmmidb__0.3_136,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,rbfi_tps,instant,kalofolias,0.3,9.352144378312028e-06,2.3511144721127124e-05,5.324557549058326,physionet_eegmmidb__0.3_137,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,rbfi_mq,instant,kalofolias,0.3,1.126080015499496e-05,2.644716984399869e-05,0.6197739572467675,physionet_eegmmidb__0.3_138,it46_physionet_multisubj_kalofolias_raw.csv
physionet_eegmmidb,spline_surface,instant,kalofolias,0.3,1.4749149867544771e-05,3.7476926065599074e-05,-0.0566836486192047,physionet_eegmmidb__0.3_139,it46_physionet_multisubj_kalofolias_raw.csv
