dataset,method,graph,missing_ratio,mae,rmse,dtw,snr,block,source_file,family
physionet_eegmmidb,heat_diffusion_temporal,knn__k3,0.3,9.289645878741004e-06,2.2864737690027133e-05,,0.3145309466083898,physionet_eegmmidb__0.3_62,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,wavelet_temporal,knn__k3,0.3,1.2178763778780318e-05,3.084650033124834e-05,,21.348625137848856,physionet_eegmmidb__0.3_64,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,directed_tv,knn__k3,0.3,1.041844383291182e-05,2.6780851327799957e-05,,0.0867219238068367,physionet_eegmmidb__0.3_65,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,linear,knn__k3,0.4,1.611415286835066e-05,3.543078859363921e-05,,1.2939812502852055,physionet_eegmmidb__0.4_66,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,nearest,knn__k3,0.4,1.5466278102630623e-05,3.844539639288878e-05,,1.091984345603456,physionet_eegmmidb__0.4_67,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,mean,knn__k3,0.4,1.4115698432733036e-05,2.92890512529414e-05,,1.9161871839189253,physionet_eegmmidb__0.4_68,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,idw,knn__k3,0.4,1.3662025765157476e-05,2.79764728209067e-05,,2.8394319198745555,physionet_eegmmidb__0.4_69,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,spherical_spline,knn__k3,0.4,3.484338149967282e-05,8.176803545518567e-05,,-6.504974385299996,physionet_eegmmidb__0.4_70,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,rbfi_tps,knn__k3,0.4,2.057833712570398e-05,4.426802780793839e-05,,-1.6348378414862688,physionet_eegmmidb__0.4_71,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,rbfi_mq,knn__k3,0.4,2.1997369511569312e-05,4.8566397301024926e-05,,-1.2883607111484667,physionet_eegmmidb__0.4_72,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,spline_surface,knn__k3,0.4,2.8985126625216376e-05,6.791672412054923e-05,,-0.9251592997869064,physionet_eegmmidb__0.4_73,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,gsp,knn__k3,0.4,1.9086666331304705e-05,3.910002627374988e-05,,2.256108538987174,physionet_eegmmidb__0.4_74,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,tikhonov,knn__k3,0.4,1.7321803346556262e-05,3.104061497224455e-05,,12.088032474704988,physionet_eegmmidb__0.4_75,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,bgsrp,knn__k3,0.4,3.07789807443452e-05,4.8380004421770487e-05,,4.730565417588784,physionet_eegmmidb__0.4_76,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,gsmooth,knn__k3,0.4,1.5464048772388834e-05,3.0688210263836786e-05,,1.016727116352678,physionet_eegmmidb__0.4_77,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,puy,knn__k3,0.4,2.840397240823256e-05,4.407795048004345e-05,,4.002576659338529,physionet_eegmmidb__0.4_78,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,sobolev,knn__k3,0.4,3.1496682529963765e-05,4.633457985504689e-05,,4.705092064833856,physionet_eegmmidb__0.4_79,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,graph_time_tikhonov,knn__k3,0.4,2.7510372444827565e-05,3.922783984252135e-05,,5.732893637271335,physionet_eegmmidb__0.4_80,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,trss,knn__k3,0.4,1.6958245069188622e-05,3.3823966786608334e-05,,0.1628814365217392,physionet_eegmmidb__0.4_81,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,tv,knn__k3,0.4,1.3538227685816176e-05,2.797282159231616e-05,,0.7838552194134358,physionet_eegmmidb__0.4_82,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,temporal_laplacian,knn__k3,0.4,3.176936937387269e-05,4.652119661273876e-05,,2.017141564665336,physionet_eegmmidb__0.4_83,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,heat_diffusion_temporal,knn__k3,0.4,1.4008972623513628e-05,2.9817459452617403e-05,,2.9276220024039388,physionet_eegmmidb__0.4_84,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,wavelet_temporal,knn__k3,0.4,1.7243013086982203e-05,3.797893658920318e-05,,21.820704708438097,physionet_eegmmidb__0.4_86,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,directed_tv,knn__k3,0.4,1.4838575395936063e-05,3.300776973126897e-05,,1.0473854392870638,physionet_eegmmidb__0.4_87,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,linear,knn__k3,0.1,2.1002195190759564e-06,9.9343108057099e-06,,-0.9418448305252682,physionet_eegmmidb__0.1_88,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,nearest,knn__k3,0.1,3.5579742297139023e-06,1.7655077962491026e-05,,-3.715313446574865,physionet_eegmmidb__0.1_89,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,mean,knn__k3,0.1,2.150500596758417e-06,9.35905795756672e-06,,1.951090980804269,physionet_eegmmidb__0.1_90,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,idw,knn__k3,0.1,2.14563896413342e-06,9.399320969561789e-06,,1.634941070856267,physionet_eegmmidb__0.1_91,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,spherical_spline,knn__k3,0.1,2.2687916119938648e-06,9.858413479482987e-06,,2.416387923050773,physionet_eegmmidb__0.1_92,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,rbfi_tps,knn__k3,0.1,1.9041439135762237e-06,8.148227701674055e-06,,1.579633060630499,physionet_eegmmidb__0.1_93,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,rbfi_mq,knn__k3,0.1,2.484768716084239e-06,1.0222975741105863e-05,,1.7452647203759597,physionet_eegmmidb__0.1_94,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,spline_surface,knn__k3,0.1,5.302238261366655e-06,2.3667082989819737e-05,,-5.534658715141994,physionet_eegmmidb__0.1_95,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,gsp,knn__k3,0.1,1.649284031364388e-06,7.603001378474066e-06,,4.1810736449527095,physionet_eegmmidb__0.1_96,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,tikhonov,knn__k3,0.1,5.6088314185540856e-06,9.72440948558234e-06,,16.912551780782294,physionet_eegmmidb__0.1_97,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,bgsrp,knn__k3,0.1,2.738848299359907e-05,4.1146403529876034e-05,,5.62895425960286,physionet_eegmmidb__0.1_98,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,gsmooth,knn__k3,0.1,2.0846322591394103e-06,9.236459576260846e-06,,2.6036828835026946,physionet_eegmmidb__0.1_99,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,puy,knn__k3,0.1,1.5339994472778537e-05,2.3380643963602925e-05,,9.728347485656506,physionet_eegmmidb__0.1_100,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,sobolev,knn__k3,0.1,2.966190039793253e-05,4.5538366110558926e-05,,5.698515754285332,physionet_eegmmidb__0.1_101,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,graph_time_tikhonov,knn__k3,0.1,1.8175111158612152e-05,2.65272201413472e-05,,8.19402617268852,physionet_eegmmidb__0.1_102,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,trss,knn__k3,0.1,1.5216167089314686e-06,6.938599489989392e-06,,3.2434437383342583,physionet_eegmmidb__0.1_103,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,tv,knn__k3,0.1,2.095809951424364e-06,9.075394106568412e-06,,1.3625707670104044,physionet_eegmmidb__0.1_104,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,temporal_laplacian,knn__k3,0.1,2.111579831149169e-05,3.0700718869393775e-05,,4.508240062588921,physionet_eegmmidb__0.1_105,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,heat_diffusion_temporal,knn__k3,0.1,2.19588052959112e-06,9.719747140972362e-06,,2.497808245696138,physionet_eegmmidb__0.1_106,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,wavelet_temporal,knn__k3,0.1,2.410725423709763e-06,9.860408309626985e-06,,29.295665638946257,physionet_eegmmidb__0.1_108,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,directed_tv,knn__k3,0.1,2.4939324464304225e-06,1.1282747603772003e-05,,-0.6103997216593555,physionet_eegmmidb__0.1_109,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,linear,knn__k3,0.2,2.9094679501284816e-06,9.97455770678755e-06,,5.875216638476912,physionet_eegmmidb__0.2_110,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,nearest,knn__k3,0.2,5.540687611977224e-06,1.914287190486357e-05,,4.520780770337179,physionet_eegmmidb__0.2_111,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,mean,knn__k3,0.2,4.3577353078570365e-06,1.2931872662022624e-05,,2.859088701377054,physionet_eegmmidb__0.2_112,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,idw,knn__k3,0.2,4.589534805992366e-06,1.4925983161826228e-05,,3.130632804680928,physionet_eegmmidb__0.2_113,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,spherical_spline,knn__k3,0.2,8.443383585622194e-06,2.726874617940227e-05,,1.042741814891063,physionet_eegmmidb__0.2_114,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,rbfi_tps,knn__k3,0.2,5.579017600933767e-06,1.719464691509166e-05,,1.9659416322472612,physionet_eegmmidb__0.2_115,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,rbfi_mq,knn__k3,0.2,8.047595170054866e-06,2.4706050357679588e-05,,-0.9216832044412432,physionet_eegmmidb__0.2_116,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,spline_surface,knn__k3,0.2,9.557532350040367e-06,3.28139829962936e-05,,-3.2564857332899377,physionet_eegmmidb__0.2_117,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,gsp,knn__k3,0.2,4.711758577454041e-06,1.456306210045594e-05,,4.372822008988502,physionet_eegmmidb__0.2_118,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,tikhonov,knn__k3,0.2,7.996176756386946e-06,1.539226700479222e-05,,16.66086593141516,physionet_eegmmidb__0.2_119,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,bgsrp,knn__k3,0.2,2.481514383424154e-05,3.578297801295371e-05,,3.626137930496317,physionet_eegmmidb__0.2_120,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,gsmooth,knn__k3,0.2,4.939849791748654e-06,1.4956746284573215e-05,,3.3103129171380914,physionet_eegmmidb__0.2_121,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,puy,knn__k3,0.2,1.747938493944368e-05,2.6176120096863103e-05,,7.825883549446813,physionet_eegmmidb__0.2_122,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,sobolev,knn__k3,0.2,3.03153040383918e-05,4.584149576292476e-05,,2.6416662984526256,physionet_eegmmidb__0.2_123,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,graph_time_tikhonov,knn__k3,0.2,1.853191123898033e-05,2.6758240672932196e-05,,8.809098766582187,physionet_eegmmidb__0.2_124,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,trss,knn__k3,0.2,4.527829691800884e-06,1.38708605444202e-05,,1.220019449159047,physionet_eegmmidb__0.2_125,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,tv,knn__k3,0.2,4.022513420507943e-06,1.1979761749013753e-05,,5.5556181939781055,physionet_eegmmidb__0.2_126,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,temporal_laplacian,knn__k3,0.2,2.4128151314499555e-05,3.5055186317594784e-05,,3.1790723869263977,physionet_eegmmidb__0.2_127,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,heat_diffusion_temporal,knn__k3,0.2,5.699774243372129e-06,1.819596992108928e-05,,1.6212116494703577,physionet_eegmmidb__0.2_128,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,wavelet_temporal,knn__k3,0.2,6.659163064109776e-06,2.0934786155020697e-05,,26.370040532119457,physionet_eegmmidb__0.2_130,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,directed_tv,knn__k3,0.2,5.456490907663902e-06,1.773105668768911e-05,,0.5264699544724148,physionet_eegmmidb__0.2_131,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,linear,knn__k3,0.3,7.881561655573646e-06,2.0097426496290244e-05,,2.440052292789505,physionet_eegmmidb__0.3_132,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,nearest,knn__k3,0.3,7.376069987727403e-06,1.7381341706929918e-05,,6.473503211607482,physionet_eegmmidb__0.3_133,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,mean,knn__k3,0.3,1.0643567799778676e-05,2.5253440805835e-05,,2.0834961737644613,physionet_eegmmidb__0.3_134,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,idw,knn__k3,0.3,7.55810637426317e-06,1.7727984228119806e-05,,4.735071603642391,physionet_eegmmidb__0.3_135,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,spherical_spline,knn__k3,0.3,1.1578863108103338e-05,2.7596714944093824e-05,,1.4255384422972954,physionet_eegmmidb__0.3_136,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,rbfi_tps,knn__k3,0.3,8.23590507090657e-06,2.070493655771581e-05,,3.3750791626235577,physionet_eegmmidb__0.3_137,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,rbfi_mq,knn__k3,0.3,9.06855356984078e-06,2.1298448884611005e-05,,2.112402730076336,physionet_eegmmidb__0.3_138,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,spline_surface,knn__k3,0.3,1.4340771935638134e-05,3.643925611863046e-05,,2.1563306608851462,physionet_eegmmidb__0.3_139,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,gsp,knn__k3,0.3,9.921399510927851e-06,2.2590596125724825e-05,,2.7146645914421303,physionet_eegmmidb__0.3_140,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,tikhonov,knn__k3,0.3,1.1759899372388272e-05,2.0945862790745766e-05,,14.286578496251906,physionet_eegmmidb__0.3_141,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,bgsrp,knn__k3,0.3,2.557126246019342e-05,3.759195548563629e-05,,6.9319860029565525,physionet_eegmmidb__0.3_142,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,gsmooth,knn__k3,0.3,1.0543912946454727e-05,2.3933839648414676e-05,,4.693833629798382,physionet_eegmmidb__0.3_143,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,puy,knn__k3,0.3,1.9290082767295445e-05,2.8382420231096168e-05,,6.9653090376619655,physionet_eegmmidb__0.3_144,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,sobolev,knn__k3,0.3,3.177898600902876e-05,4.793474717793917e-05,,4.11166057784633,physionet_eegmmidb__0.3_145,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,graph_time_tikhonov,knn__k3,0.3,2.2300390132154853e-05,3.176292529513397e-05,,5.572611400018996,physionet_eegmmidb__0.3_146,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,trss,knn__k3,0.3,9.50283518569118e-06,2.1637543187271566e-05,,4.083899408442923,physionet_eegmmidb__0.3_147,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,tv,knn__k3,0.3,1.0081110792991855e-05,2.384592303845409e-05,,3.539173723524472,physionet_eegmmidb__0.3_148,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,temporal_laplacian,knn__k3,0.3,2.502173598079344e-05,3.702482257699791e-05,,4.948266406499654,physionet_eegmmidb__0.3_149,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,heat_diffusion_temporal,knn__k3,0.3,1.1145380991835092e-05,2.743228495037756e-05,,1.806770579492213,physionet_eegmmidb__0.3_150,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,wavelet_temporal,knn__k3,0.3,1.3626382388075747e-05,3.451304389201233e-05,,22.54654370550161,physionet_eegmmidb__0.3_152,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,directed_tv,knn__k3,0.3,1.0355865235185204e-05,2.661999159203744e-05,,-1.0718885853988112,physionet_eegmmidb__0.3_153,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,linear,knn__k3,0.4,1.5392469499077834e-05,3.3843996467664555e-05,,1.7694278014911873,physionet_eegmmidb__0.4_154,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,nearest,knn__k3,0.4,1.3424533622175985e-05,3.337011743028431e-05,,2.768530562812305,physionet_eegmmidb__0.4_155,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,mean,knn__k3,0.4,1.4413097477880105e-05,2.9906132718474084e-05,,3.9306673896974416,physionet_eegmmidb__0.4_156,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,idw,knn__k3,0.4,1.3100232484075292e-05,2.682605818040389e-05,,0.6367360284908896,physionet_eegmmidb__0.4_157,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,spherical_spline,knn__k3,0.4,3.178589481716472e-05,7.459293738207162e-05,,-4.201112592904662,physionet_eegmmidb__0.4_158,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,rbfi_tps,knn__k3,0.4,1.8959818651402103e-05,4.078627802464018e-05,,1.029308799714974,physionet_eegmmidb__0.4_159,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,rbfi_mq,knn__k3,0.4,2.474914001056652e-05,5.4641831878111495e-05,,-0.1068976680606974,physionet_eegmmidb__0.4_160,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,spline_surface,knn__k3,0.4,2.5580819686992028e-05,5.993989593088356e-05,,-2.2347421745488667,physionet_eegmmidb__0.4_161,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,gsp,knn__k3,0.4,1.5200864644565276e-05,3.11397599072289e-05,,2.054201458205955,physionet_eegmmidb__0.4_162,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,tikhonov,knn__k3,0.4,1.920965190638388e-05,3.4423633420099506e-05,,11.566167258959382,physionet_eegmmidb__0.4_163,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,bgsrp,knn__k3,0.4,3.3597592727017604e-05,5.281044548535247e-05,,2.037885424575529,physionet_eegmmidb__0.4_164,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,gsmooth,knn__k3,0.4,1.605589715040295e-05,3.186272592504175e-05,,0.8879978654925089,physionet_eegmmidb__0.4_165,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,puy,knn__k3,0.4,2.760574342422841e-05,4.283924002352743e-05,,7.141382577091378,physionet_eegmmidb__0.4_166,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,sobolev,knn__k3,0.4,3.093905546630092e-05,4.551425804223242e-05,,1.6104334159995553,physionet_eegmmidb__0.4_167,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,graph_time_tikhonov,knn__k3,0.4,2.797888801763287e-05,3.989590981833111e-05,,3.917827390733271,physionet_eegmmidb__0.4_168,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,trss,knn__k3,0.4,1.3602942829181374e-05,2.713166867073569e-05,,-0.0150376878807731,physionet_eegmmidb__0.4_169,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,tv,knn__k3,0.4,1.367008360153584e-05,2.824526360554821e-05,,3.4501778014022384,physionet_eegmmidb__0.4_170,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,temporal_laplacian,knn__k3,0.4,2.4616559920788885e-05,3.604704300319215e-05,,1.1527378308950371,physionet_eegmmidb__0.4_171,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,heat_diffusion_temporal,knn__k3,0.4,1.268016452602366e-05,2.698915200766509e-05,,1.26196772127713,physionet_eegmmidb__0.4_172,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,wavelet_temporal,knn__k3,0.4,1.7989998815116458e-05,3.9624224652184976e-05,,18.9873340170061,physionet_eegmmidb__0.4_174,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,directed_tv,knn__k3,0.4,1.6587337663056223e-05,3.689781582313591e-05,,2.3348389060032373,physionet_eegmmidb__0.4_175,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,linear,knn__k3,0.1,2.10244683336154e-06,9.944846291250349e-06,,-1.4466017419134745,physionet_eegmmidb__0.1_176,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,nearest,knn__k3,0.1,3.3339669939715538e-06,1.6543528255872917e-05,,-4.358106572569325,physionet_eegmmidb__0.1_177,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,mean,knn__k3,0.1,2.5802185317140914e-06,1.1229206268484784e-05,,0.6370775234511967,physionet_eegmmidb__0.1_178,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,idw,knn__k3,0.1,1.6780631795051165e-06,7.35102908505496e-06,,2.8202750058871877,physionet_eegmmidb__0.1_179,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,spherical_spline,knn__k3,0.1,2.842502774902625e-06,1.2351318439043849e-05,,-1.005279573268691,physionet_eegmmidb__0.1_180,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,rbfi_tps,knn__k3,0.1,1.8860730588321524e-06,8.07089875706607e-06,,4.445240931780255,physionet_eegmmidb__0.1_181,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,rbfi_mq,knn__k3,0.1,2.6019791429762683e-06,1.0705209497095109e-05,,3.245656912196371,physionet_eegmmidb__0.1_182,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,spline_surface,knn__k3,0.1,5.242212486547502e-06,2.3399151802244817e-05,,-4.454851363442332,physionet_eegmmidb__0.1_183,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,gsp,knn__k3,0.1,1.8139161683404485e-06,8.3619357648906e-06,,3.0434722849567635,physionet_eegmmidb__0.1_184,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,tikhonov,knn__k3,0.1,6.205091895265265e-06,1.07581865066615e-05,,18.6843882454494,physionet_eegmmidb__0.1_185,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,bgsrp,knn__k3,0.1,2.680371880387133e-05,4.026789765111007e-05,,7.276021850566568,physionet_eegmmidb__0.1_186,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,gsmooth,knn__k3,0.1,1.6169371185559036e-06,7.1642248974227964e-06,,4.002271005916454,physionet_eegmmidb__0.1_187,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,puy,knn__k3,0.1,1.906368818661524e-05,2.9056158195841932e-05,,9.814898419528742,physionet_eegmmidb__0.1_188,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,sobolev,knn__k3,0.1,2.367651544708432e-05,3.6349317278631984e-05,,2.8612017554747977,physionet_eegmmidb__0.1_189,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,graph_time_tikhonov,knn__k3,0.1,1.810562196302297e-05,2.6425798192796105e-05,,7.652632778581102,physionet_eegmmidb__0.1_190,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,trss,knn__k3,0.1,1.623231538605817e-06,7.40196493623828e-06,,3.199391064070777,physionet_eegmmidb__0.1_191,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,tv,knn__k3,0.1,2.339147272482628e-06,1.0129107057945248e-05,,-1.0801885281547987,physionet_eegmmidb__0.1_192,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,temporal_laplacian,knn__k3,0.1,1.986765784239718e-05,2.888602026856797e-05,,3.327602314663686,physionet_eegmmidb__0.1_193,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,heat_diffusion_temporal,knn__k3,0.1,2.276297236176869e-06,1.0075700046146485e-05,,-0.0936121048341562,physionet_eegmmidb__0.1_194,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,wavelet_temporal,knn__k3,0.1,3.0128557855569885e-06,1.2323256697520323e-05,,29.218336998383744,physionet_eegmmidb__0.1_196,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,directed_tv,knn__k3,0.1,1.942001025547533e-06,8.785766209858927e-06,,-0.9209602888603564,physionet_eegmmidb__0.1_197,it41_physionet_multisubject_run4_raw.csv,tv_time
physionet_eegmmidb,linear,knn__k3,0.2,3.43950617299487e-06,1.1791692980798885e-05,,7.344344510615421,physionet_eegmmidb__0.2_198,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,nearest,knn__k3,0.2,5.487341261082372e-06,1.895856222467793e-05,,4.0269768123839,physionet_eegmmidb__0.2_199,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,mean,knn__k3,0.2,4.984441513363727e-06,1.4791665484110607e-05,,4.687586343971354,physionet_eegmmidb__0.2_200,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,idw,knn__k3,0.2,4.439329782124946e-06,1.443748971927959e-05,,4.692771003709828,physionet_eegmmidb__0.2_201,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,spherical_spline,knn__k3,0.2,7.851941301420324e-06,2.535862456001617e-05,,2.5949163509340365,physionet_eegmmidb__0.2_202,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,rbfi_tps,knn__k3,0.2,6.172075584907165e-06,1.902246381118676e-05,,3.1884305569059084,physionet_eegmmidb__0.2_203,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,rbfi_mq,knn__k3,0.2,7.921733832886675e-06,2.4319657097524947e-05,,-0.6343659656783953,physionet_eegmmidb__0.2_204,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,spline_surface,knn__k3,0.2,9.607093488838446e-06,3.298414180991146e-05,,-0.8286634742145871,physionet_eegmmidb__0.2_205,it41_physionet_multisubject_run4_raw.csv,instant
physionet_eegmmidb,gsp,knn__k3,0.2,5.826322302344817e-06,1.8007945889317297e-05,,1.2832519767259405,physionet_eegmmidb__0.2_206,it41_physionet_multisubject_run4_raw.csv,instant
