method,0.1,0.2,0.3,0.4
spline_temporal,,,,1.1765175266851396e-05
gsmooth,0.040299957378777,0.07352097578756044,0.12065513143137799,0.1421781158608502
idw,0.040118444919989754,0.07479132757921625,0.1232752694962225,0.144817105984105
directed_tv,0.05254534313025223,0.09110683544276023,0.12869919727201315,0.1492357627627371
linear,0.04486464546145549,0.09012825615121081,0.14221097390450993,0.16647317179465868
wavelet_temporal,0.05944723942631632,0.09449320115511572,0.1355117266341278,0.15551987613895038
gsp,0.05031871114867141,0.09194039221503067,0.14787951969062516,0.16610064317905326
spherical_spline,0.05057995676070702,0.10273455029657434,0.1538266948009806,0.19386553201721846
rbfi_tps,0.05030540429030362,0.10191072165368883,0.16846426815734877,0.21242105625524585
rbfi_mq,0.05572437223073558,0.11742104851945993,0.18601202876622036,0.23561786052185235
spline_surface,0.1916913953296997,0.11807035589995306,0.17667981919985057,0.21490041118571443
heat_diffusion_temporal,0.09070056700407698,0.163794936631073,0.2549848832783809,0.29601556554514397
puy,0.23184949042785186,0.2502935753707267,0.27245225137965046,0.26345441999200997
bgsrp,0.2894845073754959,0.2984464745807039,0.31090658113032354,0.2961400481141872
sobolev,0.33269598381318394,0.33921207921267243,0.3462222090273559,0.3193815610600186
trss,0.4665471026212148,1.3386843663120598,2.42614872047841,2.204457957126778
tv,0.45950972750985575,1.404846017247162,2.5090634547718214,2.2619246728199633
mean,0.74278874922072,2.0723469706208086,3.4604984144822395,3.056194453230264
nearest,1.170027819014365,3.2102751864571526,5.327329839494615,0.2288830089629636
tikhonov,3.0107895198002836,4.880384110000241,5.567115894741697,4.215528817987945
graph_time_tikhonov,4.97556222419122,7.350585234144863,7.611161733995705,0.25297238718680876
temporal_laplacian,7.66327640858539,10.936507495226742,11.204535216311909,0.2823286820531388
