iteration,count,mean_mae,std_mae,median_mae,mean_rmse,mean_dtw,mean_snr
68.0,240,0.0024304612975095713,0.0036187505288663084,5.566872623634729e-07,0.008668001063694373,,11.616973510468172
69.0,80,4.6811044307890937e-07,2.2104268995728767e-07,3.916784119628719e-07,1.5685245298653054e-06,,10.713117396315468
70.0,400,0.0038940661977284793,0.0034404477962960206,0.004786173229768501,0.013589906911457873,,11.501699517273543
71.0,24,0.5297874628033227,0.13575363041656716,0.47377194195759803,0.6506810779416538,0.5297874628033227,1.1502983804836453
72.0,24,0.4968337203561281,0.09118954797509915,0.4714677734704303,0.6505931795719432,0.4968337203561281,1.041514672484608
73.0,14,1.6804226463936624e-06,3.817457839066157e-07,1.5631517733911469e-06,1.949062225115896e-06,1.6804226463936624e-06,-3.5766716816786426
74.0,14,1.9865322153923232e-06,3.380387509280737e-07,1.8513479670233288e-06,2.3419785575600732e-06,1.9865322153923232e-06,-2.2563024238780183
75.0,60,0.5060288093562753,0.12555757714348612,0.4774137077330576,0.6188723792678572,0.5060288093562753,1.4574612519003354
76.0,24,1.6373673145406215e-06,1.994543175545164e-07,1.6456732941552663e-06,1.847123972672e-06,1.6373673145406215e-06,-1.9828881769115343
77.0,24,7.0663576844727156e-06,7.172621013341799e-07,6.596220156136106e-06,8.140346449049428e-06,7.0663576844727156e-06,0.25874169952896214
78.0,35,0.42364182062954725,0.9943528397639085,7.54571429531273e-06,0.5368937330848605,0.42364182062954725,-1.5267534637119171
79.0,35,0.3272185097096675,0.6716669109146632,6.774931615457005e-06,0.4212396407873318,0.3272185097096675,-0.9565314347870472
80.0,36,0.16017954919871094,0.23740481326880983,6.829894021421083e-06,0.19486608966114258,0.16017954919871094,0.03862313992361304
81.0,20,0.5324546316274947,0.05742525402945536,0.5114971136548554,0.6461912447099785,0.5324546316274947,0.995104402347453
82.0,84,0.5516453158198248,0.06573798200669369,0.5384164755134209,0.6853327780860251,0.5516453158198248,0.5000654544449489
83.0,189,0.17840320164079007,0.2561793956394285,7.691646652938041e-06,0.21682821544660294,0.18374823214368496,36.918728732357074
84.0,189,0.18915797012139343,0.2711699554415273,8.291352222032562e-06,0.23041979773402194,0.19468156716649584,36.652800756634264
85.0,378,0.184132265122328,0.2647457816146936,8.004427377920454e-06,0.22391697779760084,0.1896809106546955,36.785347240797456
86.0,252,0.19173521807332453,0.2759969847370322,8.158701547077882e-06,0.23462492218005812,0.19798472410639928,36.61511215923917
87.0,189,0.1891164475282374,0.2710817872105978,8.283747241638715e-06,0.2300412935976518,0.1951399560598942,36.656105802359875
88.0,336,0.2699071295736407,0.275817902090302,0.2120898128275715,0.3304036849073555,0.2777059214294041,29.855110181476388
89.0,336,0.28384986046408306,0.28827999101254437,0.23172256571201466,0.3466840499932647,0.293560543200912,26.60707689987018
90.0,378,0.18955441935260095,0.2720012880623449,8.13942529160888e-06,0.23205256662043086,0.19551829296707027,36.66356529811293
91.0,180,0.24673946678840275,0.25027899538971465,0.20935455801252084,0.3001709468473764,0.2541518296931382,30.215476765670704
92.0,336,0.15566356937614778,0.22319607934583138,7.718193087544857e-06,0.1905324524855588,0.1609163592587085,37.115194474211656
93.0,336,0.16962159304945576,0.24359233884609485,8.298196405547598e-06,0.20676444878096967,0.1749914606760471,36.75060167153507
94.0,336,1.3468578471100453e-05,1.1726203740802006e-05,8.551402516573807e-06,1.6425214596438983e-05,1.390328435239859e-05,50.833653777401715
95.0,420,0.20413207913379963,0.2552332846024741,2.6387062791119177e-05,0.24909480974563153,0.21064149939273727,31.8930217648877
96.0,504,0.18699967248872,0.26862644576727235,7.987143406266796e-06,0.228666667562065,0.19278640996746058,36.711156044797185
97.0,432,0.17608420407406694,0.2506424434882597,7.81528146294449e-06,0.21475174543484404,0.18168182701713337,36.949038046150875
98.0,420,0.2772224477665639,0.2816968692072728,0.22664490129995685,0.33880710444617035,0.2852982295121858,29.722699303908183
99.0,672,0.2572420853061986,0.26472142340528215,0.18216018768800904,0.31432107347234084,0.2650166084511822,28.424774240576056
100.0,1260,0.20789482570963888,0.26105742089732237,2.670357762328326e-05,0.25364427839745624,0.21427012079443905,31.830390200951044
101.0,105,9.083240863473163e-06,7.666404535710075e-06,7.056968229461402e-06,1.6127840971446225e-05,0.00011035468356989358,11.675996825398153
102.0,42,8.783141788854143e-06,7.589266754282e-06,4.653841145833334e-06,1.5878931827670722e-05,0.00010911115746804058,11.609642712390055
103.0,80,9.172916822295887e-06,7.791797073639961e-06,5.411226743316774e-06,1.5006927748417074e-05,0.0001051927689002348,12.58794346485726
104.0,112,1.2499839058004567e-05,1.0052856272682941e-05,8.363981287474595e-06,2.2804550287291744e-05,0.0001595411493883715,9.292871759461336
105.0,336,7.300651698372797e-06,7.192004868838712e-06,4.5903176346449285e-06,1.5559082625631812e-05,8.7438848328806e-05,12.395598597099195
106.0,378,3.5311672301382892e-06,4.122530358105164e-06,1.6300750779776998e-06,7.899302321322924e-06,4.333755924874741e-05,14.202997832922712
107.0,420,105.72321021404022,79.23901887916435,74.27176776960783,184.70482110586897,1066.3308651092061,9.945699194391791
108.0,120,93.42376589396231,69.08113560229583,61.738511193388035,157.91039565328902,890.9520818907405,11.432252438969979
109.0,168,118.09913842715538,81.3649292819108,79.45066022312471,220.59230382550288,1375.5323662629994,7.519298924496546
110.0,168,0.2626650311794898,0.18419966470695961,0.1625156781802407,0.4758860553896248,2.9167192218719054,8.44799284050658
111.0,160,0.27358496454921644,0.19169317153122165,0.18113890478267636,0.4559980308393009,2.8039792346269476,8.774687579485082
112.0,140,0.06604383613141349,0.04961255397623381,0.04302205431611775,0.49355465783906666,3.2065746144884337,-inf
113.0,160,0.0847180740144975,0.042292942351790055,0.0743241490025747,0.5678311508950855,3.9565088764005347,-inf
114.0,378,0.08743050837493553,0.163379766939637,9.822339438218315e-06,0.15839878646612057,0.9750854648807887,11.07029824302079
115.0,378,0.025244147847307514,0.04499593782095959,9.822339438218315e-06,0.18799243874744587,1.2274260436095172,-inf
116.0,1260,21.239282994321638,55.17231300664135,0.065229430665076,37.30772156530959,214.58458756203808,-inf
117.0,840,28.787084035979845,61.54401618283971,0.1288112207180907,50.44291340162401,288.2691044159101,-inf
118.0,140,18.655107913183343,46.57161829173053,0.0447695174311546,34.6945127060726,201.19177649170547,-inf
119.0,336,39.40126066481207,72.8486790099972,0.2325882101833934,73.32563448736066,459.4368492516324,8.040466128906493
120.0,192,13.521173128207119,35.12579035185277,0.01630606140341281,28.195741823608216,148.76649143331164,-inf
121.0,1008,17.682043798270016,50.97101355161473,0.006615443766247904,30.947592490295946,178.62138508071646,-inf
122.0,210,3.826455717841712e-06,4.135896001813622e-06,2.2102016024038748e-06,8.568409363991984e-06,4.657284719814867e-05,13.150791745323769
123.0,24,18.071994349306895,30.56253867725989,0.0383269791885822,44.76236619068649,253.89444378749792,-inf
124.0,24,2.6115129281184815e-06,1.7215710942307592e-06,2.2082517102570987e-06,8.187285587533983e-06,4.5427420861236856e-05,17.22355164942495
125.0,24,18.056390574598804,30.57214686223895,4.770158962633019e-06,44.627960164227694,253.18773215858036,13.480482802733414
126.0,40,10.875245143751133,25.110682071039058,0.0383269791885822,26.935138236854364,152.7959854983673,-inf
127.0,72,20.24782538443155,33.43312223987891,0.1470101112335506,50.045077494149886,294.30073179031007,10.773092313794358
128.0,96,0.07931820372860302,0.12603482184141226,0.016108503798803957,0.22946243812489542,1.4396167076823867,-inf
129.0,32,13.582352843421036,27.48533715429207,0.051811836579907615,33.568115390437896,190.46493600056812,12.654713144511181
130.0,126,15.61436674057297,43.173425747682536,0.015588154128492009,29.051215559836862,168.0487220593991,-inf
