combo,count,mean_mae,std_mae,median_mae,mean_rmse,mean_dtw,mean_snr
sobolev|vknng__alpha1_k4_k_max8_k_min2|synthetic_alpha|0.2,16,0.5739890135115404,0.0,0.5739890135115404,0.6471655420036851,,0.8377354663225421
sobolev|vknng__alpha1_k4_k_max8_k_min2|synthetic_alpha|0.3,16,0.5755892913043749,0.0,0.5755892913043749,0.6529129811317597,,0.8193325653549703
sobolev|vknng__alpha1_k4_k_max8_k_min2|synthetic_alpha|0.4,15,0.5883194777099049,0.0,0.5883194777099049,0.6624657021403376,,0.6479068338458077
sobolev|vknng__alpha1_k4_k_max8_k_min2|synthetic_beta|0.1,15,0.5669637774972913,0.0,0.5669637774972913,0.6371631713537008,,1.0102343599737102
sobolev|vknng__alpha1_k4_k_max8_k_min2|synthetic_beta|0.2,15,0.5738649920294435,0.0,0.5738649920294435,0.6443365440713621,,0.9254599998316234
sobolev|vknng__alpha1_k4_k_max8_k_min2|synthetic_beta|0.3,15,0.5839732803421309,0.0,0.5839732803421309,0.6555373946998747,,0.7774721864568775
sobolev|vknng__alpha1_k4_k_max8_k_min2|synthetic_beta|0.4,15,0.5907391626893724,0.0,0.5907391626893724,0.6650930720457394,,0.6784538026469839
sobolev|vknng__alpha1_k4_k_max8_k_min2|synthetic_broad|0.1,16,0.5556031782920205,0.0,0.5556031782920205,0.6276304387446752,,1.1257634607362008
sobolev|vknng__alpha1_k4_k_max8_k_min2|synthetic_broad|0.2,16,0.5581735967266224,0.0,0.5581735967266224,0.6324116320452797,,1.0675115155889396
sobolev|vknng__alpha1_k4_k_max8_k_min2|synthetic_broad|0.3,17,0.5679694684937369,0.0,0.5679694684937369,0.6418775233340767,,0.9473452508350779
sobolev|vknng__alpha1_k4_k_max8_k_min2|synthetic_broad|0.4,17,0.5727249458064734,0.0,0.5727249458064734,0.6483010112931828,,0.8570887639245264
sobolev|vknng|physionet_eegmmidb|0.4,4,3.049111748010718e-05,1.877415535765343e-08,3.049670919023213e-05,3.813266521255153e-05,0.0002927814514113,3.1135191080301627
spherical_spline|aew__k4_sigma_corr0_5_sigma_dist1|physionet_eegmmidb|0.1,5,2.584443485140196e-06,0.0,2.584443485140196e-06,1.122999236958436e-05,,0.5766639308742199
spherical_spline|aew__k4_sigma_corr0_5_sigma_dist1|physionet_eegmmidb|0.2,5,7.489044775725141e-06,0.0,7.489044775725141e-06,2.418661417481706e-05,,0.6328696812731676
