method,graph,count,mean_mae,std_mae,median_mae,mean_rmse,mean_dtw,mean_snr
rbfi_mq,knng,164,0.1760763265930735,0.23479635386078143,1.9317615758109925e-05,0.4138470049983723,1.087864861200912,-1.3963966629955378
rbfi_mq,knng__k4_sigma1,210,0.2060727719629918,0.12014861172619595,0.1937602928304707,0.47870302137735005,,-2.9463132732807926
rbfi_mq,nnk,84,0.17188417596528321,0.23422688793366736,1.927733371559596e-05,0.40399381705783083,1.0619654497234636,-1.0569250243603105
rbfi_mq,nnk__k4,235,0.20342108026722838,0.12133383083470081,0.1937602928304707,0.47261374760164254,,-2.909369724430105
rbfi_mq,vknng,164,0.1760763265930735,0.23479635386078143,1.9317615758109925e-05,0.4138470049983723,1.087864861200912,-1.3963966629955378
rbfi_mq,vknng__alpha1_k4_k_max8_k_min2,210,0.2060727719629918,0.12014861172619597,0.1937602928304707,0.47870302137735005,,-2.9463132732807926
rbfi_tps,aew,164,0.13849098255687056,0.18984217731006858,1.6698850695412258e-05,0.3207401680083622,0.7010593467211054,0.6961855817449012
rbfi_tps,aew__k4_sigma_corr0_5_sigma_dist1,194,0.1933075060399584,0.11535701487150739,0.1869920693665572,0.44597550921449447,,-2.322150088358354
rbfi_tps,gaussian,124,0.13737416569447672,0.18967065818824555,1.6698850695412258e-05,0.31815365474294555,0.6954063288690172,0.7986924781479312
rbfi_tps,gaussian__sigma1,348,0.12735244696111514,0.1306484148762065,0.088427217921455,0.2940738980807329,,0.22549925309910449
rbfi_tps,kalofolias,479,0.1417292239964332,0.1529938249203897,0.088427217921455,0.32754018722666084,0.7010593467211054,-0.43377773618308874
rbfi_tps,knn,88,0.12904880362935886,0.18706713094486302,1.3208200178262217e-05,0.2988723740371124,0.6532656503352692,1.5628347967887009
rbfi_tps,knn__k3,612,0.07553742406003744,0.1183879711111326,1.7219655242482796e-05,0.17457859081963154,,1.5558069900281235
rbfi_tps,knn__k5,230,0.19694931830143753,0.11330114852334237,0.1869920693665572,0.454379336895347,,-2.398422093812023
rbfi_tps,knng,164,0.13849098255687056,0.18984217731006858,1.6698850695412258e-05,0.3207401680083622,0.7010593467211054,0.6961855817449012
rbfi_tps,knng__k4_sigma1,210,0.19480836038136115,0.11413874346531795,0.1869920693665572,0.44965466477288074,,-2.3563461392896237
rbfi_tps,nnk,84,0.1351937137250411,0.18931415105171195,1.5099478470812117e-05,0.31310379551046547,0.6843694844911309,0.9988249901728947
rbfi_tps,nnk__k4,235,0.19223445122941496,0.11521323486040141,0.1869920693665572,0.4437814943827688,,-2.3101600476615585
rbfi_tps,vknng,164,0.13849098255687056,0.18984217731006858,1.6698850695412258e-05,0.3207401680083622,0.7010593467211054,0.6961855817449012
rbfi_tps,vknng__alpha1_k4_k_max8_k_min2,210,0.19480836038136115,0.11413874346531794,0.1869920693665572,0.44965466477288074,,-2.3563461392896237
sobolev,aew,4,3.027926832004744e-05,1.7958271256553566e-08,3.0286759237167576e-05,3.7835560500225896e-05,0.000289688392151975,3.1587194879436056
sobolev,aew__k4_sigma_corr0_5_sigma_dist1,194,0.3625439294368907,0.1308536578093327,0.4012537435095556,0.42763935846251544,,4.278997107236479
sobolev,gaussian,4,3.207906997900095e-05,1.0588606494679766e-08,3.208138995518954e-05,4.032433487242591e-05,0.000312238551615925,2.7483983601145328
sobolev,gaussian__sigma1,348,0.35600058705401283,0.29782721317918215,0.5950576057990674,0.40027564940424726,,2.3732881762347353
sobolev,kalofolias,319,0.40478452341047494,0.2941900930490518,0.6082436994593613,0.45506739008762576,0.00031143130515902504,1.2296662523058883
sobolev,knn,8,3.0418871718017532e-05,5.519239748252522e-07,3.0419353848469454e-05,3.79993471641655e-05,0.0002906565053868,3.1225497157592543
sobolev,knn__k3,612,0.19259548540934684,0.2635130977245467,3.015299604795122e-05,0.21852442503050185,,3.83868642741773
sobolev,knn__k5,230,0.5328091759322989,0.1694316521040182,0.585285004842994,0.5998343033968215,,0.9122149099656429
sobolev,knng,4,3.057914751824448e-05,1.772741716803141e-08,3.0585611185233106e-05,3.823868040003884e-05,0.000293955561573275,3.0847849473690054
sobolev,knng__k4_sigma1,210,0.5010080607962089,0.1677166587557326,0.5562352204197879,0.5663202120694771,,1.364515392096709
sobolev,nnk,4,2.9158051140736026e-05,1.2054427675576418e-08,2.9153012116735136e-05,3.640298962601365e-05,0.0002655567893965,3.3656524004225656
sobolev,nnk__k4,235,0.4275564210318717,0.1535018798114061,0.4779365438824796,0.49158091221664735,,2.805070294628668
sobolev,vknng,4,3.049111748010718e-05,1.877415535765343e-08,3.049670919023213e-05,3.813266521255153e-05,0.0002927814514113,3.1135191080301627
sobolev,vknng__alpha1_k4_k_max8_k_min2,210,0.5151056161830614,0.17239467050029186,0.5727249458064734,0.5810978351028108,,1.1416557390771804
spherical_spline,aew,164,0.06953405819993747,0.08677899350632558,2.5275144963760008e-05,0.15819998829941484,0.5092231215136575,2.2931951886394533
spherical_spline,aew__k4_sigma_corr0_5_sigma_dist1,194,0.21341501490545903,0.13983910086178875,0.2204097595538203,0.4931770055860913,,-2.9796683138930984
spherical_spline,gaussian,124,0.0689733633366409,0.0867390247933629,2.5275144963760008e-05,0.15692433299771352,0.5051174254656899,2.361769397432691
