combination,best_method,best_mean_mae,best_n
# Placeholder CSV created to satisfy documentation links. Replace with real data as needed.
graph,dataset,missing_ratio,best_method,best_mean_mae,best_median_mae,best_count,n_methods,second_mean_mae,delta_to_second,second_method
knn__k3,iv100hz_mat,0.1,trss,16.151723527872637,16.08004430547262,20,7,17.512297391727664,1.360573863855027,tv
knn__k3,iv100hz_mat,0.2,trss,36.77245212151004,34.22690156865483,118,7,46.321721989362246,9.549269867852203,tv
knn__k3,iv100hz_mat,0.3,trss,65.71811190820087,65.27371386132093,25,7,73.18838664215687,7.470274733956003,mean
knn__k3,iv100hz_mat,0.4,trss,88.19302543176971,88.19302543176971,2,4,94.15993055555556,5.96690512378585,mean
knn__k3,mne_sample_proxy,0.1,directed_tv,1.2268993918150853e-07,1.226824076150315e-07,4,20,1.3354704124313293e-07,1.0857102061624402e-08,heat_diffusion_temporal
knn__k3,mne_sample_proxy,0.2,directed_tv,1.4797358100319365e-07,1.5127341294082646e-07,4,20,1.5271498351782318e-07,4.741402514629536e-09,heat_diffusion_temporal
knn__k3,mne_sample_proxy,0.3,heat_diffusion_temporal,1.77646977063599e-07,1.7673994882426285e-07,6,20,1.865532200914657e-07,8.906243027866717e-09,directed_tv
knn__k3,mne_sample_proxy,0.4,directed_tv,2.007882049976141e-07,1.8223213371305186e-07,5,20,2.1327586630008985e-07,1.2487661302475744e-08,heat_diffusion_temporal
knn__k3,movielens_graph_signal,0.1,mean,0.0169008487786092,0.0171890804340683,26,7,0.0169475665106143,4.671773200510057e-05,tv
knn__k3,movielens_graph_signal,0.2,mean,0.0355783653828781,0.0362424763199901,44,7,0.0360211077403662,0.00044274235748810453,tv
knn__k3,movielens_graph_signal,0.3,tv,0.0635291981737284,0.0630270649843472,21,7,0.0635550912653418,2.589309161339648e-05,mean
knn__k3,movielens_graph_signal,0.4,tv,0.0818535033950612,0.0818535033950612,2,4,0.0820029788501979,0.00014947545513670224,mean
knn__k3,physionet_eegmmidb,0.1,gsp,1.6656211353933758e-06,1.659259507012084e-06,77,21,1.831002224597892e-06,1.6538108920451615e-07,gsmooth
knn__k3,physionet_eegmmidb,0.2,linear,3.364782356922453e-06,3.4328142624700527e-06,87,21,4.923780034490878e-06,1.558997677568425e-06,idw
knn__k3,physionet_eegmmidb,0.3,idw,8.708258474162704e-06,8.733274028882618e-06,87,21,9.010196273749212e-06,3.0193779958650766e-07,rbfi_tps
knn__k3,physionet_eegmmidb,0.4,tv,1.3740286091568922e-05,1.3125860766028117e-05,95,21,1.3796887584535988e-05,5.6601492967066333e-08,idw
knn__k3,physionet_eegmmidb_real,0.1,trss,1.0025974345823044e-06,9.70341502555548e-07,35,7,2.021050368966413e-06,1.0184529343841085e-06,tv
knn__k3,physionet_eegmmidb_real,0.2,trss,2.7899690577694886e-06,2.000141337676211e-06,129,7,4.4505774452560255e-06,1.6606083874865369e-06,tv
knn__k3,physionet_eegmmidb_real,0.3,trss,3.9292651677008446e-06,3.76774286408461e-06,40,7,7.060784121489105e-06,3.1315189537882608e-06,tv
knn__k3,physionet_eegmmidb_real,0.4,trss,5.130726004563459e-06,5.130726004563459e-06,2,4,8.425557489138208e-06,3.2948314845747496e-06,tikhonov
knn__k3,synthetic_16ch,0.1,trss,0.4443135833492217,0.4437914883139869,38,7,0.4589911658108399,0.014677582461618155,tv
knn__k3,synthetic_16ch,0.2,trss,0.4679261555100759,0.4655070677694103,45,7,0.4753911482232798,0.007464992713203944,tv
knn__k3,synthetic_16ch,0.3,trss,0.4918050585549003,0.491681852349527,48,7,0.4951937329442018,0.003388674389301516,tv
knn__k3,synthetic_16ch,0.4,trss,0.5010018457104969,0.4996835669180631,12,7,0.5054077702625505,0.004405924552053575,tv
knn__k3,synthetic_32ch,0.1,trss,0.3827802619392936,0.3807053902944417,13,7,0.3833340724503152,0.0005538105110216018,tv
knn__k3,synthetic_32ch,0.2,trss,0.4058225471945916,0.4063046704031643,13,7,0.4103691597936159,0.00454661259902428,tv
knn__k3,synthetic_32ch,0.3,trss,0.4216232414469504,0.4176359757005002,13,7,0.4243179385620701,0.002694697115119715,tv
knn__k3,synthetic_32ch,0.4,trss,0.4367778862952858,0.4349092491897166,13,7,0.443182034109625,0.006404147814339178,tv
knn__k3,synthetic_alpha,0.1,mean,0.0562322956801807,0.0589478976695532,20,21,0.0596938324875637,0.003461536807383002,idw
knn__k3,synthetic_alpha,0.2,mean,0.1151428799926366,0.1208467294395676,20,21,0.1223792852944804,0.007236405301843801,gsmooth
knn__k3,synthetic_alpha,0.3,heat_diffusion_temporal,0.194213962947145,0.2041541970742997,20,21,0.1975352741787891,0.003321311231644114,directed_tv
knn__k3,synthetic_alpha,0.4,tv,0.2473001397852391,0.2607223385117705,19,21,0.2477479930776578,0.0004478532924186984,mean
knn__k3,synthetic_beta,0.1,heat_diffusion_temporal,0.0616728807963703,0.0648469094288192,19,21,0.0618585694882709,0.00018568869190059567,gsmooth
knn__k3,synthetic_beta,0.2,mean,0.1277377870243789,0.1343883515386373,19,21,0.1278566789951388,0.00011889197075989899,idw
knn__k3,synthetic_beta,0.3,heat_diffusion_temporal,0.1932191058820341,0.2036010835612692,19,21,0.1935378623354086,0.000318756453374508,mean
knn__k3,synthetic_beta,0.4,heat_diffusion_temporal,0.2597036275094909,0.2737764508805265,19,21,0.2652966192376711,0.00559299172818023,directed_tv
knn__k3,synthetic_broad,0.1,directed_tv,0.0688553064314485,0.0756943796692691,21,21,0.0728111855189009,0.003955879087452388,heat_diffusion_temporal
knn__k3,synthetic_broad,0.2,heat_diffusion_temporal,0.1088129694094758,0.1197785135886225,21,21,0.110304432180147,0.0014914627706712064,directed_tv
knn__k3,synthetic_broad,0.3,heat_diffusion_temporal,0.1816922094863735,0.1992799428272829,22,21,0.1834760030344251,0.0017837935480516098,spherical_spline
knn__k3,synthetic_broad,0.4,heat_diffusion_temporal,0.2153189884910598,0.236201462404332,22,21,0.2166971408982546,0.0013781524071947993,spherical_spline
knn__k5,iris_graph_signal,0.2,trss,0.1039238082898083,0.1007776185442697,5,7,0.1271634074249073,0.023239599135099015,tv
knn__k5,iris_graph_signal,0.3,trss,0.1039238082898083,0.1007776185442697,5,7,0.1271634074249073,0.023239599135099015,tv
knn__k5,iv100hz_mat,0.2,tv,32.659586256248815,31.58934159364911,5,7,33.24062315474561,0.581036898496798,trss
knn__k5,iv100hz_mat,0.3,trss,62.75406059442507,62.62133569262553,5,7,63.54614312338688,0.7920825289618065,tv
knn__k5,movielens_graph_signal,0.2,tv,0.0360298464365393,0.0362479790899507,5,7,0.0360400438818021,1.0197445262795368e-05,mean
knn__k5,movielens_graph_signal,0.3,tv,0.0632734879659442,0.0631146883364196,5,7,0.0632809126510898,7.424685145598908e-06,mean
knn__k5,physionet_eegmmidb,0.1,trss,1.848430001990473e-06,1.848430001990473e-06,6,21,1.8512784090909088e-06,2.848407100435814e-09,gsp
knn__k5,physionet_eegmmidb,0.2,linear,3.3157670454545457e-06,3.3157670454545457e-06,6,21,4.3782376893939394e-06,1.0624706439393938e-06,gsmooth
knn__k5,physionet_eegmmidb,0.3,nearest,8.520170454545455e-06,8.520170454545455e-06,6,21,8.733274028882618e-06,2.131035743371625e-07,idw
knn__k5,physionet_eegmmidb,0.4,tv,1.273907781373319e-05,1.273907781373319e-05,7,21,1.2742657342657345e-05,3.5795289241541503e-09,mean
knn__k5,physionet_eegmmidb_real,0.2,trss,1.973925388491025e-06,1.98200171340656e-06,5,7,4.06782154094027e-06,2.093896152449245e-06,tv
knn__k5,physionet_eegmmidb_real,0.3,trss,3.712763325645814e-06,3.723858515932871e-06,5,7,7.153213667003167e-06,3.440450341357353e-06,tv
knn__k5,synthetic_alpha,0.1,mean,0.0589478976695532,0.0589478976695532,19,21,0.0612990105774968,0.0023511129079436047,tv
knn__k5,synthetic_alpha,0.2,mean,0.1208467294395676,0.1208467294395676,19,21,0.1215400083518392,0.0006932789122715971,tv
knn__k5,synthetic_alpha,0.3,directed_tv,0.2028538791238083,0.2028538791238083,19,21,0.2091375515491966,0.006283672425388298,heat_diffusion_temporal
knn__k5,synthetic_alpha,0.4,mean,0.2610509096263227,0.2610509096263227,18,21,0.2616216626341461,0.000570753007823388,tv
knn__k5,synthetic_beta,0.1,mean,0.0658619827367564,0.0658619827367564,18,21,0.0658871198702636,2.5137133507199816e-05,heat_diffusion_temporal
knn__k5,synthetic_beta,0.2,mean,0.1343883515386373,0.1343883515386373,18,21,0.134560782294406,0.00017243075576869882,idw
knn__k5,synthetic_beta,0.3,tv,0.2035737521455068,0.2035737521455068,18,21,0.2038587458276235,0.0002849936821167076,mean
knn__k5,synthetic_beta,0.4,directed_tv,0.2697176072094371,0.2697176072094371,18,21,0.2728527863804488,0.0031351791710116927,heat_diffusion_temporal
knn__k5,synthetic_broad,0.1,directed_tv,0.075949340478215,0.075949340478215,18,21,0.0808319767007137,0.004882636222498696,heat_diffusion_temporal
knn__k5,synthetic_broad,0.2,directed_tv,0.1198241533464619,0.1198241533464619,18,21,0.1206245453557504,0.0008003920092884975,heat_diffusion_temporal
knn__k5,synthetic_broad,0.3,directed_tv,0.1984018268096209,0.1984018268096209,19,21,0.1989892419224689,0.0005874151128479888,heat_diffusion_temporal
knn__k5,synthetic_broad,0.4,heat_diffusion_temporal,0.2351614839899412,0.2351614839899412,19,21,0.2369315571338331,0.0017700731438919093,tv
knng,mne_sample,0.1,gsmooth,2.833734226715769e-06,2.8985624314618945e-06,60,12,2.8351653443634064e-06,1.431117647637377e-09,tv
knng,mne_sample,0.2,tv,4.756293660637937e-06,4.2509982852329765e-06,60,12,4.890798166353446e-06,1.3450450571550893e-07,gsmooth
knng,mne_sample,0.3,tv,6.393526348905238e-06,5.864338093043627e-06,60,12,6.500974978336853e-06,1.0744862943161509e-07,gsmooth
knng,mne_sample,0.4,tv,8.719809031096696e-06,9.041439182593123e-06,60,12,8.814831055050071e-06,9.502202395337528e-08,gsmooth
knng,physionet_eegmmidb,0.4,trss,5.090254783602433e-06,5.074080453025697e-06,4,22,5.691620032471166e-06,6.013652488687331e-07,rbfi_tps
knng,synthetic,0.1,spherical_spline,0.0511001113806807,0.0482787587066522,20,12,0.0535273224713258,0.002427211090645101,tv
knng,synthetic,0.2,spherical_spline,0.1035852892347199,0.1050430986566703,20,12,0.10552904684493,0.001943757610210109,tv
knng,synthetic,0.3,spherical_spline,0.1823133437159367,0.1816939824997896,20,12,0.1867921470298944,0.004478803313957724,tv
knng,synthetic,0.4,spherical_spline,0.2331404775257789,0.2307824215776189,20,12,0.2364032865344719,0.003262809008692996,tv
knng__k4_sigma1,physionet_eegmmidb,0.1,gsp,1.6926996725292372e-06,1.6926996725292374e-06,5,21,1.7007466196165537e-06,8.04694708731651e-09,trss
knng__k4_sigma1,physionet_eegmmidb,0.2,linear,3.3157670454545457e-06,3.3157670454545457e-06,6,21,4.435893349947632e-06,1.1201263044930865e-06,gsmooth
knng__k4_sigma1,physionet_eegmmidb,0.3,nearest,8.520170454545455e-06,8.520170454545455e-06,6,21,8.733274028882618e-06,2.131035743371625e-07,idw
knng__k4_sigma1,physionet_eegmmidb,0.4,tv,1.2730055936218328e-05,1.2730055936218328e-05,7,21,1.2742657342657345e-05,1.2601406439017082e-08,mean
knng__k4_sigma1,synthetic_alpha,0.1,mean,0.0589478976695531,0.0589478976695532,17,21,0.0625841043918718,0.003636206722318701,idw
knng__k4_sigma1,synthetic_alpha,0.2,mean,0.1208467294395675,0.1208467294395676,17,21,0.1284630217277817,0.007616292288214213,gsmooth
knng__k4_sigma1,synthetic_alpha,0.3,directed_tv,0.2008868795633493,0.2008868795633493,17,21,0.2071682000862726,0.006281320522923295,heat_diffusion_temporal
knng__k4_sigma1,synthetic_alpha,0.4,tv,0.2609895038378375,0.2609895038378375,16,21,0.2610509096263227,6.140578848523592e-05,mean
knng__k4_sigma1,synthetic_beta,0.1,heat_diffusion_temporal,0.0656624933649288,0.0656624933649288,16,21,0.0657664208059119,0.00010392744098310092,gsmooth
knng__k4_sigma1,synthetic_beta,0.2,gsmooth,0.1328613633611322,0.1328613633611322,16,21,0.1328895980734084,2.8234712276198337e-05,heat_diffusion_temporal
knng__k4_sigma1,synthetic_beta,0.3,heat_diffusion_temporal,0.2017008894585394,0.2017008894585394,16,21,0.202072796360852,0.00037190690231259094,gsmooth
knng__k4_sigma1,synthetic_beta,0.4,heat_diffusion_temporal,0.2734631308807948,0.2734631308807948,16,21,0.274985253964378,0.0015221230835831823,directed_tv
knng__k4_sigma1,synthetic_broad,0.1,directed_tv,0.0760447268939126,0.0760447268939126,17,21,0.0800986413131064,0.0040539144191937965,heat_diffusion_temporal
knng__k4_sigma1,synthetic_broad,0.2,heat_diffusion_temporal,0.119889627939235,0.119889627939235,17,21,0.1213906011416762,0.0015009732024412054,directed_tv
knng__k4_sigma1,synthetic_broad,0.3,heat_diffusion_temporal,0.1988953163113326,0.1988953163113326,18,21,0.2012612458769456,0.0023659295656130175,directed_tv
knng__k4_sigma1,synthetic_broad,0.4,heat_diffusion_temporal,0.2359594281987354,0.2359594281987354,18,21,0.2360595235990406,0.00010009540030520014,tv
nnk,mne_sample,0.1,tv,2.845793675609669e-06,2.8736021113469587e-06,30,12,2.896925107050804e-06,5.1131431441135194e-08,gsmooth
nnk,mne_sample,0.2,tv,4.799931387727791e-06,4.294615877178998e-06,30,12,4.998911066340672e-06,1.9897967861288117e-07,gsmooth
nnk,mne_sample,0.3,tv,6.429749165332791e-06,5.899814382531712e-06,30,12,6.556366909613062e-06,1.266177442802711e-07,gsmooth
nnk,mne_sample,0.4,tv,8.744958531363812e-06,9.084809131240016e-06,30,12,8.808438427839304e-06,6.34798964754915e-08,gsmooth
nnk,physionet_eegmmidb,0.4,trss,4.991204087491076e-06,4.985244928022036e-06,4,22,5.653346740236702e-06,6.621426527456263e-07,gsp
nnk,synthetic,0.1,spherical_spline,0.0511001113806807,0.0482787587066522,10,12,0.0552915167039925,0.004191405323311803,gsmooth
nnk,synthetic,0.2,spherical_spline,0.1035852892347199,0.1050430986566703,10,12,0.1087680506607493,0.0051827614260294,gsmooth
nnk,synthetic,0.3,spherical_spline,0.1823133437159367,0.1816939824997896,10,12,0.1879429649264405,0.00562962121050381,gsmooth
nnk,synthetic,0.4,spherical_spline,0.2331404775257789,0.2307824215776189,10,12,0.239581827458992,0.006441349933213103,gsmooth
nnk__k4,physionet_eegmmidb,0.1,trss,1.741268359573271e-06,1.741268359573271e-06,7,21,1.7475950842226455e-06,6.326724649374638e-09,gsp
nnk__k4,physionet_eegmmidb,0.2,linear,3.3157670454545457e-06,3.3157670454545457e-06,7,21,4.438391049136511e-06,1.1226240036819653e-06,tv
nnk__k4,physionet_eegmmidb,0.3,nearest,8.520170454545455e-06,8.520170454545455e-06,7,21,8.66123120543857e-06,1.4106075089311529e-07,gsmooth
nnk__k4,physionet_eegmmidb,0.4,tv,1.2732764719084747e-05,1.2732764719084747e-05,9,21,1.2742657342657345e-05,9.892623572597373e-09,mean
nnk__k4,synthetic_alpha,0.1,mean,0.0589478976695531,0.0589478976695532,18,21,0.0625841043918718,0.003636206722318701,idw
nnk__k4,synthetic_alpha,0.2,mean,0.1208467294395675,0.1208467294395676,18,21,0.1278738544550376,0.0070271250154701065,gsmooth
nnk__k4,synthetic_alpha,0.3,wavelet_temporal,0.2038363722147141,0.2038363722147141,18,21,0.2043956424626398,0.0005592702479257083,heat_diffusion_temporal
nnk__k4,synthetic_alpha,0.4,tv,0.2603035939550637,0.2603035939550637,17,21,0.2610509096263227,0.000747315671259019,mean
nnk__k4,synthetic_beta,0.1,gsmooth,0.0651068410782072,0.0651068410782072,18,21,0.065452944925392,0.0003461038471847949,heat_diffusion_temporal
nnk__k4,synthetic_beta,0.2,mean,0.1343883515386373,0.1343883515386373,18,21,0.134560782294406,0.00017243075576869882,idw
nnk__k4,synthetic_beta,0.3,heat_diffusion_temporal,0.2026823115272412,0.2026823115272412,18,21,0.2038587458276235,0.0011764343003823063,mean
nnk__k4,synthetic_beta,0.4,heat_diffusion_temporal,0.27358484175485,0.27358484175485,18,21,0.2811073987258139,0.007522556970963934,idw
nnk__k4,synthetic_broad,0.1,heat_diffusion_temporal,0.0802106122308312,0.0802106122308312,19,21,0.0812340504905933,0.0010234382597621022,trss
nnk__k4,synthetic_broad,0.2,heat_diffusion_temporal,0.1195730413694921,0.1195730413694921,19,21,0.1240127950584369,0.004439753688944809,trss
nnk__k4,synthetic_broad,0.3,heat_diffusion_temporal,0.1976438020164451,0.1976438020164451,20,21,0.2019202316948071,0.004276429678362004,mean
nnk__k4,synthetic_broad,0.4,heat_diffusion_temporal,0.2365847789332304,0.2365847789332304,20,21,0.2384982122315031,0.0019134332982727043,spherical_spline
vknng,mne_sample,0.1,tv,2.836323646602503e-06,2.8423058490340484e-06,60,12,2.9170075074737743e-06,8.068386087127146e-08,idw
vknng,mne_sample,0.2,tv,4.757879344220675e-06,4.2547475130577244e-06,60,12,4.953915912525521e-06,1.9603656830484546e-07,gsmooth
vknng,mne_sample,0.3,tv,6.395111522717296e-06,5.868214075396907e-06,60,12,6.5410717884982905e-06,1.4596026578099416e-07,gsmooth
vknng,mne_sample,0.4,tv,8.719911173869053e-06,9.042019870811643e-06,60,12,8.858584526028556e-06,1.3867335215950302e-07,gsmooth
vknng,physionet_eegmmidb,0.4,trss,5.166693496585012e-06,5.156790655103498e-06,4,22,5.691620032471166e-06,5.249265358861541e-07,rbfi_tps
vknng,synthetic,0.1,spherical_spline,0.0511001113806807,0.0482787587066522,20,12,0.0531839023496293,0.002083790968948604,tv
vknng,synthetic,0.2,spherical_spline,0.1035852892347199,0.1050430986566703,20,12,0.1051589518831043,0.0015736626483844052,tv
vknng,synthetic,0.3,spherical_spline,0.1823133437159367,0.1816939824997896,20,12,0.1861223651181913,0.0038090214022546143,tv
vknng,synthetic,0.4,spherical_spline,0.2331404775257789,0.2307824215776189,20,12,0.2358014668246341,0.002660989298855193,tv
vknng__alpha1_k4_k_max8_k_min2,physionet_eegmmidb,0.1,gsp,1.6927911931818182e-06,1.692791193181818e-06,5,21,1.7007869244698018e-06,7.995731287983623e-09,trss
vknng__alpha1_k4_k_max8_k_min2,physionet_eegmmidb,0.2,linear,3.3157670454545457e-06,3.3157670454545457e-06,6,21,4.470891335227273e-06,1.155124289772727e-06,gsmooth
vknng__alpha1_k4_k_max8_k_min2,physionet_eegmmidb,0.3,nearest,8.520170454545455e-06,8.520170454545455e-06,6,21,8.733274028882618e-06,2.131035743371625e-07,idw
vknng__alpha1_k4_k_max8_k_min2,physionet_eegmmidb,0.4,tv,1.273674313489053e-05,1.273674313489053e-05,7,21,1.2742657342657345e-05,5.91420776681532e-09,mean
vknng__alpha1_k4_k_max8_k_min2,synthetic_alpha,0.1,mean,0.0589478976695531,0.0589478976695532,17,21,0.0625841043918718,0.003636206722318701,idw
vknng__alpha1_k4_k_max8_k_min2,synthetic_alpha,0.2,mean,0.1208467294395675,0.1208467294395676,17,21,0.1270606942794721,0.006213964839904593,tv
vknng__alpha1_k4_k_max8_k_min2,synthetic_alpha,0.3,directed_tv,0.2004054421418921,0.2004054421418921,17,21,0.2087747138008539,0.008369271658961813,wavelet_temporal
vknng__alpha1_k4_k_max8_k_min2,synthetic_alpha,0.4,mean,0.2610509096263227,0.2610509096263227,16,21,0.2620373251911637,0.00098641556484097,tv
vknng__alpha1_k4_k_max8_k_min2,synthetic_beta,0.1,tv,0.0655383098928321,0.0655383098928321,16,21,0.0657185512163132,0.00018024132348110067,heat_diffusion_temporal
vknng__alpha1_k4_k_max8_k_min2,synthetic_beta,0.2,gsmooth,0.1327545351918531,0.1327545351918531,16,21,0.1328082211442333,5.368595238020024e-05,heat_diffusion_temporal
vknng__alpha1_k4_k_max8_k_min2,synthetic_beta,0.3,tv,0.2006778688962489,0.2006778688962489,16,21,0.2017447286807017,0.0010668597844528116,heat_diffusion_temporal
vknng__alpha1_k4_k_max8_k_min2,synthetic_beta,0.4,directed_tv,0.2747914146846357,0.2747914146846357,16,21,0.2755665143118055,0.0007750996271698174,heat_diffusion_temporal
vknng__alpha1_k4_k_max8_k_min2,synthetic_broad,0.1,directed_tv,0.0760415013431796,0.0760415013431796,17,21,0.0801773425579821,0.00413584121480251,heat_diffusion_temporal
vknng__alpha1_k4_k_max8_k_min2,synthetic_broad,0.2,heat_diffusion_temporal,0.1199898235471238,0.1199898235471239,17,21,0.1207908034059873,0.0008009798588635014,directed_tv
vknng__alpha1_k4_k_max8_k_min2,synthetic_broad,0.3,heat_diffusion_temporal,0.1992775936373751,0.1992775936373751,18,21,0.2002521287634896,0.0009745351261145063,directed_tv
vknng__alpha1_k4_k_max8_k_min2,synthetic_broad,0.4,heat_diffusion_temporal,0.2359544392584446,0.2359544392584446,18,21,0.2362645675580457,0.00031012829960111454,tv
