dataset,method,graph,missing_ratio,mae,rmse,dtw,snr,block,source_file
synthetic_16ch,mean,knn__k3,0.2,0.548505387722717,0.6759915688176167,0.5712731886488285,2.6081910218737665,synthetic_16ch__0.2_0,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,nearest,knn__k3,0.2,0.671360706386282,0.8240286275149099,0.691055337385535,1.7304408086959793,synthetic_16ch__0.2_1,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,tikhonov,knn__k3,0.2,0.5931466703993221,0.7697146028473474,0.6019757107912587,2.2683790314604657,synthetic_16ch__0.2_2,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,temporal_laplacian,knn__k3,0.2,0.5150133502396138,0.6282054026550374,0.5222244592054436,2.88181512976901,synthetic_16ch__0.2_3,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,graph_time_tikhonov,knn__k3,0.2,0.4821400535627915,0.6005187657433475,0.5010882110587437,3.16826788203422,synthetic_16ch__0.2_4,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,tv,knn__k3,0.2,0.4780973943429596,0.5770661776253515,0.4889889893588347,3.2048362322561563,synthetic_16ch__0.2_5,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,trss,knn__k3,0.2,0.4655070677694103,0.5741305927084899,0.4808189467939194,3.320737207612928,synthetic_16ch__0.2_6,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,mean,knn__k3,0.2,0.5099472659563895,0.6618536136628115,0.5187766610834185,2.9247473230958434,synthetic_16ch__0.2_7,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,nearest,knn__k3,0.2,0.6713494315967365,0.7970661649097728,0.672658120234752,1.7305137444509986,synthetic_16ch__0.2_8,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,tikhonov,knn__k3,0.2,0.5968121286920978,0.7331172103080739,0.6156166782667729,2.2416235951165917,synthetic_16ch__0.2_9,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,temporal_laplacian,knn__k3,0.2,0.5200976059201078,0.6224768244965101,0.5331104574488132,2.839151453361949,synthetic_16ch__0.2_10,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,graph_time_tikhonov,knn__k3,0.2,0.4749195462790544,0.5788611713278424,0.4979250973082486,3.23379955777259,synthetic_16ch__0.2_11,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,tv,knn__k3,0.2,0.5006305741235021,0.5895438304228261,0.510712026449079,3.004826310200552,synthetic_16ch__0.2_12,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,trss,knn__k3,0.2,0.4531061490347017,0.5646520451553282,0.4574142836623615,3.438000440354384,synthetic_16ch__0.2_13,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,mean,knn__k3,0.2,0.5140532954693582,0.6399345230966584,0.5219079808681536,2.8899185234947904,synthetic_16ch__0.2_14,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,nearest,knn__k3,0.2,0.6684927037175479,0.8310610682037106,0.67751759846929,1.7490332849484,synthetic_16ch__0.2_15,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,tikhonov,knn__k3,0.2,0.5652593507703538,0.6774366927823694,0.611603304759,2.4775224463088046,synthetic_16ch__0.2_16,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,temporal_laplacian,knn__k3,0.2,0.4993706240268263,0.6326856243251245,0.5012895549678366,3.0157700903684166,synthetic_16ch__0.2_17,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,graph_time_tikhonov,knn__k3,0.2,0.4809615322689066,0.5890076876181647,0.5057918102765036,3.178896574951628,synthetic_16ch__0.2_18,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,tv,knn__k3,0.2,0.462570361810892,0.5716000065869056,0.4705801238278986,3.348221971466861,synthetic_16ch__0.2_19,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,trss,knn__k3,0.2,0.4269560641471285,0.5291227852542914,0.4411559309938626,3.696168136863594,synthetic_16ch__0.2_20,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,mean,knn__k3,0.2,0.5329257563870855,0.665859636721165,0.5502009407395729,2.7333328972923683,synthetic_16ch__0.2_21,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,nearest,knn__k3,0.2,0.66445952190833,0.812183841204754,0.6897272571089726,1.7753147062322605,synthetic_16ch__0.2_22,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,tikhonov,knn__k3,0.2,0.5843988950915608,0.7113371871498032,0.590153203627487,2.332906138459843,synthetic_16ch__0.2_23,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,temporal_laplacian,knn__k3,0.2,0.4992268074952981,0.6014865259633724,0.5050572953790792,3.017021019411678,synthetic_16ch__0.2_24,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,graph_time_tikhonov,knn__k3,0.2,0.472470893299316,0.6012231956127682,0.4747191824408304,3.25624941161964,synthetic_16ch__0.2_25,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,tv,knn__k3,0.2,0.4545413473979747,0.5349793364554366,0.4610221704476788,3.424266050042508,synthetic_16ch__0.2_26,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,trss,knn__k3,0.2,0.4678671240128628,0.560977773781959,0.4878313861761795,3.298774706466561,synthetic_16ch__0.2_27,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,mean,knn__k3,0.3,0.5301163212117002,0.6422982690741369,0.551981034792894,2.756288245162699,synthetic_16ch__0.3_28,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,nearest,knn__k3,0.3,0.7164657065360803,0.869535064621092,0.7382945402941002,1.4480459217262656,synthetic_16ch__0.3_29,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,tikhonov,knn__k3,0.3,0.6087204237290189,0.7326182798260026,0.6514384741756276,2.155821265952022,synthetic_16ch__0.3_30,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,temporal_laplacian,knn__k3,0.3,0.5077160526331778,0.636537583534874,0.525590689523183,2.94379105139356,synthetic_16ch__0.3_31,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,graph_time_tikhonov,knn__k3,0.3,0.5091704203048634,0.6162250314561799,0.531414271716873,2.9313683414461646,synthetic_16ch__0.3_32,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,tv,knn__k3,0.3,0.4940999614010463,0.6216860863444442,0.5100299491126398,3.061851800366689,synthetic_16ch__0.3_33,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,trss,knn__k3,0.3,0.4726150315401474,0.5860800561580871,0.4969766853431522,3.2549246972954866,synthetic_16ch__0.3_34,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,mean,knn__k3,0.3,0.5454684338031021,0.6712492098313464,0.5594866239791936,2.632303769204704,synthetic_16ch__0.3_35,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,nearest,knn__k3,0.3,0.6761317602043777,0.8585575793631377,0.6839126966524095,1.6996866329775888,synthetic_16ch__0.3_36,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,tikhonov,knn__k3,0.3,0.6206976181535782,0.7849678855467879,0.6412924393229343,2.0711992115932376,synthetic_16ch__0.3_37,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,temporal_laplacian,knn__k3,0.3,0.5266579249829039,0.6216579595356219,0.5368310612313739,2.7847137630212697,synthetic_16ch__0.3_38,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,graph_time_tikhonov,knn__k3,0.3,0.4778114425921404,0.5863257501400634,0.4832281217179772,3.207434540094247,synthetic_16ch__0.3_39,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,tv,knn__k3,0.3,0.4833728600480235,0.6089814175127286,0.5023127861392571,3.157177375895952,synthetic_16ch__0.3_40,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,trss,knn__k3,0.3,0.4800870222546249,0.5930332333569108,0.5076618576224571,3.1868003374953355,synthetic_16ch__0.3_41,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,mean,knn__k3,0.3,0.5665288506879871,0.7339408990888668,0.6013583953119321,2.467779686320383,synthetic_16ch__0.3_42,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,nearest,knn__k3,0.3,0.7032857890434824,0.8597726628278318,0.7219287756989244,1.528681580763111,synthetic_16ch__0.3_43,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,tikhonov,knn__k3,0.3,0.6074141869605845,0.7284179700806882,0.6173796924709511,2.165150687773558,synthetic_16ch__0.3_44,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,temporal_laplacian,knn__k3,0.3,0.5406108590129824,0.6871382832691167,0.5537351131845838,2.6711523506628536,synthetic_16ch__0.3_45,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,graph_time_tikhonov,knn__k3,0.3,0.5111976453910116,0.6096277991327348,0.5117695941181255,2.914111552323078,synthetic_16ch__0.3_46,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,tv,knn__k3,0.3,0.4978195688088269,0.5936200303113981,0.5124129826053041,3.0292803569229774,synthetic_16ch__0.3_47,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,trss,knn__k3,0.3,0.4861104515295179,0.586152519209472,0.5060018193938537,3.1326504135451447,synthetic_16ch__0.3_48,it96_final_comparative_top_graphs_raw.csv
synthetic_16ch,mean,knn__k3,0.3,0.5668274340753615,0.6812944686754661,0.583920182908022,2.465491383475676,synthetic_16ch__0.3_49,it96_final_comparative_top_graphs_raw.csv
