dataset,method,graph,missing_ratio,mae,rmse,dtw,snr,block,source_file
synthetic_16ch,mean,knn__k3,0.3,0.5614988444905211,0.6859555329301025,0.561528244217593,2.506511331362234,synthetic_16ch__0.3_0,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,nearest,knn__k3,0.3,0.7182281100394828,0.8491246131248945,0.7719298046458586,1.437376014425197,synthetic_16ch__0.3_1,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,tikhonov,knn__k3,0.3,0.6104647684694574,0.7504553750192453,0.6470883397049713,2.1433939527419668,synthetic_16ch__0.3_2,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,temporal_laplacian,knn__k3,0.3,0.5213735437705266,0.6729568039779936,0.5361448464991835,2.828510101556996,synthetic_16ch__0.3_3,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,graph_time_tikhonov,knn__k3,0.3,0.4965590970688058,0.6202338589814445,0.5063801384108781,3.040290573317729,synthetic_16ch__0.3_4,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,tv,knn__k3,0.3,0.4875070116795408,0.6238870780157384,0.5107865402710184,3.120191335813029,synthetic_16ch__0.3_5,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,trss,knn__k3,0.3,0.4794542720449278,0.5842938975549125,0.5077573661705768,3.192528073570032,synthetic_16ch__0.3_6,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,mean,knn__k3,0.3,0.5460189734605931,0.6805180114290235,0.5470356668412751,2.6279226585477766,synthetic_16ch__0.3_7,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,nearest,knn__k3,0.3,0.6877484974896533,0.8040051214360743,0.701168093603999,1.62570349731054,synthetic_16ch__0.3_8,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,tikhonov,knn__k3,0.3,0.6131832833735984,0.7845155275262699,0.6175159890750029,2.124096934085421,synthetic_16ch__0.3_9,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,temporal_laplacian,knn__k3,0.3,0.5248471990905116,0.6247666174875386,0.537632609897891,2.79967116118546,synthetic_16ch__0.3_10,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,graph_time_tikhonov,knn__k3,0.3,0.4865183240084216,0.613195138377015,0.5153706420066884,3.129007980136916,synthetic_16ch__0.3_11,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,tv,knn__k3,0.3,0.4697190587230001,0.5575440887314387,0.493956477778138,3.28161818077891,synthetic_16ch__0.3_12,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,trss,knn__k3,0.3,0.4847418076358274,0.5692833879456193,0.5251962486295018,3.144895219670177,synthetic_16ch__0.3_13,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,mean,knn__k3,0.3,0.5401137424196772,0.6541001645157701,0.5419634834424697,2.675147725770909,synthetic_16ch__0.3_14,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,nearest,knn__k3,0.3,0.7144246610436882,0.8895883595003091,0.7452276066649008,1.46043562559077,synthetic_16ch__0.3_15,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,tikhonov,knn__k3,0.3,0.6056755730404192,0.7451956422843943,0.6392688290637973,2.177599411249421,synthetic_16ch__0.3_16,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,temporal_laplacian,knn__k3,0.3,0.5252316778407022,0.6091916632871653,0.5460156389465914,2.79649088567004,synthetic_16ch__0.3_17,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,graph_time_tikhonov,knn__k3,0.3,0.4829578049047905,0.5956457734260591,0.4895665219088409,3.160908110643667,synthetic_16ch__0.3_18,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,tv,knn__k3,0.3,0.4953363502735114,0.6191308790409931,0.5081119638166317,3.050998001330957,synthetic_16ch__0.3_19,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,trss,knn__k3,0.3,0.4799511151412435,0.6037500861901947,0.4995339643062176,3.188029949267785,synthetic_16ch__0.3_20,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,mean,knn__k3,0.4,0.5860311090326988,0.6981917189237079,0.5986872806743548,2.3207932916438483,synthetic_16ch__0.4_21,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,nearest,knn__k3,0.4,0.7189718406024512,0.8832598677961468,0.7497409428950519,1.4328811894955509,synthetic_16ch__0.4_22,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,tikhonov,knn__k3,0.4,0.6528875892595787,0.8112649216753499,0.6906156304957163,1.851615868203723,synthetic_16ch__0.4_23,it86_cross_dataset_generalization_high_mr_raw.csv
synthetic_16ch,temporal_laplacian,knn__k3,0.4,0.563517489820319,0.6929804502853595,0.5678588253058198,2.490926002655886,synthetic_16ch__0.4_24,it86_cross_dataset_generalization_high_mr_raw.csv
