dataset,graph,missing_ratio,best_method,n_current,target_n,additional_needed
physionet_eegmmidb,nnk__k4,0.4,tv,9,200,191
physionet_eegmmidb,vknng__alpha1_k4_k_max8_k_min2,0.4,tv,7,200,193
synthetic_16ch,gaussian,0.1,tv,26,200,174
synthetic_16ch,gaussian,0.2,tv,33,200,167
synthetic_16ch,kalofolias,0.2,tv,16,200,184
synthetic_alpha,gaussian__sigma1,0.2,tv,18,200,182
synthetic_alpha,knn__k3,0.4,tv,19,200,181
synthetic_alpha,knng__k4_sigma1,0.4,tv,16,200,184
synthetic_alpha,nnk__k4,0.4,tv,17,200,183
synthetic_beta,aew__k4_sigma_corr0_5_sigma_dist1,0.1,tv,15,200,185
synthetic_beta,aew__k4_sigma_corr0_5_sigma_dist1,0.2,tv,15,200,185
synthetic_beta,kalofolias,0.1,tv,18,200,182
synthetic_beta,knn__k5,0.3,tv,18,200,182
synthetic_beta,vknng__alpha1_k4_k_max8_k_min2,0.1,tv,16,200,184
synthetic_beta,vknng__alpha1_k4_k_max8_k_min2,0.3,tv,16,200,184
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,0.3,wavelet_temporal,16,200,184
synthetic_alpha,nnk__k4,0.3,wavelet_temporal,18,200,182
