dataset,method,graph,missing_ratio,mae,rmse,dtw,snr,block,source_file
physionet_eegmmidb,linear,knn__k3,0.4,1.5221946022727273e-05,3.3469060143664816e-05,,1.8477977522991595,physionet_eegmmidb__0.4_0,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,nearest,knn__k3,0.4,1.485497159090909e-05,3.692583745280409e-05,,2.5506048178340777,physionet_eegmmidb__0.4_1,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,mean,knn__k3,0.4,1.2742657342657345e-05,2.644009049827082e-05,,2.6768869163948708,physionet_eegmmidb__0.4_2,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,idw,knn__k3,0.4,1.3589006536916712e-05,2.7826947377945587e-05,,2.5328524225019766,physionet_eegmmidb__0.4_3,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,spherical_spline,knn__k3,0.4,3.307308273938962e-05,7.761362088441654e-05,,-4.597354602934112,physionet_eegmmidb__0.4_4,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,rbfi_tps,knn__k3,0.4,2.0342657889928884e-05,4.376103567833557e-05,,-0.7179384446418758,physionet_eegmmidb__0.4_5,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,rbfi_mq,knn__k3,0.4,2.2723739944871125e-05,5.0170097917723655e-05,,-1.7792493312710738,physionet_eegmmidb__0.4_6,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,spline_surface,knn__k3,0.4,2.7407203105943783e-05,6.421940039561059e-05,,-2.4727308057848365,physionet_eegmmidb__0.4_7,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,gsp,knn__k3,0.4,1.773727909164699e-05,3.633573650159914e-05,,0.3861296550240355,physionet_eegmmidb__0.4_8,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,tikhonov,knn__k3,0.4,1.9645205707880403e-05,3.5204144408560695e-05,,12.314061568382648,physionet_eegmmidb__0.4_9,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,bgsrp,knn__k3,0.4,3.226101820856031e-05,5.070954806934984e-05,,3.720761432861747,physionet_eegmmidb__0.4_10,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,gsmooth,knn__k3,0.4,1.4881228086135205e-05,2.953160994336961e-05,,1.9359090794523464,physionet_eegmmidb__0.4_11,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,puy,knn__k3,0.4,2.7421618246840723e-05,4.255351025536755e-05,,5.570423338468074,physionet_eegmmidb__0.4_12,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,sobolev,knn__k3,0.4,3.0054275940941453e-05,4.421266421460064e-05,,3.0181359859806025,physionet_eegmmidb__0.4_13,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,graph_time_tikhonov,knn__k3,0.4,2.5165454957284578e-05,3.5884153826283536e-05,,5.349993292546674,physionet_eegmmidb__0.4_14,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,trss,knn__k3,0.4,1.598854004330062e-05,3.188984739780225e-05,,1.37927572732301,physionet_eegmmidb__0.4_15,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,tv,knn__k3,0.4,1.2747864480271984e-05,2.63397652237206e-05,,2.6951808196235256,physionet_eegmmidb__0.4_16,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,temporal_laplacian,knn__k3,0.4,2.8901961886967832e-05,4.23223336797891e-05,,3.087462245946911,physionet_eegmmidb__0.4_17,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,heat_diffusion_temporal,knn__k3,0.4,1.4352236478064863e-05,3.054808091499724e-05,,1.4420865934859668,physionet_eegmmidb__0.4_18,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,wavelet_temporal,knn__k3,0.4,1.595826232773717e-05,3.514918361203153e-05,,20.30124222558827,physionet_eegmmidb__0.4_20,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,directed_tv,knn__k3,0.4,1.500622471937212e-05,3.338069840642305e-05,,0.6167851020524174,physionet_eegmmidb__0.4_21,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,linear,knn__k5,0.4,1.5221946022727273e-05,3.3469060143664816e-05,,1.8477977522991595,physionet_eegmmidb__0.4_22,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,nearest,knn__k5,0.4,1.485497159090909e-05,3.692583745280409e-05,,2.5506048178340777,physionet_eegmmidb__0.4_23,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,mean,knn__k5,0.4,1.2742657342657345e-05,2.644009049827082e-05,,2.6768869163948708,physionet_eegmmidb__0.4_24,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,idw,knn__k5,0.4,1.3589006536916712e-05,2.7826947377945587e-05,,2.5328524225019766,physionet_eegmmidb__0.4_25,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,spherical_spline,knn__k5,0.4,3.307308273938962e-05,7.761362088441654e-05,,-4.597354602934112,physionet_eegmmidb__0.4_26,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,rbfi_tps,knn__k5,0.4,2.0342657889928884e-05,4.376103567833557e-05,,-0.7179384446418758,physionet_eegmmidb__0.4_27,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,rbfi_mq,knn__k5,0.4,2.2723739944871125e-05,5.0170097917723655e-05,,-1.7792493312710738,physionet_eegmmidb__0.4_28,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,spline_surface,knn__k5,0.4,2.7407203105943783e-05,6.421940039561059e-05,,-2.4727308057848365,physionet_eegmmidb__0.4_29,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,gsp,knn__k5,0.4,1.4197975150336424e-05,2.8566471585407247e-05,,2.2711327500957115,physionet_eegmmidb__0.4_30,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,tikhonov,knn__k5,0.4,1.7900188790772564e-05,2.90578304410007e-05,,10.6886933975353,physionet_eegmmidb__0.4_31,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,bgsrp,knn__k5,0.4,2.9496651312407344e-05,4.175091702057802e-05,,3.7992537322296,physionet_eegmmidb__0.4_32,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,gsmooth,knn__k5,0.4,1.3343580684984048e-05,2.683843059727203e-05,,2.705501070882,physionet_eegmmidb__0.4_33,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,puy,knn__k5,0.4,2.683673308563225e-05,3.801196484334855e-05,,4.657867305168701,physionet_eegmmidb__0.4_34,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,sobolev,knn__k5,0.4,3.072784656756287e-05,4.6108473095298464e-05,,2.760885423149256,physionet_eegmmidb__0.4_35,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,graph_time_tikhonov,knn__k5,0.4,2.530567744901628e-05,3.550052535279697e-05,,4.851698549927234,physionet_eegmmidb__0.4_36,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,trss,knn__k5,0.4,1.399803496562048e-05,2.810369801899216e-05,,2.420936759084124,physionet_eegmmidb__0.4_37,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,tv,knn__k5,0.4,1.273907781373319e-05,2.640551062922252e-05,,2.688216349728597,physionet_eegmmidb__0.4_38,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,temporal_laplacian,knn__k5,0.4,3.173574380927948e-05,4.635604178960775e-05,,1.9960919975678109,physionet_eegmmidb__0.4_39,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,heat_diffusion_temporal,knn__k5,0.4,1.3370670525356377e-05,2.849338367973308e-05,,2.392223482324608,physionet_eegmmidb__0.4_40,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,wavelet_temporal,knn__k5,0.4,1.6005454864539375e-05,3.514860403795648e-05,,18.599883585273865,physionet_eegmmidb__0.4_42,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,directed_tv,knn__k5,0.4,1.50031603964684e-05,3.337676506430731e-05,,0.6190949570426189,physionet_eegmmidb__0.4_43,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,linear,knng__k4_sigma1,0.4,1.5221946022727273e-05,3.3469060143664816e-05,,1.8477977522991595,physionet_eegmmidb__0.4_44,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,nearest,knng__k4_sigma1,0.4,1.485497159090909e-05,3.692583745280409e-05,,2.5506048178340777,physionet_eegmmidb__0.4_45,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,mean,knng__k4_sigma1,0.4,1.2742657342657345e-05,2.644009049827082e-05,,2.6768869163948708,physionet_eegmmidb__0.4_46,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,idw,knng__k4_sigma1,0.4,1.3589006536916712e-05,2.7826947377945587e-05,,2.5328524225019766,physionet_eegmmidb__0.4_47,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,spherical_spline,knng__k4_sigma1,0.4,3.307308273938962e-05,7.761362088441654e-05,,-4.597354602934112,physionet_eegmmidb__0.4_48,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,rbfi_tps,knng__k4_sigma1,0.4,2.0342657889928884e-05,4.376103567833557e-05,,-0.7179384446418758,physionet_eegmmidb__0.4_49,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,rbfi_mq,knng__k4_sigma1,0.4,2.2723739944871125e-05,5.0170097917723655e-05,,-1.7792493312710738,physionet_eegmmidb__0.4_50,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,spline_surface,knng__k4_sigma1,0.4,2.7407203105943783e-05,6.421940039561059e-05,,-2.4727308057848365,physionet_eegmmidb__0.4_51,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,gsp,knng__k4_sigma1,0.4,1.4526911207157174e-05,2.883347268879327e-05,,2.298960653746448,physionet_eegmmidb__0.4_52,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,tikhonov,knng__k4_sigma1,0.4,1.755092022862793e-05,2.896522516085526e-05,,11.55804862960969,physionet_eegmmidb__0.4_53,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,bgsrp,knng__k4_sigma1,0.4,2.950700929860528e-05,4.235351663536911e-05,,4.266186711791725,physionet_eegmmidb__0.4_54,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,gsmooth,knng__k4_sigma1,0.4,1.3429591998440925e-05,2.6599506906037653e-05,,2.8467510533774747,physionet_eegmmidb__0.4_55,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,puy,knng__k4_sigma1,0.4,2.5919998928356107e-05,3.678137542162718e-05,,5.220376037395787,physionet_eegmmidb__0.4_56,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,sobolev,knng__k4_sigma1,0.4,3.030006902394942e-05,4.517572849702192e-05,,2.866078077044718,physionet_eegmmidb__0.4_57,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,graph_time_tikhonov,knng__k4_sigma1,0.4,2.4573191578626823e-05,3.426467502394706e-05,,5.188250611614456,physionet_eegmmidb__0.4_58,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,trss,knng__k4_sigma1,0.4,1.4062067229120668e-05,2.7781759945858585e-05,,2.644397871146854,physionet_eegmmidb__0.4_59,it11_physionet_high_missing_raw.csv
physionet_eegmmidb,tv,knng__k4_sigma1,0.4,1.2730055936218328e-05,2.6378279518427424e-05,,2.6976505478805155,physionet_eegmmidb__0.4_60,it11_physionet_high_missing_raw.csv
