dataset,method,graph,missing_ratio,mae,rmse,dtw,snr,block,source_file
mne_sample_proxy,mean,knn__k3,1ch,1.5631517733911469e-06,1.7375153760510411e-06,1.5631517733911469e-06,-2.924732248449169,mne_sample_proxy__1ch_0,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,tikhonov,knn__k3,1ch,1.4417037413922466e-06,1.6552799056013611e-06,1.4417037413922466e-06,-2.6201610748810005,mne_sample_proxy__1ch_1,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,temporal_laplacian,knn__k3,1ch,1.246731384423514e-06,1.3991595574598724e-06,1.246731384423514e-06,-1.5869364279753773,mne_sample_proxy__1ch_2,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,tv,knn__k3,1ch,1.5923011782945689e-06,1.7719055722243672e-06,1.5923011782945689e-06,-3.053869150476425,mne_sample_proxy__1ch_3,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,mean,knn__k3,2ch,1.8635010527247388e-06,2.1069289288475763e-06,1.8635010527247388e-06,-1.5998716365944383,mne_sample_proxy__2ch_4,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,tikhonov,knn__k3,2ch,1.7503310312820637e-06,1.9823240065571195e-06,1.7503310312820637e-06,-1.1750632031146289,mne_sample_proxy__2ch_5,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,temporal_laplacian,knn__k3,2ch,1.701107941128651e-06,1.966357397588481e-06,1.701107941128651e-06,-1.1186052051126751,mne_sample_proxy__2ch_6,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,tv,knn__k3,2ch,1.8513479670233292e-06,2.089668328033425e-06,1.8513479670233292e-06,-1.5406988784075548,mne_sample_proxy__2ch_7,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,mean,gaussian,1ch,1.5631517733911469e-06,1.7375153760510411e-06,1.5631517733911469e-06,-2.924732248449169,mne_sample_proxy__1ch_8,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,tikhonov,gaussian,1ch,1.5655529949001036e-06,1.740081581306294e-06,1.5655529949001036e-06,-2.934389436000826,mne_sample_proxy__1ch_9,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,temporal_laplacian,gaussian,1ch,1.2949874538692544e-06,1.4347901266340287e-06,1.2949874538692544e-06,-1.733347515210947,mne_sample_proxy__1ch_10,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,tv,gaussian,1ch,1.563191384810172e-06,1.737557371847965e-06,1.563191384810172e-06,-2.924890334063944,mne_sample_proxy__1ch_11,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,mean,gaussian,2ch,1.8635010527247388e-06,2.1069289288475763e-06,1.8635010527247388e-06,-1.5998716365944383,mne_sample_proxy__2ch_12,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,tikhonov,gaussian,2ch,1.8635765151473345e-06,2.10676914286456e-06,1.8635765151473345e-06,-1.5992955717401336,mne_sample_proxy__2ch_13,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,temporal_laplacian,gaussian,2ch,1.6990408765620144e-06,1.9421595151902656e-06,1.6990408765620144e-06,-1.033170277120379,mne_sample_proxy__2ch_14,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,tv,gaussian,2ch,1.8635019346697888e-06,2.10692563701406e-06,1.8635019346697888e-06,-1.599859906881017,mne_sample_proxy__2ch_15,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,mean,knng__k3,1ch,1.5631517733911469e-06,1.7375153760510411e-06,1.5631517733911469e-06,-2.924732248449169,mne_sample_proxy__1ch_16,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,tikhonov,knng__k3,1ch,1.441680815705395e-06,1.6552599474222376e-06,1.441680815705395e-06,-2.620084713043401,mne_sample_proxy__1ch_17,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,temporal_laplacian,knng__k3,1ch,1.2467224063781151e-06,1.3991520054384932e-06,1.2467224063781151e-06,-1.5869052634134295,mne_sample_proxy__1ch_18,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,tv,knng__k3,1ch,1.5923057117485184e-06,1.771910950925727e-06,1.5923057117485184e-06,-3.0538892662663617,mne_sample_proxy__1ch_19,it76_few_missing_mne_all_graphs_raw.csv
mne_sample_proxy,mean,knng__k3,2ch,1.8635010527247388e-06,2.1069289288475763e-06,1.8635010527247388e-06,-1.5998716365944383,mne_sample_proxy__2ch_20,it76_few_missing_mne_all_graphs_raw.csv
