dataset,method,graph,missing_ratio,mae,rmse,dtw,snr,block,source_file
physionet_eegmmidb_real,mean,knn__k3,0.2,4.102734375e-06,1.272394365703888e-05,8.528107809412185e-05,12.60784055215924,physionet_eegmmidb_real__0.2_0,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,nearest,knn__k3,0.2,4.713932291666667e-06,1.4842089819440296e-05,9.524501039581844e-05,11.540641442481212,physionet_eegmmidb_real__0.2_1,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,tikhonov,knn__k3,0.2,7.568791025743425e-06,1.2648399029606691e-05,8.958352390925063e-05,13.064562274164606,physionet_eegmmidb_real__0.2_2,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,tv,knn__k3,0.2,4.027970664510943e-06,1.2495370493034474e-05,8.422065474046186e-05,12.74545091182346,physionet_eegmmidb_real__0.2_3,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,trss,knn__k3,0.2,2.682976661081553e-06,8.570661165771201e-06,6.215655581192114e-05,16.149461283497033,physionet_eegmmidb_real__0.2_4,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,graph_time_tikhonov,knn__k3,0.2,1.318509821390468e-05,1.737137472853628e-05,0.0001244454613467,10.651977308582609,physionet_eegmmidb_real__0.2_5,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,temporal_laplacian,knn__k3,0.2,2.5291162654427296e-05,3.254858093838913e-05,0.0002316961469469,4.281074002437844,physionet_eegmmidb_real__0.2_6,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,mean,knn__k3,0.2,4.053854166666666e-06,1.2562885618045056e-05,8.14038183392027e-05,12.771545140918112,physionet_eegmmidb_real__0.2_7,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,nearest,knn__k3,0.2,4.6e-06,1.4915752998088968e-05,9.58774423085023e-05,11.3779948079679,physionet_eegmmidb_real__0.2_8,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,tikhonov,knn__k3,0.2,7.525943134116952e-06,1.2621034189352128e-05,8.84422637228877e-05,13.129104486664112,physionet_eegmmidb_real__0.2_9,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,tv,knn__k3,0.2,3.975856934327887e-06,1.233558651226842e-05,8.023337597350083e-05,12.914079491849956,physionet_eegmmidb_real__0.2_10,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,trss,knn__k3,0.2,2.6502689752712937e-06,8.54177379355542e-06,5.839819799567026e-05,16.101047921450164,physionet_eegmmidb_real__0.2_11,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,graph_time_tikhonov,knn__k3,0.2,1.3171746602184047e-05,1.7297727298806677e-05,0.0001242294060096,10.695309287274531,physionet_eegmmidb_real__0.2_12,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,temporal_laplacian,knn__k3,0.2,2.531811922530375e-05,3.265472587006798e-05,0.0002289320030319,4.240606433114159,physionet_eegmmidb_real__0.2_13,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,mean,knn__k3,0.2,4.047565104166667e-06,1.2495214292213372e-05,8.25926193848159e-05,12.718900992918591,physionet_eegmmidb_real__0.2_14,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,nearest,knn__k3,0.2,4.630338541666667e-06,1.4700858287018482e-05,9.958236740030856e-05,11.450782951690304,physionet_eegmmidb_real__0.2_15,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,tikhonov,knn__k3,0.2,7.519956824307754e-06,1.2460888013548189e-05,9.035688617954296e-05,13.1108689160151,physionet_eegmmidb_real__0.2_16,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,tv,knn__k3,0.2,3.970175833975511e-06,1.225951974427566e-05,8.143151361070244e-05,12.866087325966406,physionet_eegmmidb_real__0.2_17,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,trss,knn__k3,0.2,2.6126089943689934e-06,8.318824852234346e-06,6.019719364256918e-05,16.148786346066277,physionet_eegmmidb_real__0.2_18,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,graph_time_tikhonov,knn__k3,0.2,1.3170550918385384e-05,1.7223551375853098e-05,0.000123400618562,10.70134775985422,physionet_eegmmidb_real__0.2_19,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,temporal_laplacian,knn__k3,0.2,2.527082527164074e-05,3.252624411820811e-05,0.00023044664344,4.294215416054924,physionet_eegmmidb_real__0.2_20,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,mean,knn__k3,0.2,4.255390625e-06,1.3115560643357311e-05,8.44777263812765e-05,12.55415591295484,physionet_eegmmidb_real__0.2_21,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,nearest,knn__k3,0.2,4.726041666666667e-06,1.5058834270398663e-05,9.975953160696108e-05,11.530391813428826,physionet_eegmmidb_real__0.2_22,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,tikhonov,knn__k3,0.2,7.580971771676057e-06,1.2606708039317929e-05,8.935137866009524e-05,13.18474968866309,physionet_eegmmidb_real__0.2_23,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,tv,knn__k3,0.2,4.18350011551461e-06,1.2876078307287434e-05,8.358548357814856e-05,12.70329968508478,physionet_eegmmidb_real__0.2_24,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,trss,knn__k3,0.2,2.682023888916461e-06,8.625901532585346e-06,6.194605283192965e-05,16.292280882575913,physionet_eegmmidb_real__0.2_25,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,graph_time_tikhonov,knn__k3,0.2,1.3238133111315562e-05,1.738829028790796e-05,0.0001235913892144,10.659951477994106,physionet_eegmmidb_real__0.2_26,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,temporal_laplacian,knn__k3,0.2,2.5329818065130662e-05,3.262294267037261e-05,0.0002281561552233,4.261915844377188,physionet_eegmmidb_real__0.2_27,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,mean,knn__k3,0.2,3.990989583333333e-06,1.2505831348148484e-05,8.280576284185242e-05,12.753878543874729,physionet_eegmmidb_real__0.2_28,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,nearest,knn__k3,0.2,4.608072916666666e-06,1.4833309925075163e-05,9.627937577614529e-05,11.623961628865215,physionet_eegmmidb_real__0.2_29,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,tikhonov,knn__k3,0.2,7.516175746958037e-06,1.2621996314954434e-05,8.818969541473237e-05,13.20680876529616,physionet_eegmmidb_real__0.2_30,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,tv,knn__k3,0.2,3.922137208057672e-06,1.2290620152139208e-05,8.185011173418801e-05,12.89191699107784,physionet_eegmmidb_real__0.2_31,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,trss,knn__k3,0.2,2.63935066124281e-06,8.618289600078525e-06,5.9977028368538616e-05,16.269799289281092,physionet_eegmmidb_real__0.2_32,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,graph_time_tikhonov,knn__k3,0.2,1.3156182839620356e-05,1.73564049502572e-05,0.0001232093795616,10.681422434549432,physionet_eegmmidb_real__0.2_33,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,temporal_laplacian,knn__k3,0.2,2.5305831266294937e-05,3.257120040813042e-05,0.0002278373752101,4.262380611918126,physionet_eegmmidb_real__0.2_34,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,mean,knn__k3,0.2,4.031015625e-06,1.2648401527383476e-05,8.101441133187724e-05,12.726165040680169,physionet_eegmmidb_real__0.2_35,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,nearest,knn__k3,0.2,4.67734375e-06,1.496572472908234e-05,9.494663190969312e-05,11.621749930076858,physionet_eegmmidb_real__0.2_36,it102_compute_time_tv_vs_instant_raw.csv
physionet_eegmmidb_real,tikhonov,knn__k3,0.2,7.630235455740749e-06,1.2826381815474373e-05,8.613720020959291e-05,13.00060425535814,physionet_eegmmidb_real__0.2_37,it102_compute_time_tv_vs_instant_raw.csv
