dataset,graph,missing_ratio,best_method,best_mean,best_n,second_method,second_mean,second_n
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,0.3,wavelet_temporal,0.20051371153229733,14,heat_diffusion_temporal,0.20091814573056163,14
synthetic_alpha,aew__k4_sigma_corr0_5_sigma_dist1,0.4,mean,0.2610509096263227,14,wavelet_temporal,0.2694260729403783,14
synthetic_alpha,gaussian__sigma1,0.1,mean,0.058947897669553204,15,tv,0.0590983691812511,15
synthetic_alpha,gaussian__sigma1,0.2,tv,0.12012257228212114,15,mean,0.12084672943956762,15
synthetic_alpha,gaussian__sigma1,0.3,directed_tv,0.19946710735686424,15,heat_diffusion_temporal,0.20765597691000923,15
synthetic_alpha,gaussian__sigma1,0.4,mean,0.2610509096263227,15,gsmooth,0.26251945599713233,15
synthetic_alpha,kalofolias,0.1,mean,0.058947897669553204,15,tv,0.05898639055430368,15
synthetic_alpha,kalofolias,0.2,mean,0.12084672943956762,15,tv,0.1208611431336948,15
synthetic_alpha,kalofolias,0.3,directed_tv,0.20048910877834117,15,mean,0.2125037819008306,15
synthetic_alpha,kalofolias,0.4,mean,0.2610509096263227,15,tv,0.26112475529641255,15
synthetic_alpha,knn__k3,0.1,mean,0.05555339518283765,16,idw,0.05897126451148676,16
synthetic_alpha,knn__k3,0.2,mean,0.11371691763090389,16,gsmooth,0.12085037803032139,16
synthetic_alpha,knn__k3,0.3,heat_diffusion_temporal,0.1917289044153564,16,directed_tv,0.19499470941787223,16
synthetic_alpha,knn__k3,0.4,tv,0.24478347752401447,16,mean,0.24525369622478319,16
synthetic_alpha,knn__k5,0.1,mean,0.0589478976695532,16,tv,0.0612990105774968,16
synthetic_alpha,knn__k5,0.2,mean,0.1208467294395676,16,tv,0.1215400083518392,16
synthetic_alpha,knn__k5,0.3,directed_tv,0.2028538791238083,16,heat_diffusion_temporal,0.2091375515491966,16
synthetic_alpha,knn__k5,0.4,mean,0.2610509096263227,16,tv,0.2616216626341461,16
synthetic_alpha,knng__k4_sigma1,0.1,mean,0.058947897669553204,14,idw,0.0625841043918718,14
synthetic_alpha,knng__k4_sigma1,0.2,mean,0.12084672943956762,14,gsmooth,0.12846302172778173,14
synthetic_alpha,knng__k4_sigma1,0.3,directed_tv,0.20088687956334933,14,heat_diffusion_temporal,0.20716820008627262,14
synthetic_alpha,knng__k4_sigma1,0.4,tv,0.26098950383783753,14,mean,0.2610509096263227,14
synthetic_alpha,nnk__k4,0.1,mean,0.058947897669553204,15,idw,0.0625841043918718,15
synthetic_alpha,nnk__k4,0.2,mean,0.12084672943956762,15,gsmooth,0.12787385445503757,15
synthetic_alpha,nnk__k4,0.3,wavelet_temporal,0.2038363722147141,15,heat_diffusion_temporal,0.20439564246263983,15
synthetic_alpha,nnk__k4,0.4,tv,0.2603035939550637,15,mean,0.2610509096263227,15
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,0.1,mean,0.058947897669553204,14,idw,0.0625841043918718,14
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,0.2,mean,0.12084672943956762,14,tv,0.1270606942794721,14
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,0.3,directed_tv,0.20040544214189207,14,wavelet_temporal,0.20877471380085394,14
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,0.4,mean,0.2610509096263227,14,tv,0.2620373251911637,14
synthetic_beta,aew__k4_sigma_corr0_5_sigma_dist1,0.1,tv,0.0645346647704065,14,trss,0.06575069910124688,14
synthetic_beta,aew__k4_sigma_corr0_5_sigma_dist1,0.2,tv,0.11561362582567274,14,trss,0.11958271489855178,14
synthetic_beta,aew__k4_sigma_corr0_5_sigma_dist1,0.3,trss,0.1888467320048998,14,gsp,0.19322328244358117,13
synthetic_beta,aew__k4_sigma_corr0_5_sigma_dist1,0.4,directed_tv,0.2555062283071105,14,trss,0.26277117501054625,14
synthetic_beta,gaussian__sigma1,0.1,trss,0.0651497795573701,15,gsp,0.06515065506084713,14
synthetic_beta,gaussian__sigma1,0.2,heat_diffusion_temporal,0.13400963711966413,15,tv,0.1340780619424771,15
synthetic_beta,gaussian__sigma1,0.3,directed_tv,0.20235269970484013,15,heat_diffusion_temporal,0.20336699529092744,15
synthetic_beta,gaussian__sigma1,0.4,directed_tv,0.2698957683430505,15,heat_diffusion_temporal,0.2769036366798497,15
synthetic_beta,kalofolias,0.1,tv,0.0658618893689084,16,mean,0.0658619827367564,16
synthetic_beta,kalofolias,0.2,mean,0.1343883515386373,16,tv,0.1343889980578412,16
synthetic_beta,kalofolias,0.3,directed_tv,0.2024079368112397,16,mean,0.2038587458276235,16
synthetic_beta,kalofolias,0.4,directed_tv,0.2719970591297853,16,idw,0.2811073987258139,16
synthetic_beta,knn__k3,0.1,heat_diffusion_temporal,0.06107775042778615,16,gsmooth,0.061286324985680665,16
synthetic_beta,knn__k3,0.2,mean,0.1264908061779555,16,idw,0.12659965962652625,16
synthetic_beta,knn__k3,0.3,heat_diffusion_temporal,0.19127248506717753,16,mean,0.19160269668061833,16
synthetic_beta,knn__k3,0.4,heat_diffusion_temporal,0.25706497312742177,16,directed_tv,0.26259284642890707,16
synthetic_beta,knn__k5,0.1,mean,0.0658619827367564,16,heat_diffusion_temporal,0.0658871198702636,16
synthetic_beta,knn__k5,0.2,mean,0.1343883515386373,16,idw,0.134560782294406,16
synthetic_beta,knn__k5,0.3,tv,0.2035737521455068,16,mean,0.2038587458276235,16
synthetic_beta,knn__k5,0.4,directed_tv,0.2697176072094371,16,heat_diffusion_temporal,0.2728527863804488,16
synthetic_beta,knng__k4_sigma1,0.1,heat_diffusion_temporal,0.0656624933649288,14,gsmooth,0.0657664208059119,14
synthetic_beta,knng__k4_sigma1,0.2,gsmooth,0.1328613633611322,14,heat_diffusion_temporal,0.1328895980734084,14
synthetic_beta,knng__k4_sigma1,0.3,heat_diffusion_temporal,0.20170088945853942,14,gsmooth,0.20207279636085204,14
synthetic_beta,knng__k4_sigma1,0.4,heat_diffusion_temporal,0.27346313088079477,14,directed_tv,0.274985253964378,14
synthetic_beta,nnk__k4,0.1,gsmooth,0.0651068410782072,16,heat_diffusion_temporal,0.065452944925392,16
synthetic_beta,nnk__k4,0.2,mean,0.1343883515386373,16,idw,0.134560782294406,16
synthetic_beta,nnk__k4,0.3,heat_diffusion_temporal,0.2026823115272412,16,mean,0.2038587458276235,16
synthetic_beta,nnk__k4,0.4,heat_diffusion_temporal,0.27358484175485,16,idw,0.2811073987258139,16
synthetic_beta,vknng__alpha1_k4_k_max8_k_min2,0.1,tv,0.06553830989283213,14,heat_diffusion_temporal,0.0657185512163132,14
synthetic_beta,vknng__alpha1_k4_k_max8_k_min2,0.2,gsmooth,0.1327545351918531,14,heat_diffusion_temporal,0.13280822114423335,14
synthetic_beta,vknng__alpha1_k4_k_max8_k_min2,0.3,tv,0.20067786889624892,14,heat_diffusion_temporal,0.2017447286807017,14
synthetic_beta,vknng__alpha1_k4_k_max8_k_min2,0.4,directed_tv,0.27479141468463564,14,heat_diffusion_temporal,0.2755665143118055,14
synthetic_broad,aew__k4_sigma_corr0_5_sigma_dist1,0.1,trss,0.08008877278370209,13,heat_diffusion_temporal,0.0806507255674608,13
synthetic_broad,aew__k4_sigma_corr0_5_sigma_dist1,0.2,heat_diffusion_temporal,0.11952574234339647,13,trss,0.12025801406559695,13
synthetic_broad,aew__k4_sigma_corr0_5_sigma_dist1,0.3,heat_diffusion_temporal,0.19707224726526712,14,trss,0.19983979308825045,14
synthetic_broad,aew__k4_sigma_corr0_5_sigma_dist1,0.4,trss,0.23613498356939985,14,heat_diffusion_temporal,0.23661927194423985,14
synthetic_broad,gaussian__sigma1,0.1,directed_tv,0.0783620451757212,16,heat_diffusion_temporal,0.0813046606995442,16
synthetic_broad,gaussian__sigma1,0.2,directed_tv,0.1181534984305608,16,heat_diffusion_temporal,0.1205710482060559,16
synthetic_broad,gaussian__sigma1,0.3,directed_tv,0.1974954865713062,17,heat_diffusion_temporal,0.1981715498056113,17
synthetic_broad,gaussian__sigma1,0.4,heat_diffusion_temporal,0.2351888525821222,17,trss,0.2367994287530917,17
synthetic_broad,kalofolias,0.1,directed_tv,0.0814527029580689,16,idw,0.0831261286989168,16
synthetic_broad,kalofolias,0.2,directed_tv,0.1204880068466204,16,gsmooth,0.1240230024591644,16
synthetic_broad,kalofolias,0.3,directed_tv,0.1972364461741241,17,mean,0.2019202316948072,17
synthetic_broad,kalofolias,0.4,directed_tv,0.23635165081708176,17,mean,0.2384982122315032,17
synthetic_broad,knn__k3,0.1,directed_tv,0.067246112728432,17,heat_diffusion_temporal,0.07111390566043492,17
synthetic_broad,knn__k3,0.2,heat_diffusion_temporal,0.10623284136732368,17,directed_tv,0.10770258359339088,17
synthetic_broad,knn__k3,0.3,heat_diffusion_temporal,0.17778382429950473,18,spherical_spline,0.1791361845260999,17
synthetic_broad,knn__k3,0.4,heat_diffusion_temporal,0.21067843873255485,18,spherical_spline,0.2115674770551374,17
synthetic_broad,knn__k5,0.1,directed_tv,0.075949340478215,15,heat_diffusion_temporal,0.08083197670071371,15
synthetic_broad,knn__k5,0.2,directed_tv,0.1198241533464619,15,heat_diffusion_temporal,0.1206245453557504,15
synthetic_broad,knn__k5,0.3,directed_tv,0.1984018268096209,16,heat_diffusion_temporal,0.1989892419224689,16
synthetic_broad,knn__k5,0.4,heat_diffusion_temporal,0.2351614839899412,16,tv,0.2369315571338331,16
synthetic_broad,knng__k4_sigma1,0.1,directed_tv,0.0760447268939126,14,heat_diffusion_temporal,0.0800986413131064,14
synthetic_broad,knng__k4_sigma1,0.2,heat_diffusion_temporal,0.11988962793923498,14,directed_tv,0.12139060114167617,14
synthetic_broad,knng__k4_sigma1,0.3,heat_diffusion_temporal,0.19889531631133256,15,directed_tv,0.2012612458769456,15
synthetic_broad,knng__k4_sigma1,0.4,heat_diffusion_temporal,0.2359594281987354,15,tv,0.2360595235990406,15
synthetic_broad,nnk__k4,0.1,heat_diffusion_temporal,0.0802106122308312,16,trss,0.0812340504905933,16
synthetic_broad,nnk__k4,0.2,heat_diffusion_temporal,0.1195730413694921,16,trss,0.1240127950584369,16
synthetic_broad,nnk__k4,0.3,heat_diffusion_temporal,0.1976438020164451,17,mean,0.2019202316948072,17
synthetic_broad,nnk__k4,0.4,heat_diffusion_temporal,0.23658477893323038,17,mean,0.2384982122315032,17
synthetic_broad,vknng__alpha1_k4_k_max8_k_min2,0.1,directed_tv,0.07604150134317958,14,heat_diffusion_temporal,0.08017734255798212,14
synthetic_broad,vknng__alpha1_k4_k_max8_k_min2,0.2,heat_diffusion_temporal,0.11998982354712392,14,directed_tv,0.12079080340598727,14
synthetic_broad,vknng__alpha1_k4_k_max8_k_min2,0.3,heat_diffusion_temporal,0.19927759363737513,15,directed_tv,0.20025212876348958,15
synthetic_broad,vknng__alpha1_k4_k_max8_k_min2,0.4,heat_diffusion_temporal,0.23595443925844464,15,tv,0.2362645675580457,15
