method,count,mean,std
graph_time_tikhonov,447,0.17060691757935884,0.2323579672086621
mean,447,0.18893460053001726,0.2571179748640157
nearest,417,0.22963907506435102,0.31994224169568886
temporal_laplacian,447,0.18212298645643665,0.24810855504000365
tikhonov,447,0.20835427664266354,0.2835789922867712
trss,447,0.16721985935512185,0.2278654964136646
tv,447,0.1688097390312923,0.23002807127991162
