tag,gain_pct,tv_median,instant_median,p_value,decision
it150_017,-408.4950089614697,0.17790218142658917,0.0349860231253655,0.9740737785344218,NO-GO
it150_038,-409.0821751977485,0.22915817320102513,0.04501398484675105,0.6531927356707931,NO-GO
it150_026,-409.69513275900135,0.22943408982476454,0.04501398484675105,0.6531927356707931,NO-GO
it150_051,-414.7527214532067,0.17526446855242495,0.03404828401055035,0.9047236889207386,NO-GO
it150_053,-418.43833989125966,0.1813809574851171,0.0349860231253655,0.9047236889207386,NO-GO
it150_039,-486.7570510771469,0.19978070720267696,0.03404828401055035,0.9047236889207386,NO-GO
it150_027,-486.7570510771469,0.19978070720267696,0.03404828401055035,0.9047236889207386,NO-GO
it150_029,-488.9056120227996,0.20603465360887188,0.0349860231253655,0.9047236889207386,NO-GO
it150_041,-488.9056120227996,0.20603465360887188,0.0349860231253655,0.9047236889207386,NO-GO
it150_060,-496.2855276241116,0.3385415183745134,0.0567750687700615,0.668997668997669,NO-GO
it150_057,-496.2855276241116,0.3385415183745134,0.0567750687700615,0.668997668997669,NO-GO
it150_058,-496.2855276241116,0.3385415183745134,0.0567750687700615,0.668997668997669,NO-GO
it150_076,-572.9136649345292,0.09825191602337695,0.0146009690608581,0.8863379019421483,NO-GO
it150_004,-603.9431444395916,0.10278252072565641,0.0146009690608581,0.8655533236799899,NO-GO
it150_088,-608.3055357207276,0.10341947212692866,0.0146009690608581,0.8422983827917943,NO-GO
it150_064,-625.4765537367773,0.10592660715488644,0.0146009690608581,0.8709789913633421,NO-GO
it150_016,-641.4085136610414,0.10825282769421656,0.0146009690608581,0.8709789913633421,NO-GO
it150_052,-653.2652339561192,0.10998402375613335,0.0146009690608581,0.8422983827917943,NO-GO
it150_028,-704.6524798091814,0.11748705962436605,0.0146009690608581,0.8422983827917943,NO-GO
it150_040,-704.6524798091814,0.11748705962436605,0.0146009690608581,0.8422983827917943,NO-GO
