dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch
synthetic_16ch,knn__k3,mean,1ch,0,0.38237282176807025,0.47205961632926047,3.6547580444965613,0.38237282176807025,{},,1
synthetic_16ch,knn__k3,nearest,1ch,0,0.7312386022300236,0.9234790103299728,-2.153331705087813,0.7312386022300236,{},,1
synthetic_16ch,knn__k3,tikhonov,1ch,0,0.42948981213880716,0.5262839388604237,2.71063592194224,0.42948981213880716,{},,1
synthetic_16ch,knn__k3,temporal_laplacian,1ch,0,0.6009691008468507,0.6830614101183067,0.4473672950881822,0.6009691008468507,{},,1
synthetic_16ch,knn__k3,tv,1ch,0,0.4156029543703941,0.5098505388187484,2.987243449870851,0.4156029543703941,{},,1
synthetic_16ch,knn__k3,mean,1ch,1,0.38237282176807025,0.47205961632926047,3.6547580444965613,0.38237282176807025,{},,1
synthetic_16ch,knn__k3,nearest,1ch,1,0.7312386022300236,0.9234790103299728,-2.153331705087813,0.7312386022300236,{},,1
synthetic_16ch,knn__k3,tikhonov,1ch,1,0.42948981213880716,0.5262839388604237,2.71063592194224,0.42948981213880716,{},,1
synthetic_16ch,knn__k3,temporal_laplacian,1ch,1,0.6009691008468507,0.6830614101183067,0.4473672950881822,0.6009691008468507,{},,1
synthetic_16ch,knn__k3,tv,1ch,1,0.4156029543703941,0.5098505388187484,2.987243449870851,0.4156029543703941,{},,1
synthetic_16ch,knn__k3,mean,2ch,0,0.4076307035074757,0.5232994167951684,2.818675827611397,0.4076307035074757,{},,2
synthetic_16ch,knn__k3,nearest,2ch,0,0.5379968188738125,0.7694046727267502,-0.5236175358033764,0.5379968188738125,{},,2
synthetic_16ch,knn__k3,tikhonov,2ch,0,0.44472291603041925,0.5808550888807441,1.9187151351458365,0.44472291603041925,{},,2
synthetic_16ch,knn__k3,temporal_laplacian,2ch,0,0.6948675346172078,0.7901589816418395,-0.7574416994985809,0.6948675346172078,{},,2
synthetic_16ch,knn__k3,tv,2ch,0,0.40912814584686713,0.5404709261699376,2.544418155604149,0.40912814584686713,{},,2
synthetic_16ch,knn__k3,mean,2ch,1,0.4076307035074757,0.5232994167951684,2.818675827611397,0.4076307035074757,{},,2
synthetic_16ch,knn__k3,nearest,2ch,1,0.5379968188738125,0.7694046727267502,-0.5236175358033764,0.5379968188738125,{},,2
synthetic_16ch,knn__k3,tikhonov,2ch,1,0.44472291603041925,0.5808550888807441,1.9187151351458365,0.44472291603041925,{},,2
synthetic_16ch,knn__k3,temporal_laplacian,2ch,1,0.6948675346172078,0.7901589816418395,-0.7574416994985809,0.6948675346172078,{},,2
synthetic_16ch,knn__k3,tv,2ch,1,0.40912814584686713,0.5404709261699376,2.544418155604149,0.40912814584686713,{},,2
synthetic_32ch,knn__k3,mean,1ch,0,0.4353307527706473,0.5496224110392249,2.2543512394281064,0.4353307527706473,{},,1
synthetic_32ch,knn__k3,nearest,1ch,0,0.9114131869796682,1.0950143199466327,-3.7158467161597963,0.9114131869796682,{},,1
synthetic_32ch,knn__k3,tikhonov,1ch,0,0.5310360662391781,0.6448388685508933,0.8722749928430429,0.5310360662391781,{},,1
synthetic_32ch,knn__k3,temporal_laplacian,1ch,0,0.6386361938684412,0.7300114268909504,-0.22454690039255437,0.6386361938684412,{},,1
synthetic_32ch,knn__k3,tv,1ch,0,0.5226602289460256,0.6353071754558638,1.0000744322733996,0.5226602289460256,{},,1
synthetic_32ch,knn__k3,mean,1ch,1,0.4353307527706473,0.5496224110392249,2.2543512394281064,0.4353307527706473,{},,1
synthetic_32ch,knn__k3,nearest,1ch,1,0.9114131869796682,1.0950143199466327,-3.7158467161597963,0.9114131869796682,{},,1
synthetic_32ch,knn__k3,tikhonov,1ch,1,0.5310360662391781,0.6448388685508933,0.8722749928430429,0.5310360662391781,{},,1
synthetic_32ch,knn__k3,temporal_laplacian,1ch,1,0.6386361938684412,0.7300114268909504,-0.22454690039255437,0.6386361938684412,{},,1
synthetic_32ch,knn__k3,tv,1ch,1,0.5226602289460256,0.6353071754558638,1.0000744322733996,0.5226602289460256,{},,1
synthetic_32ch,knn__k3,mean,2ch,0,0.4883059176702366,0.594186601107761,1.539766878602176,0.4883059176702366,{},,2
synthetic_32ch,knn__k3,nearest,2ch,0,0.5223389498798426,0.7868647963919622,-0.8870568949833306,0.5223389498798426,{},,2
synthetic_32ch,knn__k3,tikhonov,2ch,0,0.47449966802665455,0.5693048126152518,1.9094301832682778,0.47449966802665455,{},,2
synthetic_32ch,knn__k3,temporal_laplacian,2ch,0,0.5756718302331703,0.6612011954872672,0.6121105244650773,0.5756718302331703,{},,2
synthetic_32ch,knn__k3,tv,2ch,0,0.4803277474394606,0.5775363732496066,1.7856301368376728,0.4803277474394606,{},,2
synthetic_32ch,knn__k3,mean,2ch,1,0.4883059176702366,0.594186601107761,1.539766878602176,0.4883059176702366,{},,2
synthetic_32ch,knn__k3,nearest,2ch,1,0.5223389498798426,0.7868647963919622,-0.8870568949833306,0.5223389498798426,{},,2
synthetic_32ch,knn__k3,tikhonov,2ch,1,0.47449966802665455,0.5693048126152518,1.9094301832682778,0.47449966802665455,{},,2
synthetic_32ch,knn__k3,temporal_laplacian,2ch,1,0.5756718302331703,0.6612011954872672,0.6121105244650773,0.5756718302331703,{},,2
synthetic_32ch,knn__k3,tv,2ch,1,0.4803277474394606,0.5775363732496066,1.7856301368376728,0.4803277474394606,{},,2
synthetic_8ch,knn__k3,mean,1ch,0,0.3983060392448737,0.4646705682754197,3.621397452201629,0.3983060392448737,{},,1
synthetic_8ch,knn__k3,nearest,1ch,0,0.35307872363950393,0.45238744674960546,3.877222518766215,0.35307872363950393,{},,1
synthetic_8ch,knn__k3,tikhonov,1ch,0,0.4129697979590039,0.4856878141080784,3.2525975988557865,0.4129697979590039,{},,1
synthetic_8ch,knn__k3,temporal_laplacian,1ch,0,0.6333660113104973,0.7220962799206895,-0.2518180865686919,0.6333660113104973,{},,1
synthetic_8ch,knn__k3,tv,1ch,0,0.40418523987268334,0.47440428939927887,3.454280707500752,0.40418523987268334,{},,1
synthetic_8ch,knn__k3,mean,1ch,1,0.3983060392448737,0.4646705682754197,3.621397452201629,0.3983060392448737,{},,1
synthetic_8ch,knn__k3,nearest,1ch,1,0.35307872363950393,0.45238744674960546,3.877222518766215,0.35307872363950393,{},,1
synthetic_8ch,knn__k3,tikhonov,1ch,1,0.4129697979590039,0.4856878141080784,3.2525975988557865,0.4129697979590039,{},,1
synthetic_8ch,knn__k3,temporal_laplacian,1ch,1,0.6333660113104973,0.7220962799206895,-0.2518180865686919,0.6333660113104973,{},,1
synthetic_8ch,knn__k3,tv,1ch,1,0.40418523987268334,0.47440428939927887,3.454280707500752,0.40418523987268334,{},,1
synthetic_8ch,knn__k3,mean,2ch,0,0.3914457350306227,0.4619027289893627,3.7030655447592804,0.3914457350306227,{},,2
synthetic_8ch,knn__k3,nearest,2ch,0,0.4988631300560276,0.6502866132030259,0.8049819129522334,0.4988631300560276,{},,2
synthetic_8ch,knn__k3,tikhonov,2ch,0,0.4161501548451113,0.4892172221877676,3.211877426695681,0.4161501548451113,{},,2
synthetic_8ch,knn__k3,temporal_laplacian,2ch,0,0.6410607407910652,0.7341474265491071,-0.3289663449145019,0.6410607407910652,{},,2
synthetic_8ch,knn__k3,tv,2ch,0,0.3971987556556163,0.46855940724681516,3.585588061210162,0.3971987556556163,{},,2
synthetic_8ch,knn__k3,mean,2ch,1,0.3914457350306227,0.4619027289893627,3.7030655447592804,0.3914457350306227,{},,2
synthetic_8ch,knn__k3,nearest,2ch,1,0.4988631300560276,0.6502866132030259,0.8049819129522334,0.4988631300560276,{},,2
synthetic_8ch,knn__k3,tikhonov,2ch,1,0.4161501548451113,0.4892172221877676,3.211877426695681,0.4161501548451113,{},,2
