method,missing_ratio,metric,mean,std,median,ci95_lo,ci95_hi,n
bgsrp,0.3,mae,0.5054,0.0505,0.4883,0.4632,0.5476,8
bgsrp,0.3,rmse,0.6215,0.0376,0.6091,0.59,0.653,8
bgsrp,0.3,snr,2.1147,0.8573,2.3144,1.398,2.8314,8
bgsrp,0.3,dtw,,,,,,0
bgsrp,0.4,mae,0.5293,0.0389,0.5173,0.4968,0.5618,8
bgsrp,0.4,rmse,0.6748,0.0336,0.6639,0.6468,0.7029,8
bgsrp,0.4,snr,1.9284,0.7997,2.1838,1.2598,2.5969,8
bgsrp,0.4,dtw,,,,,,0
directed_tv,0.3,mae,0.2059,0.0079,0.2049,0.1993,0.2125,8
directed_tv,0.3,rmse,0.4171,0.016,0.4119,0.4037,0.4305,8
directed_tv,0.3,snr,-0.1508,0.4729,-0.1713,-0.5462,0.2445,8
directed_tv,0.3,dtw,,,,,,0
directed_tv,0.4,mae,0.2722,0.0079,0.2734,0.2656,0.2789,8
directed_tv,0.4,rmse,0.4752,0.0134,0.4754,0.464,0.4864,8
directed_tv,0.4,snr,-0.1137,0.3504,-0.1174,-0.4066,0.1793,8
directed_tv,0.4,dtw,,,,,,0
graph_time_tikhonov,0.3,mae,0.4295,0.1088,0.4207,0.3385,0.5205,8
graph_time_tikhonov,0.3,rmse,0.5281,0.0868,0.5119,0.4555,0.6007,8
graph_time_tikhonov,0.3,snr,4.5041,3.2802,4.0571,1.7618,7.2465,8
graph_time_tikhonov,0.3,dtw,,,,,,0
graph_time_tikhonov,0.4,mae,0.4652,0.0864,0.4589,0.3929,0.5374,8
graph_time_tikhonov,0.4,rmse,0.583,0.0598,0.5707,0.533,0.633,8
graph_time_tikhonov,0.4,snr,3.7654,2.7414,3.3971,1.4735,6.0573,8
graph_time_tikhonov,0.4,dtw,,,,,,0
gsmooth,0.3,mae,0.2032,0.0048,0.2041,0.1992,0.2073,8
gsmooth,0.3,rmse,0.4101,0.0068,0.4102,0.4044,0.4158,8
gsmooth,0.3,snr,-0.1329,0.2421,-0.1847,-0.3353,0.0694,8
gsmooth,0.3,dtw,,,,,,0
gsmooth,0.4,mae,0.2816,0.0026,0.2823,0.2794,0.2838,8
gsmooth,0.4,rmse,0.4965,0.0026,0.4968,0.4943,0.4987,8
gsmooth,0.4,snr,-0.5601,0.0937,-0.5814,-0.6385,-0.4818,8
gsmooth,0.4,dtw,,,,,,0
gsp,0.3,mae,0.2115,0.0122,0.2104,0.2013,0.2218,8
gsp,0.3,rmse,0.4367,0.025,0.4316,0.4159,0.4576,8
gsp,0.3,snr,-0.5729,0.6191,-0.5663,-1.0905,-0.0554,8
gsp,0.3,dtw,,,,,,0
gsp,0.4,mae,0.2886,0.0077,0.2902,0.2821,0.295,8
gsp,0.4,rmse,0.5216,0.0172,0.5264,0.5072,0.5359,8
gsp,0.4,snr,-0.8982,0.3706,-1.0346,-1.208,-0.5884,8
gsp,0.4,dtw,,,,,,0
heat_diffusion_temporal,0.3,mae,0.4069,0.579,0.203,-0.0772,0.8909,8
heat_diffusion_temporal,0.3,rmse,0.7639,1.0238,0.403,-0.092,1.6199,8
heat_diffusion_temporal,0.3,snr,-2.3063,6.4696,-0.0451,-7.7151,3.1024,8
heat_diffusion_temporal,0.3,dtw,,,,,,0
heat_diffusion_temporal,0.4,mae,0.5389,0.7511,0.2737,-0.089,1.1669,8
heat_diffusion_temporal,0.4,rmse,0.8767,1.1505,0.47,-0.0851,1.8386,8
heat_diffusion_temporal,0.4,snr,-2.386,6.3623,-0.1413,-7.705,2.933,8
heat_diffusion_temporal,0.4,dtw,,,,,,0
idw,0.3,mae,0.2052,0.0,0.2052,,,8
idw,0.3,rmse,0.4135,0.0,0.4135,,,8
idw,0.3,snr,-0.2465,0.0,-0.2465,,,8
idw,0.3,dtw,,,,,,0
idw,0.4,mae,0.2811,0.0,0.2811,,,8
idw,0.4,rmse,0.4977,0.0,0.4977,,,8
idw,0.4,snr,-0.5988,0.0,-0.5988,,,8
idw,0.4,dtw,,,,,,0
linear,0.3,mae,0.2364,0.0,0.2364,,,8
linear,0.3,rmse,0.5122,0.0,0.5122,,,8
linear,0.3,snr,-2.0198,0.0,-2.0198,,,8
linear,0.3,dtw,,,,,,0
linear,0.4,mae,0.3075,0.0,0.3075,,,8
linear,0.4,rmse,0.5696,0.0,0.5696,,,8
linear,0.4,snr,-1.7281,0.0,-1.7281,,,8
linear,0.4,dtw,,,,,,0
mean,0.3,mae,0.2039,0.0,0.2039,,,8
mean,0.3,rmse,0.409,0.0,0.409,,,8
mean,0.3,snr,-0.1645,0.0,-0.1645,,,8
mean,0.3,dtw,,,,,,0
mean,0.4,mae,0.2823,0.0,0.2823,,,8
mean,0.4,rmse,0.496,0.0,0.496,,,8
mean,0.4,snr,-0.5726,0.0,-0.5726,,,8
mean,0.4,dtw,,,,,,0
nearest,0.3,mae,0.2667,0.0,0.2667,,,8
nearest,0.3,rmse,0.581,0.0,0.581,,,8
nearest,0.3,snr,-3.2207,0.0,-3.2207,,,8
nearest,0.3,dtw,,,,,,0
nearest,0.4,mae,0.3592,0.0,0.3592,,,8
nearest,0.4,rmse,0.6714,0.0,0.6714,,,8
nearest,0.4,snr,-3.2346,0.0,-3.2346,,,8
nearest,0.4,dtw,,,,,,0
puy,0.3,mae,0.4274,0.1359,0.4231,0.3138,0.541,8
puy,0.3,rmse,0.5561,0.0822,0.5343,0.4873,0.6248,8
puy,0.3,snr,6.2054,7.2273,3.9865,0.1632,12.2475,8
puy,0.3,dtw,,,,,,0
puy,0.4,mae,0.4668,0.1035,0.4628,0.3802,0.5533,8
puy,0.4,rmse,0.6187,0.0462,0.601,0.5801,0.6573,8
puy,0.4,snr,5.2349,6.113,3.3501,0.1243,10.3455,8
puy,0.4,dtw,,,,,,0
rbfi_mq,0.3,mae,0.2562,0.0,0.2562,,,8
rbfi_mq,0.3,rmse,0.5547,0.0,0.5547,,,8
rbfi_mq,0.3,snr,-2.6939,0.0,-2.6939,,,8
rbfi_mq,0.3,dtw,,,,,,0
rbfi_mq,0.4,mae,0.3474,0.0,0.3474,,,8
rbfi_mq,0.4,rmse,0.6547,0.0,0.6547,,,8
rbfi_mq,0.4,snr,-2.8764,0.0,-2.8764,,,8
rbfi_mq,0.4,dtw,,,,,,0
rbfi_tps,0.3,mae,0.2522,0.0,0.2522,,,8
rbfi_tps,0.3,rmse,0.541,0.0,0.541,,,8
