method,mae_mean,mae_std,mae_median,time_mean_sec
trss,0.011713365795431408,0.0002872410830736639,0.011713365795431408,0.0165370499889832
nearest,0.015606786743135526,0.0005842668701450827,0.015606786743135526,0.0023064499982865527
tv,0.0166960044352163,0.0004620177270863981,0.0166960044352163,0.1682348499962245
mean,0.0166972129534977,0.00046206460813175186,0.0166972129534977,0.0022186000060173683
