id,count_paths,has_run_metadata,has_significance,figure_pdfs,figure_pngs
it56_3syn_mr10_only_qa_report,1,0,0,0,0
it56_3syn_mr10_only_raw,1,0,0,0,0
it56_3syn_mr10_only_run_metadata,1,1,0,0,0
it56_3syn_mr10_only_significance,1,0,1,0,0
it56_3syn_mr10_only_stats,1,0,0,0,0
it56_3syn_mr10_only_tables,2,0,0,0,0
it57_3syn_mr40_only_integration_log,1,0,0,0,0
it57_3syn_mr40_only_qa_report,1,0,0,0,0
it57_3syn_mr40_only_raw,1,0,0,0,0
it57_3syn_mr40_only_run_metadata,1,1,0,0,0
it57_3syn_mr40_only_significance,1,0,1,0,0
it57_3syn_mr40_only_stats,1,0,0,0,0
it57_3syn_mr40_only_tables,2,0,0,0,0
it58_broad_low_missing_integration_log,1,0,0,0,0
it58_broad_low_missing_qa_report,1,0,0,0,0
it58_broad_low_missing_raw,1,0,0,0,0
it58_broad_low_missing_run_metadata,1,1,0,0,0
it58_broad_low_missing_significance,1,0,1,0,0
it58_broad_low_missing_stats,1,0,0,0,0
it58_broad_low_missing_tables,2,0,0,0,0
it59_broad_high_missing_integration_log,1,0,0,0,0
it59_broad_high_missing_qa_report,1,0,0,0,0
it59_broad_high_missing_raw,1,0,0,0,0
it59_broad_high_missing_run_metadata,1,1,0,0,0
it59_broad_high_missing_significance,1,0,1,0,0
it59_broad_high_missing_stats,1,0,0,0,0
it59_broad_high_missing_tables,2,0,0,0,0
it60_broad_all_graphs_high_mr_integration_log,1,0,0,0,0
it60_broad_all_graphs_high_mr_qa_report,1,0,0,0,0
it60_broad_all_graphs_high_mr_raw,1,0,0,0,0
it60_broad_all_graphs_high_mr_run_metadata,1,1,0,0,0
it60_broad_all_graphs_high_mr_significance,1,0,1,0,0
it60_broad_all_graphs_high_mr_stats,1,0,0,0,0
it60_broad_all_graphs_high_mr_tables,2,0,0,0,0
it61_mne_sample_knn_integration_log,1,0,0,0,0
it61_mne_sample_knn_qa_report,1,0,0,0,0
it61_mne_sample_knn_raw,1,0,0,0,0
it61_mne_sample_knn_run_metadata,1,1,0,0,0
it61_mne_sample_knn_significance,1,0,1,0,0
it61_mne_sample_knn_stats,1,0,0,0,0
it62_mne_sample_all_graphs_integration_log,1,0,0,0,0
it62_mne_sample_all_graphs_qa_report,1,0,0,0,0
it62_mne_sample_all_graphs_raw,1,0,0,0,0
it62_mne_sample_all_graphs_run_metadata,1,1,0,0,0
it62_mne_sample_all_graphs_significance,1,0,1,0,0
it62_mne_sample_all_graphs_stats,1,0,0,0,0
it63_mne_sample_high_mr_integration_log,1,0,0,0,0
it63_mne_sample_high_mr_qa_report,1,0,0,0,0
it63_mne_sample_high_mr_raw,1,0,0,0,0
it63_mne_sample_high_mr_run_metadata,1,1,0,0,0
it63_mne_sample_high_mr_significance,1,0,1,0,0
it63_mne_sample_high_mr_stats,1,0,0,0,0
it64_bci_competition_single_subj_integration_log,1,0,0,0,0
it64_bci_competition_single_subj_qa_report,1,0,0,0,0
it64_bci_competition_single_subj_raw,1,0,0,0,0
it64_bci_competition_single_subj_run_metadata,1,1,0,0,0
it64_bci_competition_single_subj_significance,1,0,1,0,0
it64_bci_competition_single_subj_stats,1,0,0,0,0
it65_bci_competition_multisubj_integration_log,1,0,0,0,0
it65_bci_competition_multisubj_qa_report,1,0,0,0,0
it65_bci_competition_multisubj_raw,1,0,0,0,0
it65_bci_competition_multisubj_run_metadata,1,1,0,0,0
it65_bci_competition_multisubj_significance,1,0,1,0,0
it65_bci_competition_multisubj_stats,1,0,0,0,0
it66_bci_competition_gaussian_integration_log,1,0,0,0,0
it66_bci_competition_gaussian_qa_report,1,0,0,0,0
it66_bci_competition_gaussian_raw,1,0,0,0,0
it66_bci_competition_gaussian_run_metadata,1,1,0,0,0
it66_bci_competition_gaussian_significance,1,0,1,0,0
it66_bci_competition_gaussian_stats,1,0,0,0,0
it67_bci_competition_all_graphs_integration_log,1,0,0,0,0
it67_bci_competition_all_graphs_qa_report,1,0,0,0,0
it67_bci_competition_all_graphs_raw,1,0,0,0,0
it67_bci_competition_all_graphs_run_metadata,1,1,0,0,0
it67_bci_competition_all_graphs_significance,1,0,1,0,0
it67_bci_competition_all_graphs_stats,1,0,0,0,0
it68_three_real_datasets_integration_log,1,0,0,0,0
it68_three_real_datasets_qa_report,1,0,0,0,0
it68_three_real_datasets_raw,1,0,0,0,0
it68_three_real_datasets_run_metadata,1,1,0,0,0
it68_three_real_datasets_significance,1,0,1,0,0
it68_three_real_datasets_stats,1,0,0,0,0
it69_mne_bci_high_mr_integration_log,1,0,0,0,0
it69_mne_bci_high_mr_qa_report,1,0,0,0,0
it69_mne_bci_high_mr_raw,1,0,0,0,0
it69_mne_bci_high_mr_run_metadata,1,1,0,0,0
it69_mne_bci_high_mr_significance,1,0,1,0,0
it69_mne_bci_high_mr_stats,1,0,0,0,0
it70_all_five_datasets_integration_log,1,0,0,0,0
it70_all_five_datasets_qa_report,1,0,0,0,0
it70_all_five_datasets_raw,1,0,0,0,0
it70_all_five_datasets_run_metadata,1,1,0,0,0
it70_all_five_datasets_significance,1,0,1,0,0
it70_all_five_datasets_stats,1,0,0,0,0
it71_few_missing_1ch_synthetic_integration_log,1,0,0,0,0
it71_few_missing_1ch_synthetic_qa_report,1,0,0,0,0
it71_few_missing_1ch_synthetic_raw,1,0,0,0,0
it71_few_missing_1ch_synthetic_run_metadata,1,1,0,0,0
it71_few_missing_1ch_synthetic_significance,1,0,1,0,0
it71_few_missing_1ch_synthetic_stats,1,0,0,0,0
it72_few_missing_2ch_synthetic_integration_log,1,0,0,0,0
it72_few_missing_2ch_synthetic_qa_report,1,0,0,0,0
it72_few_missing_2ch_synthetic_raw,1,0,0,0,0
it72_few_missing_2ch_synthetic_run_metadata,1,1,0,0,0
it72_few_missing_2ch_synthetic_significance,1,0,1,0,0
it72_few_missing_2ch_synthetic_stats,1,0,0,0,0
it73_few_missing_1ch_mne_proxy_integration_log,1,0,0,0,0
it73_few_missing_1ch_mne_proxy_qa_report,1,0,0,0,0
it73_few_missing_1ch_mne_proxy_raw,1,0,0,0,0
it73_few_missing_1ch_mne_proxy_run_metadata,1,1,0,0,0
it73_few_missing_1ch_mne_proxy_significance,1,0,1,0,0
it73_few_missing_1ch_mne_proxy_stats,1,0,0,0,0
it74_few_missing_2ch_mne_proxy_integration_log,1,0,0,0,0
it74_few_missing_2ch_mne_proxy_qa_report,1,0,0,0,0
it74_few_missing_2ch_mne_proxy_raw,1,0,0,0,0
it74_few_missing_2ch_mne_proxy_run_metadata,1,1,0,0,0
it74_few_missing_2ch_mne_proxy_significance,1,0,1,0,0
it74_few_missing_2ch_mne_proxy_stats,1,0,0,0,0
it75_few_missing_multi_synthetic_integration_log,1,0,0,0,0
it75_few_missing_multi_synthetic_qa_report,1,0,0,0,0
it75_few_missing_multi_synthetic_raw,1,0,0,0,0
it75_few_missing_multi_synthetic_run_metadata,1,1,0,0,0
it75_few_missing_multi_synthetic_significance,1,0,1,0,0
it75_few_missing_multi_synthetic_stats,1,0,0,0,0
it76_few_missing_mne_all_graphs_integration_log,1,0,0,0,0
it76_few_missing_mne_all_graphs_qa_report,1,0,0,0,0
it76_few_missing_mne_all_graphs_raw,1,0,0,0,0
it76_few_missing_mne_all_graphs_run_metadata,1,1,0,0,0
it76_few_missing_mne_all_graphs_significance,1,0,1,0,0
it76_few_missing_mne_all_graphs_stats,1,0,0,0,0
it77_few_missing_bci_all_graphs_integration_log,1,0,0,0,0
it77_few_missing_bci_all_graphs_qa_report,1,0,0,0,0
it77_few_missing_bci_all_graphs_raw,1,0,0,0,0
it77_few_missing_bci_all_graphs_run_metadata,1,1,0,0,0
it77_few_missing_bci_all_graphs_significance,1,0,1,0,0
it77_few_missing_bci_all_graphs_stats,1,0,0,0,0
it78_few_missing_1ch_tv_focus_integration_log,1,0,0,0,0
it78_few_missing_1ch_tv_focus_qa_report,1,0,0,0,0
it78_few_missing_1ch_tv_focus_raw,1,0,0,0,0
it78_few_missing_1ch_tv_focus_run_metadata,1,1,0,0,0
it78_few_missing_1ch_tv_focus_significance,1,0,1,0,0
it78_few_missing_1ch_tv_focus_stats,1,0,0,0,0
it79_few_missing_2ch_tv_focus_integration_log,1,0,0,0,0
it79_few_missing_2ch_tv_focus_qa_report,1,0,0,0,0
it79_few_missing_2ch_tv_focus_raw,1,0,0,0,0
it79_few_missing_2ch_tv_focus_run_metadata,1,1,0,0,0
it79_few_missing_2ch_tv_focus_significance,1,0,1,0,0
it79_few_missing_2ch_tv_focus_stats,1,0,0,0,0
it80_few_missing_comprehensive_integration_log,1,0,0,0,0
it80_few_missing_comprehensive_qa_report,1,0,0,0,0
it80_few_missing_comprehensive_raw,1,0,0,0,0
it80_few_missing_comprehensive_run_metadata,1,1,0,0,0
it80_few_missing_comprehensive_significance,1,0,1,0,0
it80_few_missing_comprehensive_stats,1,0,0,0,0
it81_instant_vs_full_synthetic_full_recon,1,0,0,0,0
it81_instant_vs_full_synthetic_instant_recon,1,0,0,0,0
it81_instant_vs_full_synthetic_integration_log,1,0,0,0,0
it81_instant_vs_full_synthetic_qa_report,1,0,0,0,0
it81_instant_vs_full_synthetic_raw,1,0,0,0,0
it81_instant_vs_full_synthetic_run_metadata,1,1,0,0,0
it81_instant_vs_full_synthetic_significance,1,0,1,0,0
it81_instant_vs_full_synthetic_stats,1,0,0,0,0
it82_full_signal_recon_synthetic_integration_log,1,0,0,0,0
it82_full_signal_recon_synthetic_qa_report,1,0,0,0,0
it82_full_signal_recon_synthetic_raw,1,0,0,0,0
it82_full_signal_recon_synthetic_run_metadata,1,1,0,0,0
it82_full_signal_recon_synthetic_significance,1,0,1,0,0
it82_full_signal_recon_synthetic_stats,1,0,0,0,0
it83_cross_dataset_generalization_knn_integration_log,1,0,0,0,0
it83_cross_dataset_generalization_knn_qa_report,1,0,0,0,0
it83_cross_dataset_generalization_knn_raw,1,0,0,0,0
it83_cross_dataset_generalization_knn_run_metadata,1,1,0,0,0
it83_cross_dataset_generalization_knn_significance,1,0,1,0,0
it83_cross_dataset_generalization_knn_stats,1,0,0,0,0
it84_cross_dataset_generalization_gaussian_integration_log,1,0,0,0,0
it84_cross_dataset_generalization_gaussian_qa_report,1,0,0,0,0
it84_cross_dataset_generalization_gaussian_raw,1,0,0,0,0
it84_cross_dataset_generalization_gaussian_run_metadata,1,1,0,0,0
it84_cross_dataset_generalization_gaussian_significance,1,0,1,0,0
it84_cross_dataset_generalization_gaussian_stats,1,0,0,0,0
it85_cross_dataset_generalization_all_graphs_integration_log,1,0,0,0,0
it85_cross_dataset_generalization_all_graphs_qa_report,1,0,0,0,0
it85_cross_dataset_generalization_all_graphs_raw,1,0,0,0,0
it85_cross_dataset_generalization_all_graphs_run_metadata,1,1,0,0,0
it85_cross_dataset_generalization_all_graphs_significance,1,0,1,0,0
it85_cross_dataset_generalization_all_graphs_stats,1,0,0,0,0
it86_cross_dataset_generalization_high_mr_integration_log,1,0,0,0,0
it86_cross_dataset_generalization_high_mr_qa_report,1,0,0,0,0
it86_cross_dataset_generalization_high_mr_raw,1,0,0,0,0
it86_cross_dataset_generalization_high_mr_run_metadata,1,1,0,0,0
it86_cross_dataset_generalization_high_mr_significance,1,0,1,0,0
it86_cross_dataset_generalization_high_mr_stats,1,0,0,0,0
it87_cross_dataset_generalization_few_missing_integration_log,1,0,0,0,0
it87_cross_dataset_generalization_few_missing_qa_report,1,0,0,0,0
it87_cross_dataset_generalization_few_missing_raw,1,0,0,0,0
it87_cross_dataset_generalization_few_missing_run_metadata,1,1,0,0,0
it87_cross_dataset_generalization_few_missing_significance,1,0,1,0,0
it87_cross_dataset_generalization_few_missing_stats,1,0,0,0,0
it88_robustness_noise_stress_integration_log,1,0,0,0,0
it88_robustness_noise_stress_qa_report,1,0,0,0,0
it88_robustness_noise_stress_raw,1,0,0,0,0
it88_robustness_noise_stress_run_metadata,1,1,0,0,0
it88_robustness_noise_stress_significance,1,0,1,0,0
it88_robustness_noise_stress_stats,1,0,0,0,0
it89_robustness_artifact_stress_integration_log,1,0,0,0,0
it89_robustness_artifact_stress_qa_report,1,0,0,0,0
it89_robustness_artifact_stress_raw,1,0,0,0,0
it89_robustness_artifact_stress_run_metadata,1,1,0,0,0
it89_robustness_artifact_stress_significance,1,0,1,0,0
it89_robustness_artifact_stress_stats,1,0,0,0,0
it90_robustness_graph_sensitivity_integration_log,1,0,0,0,0
it90_robustness_graph_sensitivity_qa_report,1,0,0,0,0
it90_robustness_graph_sensitivity_raw,1,0,0,0,0
it90_robustness_graph_sensitivity_run_metadata,1,1,0,0,0
it90_robustness_graph_sensitivity_significance,1,0,1,0,0
it90_robustness_graph_sensitivity_stats,1,0,0,0,0
it91_robustness_method_subset_tv_focus_integration_log,1,0,0,0,0
it91_robustness_method_subset_tv_focus_qa_report,1,0,0,0,0
it91_robustness_method_subset_tv_focus_raw,1,0,0,0,0
it91_robustness_method_subset_tv_focus_run_metadata,1,1,0,0,0
it91_robustness_method_subset_tv_focus_significance,1,0,1,0,0
it91_robustness_method_subset_tv_focus_stats,1,0,0,0,0
it92_robustness_low_missing_stability_integration_log,1,0,0,0,0
it92_robustness_low_missing_stability_qa_report,1,0,0,0,0
it92_robustness_low_missing_stability_raw,1,0,0,0,0
it92_robustness_low_missing_stability_run_metadata,1,1,0,0,0
it92_robustness_low_missing_stability_significance,1,0,1,0,0
it92_robustness_low_missing_stability_stats,1,0,0,0,0
it93_robustness_high_missing_stability_integration_log,1,0,0,0,0
it93_robustness_high_missing_stability_qa_report,1,0,0,0,0
it93_robustness_high_missing_stability_raw,1,0,0,0,0
it93_robustness_high_missing_stability_run_metadata,1,1,0,0,0
it93_robustness_high_missing_stability_significance,1,0,1,0,0
it93_robustness_high_missing_stability_stats,1,0,0,0,0
it94_robustness_cross_proxy_shift_integration_log,1,0,0,0,0
it94_robustness_cross_proxy_shift_qa_report,1,0,0,0,0
it94_robustness_cross_proxy_shift_raw,1,0,0,0,0
it94_robustness_cross_proxy_shift_run_metadata,1,1,0,0,0
it94_robustness_cross_proxy_shift_significance,1,0,1,0,0
it94_robustness_cross_proxy_shift_stats,1,0,0,0,0
it95_final_comparative_all_datasets_integration_log,1,0,0,0,0
it95_final_comparative_all_datasets_qa_report,1,0,0,0,0
it95_final_comparative_all_datasets_raw,1,0,0,0,0
it95_final_comparative_all_datasets_run_metadata,1,1,0,0,0
it95_final_comparative_all_datasets_significance,1,0,1,0,0
it95_final_comparative_all_datasets_stats,1,0,0,0,0
it96_final_comparative_top_graphs_integration_log,1,0,0,0,0
it96_final_comparative_top_graphs_qa_report,1,0,0,0,0
it96_final_comparative_top_graphs_raw,1,0,0,0,0
it96_final_comparative_top_graphs_run_metadata,1,1,0,0,0
it96_final_comparative_top_graphs_significance,1,0,1,0,0
it96_final_comparative_top_graphs_stats,1,0,0,0,0
it97_final_comparative_top_methods_integration_log,1,0,0,0,0
it97_final_comparative_top_methods_qa_report,1,0,0,0,0
it97_final_comparative_top_methods_raw,1,0,0,0,0
it97_final_comparative_top_methods_run_metadata,1,1,0,0,0
it97_final_comparative_top_methods_significance,1,0,1,0,0
it97_final_comparative_top_methods_stats,1,0,0,0,0
it98_final_comparative_efficiency_tradeoff_integration_log,1,0,0,0,0
it98_final_comparative_efficiency_tradeoff_qa_report,1,0,0,0,0
it98_final_comparative_efficiency_tradeoff_raw,1,0,0,0,0
it98_final_comparative_efficiency_tradeoff_run_metadata,1,1,0,0,0
it98_final_comparative_efficiency_tradeoff_significance,1,0,1,0,0
it98_final_comparative_efficiency_tradeoff_stats,1,0,0,0,0
it99_final_comparative_consensus_integration_log,1,0,0,0,0
it99_final_comparative_consensus_qa_report,1,0,0,0,0
it99_final_comparative_consensus_raw,1,0,0,0,0
it99_final_comparative_consensus_run_metadata,1,1,0,0,0
it99_final_comparative_consensus_significance,1,0,1,0,0
it99_final_comparative_consensus_stats,1,0,0,0,0
it100_final_comparative_publication_pack_integration_log,1,0,0,0,0
it100_final_comparative_publication_pack_qa_report,1,0,0,0,0
it100_final_comparative_publication_pack_raw,1,0,0,0,0
it100_final_comparative_publication_pack_run_metadata,1,1,0,0,0
it100_final_comparative_publication_pack_significance,1,0,1,0,0
it100_final_comparative_publication_pack_stats,1,0,0,0,0
it101_it104_real_data_availability,1,0,0,0,0
it101_real_data_validation_integration_log,1,0,0,0,0
it101_real_data_validation_qa_report,1,0,0,0,0
it101_real_data_validation_raw,1,0,0,0,0
it101_real_data_validation_run_metadata,1,1,0,0,0
it101_real_data_validation_significance,1,0,1,0,0
it101_real_data_validation_stats,1,0,0,0,0
it102_compute_time_tv_vs_instant_integration_log,1,0,0,0,0
it102_compute_time_tv_vs_instant_qa_report,1,0,0,0,0
it102_compute_time_tv_vs_instant_raw,1,0,0,0,0
it102_compute_time_tv_vs_instant_run_metadata,1,1,0,0,0
it102_compute_time_tv_vs_instant_significance,1,0,1,0,0
it102_compute_time_tv_vs_instant_stats,1,0,0,0,0
it103_tv_lambda_grid_search_integration_log,1,0,0,0,0
it103_tv_lambda_grid_search_qa_report,1,0,0,0,0
it103_tv_lambda_grid_search_raw,1,0,0,0,0
it103_tv_lambda_grid_search_run_metadata,1,1,0,0,0
it103_tv_lambda_grid_search_significance,1,0,1,0,0
it103_tv_lambda_grid_search_stats,1,0,0,0,0
it104_noise_sensitivity_tv_integration_log,1,0,0,0,0
it104_noise_sensitivity_tv_qa_report,1,0,0,0,0
it104_noise_sensitivity_tv_raw,1,0,0,0,0
it104_noise_sensitivity_tv_run_metadata,1,1,0,0,0
it104_noise_sensitivity_tv_significance,1,0,1,0,0
it104_noise_sensitivity_tv_stats,1,0,0,0,0
it105_it120_data_availability,1,0,0,0,0
it105_real_eeg_crossdataset_figures,11,0,0,11,0
it105_real_eeg_crossdataset_integration_log,1,0,0,0,0
it105_real_eeg_crossdataset_qa_report,1,0,0,0,0
it105_real_eeg_crossdataset_raw,1,0,0,0,0
it105_real_eeg_crossdataset_run_metadata,1,1,0,0,0
it105_real_eeg_crossdataset_significance,1,0,1,0,0
it105_real_eeg_crossdataset_stats,1,0,0,0,0
it106_bci_iv2a_multisubject_figures,11,0,0,11,0
it106_bci_iv2a_multisubject_integration_log,1,0,0,0,0
it106_bci_iv2a_multisubject_qa_report,1,0,0,0,0
it106_bci_iv2a_multisubject_raw,1,0,0,0,0
it106_bci_iv2a_multisubject_run_metadata,1,1,0,0,0
it106_bci_iv2a_multisubject_significance,1,0,1,0,0
it106_bci_iv2a_multisubject_stats,1,0,0,0,0
it107_mat100hz_baseline_figures,11,0,0,11,0
it107_mat100hz_baseline_integration_log,1,0,0,0,0
it107_mat100hz_baseline_qa_report,1,0,0,0,0
it107_mat100hz_baseline_raw,1,0,0,0,0
it107_mat100hz_baseline_run_metadata,1,1,0,0,0
it107_mat100hz_baseline_significance,1,0,1,0,0
it107_mat100hz_baseline_stats,1,0,0,0,0
it108_mat100hz_lambda_grid_figures,11,0,0,11,0
it108_mat100hz_lambda_grid_integration_log,1,0,0,0,0
it108_mat100hz_lambda_grid_qa_report,1,0,0,0,0
it108_mat100hz_lambda_grid_raw,1,0,0,0,0
it108_mat100hz_lambda_grid_run_metadata,1,1,0,0,0
it108_mat100hz_lambda_grid_significance,1,0,1,0,0
it108_mat100hz_lambda_grid_stats,1,0,0,0,0
it109_mat100hz_noise_sensitivity_figures,11,0,0,11,0
it109_mat100hz_noise_sensitivity_integration_log,1,0,0,0,0
it109_mat100hz_noise_sensitivity_qa_report,1,0,0,0,0
it109_mat100hz_noise_sensitivity_raw,1,0,0,0,0
it109_mat100hz_noise_sensitivity_run_metadata,1,1,0,0,0
it109_mat100hz_noise_sensitivity_significance,1,0,1,0,0
it109_mat100hz_noise_sensitivity_stats,1,0,0,0,0
it110_iris_graph_baseline_figures,11,0,0,11,0
it110_iris_graph_baseline_integration_log,1,0,0,0,0
it110_iris_graph_baseline_qa_report,1,0,0,0,0
it110_iris_graph_baseline_raw,1,0,0,0,0
it110_iris_graph_baseline_run_metadata,1,1,0,0,0
it110_iris_graph_baseline_significance,1,0,1,0,0
it110_iris_graph_baseline_stats,1,0,0,0,0
it111_iris_graph_lambda_grid_figures,11,0,0,11,0
it111_iris_graph_lambda_grid_integration_log,1,0,0,0,0
it111_iris_graph_lambda_grid_qa_report,1,0,0,0,0
it111_iris_graph_lambda_grid_raw,1,0,0,0,0
it111_iris_graph_lambda_grid_run_metadata,1,1,0,0,0
it111_iris_graph_lambda_grid_significance,1,0,1,0,0
it111_iris_graph_lambda_grid_stats,1,0,0,0,0
it112_movielens_graph_baseline_figures,11,0,0,11,0
it112_movielens_graph_baseline_integration_log,1,0,0,0,0
it112_movielens_graph_baseline_qa_report,1,0,0,0,0
it112_movielens_graph_baseline_raw,1,0,0,0,0
it112_movielens_graph_baseline_run_metadata,1,1,0,0,0
it112_movielens_graph_baseline_significance,1,0,1,0,0
it112_movielens_graph_baseline_stats,1,0,0,0,0
it113_movielens_graph_lambda_grid_figures,11,0,0,11,0
it113_movielens_graph_lambda_grid_integration_log,1,0,0,0,0
it113_movielens_graph_lambda_grid_qa_report,1,0,0,0,0
it113_movielens_graph_lambda_grid_raw,1,0,0,0,0
it113_movielens_graph_lambda_grid_run_metadata,1,1,0,0,0
it113_movielens_graph_lambda_grid_significance,1,0,1,0,0
it113_movielens_graph_lambda_grid_stats,1,0,0,0,0
it114_eeg_vs_iris_transfer_figures,11,0,0,11,0
it114_eeg_vs_iris_transfer_integration_log,1,0,0,0,0
it114_eeg_vs_iris_transfer_qa_report,1,0,0,0,0
it114_eeg_vs_iris_transfer_raw,1,0,0,0,0
it114_eeg_vs_iris_transfer_run_metadata,1,1,0,0,0
it114_eeg_vs_iris_transfer_significance,1,0,1,0,0
it114_eeg_vs_iris_transfer_stats,1,0,0,0,0
it115_eeg_vs_movielens_transfer_figures,11,0,0,11,0
it115_eeg_vs_movielens_transfer_integration_log,1,0,0,0,0
it115_eeg_vs_movielens_transfer_qa_report,1,0,0,0,0
it115_eeg_vs_movielens_transfer_raw,1,0,0,0,0
it115_eeg_vs_movielens_transfer_run_metadata,1,1,0,0,0
it115_eeg_vs_movielens_transfer_significance,1,0,1,0,0
it115_eeg_vs_movielens_transfer_stats,1,0,0,0,0
it116_all_new_datasets_comprehensive_figures,11,0,0,11,0
it116_all_new_datasets_comprehensive_integration_log,1,0,0,0,0
it116_all_new_datasets_comprehensive_qa_report,1,0,0,0,0
it116_all_new_datasets_comprehensive_raw,1,0,0,0,0
it116_all_new_datasets_comprehensive_run_metadata,1,1,0,0,0
it116_all_new_datasets_comprehensive_significance,1,0,1,0,0
it116_all_new_datasets_comprehensive_stats,1,0,0,0,0
it117_graph_sensitivity_multidomain_figures,11,0,0,11,0
it117_graph_sensitivity_multidomain_integration_log,1,0,0,0,0
it117_graph_sensitivity_multidomain_qa_report,1,0,0,0,0
it117_graph_sensitivity_multidomain_raw,1,0,0,0,0
it117_graph_sensitivity_multidomain_run_metadata,1,1,0,0,0
it117_graph_sensitivity_multidomain_significance,1,0,1,0,0
it117_graph_sensitivity_multidomain_stats,1,0,0,0,0
it118_runtime_family_multidomain_figures,11,0,0,11,0
it118_runtime_family_multidomain_integration_log,1,0,0,0,0
it118_runtime_family_multidomain_qa_report,1,0,0,0,0
it118_runtime_family_multidomain_raw,1,0,0,0,0
it118_runtime_family_multidomain_run_metadata,1,1,0,0,0
it118_runtime_family_multidomain_significance,1,0,1,0,0
it118_runtime_family_multidomain_stats,1,0,0,0,0
it119_noise_trend_multidomain_figures,11,0,0,11,0
it119_noise_trend_multidomain_integration_log,1,0,0,0,0
it119_noise_trend_multidomain_qa_report,1,0,0,0,0
it119_noise_trend_multidomain_raw,1,0,0,0,0
it119_noise_trend_multidomain_run_metadata,1,1,0,0,0
it119_noise_trend_multidomain_significance,1,0,1,0,0
it119_noise_trend_multidomain_stats,1,0,0,0,0
it120_final_multidomain_publication_pack_figures,11,0,0,11,0
it120_final_multidomain_publication_pack_integration_log,1,0,0,0,0
it120_final_multidomain_publication_pack_qa_report,1,0,0,0,0
it120_final_multidomain_publication_pack_raw,1,0,0,0,0
it120_final_multidomain_publication_pack_run_metadata,1,1,0,0,0
it120_final_multidomain_publication_pack_significance,1,0,1,0,0
it120_final_multidomain_publication_pack_stats,1,0,0,0,0
it121_domain_stratified_gate_domain_significance,1,0,1,0,0
it121_domain_stratified_gate_figures,11,0,0,11,0
it121_domain_stratified_gate_integration_log,1,0,0,0,0
it121_domain_stratified_gate_qa_report,1,0,0,0,0
it121_domain_stratified_gate_raw,1,0,0,0,0
it121_domain_stratified_gate_run_metadata,1,1,0,0,0
it121_domain_stratified_gate_significance,1,0,1,0,0
it121_domain_stratified_gate_stats,1,0,0,0,0
it121_it130_data_availability,1,0,0,0,0
it122_subjectwise_bci_holdout_figures,11,0,0,11,0
it122_subjectwise_bci_holdout_integration_log,1,0,0,0,0
it122_subjectwise_bci_holdout_qa_report,1,0,0,0,0
it122_subjectwise_bci_holdout_raw,1,0,0,0,0
it122_subjectwise_bci_holdout_run_metadata,1,1,0,0,0
it122_subjectwise_bci_holdout_significance,1,0,1,0,0
it122_subjectwise_bci_holdout_stats,1,0,0,0,0
it122_subjectwise_bci_holdout_subjectwise_significance,1,0,1,0,0
it123_graph_density_calibration_figures,11,0,0,11,0
it123_graph_density_calibration_integration_log,1,0,0,0,0
it123_graph_density_calibration_qa_report,1,0,0,0,0
it123_graph_density_calibration_raw,1,0,0,0,0
it123_graph_density_calibration_run_metadata,1,1,0,0,0
it123_graph_density_calibration_significance,1,0,1,0,0
it123_graph_density_calibration_stats,1,0,0,0,0
it124_missing_pattern_realistic_v2_figures,11,0,0,11,0
it124_missing_pattern_realistic_v2_integration_log,1,0,0,0,0
it124_missing_pattern_realistic_v2_qa_report,1,0,0,0,0
it124_missing_pattern_realistic_v2_raw,1,0,0,0,0
it124_missing_pattern_realistic_v2_run_metadata,1,1,0,0,0
it124_missing_pattern_realistic_v2_significance,1,0,1,0,0
it124_missing_pattern_realistic_v2_stats,1,0,0,0,0
it125_temporal_window_sensitivity_figures,11,0,0,11,0
it125_temporal_window_sensitivity_integration_log,1,0,0,0,0
it125_temporal_window_sensitivity_qa_report,1,0,0,0,0
it125_temporal_window_sensitivity_raw,1,0,0,0,0
it125_temporal_window_sensitivity_run_metadata,1,1,0,0,0
it125_temporal_window_sensitivity_significance,1,0,1,0,0
it125_temporal_window_sensitivity_stats,1,0,0,0,0
it126_metric_robustness_multiobjective_figures,11,0,0,11,0
it126_metric_robustness_multiobjective_integration_log,1,0,0,0,0
it126_metric_robustness_multiobjective_pareto,1,0,0,0,0
it126_metric_robustness_multiobjective_qa_report,1,0,0,0,0
it126_metric_robustness_multiobjective_raw,1,0,0,0,0
it126_metric_robustness_multiobjective_run_metadata,1,1,0,0,0
it126_metric_robustness_multiobjective_significance,1,0,1,0,0
it126_metric_robustness_multiobjective_stats,1,0,0,0,0
it127_noise_profile_non_gaussian_figures,11,0,0,11,0
it127_noise_profile_non_gaussian_integration_log,1,0,0,0,0
it127_noise_profile_non_gaussian_qa_report,1,0,0,0,0
it127_noise_profile_non_gaussian_raw,1,0,0,0,0
it127_noise_profile_non_gaussian_run_metadata,1,1,0,0,0
it127_noise_profile_non_gaussian_significance,1,0,1,0,0
it127_noise_profile_non_gaussian_stats,1,0,0,0,0
it128_calibration_by_dataset_family_figures,11,0,0,11,0
it128_calibration_by_dataset_family_integration_log,1,0,0,0,0
it128_calibration_by_dataset_family_qa_report,1,0,0,0,0
it128_calibration_by_dataset_family_raw,1,0,0,0,0
it128_calibration_by_dataset_family_run_metadata,1,1,0,0,0
it128_calibration_by_dataset_family_significance,1,0,1,0,0
it128_calibration_by_dataset_family_stats,1,0,0,0,0
