id,count_paths,has_run_metadata,has_significance,figure_pdfs,figure_pngs
it129_confidence_interval_stability_bootstrap_significance,1,0,1,0,0
it129_confidence_interval_stability_bootstrap_summary,1,0,0,0,0
it129_confidence_interval_stability_figures,11,0,0,11,0
it129_confidence_interval_stability_integration_log,1,0,0,0,0
it129_confidence_interval_stability_qa_report,1,0,0,0,0
it129_confidence_interval_stability_raw,1,0,0,0,0
it129_confidence_interval_stability_run_metadata,1,1,0,0,0
it129_confidence_interval_stability_significance,1,0,1,0,0
it129_confidence_interval_stability_stats,1,0,0,0,0
it130_final_decision_matrix_decision_matrix,2,0,0,0,0
it130_final_decision_matrix_figures,11,0,0,11,0
it130_final_decision_matrix_integration_log,1,0,0,0,0
it130_final_decision_matrix_qa_report,1,0,0,0,0
it130_final_decision_matrix_raw,1,0,0,0,0
it130_final_decision_matrix_run_metadata,1,1,0,0,0
it130_final_decision_matrix_significance,1,0,1,0,0
it130_final_decision_matrix_stats,1,0,0,0,0
