dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch
synthetic_16ch,knn__k3,mean,0.1,0,0.49981909925315776,0.6057964546461725,3.0118715248686523,0.50837726519135,{},,
synthetic_16ch,knn__k3,nearest,0.1,0,0.6328162295676419,0.7717371109302888,1.987223912017195,0.6562503430850496,{},,
synthetic_16ch,knn__k3,tikhonov,0.1,0,0.5601507941137207,0.6645248079414574,2.516950440005491,0.5818440731431919,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.1,0,0.47197441968544857,0.5798061340604855,3.2608153884487736,0.48531036663358196,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.1,0,0.442324002344134,0.5508173932172933,3.5425949336109457,0.45853604978458457,{},,
synthetic_16ch,knn__k3,tv,0.1,0,0.4315768266833269,0.5183237920076176,3.649418826019894,0.4364004065086049,{},,
synthetic_16ch,knn__k3,trss,0.1,0,0.4285080800959603,0.5232477811767486,3.6804098445621336,0.4356371789864344,{},,
synthetic_16ch,knn__k3,mean,0.1,1,0.5112136173328563,0.6065953472980941,2.9139758627730528,0.5209228553960297,{},,
synthetic_16ch,knn__k3,nearest,0.1,1,0.6366400014995233,0.7843338915433822,1.9610607717408024,0.6654306163369244,{},,
synthetic_16ch,knn__k3,tikhonov,0.1,1,0.5543115261445442,0.6793331092843062,2.562460907574155,0.5704385891881262,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.1,1,0.48049435426320974,0.5677475033411106,3.183117108597537,0.4821924649419583,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.1,1,0.4282060645738715,0.5044774621530035,3.6834718619442803,0.4522413336102403,{},,
synthetic_16ch,knn__k3,tv,0.1,1,0.4429576199332197,0.538115431669964,3.5363782300752793,0.4514358280729848,{},,
synthetic_16ch,knn__k3,trss,0.1,1,0.4260622037138774,0.5476776326216869,3.7052699066724077,0.4262268768249344,{},,
synthetic_16ch,knn__k3,mean,0.1,2,0.49658152488885204,0.6523419169784513,3.0400944222737887,0.5046668217037701,{},,
synthetic_16ch,knn__k3,nearest,0.1,2,0.6457201338369065,0.7869263093589727,1.8995567188999474,0.6650927385597996,{},,
synthetic_16ch,knn__k3,tikhonov,0.1,2,0.5723818818457524,0.6747541701273312,2.4231412183489014,0.5747427252395259,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.1,2,0.4632472352322514,0.5608071120492548,3.341871639713438,0.477201031325328,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.1,2,0.44818504009059734,0.5211311577887736,3.4854264381635067,0.4673745953076794,{},,
synthetic_16ch,knn__k3,tv,0.1,2,0.4460977954963455,0.553533519355958,3.505699229267398,0.457597043277433,{},,
synthetic_16ch,knn__k3,trss,0.1,2,0.4146424784217878,0.508407002089994,3.823262082729925,0.4484099369912107,{},,
synthetic_16ch,knn__k3,mean,0.2,0,0.536179193218794,0.6502049415112737,2.706900431042704,0.5686542392629228,{},,
synthetic_16ch,knn__k3,nearest,0.2,0,0.6815849499275484,0.8415009670482554,1.6648000778822494,0.7303083674621946,{},,
synthetic_16ch,knn__k3,tikhonov,0.2,0,0.5836119683459275,0.7153058899767771,2.338758104493686,0.5951440964050515,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.2,0,0.486674863625911,0.6211490524510833,3.1276108414490404,0.5008616504764262,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.2,0,0.4599274027664453,0.5678535939780658,3.373107141133888,0.4853407075081212,{},,
synthetic_16ch,knn__k3,tv,0.2,0,0.45812143699095936,0.5646474075790562,3.390193856971945,0.46691688487509525,{},,
synthetic_16ch,knn__k3,trss,0.2,0,0.4451962474553497,0.5164973407098735,3.514485049749502,0.45848580735300914,{},,
synthetic_16ch,knn__k3,mean,0.2,1,0.5112625746889374,0.617603336003828,2.913559972216838,0.5280987212871949,{},,
synthetic_16ch,knn__k3,nearest,0.2,1,0.6413853167957568,0.7896509430490306,1.928809865764853,0.6611445104082243,{},,
synthetic_16ch,knn__k3,tikhonov,0.2,1,0.5845866987475014,0.7214636752712885,2.3315107048020174,0.5967137149418499,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.2,1,0.49148259096101105,0.5824129996324268,3.0849186091025245,0.5324952314099635,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.2,1,0.4643684756412016,0.5960561167171222,3.3313727067192005,0.4825248214727275,{},,
synthetic_16ch,knn__k3,tv,0.2,1,0.4586461390243849,0.5420735283875808,3.3852225811850776,0.4597554669765204,{},,
synthetic_16ch,knn__k3,trss,0.2,1,0.46480543541292907,0.5805334393859573,3.327288019678247,0.47869847259646253,{},,
synthetic_16ch,knn__k3,mean,0.2,2,0.5282759751591741,0.6227551232004855,2.771391396303348,0.5286813185310133,{},,
synthetic_16ch,knn__k3,nearest,0.2,2,0.6713535006729777,0.8301796446451833,1.730487421765384,0.6940469085652871,{},,
synthetic_16ch,knn__k3,tikhonov,0.2,2,0.5862389362970795,0.70764167018063,2.319253403536759,0.6102254089605391,{},,
