test_id,metric,group_a,group_b,p_value,decision
mae_tv_family_vs_instant,mae,tv_time,instant,0.3174549133497214,not_significant
rmse_tv_family_vs_instant,rmse,tv_time,instant,0.2693996525443122,not_significant
mae_trss_vs_tikhonov,mae,trss,tikhonov,1.122761332064434e-06,significant
