dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch,time_sec,lambda
iv100hz_mat,knn__k3,tv,0.2,0,39.39382627899551,132.93443937162377,10.595650299097267,746.4744356961415,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.287893246999829,0.05
iv100hz_mat,knn__k3,graph_time_tikhonov,0.2,0,80.49160201348253,139.69895546055827,10.978352607777376,786.7873741030277,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.016158019000158674,0.05
iv100hz_mat,knn__k3,trss,0.2,0,9.738386416195276,32.32677305341962,21.006263911486442,235.91232907420795,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.03545337899959122,0.05
iv100hz_mat,knn__k3,temporal_laplacian,0.2,0,154.14681683823406,208.28522398458367,10.26567907387741,1089.2353092996448,"{""alpha"": 0.05, ""beta"": 0.5}",,5,7.26694281500022,0.05
iv100hz_mat,knn__k3,tv,0.2,1,39.74802719363213,130.48227409844947,10.863901594037069,753.6900657362374,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.28167453900005057,0.05
iv100hz_mat,knn__k3,graph_time_tikhonov,0.2,1,81.02203957822425,139.47270037339953,10.921437598374467,798.449621095444,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.015625816000010673,0.05
iv100hz_mat,knn__k3,trss,0.2,1,9.82790952061133,32.531781364913726,21.029158452017302,221.56168247365756,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.034069971999997506,0.05
iv100hz_mat,knn__k3,temporal_laplacian,0.2,1,154.1157417737772,207.17892636719412,10.367791394055082,1071.6403192019877,"{""alpha"": 0.05, ""beta"": 0.5}",,5,7.234719126000073,0.05
iv100hz_mat,knn__k3,tv,0.2,2,41.7393237588785,136.10806945968275,10.20033913444402,820.5259385209093,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.2768623000001753,0.05
iv100hz_mat,knn__k3,graph_time_tikhonov,0.2,2,81.76890534643414,142.0591228387111,10.87235706522368,829.336028633204,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.015913868000097864,0.05
iv100hz_mat,knn__k3,trss,0.2,2,9.808061634829334,31.51119920062228,20.852414837306963,248.6529465099707,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.034491493999667,0.05
iv100hz_mat,knn__k3,temporal_laplacian,0.2,2,154.0004444563871,208.17073022155972,10.26104156006438,1094.8120512772955,"{""alpha"": 0.05, ""beta"": 0.5}",,5,7.246435199000189,0.05
iv100hz_mat,knn__k3,tv,0.2,3,39.37962339427743,141.01019176710358,10.435561466412269,825.6630467742899,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.2794363859998157,0.05
iv100hz_mat,knn__k3,graph_time_tikhonov,0.2,3,80.13024944107437,139.5518382818147,10.909874027417873,818.1364077812822,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.01565650500015181,0.05
iv100hz_mat,knn__k3,trss,0.2,3,9.969970932977132,33.11855005631189,20.65339642078956,242.50080468038274,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.034376565999991726,0.05
iv100hz_mat,knn__k3,temporal_laplacian,0.2,3,153.59692327915937,206.69572288818918,10.382876540719723,1065.5643496081805,"{""alpha"": 0.05, ""beta"": 0.5}",,5,7.236243544999979,0.05
iv100hz_mat,knn__k3,tv,0.2,4,40.66977359918246,137.21016343255607,10.602383855138113,768.0796291823273,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.27948870599993825,0.05
iv100hz_mat,knn__k3,graph_time_tikhonov,0.2,4,80.6412680044495,143.78238797673365,10.943699770406289,819.556711824131,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.015593105999869294,0.05
iv100hz_mat,knn__k3,trss,0.2,4,10.175318183119334,34.82837117852383,20.485773867443267,253.0278363942127,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.033180252000420296,0.05
iv100hz_mat,knn__k3,temporal_laplacian,0.2,4,154.91101668658527,210.68674172314144,10.137424370209343,1094.813111532879,"{""alpha"": 0.05, ""beta"": 0.5}",,5,7.322697005000009,0.05
iv100hz_mat,knn__k3,tv,0.2,5,41.43120764179394,142.6262826537742,10.588094611707172,773.877081388474,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.2784733479998067,0.05
iv100hz_mat,knn__k3,graph_time_tikhonov,0.2,5,82.06903406458241,147.23086229853604,10.810729351635926,800.6353566683341,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.015930293000110396,0.05
iv100hz_mat,knn__k3,trss,0.2,5,10.391859316360557,34.66310442886021,20.67845015058187,233.35995576748573,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.03520083400007934,0.05
iv100hz_mat,knn__k3,temporal_laplacian,0.2,5,154.7991161451161,211.11619413882082,10.243629670821042,1064.8433212594343,"{""alpha"": 0.05, ""beta"": 0.5}",,5,7.234759165000014,0.05
iv100hz_mat,knn__k3,tv,0.2,0,38.28944995998724,128.88170909634647,10.961256606954601,726.351387102792,"{""lam"": 0.1, ""n_iter"": 30}",,5,0.28030617600006735,0.1
iv100hz_mat,knn__k3,graph_time_tikhonov,0.2,0,101.15031352182427,154.01533900040465,11.29278609905399,849.4084261845168,"{""alpha"": 0.1, ""beta"": 0.1}",,5,0.0158218520000446,0.1
iv100hz_mat,knn__k3,trss,0.2,0,13.900968898098114,44.56180390325003,18.70430989596561,308.829712977367,"{""alpha"": 0.1, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.0353428769999482,0.1
