dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch
synthetic_16ch,knn__k3,mean,0.1,0,0.5182283726211132,0.6228810777491735,2.8547881339592434,0.5280826173941147,{},,
synthetic_16ch,knn__k3,nearest,0.1,0,0.6356786273791071,0.7806914985708322,1.9676239005911391,0.6601470319656312,{},,
synthetic_16ch,knn__k3,tikhonov,0.1,0,0.571655665438122,0.7020091441641115,2.428654880406798,0.5803984233721305,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.1,0,0.48228835314997803,0.5739684710974226,3.166932257897832,0.49776540968320615,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.1,0,0.44101087232755976,0.5485659375703061,3.555507036521279,0.45732759558443137,{},,
synthetic_16ch,knn__k3,tv,0.1,0,0.45133825545014716,0.5329522987779434,3.4549785409959988,0.457959803081761,{},,
synthetic_16ch,knn__k3,trss,0.1,0,0.4566790518866041,0.5389761892154445,3.403889092563093,0.47705624536122887,{},,
synthetic_16ch,knn__k3,mean,0.1,1,0.49861111398219016,0.600973168159955,3.0223804535134424,0.4996351760409718,{},,
synthetic_16ch,knn__k3,nearest,0.1,1,0.6272825594595473,0.7397248631910023,2.025367871244552,0.6497070779917505,{},,
synthetic_16ch,knn__k3,tikhonov,0.1,1,0.5408039174355678,0.6729582123768695,2.6696017114385646,0.5551272102639758,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.1,1,0.49034244745600836,0.5694609616874702,3.095005095716706,0.5056352693251349,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.1,1,0.44693027174559585,0.542070245474355,3.497602284516147,0.46099634291228175,{},,
synthetic_16ch,knn__k3,tv,0.1,1,0.4253843766959928,0.5121576782497146,3.7121846468924593,0.4259162111635359,{},,
synthetic_16ch,knn__k3,trss,0.1,1,0.43592226528057243,0.525540045841343,3.6059094827533067,0.44942601021957823,{},,
synthetic_16ch,knn__k3,mean,0.2,0,0.5451342015027603,0.6827065169288854,2.634965696538406,0.5554104566825153,{},,
synthetic_16ch,knn__k3,nearest,0.2,0,0.661114949569205,0.7717723542204737,1.7972302217281282,0.6669005356323425,{},,
synthetic_16ch,knn__k3,tikhonov,0.2,0,0.5837234198474437,0.720404898934012,2.337928818022208,0.6068112301150559,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.2,0,0.513089382827759,0.6176619706896032,2.8980697194876597,0.5237002103540332,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.2,0,0.48062515624301844,0.5691777254986067,3.1819350167185863,0.48562103720417976,{},,
synthetic_16ch,knn__k3,tv,0.2,0,0.46924119742615067,0.563245747414133,3.28603865631863,0.4779086534468322,{},,
synthetic_16ch,knn__k3,trss,0.2,0,0.4672021107902118,0.5666283580098876,3.3049520377471318,0.47083883160967904,{},,
synthetic_16ch,knn__k3,mean,0.2,1,0.522800924509213,0.6045206319764365,2.81663653093542,0.5361005304672166,{},,
synthetic_16ch,knn__k3,nearest,0.2,1,0.6747947508508597,0.8627116400786855,1.7082830439491394,0.7164097531159114,{},,
synthetic_16ch,knn__k3,tikhonov,0.2,1,0.5882779521889391,0.7110620241578368,2.3041742803899994,0.6088814338349211,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.2,1,0.5038550991888876,0.6281502774803099,2.9769434186831027,0.5205006004812207,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.2,1,0.46808158418078344,0.5700110077387365,3.296784450626035,0.4774484857849846,{},,
synthetic_16ch,knn__k3,tv,0.2,1,0.4547668299892153,0.5503248040725948,3.4221121961658305,0.4747048164455535,{},,
synthetic_16ch,knn__k3,trss,0.2,1,0.48668117029290026,0.6020707545247721,3.127554562953254,0.5024383016627676,{},,
synthetic_16ch,knn__k3,mean,0.3,0,0.5832532095630234,0.7316856410218179,2.3414286266346913,0.5936140252664422,{},,
synthetic_16ch,knn__k3,nearest,0.3,0,0.7053010502449379,0.8278872021763894,1.5162546945799864,0.7085549983978447,{},,
synthetic_16ch,knn__k3,tikhonov,0.3,0,0.6183015898730254,0.7561794120150569,2.087996367736002,0.6493469977777084,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.3,0,0.5543704349490981,0.6695082382532423,2.561999390751926,0.5656263625655351,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.3,0,0.5110153250272621,0.6140709716079046,2.9156607545156916,0.5125548206053584,{},,
synthetic_16ch,knn__k3,tv,0.3,0,0.4935258839225299,0.6038375113406159,3.0669006497941154,0.5082550075895456,{},,
synthetic_16ch,knn__k3,trss,0.3,0,0.4875569860983633,0.5793056549820053,3.1197461626879965,0.5047599023113933,{},,
synthetic_16ch,knn__k3,mean,0.3,1,0.5873221932075285,0.7097952114980758,2.311235881134639,0.6049324505623402,{},,
synthetic_16ch,knn__k3,nearest,0.3,1,0.7053646464141026,0.8725423951359447,1.515863113989029,0.7107788356664918,{},,
synthetic_16ch,knn__k3,tikhonov,0.3,1,0.6016848954218859,0.7267013617186804,2.2063089081319687,0.6160914667334209,{},,
synthetic_16ch,knn__k3,temporal_laplacian,0.3,1,0.5425480367222301,0.6668570856378678,2.6556180372782916,0.5450837220070386,{},,
synthetic_16ch,knn__k3,graph_time_tikhonov,0.3,1,0.5040703176549821,0.6211596196017884,2.975088753802411,0.536136877422973,{},,
synthetic_16ch,knn__k3,tv,0.3,1,0.4866960397341851,0.5807201800637187,3.1274218761339414,0.4953918611930521,{},,
synthetic_16ch,knn__k3,trss,0.3,1,0.5023107795736143,0.603071773382975,2.9902750179358755,0.5074239992403528,{},,
synthetic_16ch,gaussian,mean,0.1,0,0.526644623605811,0.62931130634602,2.784823450682829,0.5366338107926313,{},,
synthetic_16ch,gaussian,nearest,0.1,0,0.6612720136694604,0.8457687520821612,1.7961985710197814,0.6976170567733632,{},,
synthetic_16ch,gaussian,tikhonov,0.1,0,0.5898193687446532,0.6943979003448524,2.2928096999845797,0.6123840588080479,{},,
synthetic_16ch,gaussian,temporal_laplacian,0.1,0,0.4989565640558918,0.6185043529787686,3.019372596100231,0.5197553114231559,{},,
synthetic_16ch,gaussian,graph_time_tikhonov,0.1,0,0.45911820988501334,0.5573587199646272,3.3807548158341474,0.48239164113773847,{},,
synthetic_16ch,gaussian,tv,0.1,0,0.46325993086133666,0.5803367531860404,3.3417526197671688,0.4646886944810952,{},,
synthetic_16ch,gaussian,trss,0.1,0,0.4431667440773602,0.532543953614729,3.5343283719016974,0.46391218988245986,{},,
synthetic_16ch,gaussian,mean,0.1,1,0.5400769788332377,0.6848503808680615,2.6754433443578436,0.5562955565476174,{},,
synthetic_16ch,gaussian,nearest,0.1,1,0.6621345378647127,0.8108256737340607,1.7905375811885063,0.7006087613782669,{},,
synthetic_16ch,gaussian,tikhonov,0.1,1,0.5780675263280128,0.6960092123405817,2.380214269788721,0.5807964562067007,{},,
synthetic_16ch,gaussian,temporal_laplacian,0.1,1,0.5050099690242184,0.6345095453063658,2.9670004871320126,0.54147998734677,{},,
synthetic_16ch,gaussian,graph_time_tikhonov,0.1,1,0.4826612541076753,0.5929306676895258,3.163575630047677,0.502561483942929,{},,
synthetic_16ch,gaussian,tv,0.1,1,0.47844522062919603,0.5908654207398081,3.2016777939165246,0.5105056387542776,{},,
synthetic_16ch,gaussian,trss,0.1,1,0.4572930180617915,0.5325223228315371,3.398054293648909,0.45740085864737573,{},,
synthetic_16ch,gaussian,mean,0.2,0,0.5751683767926905,0.6923392283682996,2.4020499981839434,0.5903788318566129,{},,
synthetic_16ch,gaussian,nearest,0.2,0,0.7007071195522021,0.8491331693660594,1.544634698234487,0.7102442244948739,{},,
