test_id,metric,group_a,group_b,p_value,decision
mae_tv_family_vs_instant,mae,tv_time,instant,0.45072614751388335,not_significant
rmse_tv_family_vs_instant,rmse,tv_time,instant,0.13163792070222569,not_significant
mae_trss_vs_tikhonov,mae,trss,tikhonov,0.0034950202850586413,significant
