dataset,data_source,graph,graph_method,method,best_params,family,missing_ratio,n_missing,missing_indices,outer_n_times,mae,rmse,snr,seed
physionet_eegmmidb,physionet_subj01_run8,knn__k3,knn,linear,{},instant,0.1,2,"1,20",320,2.1767151450619143e-06,1.0296145041093162e-05,0.10724762181052894,1
physionet_eegmmidb,physionet_subj01_run8,knn__k3,knn,nearest,{},instant,0.1,2,"1,20",320,3.837878733876828e-06,1.90439963536864e-05,-2.9398919516164708,1
physionet_eegmmidb,physionet_subj01_run8,knn__k3,knn,mean,{},instant,0.1,2,"1,20",320,2.5040006227628912e-06,1.0897503116040151e-05,-1.9866740059345527,1
physionet_eegmmidb,physionet_subj01_run8,knn__k3,knn,idw,{'power': 2.0},instant,0.1,2,"1,20",320,2.1390542273028385e-06,9.370475457336608e-06,2.878206393259229,1
physionet_eegmmidb,physionet_subj01_run8,knn__k3,knn,spherical_spline,{},instant,0.1,2,"1,20",320,2.8828180591528222e-06,1.2526497481305933e-05,0.4469405793538157,1
physionet_eegmmidb,physionet_subj01_run8,knn__k3,knn,rbfi_tps,{},instant,0.1,2,"1,20",320,2.207752995793864e-06,9.447434088632152e-06,2.687305869710043,1
physionet_eegmmidb,physionet_subj01_run8,knn__k3,knn,rbfi_mq,{},instant,0.1,2,"1,20",320,2.4200325462601617e-06,9.95663453622842e-06,-0.1549979932029788,1
physionet_eegmmidb,physionet_subj01_run8,knn__k3,knn,spline_surface,{},instant,0.1,2,"1,20",320,5.682144508876533e-06,2.5362833396526237e-05,-3.3497230572105225,1
physionet_eegmmidb,physionet_subj01_run8,knn__k3,knn,gsp,{},instant,0.1,2,"1,20",320,1.7402547266656548e-06,8.022365362253198e-06,4.628822780033158,1
physionet_eegmmidb,physionet_subj01_run8,knn__k3,knn,tikhonov,{'alpha': 0.05},instant,0.1,2,"1,20",320,5.657572743062831e-06,9.808915608698245e-06,16.556667990455832,1
physionet_eegmmidb,physionet_subj01_run8,knn__k3,knn,bgsrp,{'bandwidth': 8},instant,0.1,2,"1,20",320,2.3902220822679586e-05,3.5908904610015465e-05,4.908239550580408,1
physionet_eegmmidb,physionet_subj01_run8,knn__k3,knn,gsmooth,"{'lam': 0.7, 'n_iter': 30}",instant,0.1,2,"1,20",320,2.091131258770706e-06,9.265254941542863e-06,1.457160943149912,1
