"graph","method","combo","mean_mae","median_mae","std_mae","min_mae","max_mae","cv_mae","count","datasets_count","real_datasets_count","real_obs_count","rank_metric_mean","rank_metric_median","rank_metric_stability","rank_metric_cv"
"vknng__alpha1_k4_k_max8_k_min2","rbfi_mq","vknng__alpha1_k4_k_max8_k_min2|rbfi_mq","0,189866126247016","0,190120089820385","0,141525867341367","2,38577284105107E-06","0,389896333845358","0,745398192604623","18","4","1","4","0,2606290599177","0,190120089820385","0,331391993588383","0,745398192604623"
"knng__k4_sigma1","rbfi_mq","knng__k4_sigma1|rbfi_mq","0,189866126247016","0,190120089820385","0,141525867341367","2,38577284105107E-06","0,389896333845358","0,745398192604623","18","4","1","4","0,2606290599177","0,190120089820385","0,331391993588383","0,745398192604623"
"nnk__k4","rbfi_mq","nnk__k4|rbfi_mq","0,189866126247016","0,190120089820385","0,141525867341367","2,38577284105107E-06","0,389896333845358","0,745398192604623","18","4","1","4","0,2606290599177","0,190120089820385","0,331391993588383","0,745398192604623"
"aew__k4_sigma_corr0_5_sigma_dist1","rbfi_mq","aew__k4_sigma_corr0_5_sigma_dist1|rbfi_mq","0,189866126247016","0,190120089820385","0,141525867341367","2,38577284105107E-06","0,389896333845358","0,745398192604623","18","4","1","4","0,2606290599177","0,190120089820385","0,331391993588383","0,745398192604623"
"knn__k3","rbfi_mq","knn__k3|rbfi_mq","0,189866126247016","0,190120089820385","0,141525867341367","2,38577284105107E-06","0,389896333845358","0,745398192604623","18","4","1","4","0,2606290599177","0,190120089820385","0,331391993588383","0,745398192604623"
"kalofolias","rbfi_mq","kalofolias|rbfi_mq","0,189866126247016","0,190120089820385","0,141525867341367","2,38577284105107E-06","0,389896333845358","0,745398192604623","18","4","1","4","0,2606290599177","0,190120089820385","0,331391993588383","0,745398192604623"
"gaussian__sigma1","rbfi_mq","gaussian__sigma1|rbfi_mq","0,189866126247016","0,190120089820385","0,141525867341367","2,38577284105107E-06","0,389896333845358","0,745398192604623","18","4","1","4","0,2606290599177","0,190120089820385","0,331391993588383","0,745398192604623"
"aew__k4_sigma_corr0_5_sigma_dist1","graph_time_tikhonov","aew__k4_sigma_corr0_5_sigma_dist1|graph_time_tikhonov","0,20169934068248","0,22237162395918","0,125080277850379","1,32816515926921E-05","0,347252795147478","0,620132308946331","18","4","1","4","0,26423947960767","0,22237162395918","0,32677961853286","0,620132308946331"
"vknng__alpha1_k4_k_max8_k_min2","tikhonov","vknng__alpha1_k4_k_max8_k_min2|tikhonov","0,205565983263746","0,228525023538058","0,127360983258639","7,01801683220391E-06","0,354614793118234","0,619562542579","18","4","1","4","0,269246474893065","0,228525023538058","0,332926966522384","0,619562542579"
"knn__k5","tikhonov","knn__k5|tikhonov","0,213238067899795","0,238104730925837","0,129286058366717","7,99745098247544E-06","0,35369414214576","0,606299145551585","18","4","1","4","0,277881097083154","0,238104730925837","0,342524126266512","0,606299145551585"
"gaussian__sigma1","spherical_spline","gaussian__sigma1|spherical_spline","0,205066602847755","0,211164995624314","0,165298921592595","2,5844434851402E-06","0,475078121268164","0,806074315842237","18","4","1","4","0,287716063644052","0,211164995624314","0,37036552444035","0,806074315842237"
"aew__k4_sigma_corr0_5_sigma_dist1","spherical_spline","aew__k4_sigma_corr0_5_sigma_dist1|spherical_spline","0,205066602847755","0,211164995624314","0,165298921592595","2,5844434851402E-06","0,475078121268164","0,806074315842237","18","4","1","4","0,287716063644052","0,211164995624314","0,37036552444035","0,806074315842237"
"knng__k4_sigma1","spherical_spline","knng__k4_sigma1|spherical_spline","0,205066602847755","0,211164995624314","0,165298921592595","2,5844434851402E-06","0,475078121268164","0,806074315842237","18","4","1","4","0,287716063644052","0,211164995624314","0,37036552444035","0,806074315842237"
"nnk__k4","spherical_spline","nnk__k4|spherical_spline","0,205066602847755","0,211164995624314","0,165298921592595","2,5844434851402E-06","0,475078121268164","0,806074315842237","18","4","1","4","0,287716063644052","0,211164995624314","0,37036552444035","0,806074315842237"
"vknng__alpha1_k4_k_max8_k_min2","spherical_spline","vknng__alpha1_k4_k_max8_k_min2|spherical_spline","0,205066602847755","0,211164995624314","0,165298921592595","2,5844434851402E-06","0,475078121268164","0,806074315842237","18","4","1","4","0,287716063644052","0,211164995624314","0,37036552444035","0,806074315842237"
"knn__k5","spherical_spline","knn__k5|spherical_spline","0,205066602847755","0,211164995624314","0,165298921592595","2,5844434851402E-06","0,475078121268164","0,806074315842237","18","4","1","4","0,287716063644052","0,211164995624314","0,37036552444035","0,806074315842237"
"kalofolias","spherical_spline","kalofolias|spherical_spline","0,205066602847755","0,211164995624314","0,165298921592595","2,5844434851402E-06","0,475078121268164","0,806074315842237","18","4","1","4","0,287716063644052","0,211164995624314","0,37036552444035","0,806074315842237"
"knn__k3","spherical_spline","knn__k3|spherical_spline","0,205066602847755","0,211164995624314","0,165298921592595","2,5844434851402E-06","0,475078121268164","0,806074315842237","18","4","1","4","0,287716063644052","0,211164995624314","0,37036552444035","0,806074315842237"
"nnk__k4","puy","nnk__k4|puy","0,222421027912981","0,254901087885713","0,140185302344669","7,06353008167581E-06","0,394193553511963","0,630270004864446","18","4","1","4","0,292513679085315","0,254901087885713","0,36260633025765","0,630270004864446"
"gaussian__sigma1","tikhonov","gaussian__sigma1|tikhonov","0,228499476416008","0,262929537820443","0,135207108987601","1,63818306980598E-05","0,375846047263781","0,59171736893367","18","4","1","4","0,296103030909808","0,262929537820443","0,363706585403609","0,59171736893367"
"knn__k3","spline_surface","knn__k3|spline_surface","0,23670536352034","0,258585074465057","0,164931470132765","6,11537885763636E-06","0,465999207214495","0,696779606849053","18","4","1","4","0,319171098586722","0,258585074465057","0,401636833653105","0,696779606849053"
"kalofolias","spline_surface","kalofolias|spline_surface","0,23670536352034","0,258585074465057","0,164931470132765","6,11537885763636E-06","0,465999207214495","0,696779606849053","18","4","1","4","0,319171098586722","0,258585074465057","0,401636833653105","0,696779606849053"
"aew__k4_sigma_corr0_5_sigma_dist1","spline_surface","aew__k4_sigma_corr0_5_sigma_dist1|spline_surface","0,23670536352034","0,258585074465057","0,164931470132765","6,11537885763636E-06","0,465999207214495","0,696779606849053","18","4","1","4","0,319171098586722","0,258585074465057","0,401636833653105","0,696779606849053"
"knng__k4_sigma1","spline_surface","knng__k4_sigma1|spline_surface","0,23670536352034","0,258585074465057","0,164931470132765","6,11537885763636E-06","0,465999207214495","0,696779606849053","18","4","1","4","0,319171098586722","0,258585074465057","0,401636833653105","0,696779606849053"
"vknng__alpha1_k4_k_max8_k_min2","spline_surface","vknng__alpha1_k4_k_max8_k_min2|spline_surface","0,23670536352034","0,258585074465057","0,164931470132765","6,11537885763636E-06","0,465999207214495","0,696779606849053","18","4","1","4","0,319171098586722","0,258585074465057","0,401636833653105","0,696779606849053"
"nnk__k4","spline_surface","nnk__k4|spline_surface","0,23670536352034","0,258585074465057","0,164931470132765","6,11537885763636E-06","0,465999207214495","0,696779606849053","18","4","1","4","0,319171098586722","0,258585074465057","0,401636833653105","0,696779606849053"
"knn__k5","spline_surface","knn__k5|spline_surface","0,23670536352034","0,258585074465057","0,164931470132765","6,11537885763636E-06","0,465999207214495","0,696779606849053","18","4","1","4","0,319171098586722","0,258585074465057","0,401636833653105","0,696779606849053"
"gaussian__sigma1","spline_surface","gaussian__sigma1|spline_surface","0,23670536352034","0,258585074465057","0,164931470132765","6,11537885763636E-06","0,465999207214495","0,696779606849053","18","4","1","4","0,319171098586722","0,258585074465057","0,401636833653105","0,696779606849053"
"nnk__k4","graph_time_tikhonov","nnk__k4|graph_time_tikhonov","0,248277114227551","0,291323419537931","0,145231990008993","1,11625191598109E-05","0,391989362031481","0,584959231787613","18","4","1","4","0,320893109232047","0,291323419537931","0,393509104236544","0,584959231787613"
"aew__k4_sigma_corr0_5_sigma_dist1","temporal_laplacian","aew__k4_sigma_corr0_5_sigma_dist1|temporal_laplacian","0,28237669160833","0,338132373664765","0,160822015358072","2,05581548851753E-05","0,428500767550006","0,569530064404677","18","4","1","4","0,362787699287367","0,338132373664765","0,443198706966403","0,569530064404677"
"nnk__k4","temporal_laplacian","nnk__k4|temporal_laplacian","0,304102916597001","0,37518490135727","0,171451838384865","1,64779802782516E-05","0,454897241206846","0,563795442357015","18","4","1","4","0,389828835789433","0,37518490135727","0,475554754981866","0,563795442357015"
"knng__k4_sigma1","graph_time_tikhonov","knng__k4_sigma1|graph_time_tikhonov","0,307970882808158","0,375615455147373","0,172793381378679","1,80766181950535E-05","0,443846913072522","0,561070513559933","18","4","1","4","0,394367573497497","0,375615455147373","0,480764264186836","0,561070513559933"
"knn__k3","graph_time_tikhonov","knn__k3|graph_time_tikhonov","0,308423965735881","0,374584436254223","0,173160426543901","1,67713888014786E-05","0,448749783816145","0,561436353140556","18","4","1","4","0,395004179007831","0,374584436254223","0,481584392279782","0,561436353140556"
"knng__k4_sigma1","puy","knng__k4_sigma1|puy","0,313673646817346","0,387911542154082","0,1765821776224","1,90922009305383E-05","0,461878188341541","0,562948718880504","18","4","1","4","0,401964735628546","0,387911542154082","0,490255824439746","0,562948718880504"
"knn__k3","puy","knn__k3|puy","0,315716659060281","0,385488513937459","0,177723645498791","1,70405536584117E-05","0,455589919325554","0,56292134228133","18","4","1","4","0,404578481809677","0,385488513937459","0,493440304559072","0,56292134228133"
"aew__k4_sigma_corr0_5_sigma_dist1","sobolev","aew__k4_sigma_corr0_5_sigma_dist1|sobolev","0,320548503200351","0,392173081614026","0,179286603689433","2,37441499813435E-05","0,463797555856761","0,559311935321607","18","4","1","4","0,410191805045068","0,392173081614026","0,499835106889784","0,559311935321607"
"vknng__alpha1_k4_k_max8_k_min2","graph_time_tikhonov","vknng__alpha1_k4_k_max8_k_min2|graph_time_tikhonov","0,32917127342803","0,404184059003174","0,183545832813292","1,81979431939505E-05","0,469051839595237","0,557599789622659","18","4","1","4","0,420944189834676","0,404184059003174","0,512717106241322","0,557599789622659"
"knn__k3","temporal_laplacian","knn__k3|temporal_laplacian","0,343080438291516","0,427006247204931","0,19075243197273","2,25822466711759E-05","0,493510648864981","0,555999149711496","18","4","1","4","0,438456654277881","0,427006247204931","0,533832870264246","0,555999149711496"
"knng__k4_sigma1","temporal_laplacian","knng__k4_sigma1|temporal_laplacian","0,343804600468123","0,424909239200832","0,191047990648551","2,47443668932137E-05","0,490351121037549","0,555687708624087","18","4","1","4","0,439328595792398","0,424909239200832","0,534852591116673","0,555687708624087"
"knn__k5","graph_time_tikhonov","knn__k5|graph_time_tikhonov","0,344825506356343","0,42718650349791","0,191367003303268","1,94970718535292E-05","0,486564687613879","0,554967656903863","18","4","1","4","0,440509008007977","0,42718650349791","0,536192509659611","0,554967656903863"
"vknng__alpha1_k4_k_max8_k_min2","puy","vknng__alpha1_k4_k_max8_k_min2|puy","0,349198186150431","0,435067456580752","0,19444736422245","1,91642755048742E-05","0,497516489519337","0,556839559695434","18","4","1","4","0,446421868261656","0,435067456580752","0,543645550372881","0,556839559695434"
"vknng__alpha1_k4_k_max8_k_min2","temporal_laplacian","vknng__alpha1_k4_k_max8_k_min2|temporal_laplacian","0,358448698635108","0,448834545104461","0,198738309337696","2,48144426303739E-05","0,507545415015162","0,554440035894807","18","4","1","4","0,457817853303956","0,448834545104461","0,557187007972805","0,554440035894807"
"knn__k5","temporal_laplacian","knn__k5|temporal_laplacian","0,372916848359854","0,467384400716684","0,206306248811659","2,65880939664178E-05","0,5188617347074","0,553223190958054","18","4","1","4","0,476069972765684","0,467384400716684","0,579223097171513","0,553223190958054"
"knn__k5","puy","knn__k5|puy","0,373152302080386","0,470348781266524","0,206171591620974","2,14624060082573E-05","0,507760001279361","0,552513251215478","18","4","1","4","0,476238097890873","0,470348781266524","0,57932389370136","0,552513251215478"
"gaussian__sigma1","graph_time_tikhonov","gaussian__sigma1|graph_time_tikhonov","0,373434451580715","0,470708841616449","0,20659984206231","2,63235569810599E-05","0,524600388698704","0,55324258698626","18","4","1","4","0,476734372611869","0,470708841616449","0,580034293643024","0,55324258698626"
"nnk__k4","sobolev","nnk__k4|sobolev","0,378423059959004","0,47387297961127","0,209843572370636","2,16121232579595E-05","0,526719276520965","0,554521102369843","18","4","1","4","0,483344846144322","0,47387297961127","0,58826663232964","0,554521102369843"
"knn__k3","bgsrp","knn__k3|bgsrp","0,384590581558975","0,484080966979679","0,213660862675306","2,38381681468872E-05","0,533535780796654","0,555554069496999","18","4","1","4","0,491421012896628","0,484080966979679","0,598251444234281","0,555554069496999"
"knng__k4_sigma1","bgsrp","knng__k4_sigma1|bgsrp","0,386149062588713","0,472871239174657","0,215301179140416","2,24698401832833E-05","0,559713053747013","0,557559761241044","18","4","1","4","0,493799652158921","0,472871239174657","0,601450241729129","0,557559761241044"
"vknng__alpha1_k4_k_max8_k_min2","bgsrp","vknng__alpha1_k4_k_max8_k_min2|bgsrp","0,386820291616526","0,472646566309563","0,215289328483558","2,28697513144917E-05","0,554283750111792","0,55656162085981","18","4","1","4","0,494464955858305","0,472646566309563","0,602109620100084","0,55656162085981"
"nnk__k4","bgsrp","nnk__k4|bgsrp","0,386285435539399","0,471699492186296","0,216427072052228","2,35811310530793E-05","0,568181052178323","0,560277587867154","18","4","1","4","0,494498971565513","0,471699492186296","0,602712507591627","0,560277587867154"
"knn__k5","bgsrp","knn__k5|bgsrp","0,389731784058214","0,484615085575505","0,216469351720819","2,3818906321942E-05","0,541841584167353","0,555431608545648","18","4","1","4","0,497966459918624","0,484615085575505","0,606201135779033","0,555431608545648"
"gaussian__sigma1","temporal_laplacian","gaussian__sigma1|temporal_laplacian","0,394832053318114","0,501454833312265","0,218093776693662","3,38380510027251E-05","0,541779182838124","0,552371001444367","18","4","1","4","0,503878941664945","0,501454833312265","0,612925830011776","0,552371001444367"
"gaussian__sigma1","bgsrp","gaussian__sigma1|bgsrp","0,396194037950665","0,495887065582781","0,219319762712641","2,65321202724197E-05","0,543673761528929","0,553566539888093","18","4","1","4","0,505853919306985","0,495887065582781","0,615513800663306","0,553566539888093"
"aew__k4_sigma_corr0_5_sigma_dist1","bgsrp","aew__k4_sigma_corr0_5_sigma_dist1|bgsrp","0,397772739751608","0,480756398879774","0,224568114987977","2,22469185092112E-05","0,614575796963308","0,564563864100417","18","4","1","4","0,510056797245596","0,480756398879774","0,622340854739585","0,564563864100417"
"gaussian__sigma1","puy","gaussian__sigma1|puy","0,4191716089325","0,532521461633604","0,231127430318181","2,86801835641512E-05","0,571570930829334","0,551390946793345","18","4","1","4","0,534735324091591","0,532521461633604","0,650299039250682","0,551390946793345"
"knn__k3","sobolev","knn__k3|sobolev","0,431578397216551","0,551129218603618","0,237674339663363","2,6176828616866E-05","0,575327049131337","0,550709537818007","18","4","1","4","0,550415567048232","0,551129218603618","0,669252736879914","0,550709537818007"
"knng__k4_sigma1","sobolev","knng__k4_sigma1|sobolev","0,434260026794576","0,553850418909049","0,239054593967113","2,70536508584027E-05","0,574830281372143","0,550487217835033","18","4","1","4","0,553787323778132","0,553850418909049","0,673314620761688","0,550487217835033"
"vknng__alpha1_k4_k_max8_k_min2","sobolev","vknng__alpha1_k4_k_max8_k_min2|sobolev","0,446385813225897","0,570347207150105","0,245695626898562","2,71045794181255E-05","0,590739162689372","0,550410921715886","18","4","1","4","0,569233626675178","0,570347207150105","0,692081440124459","0,550410921715886"
"knn__k5","sobolev","knn__k5|sobolev","0,456282681317488","0,581992524089199","0,251053964999819","2,78880933696133E-05","0,601381120704377","0,550215853634672","18","4","1","4","0,581809663817398","0,581992524089199","0,707336646317307","0,550215853634672"
"kalofolias","tikhonov","kalofolias|tikhonov","0,462834162088827","0,588328093216136","0,255101276797893","9,19002401427672E-06","0,621607009888122","0,55117209941157","18","4","1","4","0,590384800487773","0,588328093216136","0,71793543888672","0,55117209941157"
"gaussian__sigma1","sobolev","gaussian__sigma1|sobolev","0,469948864969316","0,597441492067381","0,258596238288702","2,98760582921609E-05","0,620307481694592","0,550264629973276","18","4","1","4","0,599246984113667","0,597441492067381","0,728545103258018","0,550264629973276"
"kalofolias","bgsrp","kalofolias|bgsrp","0,47169542839453","0,604684083088509","0,259669860526888","1,91010223454137E-05","0,628044726149662","0,55050323767331","18","4","1","4","0,601530358657974","0,604684083088509","0,731365288921418","0,55050323767331"
"kalofolias","graph_time_tikhonov","kalofolias|graph_time_tikhonov","0,472231321173358","0,604165855724358","0,259966800076306","2,15182144576663E-05","0,628304524437203","0,550507322196173","18","4","1","4","0,602214721211511","0,604165855724358","0,732198121249664","0,550507322196173"
"kalofolias","puy","kalofolias|puy","0,473768828068517","0,606966970340555","0,260767468198584","2,44527658581002E-05","0,629377771624288","0,550410775782132","18","4","1","4","0,604152562167809","0,606966970340555","0,734536296267102","0,550410775782132"
"kalofolias","sobolev","kalofolias|sobolev","0,479808446608292","0,61516103107381","0,264011568868103","2,91593692169717E-05","0,632301076646349","0,550243687318072","18","4","1","4","0,611814231042343","0,61516103107381","0,743820015476395","0,550243687318072"
"kalofolias","temporal_laplacian","kalofolias|temporal_laplacian","0,484555902434528","0,620043993317081","0,266538634287214","2,73589066111932E-05","0,631845727935846","0,550067872350864","18","4","1","4","0,617825219578134","0,620043993317081","0,751094536721741","0,550067872350864"
"kalofolias","heat_diffusion_temporal","kalofolias|heat_diffusion_temporal","1,23712238157749","1,2283397114927","0,901119977475515","2,30008218211323E-06","2,46974966200935","0,728400028076828","18","4","1","4","1,68768237031525","1,2283397114927","2,138242359053","0,728400028076828"
