test_id,metric,group_a,group_b,statistic,p_value,decision
mae_trss_vs_tikhonov,mae,trss,tikhonov,250.0,0.00044608740262636016,reject_H0
rmse_trss_vs_tikhonov,rmse,trss,tikhonov,381.0,0.07973193251608636,fail_to_reject_H0
mae_tv_family_vs_instant,mae,tv_time,instant,44953.0,0.02770373876293835,fail_to_reject_H0
dtw_tv_family_vs_instant,dtw,tv_time,instant,,,insufficient_data
rmse_tv_family_vs_instant,rmse,tv_time,instant,33676.0,3.5235123930928932e-12,reject_H0
