method,missing_ratio,metric,mean,std,median,ci95_lo,ci95_hi,n
puy,0.3,snr,4.7819,6.8779,1.4686,-12.3036,21.8674,3
puy,0.3,dtw,,,,,,0
puy,0.4,mae,0.4963,0.135,0.536,0.1609,0.8316,3
puy,0.4,rmse,0.6442,0.0456,0.6221,0.531,0.7575,3
puy,0.4,snr,4.3463,6.2188,1.3421,-11.102,19.7946,3
puy,0.4,dtw,,,,,,0
rbfi_mq,0.1,mae,0.1077,0.0,0.1077,,,3
rbfi_mq,0.1,rmse,0.3731,0.0,0.3731,0.3731,0.3731,3
rbfi_mq,0.1,snr,-3.2889,0.0,-3.2889,-3.2889,-3.2889,3
rbfi_mq,0.1,dtw,,,,,,0
rbfi_mq,0.2,mae,0.167,0.0,0.167,0.167,0.167,3
rbfi_mq,0.2,rmse,0.4726,0.0,0.4726,,,3
rbfi_mq,0.2,snr,-3.6601,0.0,-3.6601,,,3
rbfi_mq,0.2,dtw,,,,,,0
rbfi_mq,0.3,mae,0.2725,0.0,0.2725,,,3
rbfi_mq,0.3,rmse,0.5928,0.0,0.5928,,,3
rbfi_mq,0.3,snr,-3.513,0.0,-3.513,-3.513,-3.513,3
rbfi_mq,0.3,dtw,,,,,,0
rbfi_mq,0.4,mae,0.3701,0.0,0.3701,,,3
rbfi_mq,0.4,rmse,0.7398,0.0,0.7398,0.7398,0.7398,3
rbfi_mq,0.4,snr,-4.4888,0.0,-4.4888,,,3
rbfi_mq,0.4,dtw,,,,,,0
rbfi_tps,0.1,mae,0.0951,0.0,0.0951,,,3
rbfi_tps,0.1,rmse,0.3316,0.0,0.3316,,,3
rbfi_tps,0.1,snr,-2.2661,0.0,-2.2661,,,3
rbfi_tps,0.1,dtw,,,,,,0
rbfi_tps,0.2,mae,0.1479,0.0,0.1479,,,3
rbfi_tps,0.2,rmse,0.4116,0.0,0.4116,,,3
rbfi_tps,0.2,snr,-2.465,0.0,-2.465,,,3
rbfi_tps,0.2,dtw,,,,,,0
rbfi_tps,0.3,mae,0.2493,0.0,0.2493,,,3
rbfi_tps,0.3,rmse,0.5384,0.0,0.5384,,,3
rbfi_tps,0.3,snr,-2.685,0.0,-2.685,,,3
rbfi_tps,0.3,dtw,,,,,,0
rbfi_tps,0.4,mae,0.3169,0.0,0.3169,,,3
rbfi_tps,0.4,rmse,0.6306,0.0,0.6306,,,3
rbfi_tps,0.4,snr,-3.2061,0.0,-3.2061,,,3
rbfi_tps,0.4,dtw,,,,,,0
sobolev,0.1,mae,0.5469,0.1018,0.5963,0.294,0.7998,3
sobolev,0.1,rmse,0.6201,0.1085,0.6721,0.3507,0.8896,3
sobolev,0.1,snr,1.3962,1.7753,0.509,-3.0139,5.8064,3
sobolev,0.1,dtw,,,,,,0
sobolev,0.2,mae,0.5519,0.0961,0.5986,0.3133,0.7906,3
sobolev,0.2,rmse,0.6275,0.0999,0.6753,0.3793,0.8758,3
sobolev,0.2,snr,1.3049,1.672,0.469,-2.8487,5.4585,3
sobolev,0.2,dtw,,,,,,0
sobolev,0.3,mae,0.5626,0.0807,0.6018,0.3622,0.7629,3
