method,missing_ratio,metric,mean,std,median,ci95_lo,ci95_hi,n
bgsrp,0.1,mae,2.3e-05,2e-06,2.3e-05,2.1e-05,2.5e-05,8
bgsrp,0.1,rmse,3.4e-05,5e-06,3.6e-05,3.1e-05,3.8e-05,8
bgsrp,0.1,snr,5.6987,0.6698,5.9373,5.1387,6.2586,8
bgsrp,0.1,dtw,,,,,,0
bgsrp,0.2,mae,2.4e-05,2e-06,2.5e-05,2.2e-05,2.6e-05,8
bgsrp,0.2,rmse,3.6e-05,4e-06,3.7e-05,3.2e-05,3.9e-05,8
bgsrp,0.2,snr,5.3734,0.6614,5.355,4.8204,5.9263,8
bgsrp,0.2,dtw,,,,,,0
bgsrp,0.3,mae,2.5e-05,2e-06,2.6e-05,2.4e-05,2.7e-05,8
bgsrp,0.3,rmse,3.7e-05,4e-06,3.8e-05,3.5e-05,4e-05,8
bgsrp,0.3,snr,5.0468,0.7126,5.0966,4.4511,5.6426,8
bgsrp,0.3,dtw,,,,,,0
bgsrp,0.4,mae,3e-05,4e-06,3e-05,2.6e-05,3.4e-05,8
bgsrp,0.4,rmse,4.5e-05,1.2e-05,4.3e-05,3.5e-05,5.5e-05,8
bgsrp,0.4,snr,4.0863,0.5998,3.996,3.5849,4.5877,8
bgsrp,0.4,dtw,,,,,,0
directed_tv,0.1,mae,2e-06,0.0,2e-06,2e-06,2e-06,8
directed_tv,0.1,rmse,1e-05,0.0,1e-05,1e-05,1e-05,8
directed_tv,0.1,snr,0.6542,0.0085,0.6577,0.647,0.6613,8
directed_tv,0.1,dtw,,,,,,0
directed_tv,0.2,mae,6e-06,0.0,6e-06,6e-06,6e-06,8
directed_tv,0.2,rmse,1.9e-05,0.0,1.9e-05,1.9e-05,1.9e-05,8
directed_tv,0.2,snr,0.9323,0.0037,0.9333,0.9292,0.9353,8
directed_tv,0.2,dtw,,,,,,0
directed_tv,0.3,mae,1.1e-05,0.0,1.1e-05,1.1e-05,1.1e-05,8
directed_tv,0.3,rmse,2.9e-05,0.0,2.9e-05,2.9e-05,2.9e-05,8
directed_tv,0.3,snr,0.6359,0.0017,0.6356,0.6345,0.6373,8
directed_tv,0.3,dtw,,,,,,0
directed_tv,0.4,mae,1.5e-05,0.0,1.5e-05,1.5e-05,1.5e-05,8
directed_tv,0.4,rmse,3.3e-05,0.0,3.3e-05,3.3e-05,3.3e-05,8
directed_tv,0.4,snr,0.6166,0.0043,0.6179,0.613,0.6202,8
directed_tv,0.4,dtw,,,,,,0
graph_time_tikhonov,0.1,mae,1.8e-05,5e-06,1.8e-05,1.4e-05,2.2e-05,8
graph_time_tikhonov,0.1,rmse,2.7e-05,7e-06,2.7e-05,2.1e-05,3.3e-05,8
graph_time_tikhonov,0.1,snr,7.457,2.3985,7.357,5.4518,9.4622,8
graph_time_tikhonov,0.1,dtw,,,,,,0
graph_time_tikhonov,0.2,mae,2e-05,4e-06,1.9e-05,1.6e-05,2.3e-05,8
graph_time_tikhonov,0.2,rmse,2.9e-05,6e-06,2.8e-05,2.3e-05,3.4e-05,8
graph_time_tikhonov,0.2,snr,6.8856,2.1304,6.8463,5.1046,8.6667,8
graph_time_tikhonov,0.2,dtw,,,,,,0
graph_time_tikhonov,0.3,mae,2.2e-05,4e-06,2.2e-05,1.9e-05,2.5e-05,8
graph_time_tikhonov,0.3,rmse,3.2e-05,5e-06,3.1e-05,2.7e-05,3.6e-05,8
graph_time_tikhonov,0.3,snr,6.2582,1.8977,6.102,4.6717,7.8448,8
graph_time_tikhonov,0.3,dtw,,,,,,0
graph_time_tikhonov,0.4,mae,2.5e-05,2e-06,2.5e-05,2.3e-05,2.7e-05,8
graph_time_tikhonov,0.4,rmse,3.6e-05,4e-06,3.6e-05,3.3e-05,3.9e-05,8
graph_time_tikhonov,0.4,snr,5.2232,1.3168,5.1278,4.1223,6.324,8
graph_time_tikhonov,0.4,dtw,,,,,,0
gsmooth,0.1,mae,2e-06,0.0,2e-06,2e-06,2e-06,8
gsmooth,0.1,rmse,9e-06,1e-06,8e-06,8e-06,1e-05,8
gsmooth,0.1,snr,1.6242,1.0402,2.1651,0.7546,2.4938,8
gsmooth,0.1,dtw,,,,,,0
gsmooth,0.2,mae,5e-06,0.0,5e-06,4e-06,5e-06,8
gsmooth,0.2,rmse,1.4e-05,1e-06,1.4e-05,1.3e-05,1.5e-05,8
gsmooth,0.2,snr,3.8023,0.4626,3.8783,3.4156,4.189,8
gsmooth,0.2,dtw,,,,,,0
gsmooth,0.3,mae,9e-06,0.0,9e-06,9e-06,9e-06,8
gsmooth,0.3,rmse,2.1e-05,1e-06,2.1e-05,2e-05,2.2e-05,8
gsmooth,0.3,snr,3.9503,0.717,4.0756,3.3509,4.5497,8
gsmooth,0.3,dtw,,,,,,0
gsmooth,0.4,mae,1.4e-05,1e-06,1.3e-05,1.3e-05,1.4e-05,8
gsmooth,0.4,rmse,2.7e-05,2e-06,2.7e-05,2.6e-05,2.9e-05,8
gsmooth,0.4,snr,2.5696,0.5107,2.6782,2.1427,2.9966,8
gsmooth,0.4,dtw,,,,,,0
gsp,0.1,mae,2e-06,0.0,2e-06,2e-06,2e-06,8
gsp,0.1,rmse,8e-06,1e-06,8e-06,7e-06,9e-06,8
gsp,0.1,snr,2.1357,1.3701,2.7877,0.9903,3.2812,8
gsp,0.1,dtw,,,,,,0
gsp,0.2,mae,5e-06,1e-06,5e-06,4e-06,5e-06,8
gsp,0.2,rmse,1.5e-05,2e-06,1.4e-05,1.3e-05,1.6e-05,8
gsp,0.2,snr,3.5141,0.6837,3.6667,2.9425,4.0856,8
gsp,0.2,dtw,,,,,,0
gsp,0.3,mae,9e-06,1e-06,9e-06,9e-06,1e-05,8
gsp,0.3,rmse,2.2e-05,1e-06,2.2e-05,2.1e-05,2.3e-05,8
gsp,0.3,snr,4.0266,0.8747,4.1439,3.2953,4.7578,8
gsp,0.3,dtw,,,,,,0
gsp,0.4,mae,1.5e-05,2e-06,1.4e-05,1.3e-05,1.7e-05,8
gsp,0.4,rmse,3e-05,5e-06,2.9e-05,2.6e-05,3.5e-05,8
gsp,0.4,snr,1.8841,1.1944,2.285,0.8855,2.8826,8
gsp,0.4,dtw,,,,,,0
heat_diffusion_temporal,0.1,mae,2e-06,0.0,2e-06,2e-06,2e-06,8
heat_diffusion_temporal,0.1,rmse,9e-06,1e-06,9e-06,9e-06,1e-05,8
heat_diffusion_temporal,0.1,snr,0.9791,0.5639,1.2355,0.5076,1.4505,8
heat_diffusion_temporal,0.1,dtw,,,,,,0
heat_diffusion_temporal,0.2,mae,5e-06,0.0,5e-06,5e-06,5e-06,8
heat_diffusion_temporal,0.2,rmse,1.6e-05,1e-06,1.5e-05,1.5e-05,1.7e-05,8
heat_diffusion_temporal,0.2,snr,2.6858,0.884,2.6317,1.9468,3.4249,8
heat_diffusion_temporal,0.2,dtw,,,,,,0
heat_diffusion_temporal,0.3,mae,1e-05,0.0,1e-05,1e-05,1e-05,8
heat_diffusion_temporal,0.3,rmse,2.5e-05,1e-06,2.4e-05,2.3e-05,2.6e-05,8
heat_diffusion_temporal,0.3,snr,2.192,0.5667,2.2594,1.7182,2.6658,8
heat_diffusion_temporal,0.3,dtw,,,,,,0
heat_diffusion_temporal,0.4,mae,1.4e-05,1e-06,1.4e-05,1.3e-05,1.4e-05,8
heat_diffusion_temporal,0.4,rmse,3e-05,2e-06,2.9e-05,2.8e-05,3.1e-05,8
heat_diffusion_temporal,0.4,snr,1.8616,0.7006,1.9835,1.276,2.4473,8
heat_diffusion_temporal,0.4,dtw,,,,,,0
idw,0.1,mae,2e-06,0.0,2e-06,,,8
idw,0.1,rmse,9e-06,0.0,9e-06,,,8
idw,0.1,snr,1.5542,0.0,1.5542,,,8
idw,0.1,dtw,,,,,,0
idw,0.2,mae,5e-06,0.0,5e-06,,,8
idw,0.2,rmse,1.6e-05,0.0,1.6e-05,,,8
idw,0.2,snr,3.524,0.0,3.524,,,8
idw,0.2,dtw,,,,,,0
idw,0.3,mae,9e-06,0.0,9e-06,,,8
idw,0.3,rmse,2e-05,0.0,2e-05,,,8
idw,0.3,snr,4.3086,0.0,4.3086,,,8
idw,0.3,dtw,,,,,,0
idw,0.4,mae,1.4e-05,0.0,1.4e-05,,,8
idw,0.4,rmse,2.8e-05,0.0,2.8e-05,,,8
idw,0.4,snr,2.5329,0.0,2.5329,,,8
idw,0.4,dtw,,,,,,0
linear,0.1,mae,2e-06,0.0,2e-06,,,8
linear,0.1,rmse,1e-05,0.0,1e-05,,,8
linear,0.1,snr,0.2859,0.0,0.2859,,,8
linear,0.1,dtw,,,,,,0
linear,0.2,mae,3e-06,0.0,3e-06,,,8
linear,0.2,rmse,1.1e-05,0.0,1.1e-05,,,8
linear,0.2,snr,6.7948,0.0,6.7948,,,8
linear,0.2,dtw,,,,,,0
linear,0.3,mae,9e-06,0.0,9e-06,,,8
linear,0.3,rmse,2.3e-05,0.0,2.3e-05,,,8
linear,0.3,snr,3.9536,0.0,3.9536,,,8
linear,0.3,dtw,,,,,,0
linear,0.4,mae,1.5e-05,0.0,1.5e-05,,,8
linear,0.4,rmse,3.3e-05,0.0,3.3e-05,,,8
linear,0.4,snr,1.8478,0.0,1.8478,,,8
linear,0.4,dtw,,,,,,0
mean,0.1,mae,2e-06,0.0,2e-06,,,8
mean,0.1,rmse,1e-05,0.0,1e-05,,,8
mean,0.1,snr,-0.0448,0.0,-0.0448,,,8
mean,0.1,dtw,,,,,,0
mean,0.2,mae,5e-06,0.0,5e-06,,,8
mean,0.2,rmse,1.4e-05,0.0,1.4e-05,,,8
mean,0.2,snr,3.8761,0.0,3.8761,,,8
mean,0.2,dtw,,,,,,0
mean,0.3,mae,9e-06,0.0,9e-06,,,8
mean,0.3,rmse,2.2e-05,0.0,2.2e-05,,,8
mean,0.3,snr,2.9275,0.0,2.9275,,,8
mean,0.3,dtw,,,,,,0
mean,0.4,mae,1.3e-05,0.0,1.3e-05,,,8
mean,0.4,rmse,2.6e-05,0.0,2.6e-05,,,8
mean,0.4,snr,2.6769,0.0,2.6769,,,8
mean,0.4,dtw,,,,,,0
nearest,0.1,mae,3e-06,0.0,3e-06,,,8
nearest,0.1,rmse,1.6e-05,0.0,1.6e-05,,,8
nearest,0.1,snr,-2.7248,0.0,-2.7248,,,8
nearest,0.1,dtw,,,,,,0
nearest,0.2,mae,5e-06,0.0,5e-06,,,8
nearest,0.2,rmse,1.8e-05,0.0,1.8e-05,,,8
nearest,0.2,snr,3.4957,0.0,3.4957,,,8
nearest,0.2,dtw,,,,,,0
nearest,0.3,mae,9e-06,0.0,9e-06,,,8
nearest,0.3,rmse,2e-05,0.0,2e-05,,,8
nearest,0.3,snr,4.9618,0.0,4.9618,,,8
nearest,0.3,dtw,,,,,,0
nearest,0.4,mae,1.5e-05,0.0,1.5e-05,,,8
nearest,0.4,rmse,3.7e-05,0.0,3.7e-05,,,8
nearest,0.4,snr,2.5506,0.0,2.5506,,,8
nearest,0.4,dtw,,,,,,0
puy,0.1,mae,1.8e-05,7e-06,1.9e-05,1.2e-05,2.4e-05,8
puy,0.1,rmse,2.8e-05,1.1e-05,3e-05,1.9e-05,3.7e-05,8
puy,0.1,snr,8.4559,4.7246,7.4285,4.506,12.4058,8
puy,0.1,dtw,,,,,,0
puy,0.2,mae,2e-05,6e-06,2e-05,1.5e-05,2.5e-05,8
puy,0.2,rmse,3.1e-05,8e-06,3.1e-05,2.4e-05,3.8e-05,8
puy,0.2,snr,7.9276,4.386,6.9879,4.2609,11.5944,8
puy,0.2,dtw,,,,,,0
puy,0.3,mae,2.2e-05,5e-06,2.3e-05,1.7e-05,2.6e-05,8
puy,0.3,rmse,3.3e-05,7e-06,3.3e-05,2.7e-05,3.9e-05,8
puy,0.3,snr,7.1606,3.7216,6.268,4.0493,10.272,8
puy,0.3,dtw,,,,,,0
puy,0.4,mae,2.6e-05,3e-06,2.7e-05,2.4e-05,2.9e-05,8
puy,0.4,rmse,4.1e-05,8e-06,4e-05,3.4e-05,4.7e-05,8
puy,0.4,snr,5.9968,3.0106,5.0989,3.4799,8.5137,8
puy,0.4,dtw,,,,,,0
rbfi_mq,0.1,mae,2e-06,0.0,2e-06,,,8
rbfi_mq,0.1,rmse,1e-05,0.0,1e-05,,,8
rbfi_mq,0.1,snr,1.3653,0.0,1.3653,,,8
rbfi_mq,0.1,dtw,,,,,,0
rbfi_mq,0.2,mae,7e-06,0.0,7e-06,,,8
rbfi_mq,0.2,rmse,2.2e-05,0.0,2.2e-05,,,8
rbfi_mq,0.2,snr,0.8382,0.0,0.8382,,,8
rbfi_mq,0.2,dtw,,,,,,0
rbfi_mq,0.3,mae,1e-05,0.0,1e-05,,,8
