test_id,metric,group_a,group_b,p_value,decision
mae_tv_family_vs_instant,mae,tv_time,instant,0.6826043078063462,not_significant
rmse_tv_family_vs_instant,rmse,tv_time,instant,0.6866223995312992,not_significant
mae_trss_vs_tikhonov,mae,trss,tikhonov,1.0095115913404039e-05,significant
