method,missing_ratio,metric,mean,std,median,ci95_lo,ci95_hi,n
bgsrp,0.1,mae,0.4753,0.0596,0.4549,0.4255,0.5252,8
bgsrp,0.1,rmse,0.5714,0.0517,0.5518,0.5281,0.6146,8
bgsrp,0.1,snr,2.3589,0.9023,2.6288,1.6046,3.1133,8
bgsrp,0.1,dtw,,,,,,0
bgsrp,0.2,mae,0.4895,0.0551,0.4693,0.4434,0.5356,8
bgsrp,0.2,rmse,0.601,0.0418,0.5894,0.5661,0.6359,8
bgsrp,0.2,snr,2.2243,0.8637,2.5255,1.5023,2.9464,8
bgsrp,0.2,dtw,,,,,,0
directed_tv,0.1,mae,0.0718,0.0094,0.0685,0.0639,0.0797,8
directed_tv,0.1,rmse,0.2556,0.0402,0.2418,0.222,0.2892,8
directed_tv,0.1,snr,-0.8682,1.2092,-0.4664,-1.8791,0.1427,8
directed_tv,0.1,dtw,,,,,,0
directed_tv,0.2,mae,0.1411,0.008,0.1383,0.1344,0.1479,8
directed_tv,0.2,rmse,0.3504,0.0217,0.3423,0.3322,0.3685,8
directed_tv,0.2,snr,-0.3835,0.6212,-0.3014,-0.9029,0.1358,8
directed_tv,0.2,dtw,,,,,,0
graph_time_tikhonov,0.1,mae,0.3664,0.1382,0.3551,0.2509,0.482,8
graph_time_tikhonov,0.1,rmse,0.4397,0.1317,0.4204,0.3296,0.5499,8
graph_time_tikhonov,0.1,snr,5.7667,4.1466,5.1758,2.3001,9.2333,8
graph_time_tikhonov,0.1,dtw,,,,,,0
graph_time_tikhonov,0.2,mae,0.3947,0.1254,0.3847,0.2898,0.4996,8
graph_time_tikhonov,0.2,rmse,0.4841,0.108,0.4666,0.3938,0.5744,8
graph_time_tikhonov,0.2,snr,5.2444,3.7954,4.7126,2.0713,8.4174,8
graph_time_tikhonov,0.2,dtw,,,,,,0
gsmooth,0.1,mae,0.0657,0.0006,0.0657,0.0652,0.0663,8
gsmooth,0.1,rmse,0.2317,0.002,0.2319,0.23,0.2333,8
gsmooth,0.1,snr,-0.1103,0.0766,-0.122,-0.1744,-0.0463,8
gsmooth,0.1,dtw,,,,,,0
gsmooth,0.2,mae,0.1338,0.005,0.1347,0.1296,0.138,8
gsmooth,0.2,rmse,0.3312,0.0083,0.3316,0.3243,0.3382,8
gsmooth,0.2,snr,0.0146,0.4311,-0.0902,-0.3459,0.375,8
gsmooth,0.2,dtw,,,,,,0
gsp,0.1,mae,0.0688,0.0023,0.0695,0.0669,0.0708,8
gsp,0.1,rmse,0.2458,0.0076,0.2475,0.2394,0.2521,8
gsp,0.1,snr,-0.6003,0.2683,-0.6842,-0.8246,-0.3761,8
gsp,0.1,dtw,,,,,,0
gsp,0.2,mae,0.141,0.0107,0.141,0.1321,0.1499,8
gsp,0.2,rmse,0.3592,0.0258,0.3561,0.3377,0.3808,8
gsp,0.2,snr,-0.5258,0.9482,-0.6135,-1.3186,0.2669,8
gsp,0.2,dtw,,,,,,0
heat_diffusion_temporal,0.1,mae,0.1312,0.1857,0.0657,-0.0241,0.2864,8
heat_diffusion_temporal,0.1,rmse,0.4293,0.5679,0.2289,-0.0454,0.9041,8
heat_diffusion_temporal,0.1,snr,-2.255,6.398,-0.0061,-7.6038,3.0939,8
heat_diffusion_temporal,0.1,dtw,,,,,,0
heat_diffusion_temporal,0.2,mae,0.27,0.3845,0.1346,-0.0514,0.5915,8
heat_diffusion_temporal,0.2,rmse,0.6228,0.832,0.3285,-0.0727,1.3184,8
heat_diffusion_temporal,0.2,snr,-2.2799,6.467,-0.0148,-7.6864,3.1266,8
heat_diffusion_temporal,0.2,dtw,,,,,,0
idw,0.1,mae,0.0661,0.0,0.0661,,,8
idw,0.1,rmse,0.2334,0.0,0.2334,,,8
idw,0.1,snr,-0.175,0.0,-0.175,,,8
idw,0.1,dtw,,,,,,0
idw,0.2,mae,0.1346,0.0,0.1346,,,8
idw,0.2,rmse,0.3321,0.0,0.3321,,,8
idw,0.2,snr,-0.099,0.0,-0.099,,,8
idw,0.2,dtw,,,,,,0
