Dataset,Familia,Combinacion,n_rows,MAE,RMSE,DTW,SNR,LSD,COHERENCE_MEAN
mne_sample,GSP Instantáneo,mne_sample | aew | sobolev,60,0.4974412066067319,0.6531034609951178,4.523577986047633,3.7519261699603983,2.4602579468763257,0.7849892273277621
mne_sample,GSP Instantáneo,mne_sample | aew | tikhonov,60,0.03772653436484042,0.10355538840679887,0.70481547855085,21.822177597071,2.203045121408479,0.9729309946723439
mne_sample,GSP Instantáneo,mne_sample | epsilon_ball | bgsrp,60,0.09323280237416705,0.22852234770550775,1.3901817288391258,13.30680947250629,2.4960065875416433,0.8487969725491901
mne_sample,GSP Instantáneo,mne_sample | epsilon_ball | idw,60,0.03892809935155729,0.1051808693577754,0.730316610060126,21.322817317003352,2.210735561017725,0.9729107575935471
mne_sample,GSP Instantáneo,mne_sample | epsilon_ball | sobolev,60,0.4895233160353001,0.6120554089797196,4.944347953599471,4.279653745206876,2.23793761846254,0.6745530005711806
mne_sample,GSP Instantáneo,mne_sample | epsilon_ball | tikhonov,60,0.1592119274101849,0.21269341750138113,1.539898180320409,14.030230922928743,2.1526291435126246,0.7978713117050835
mne_sample,GSP Instantáneo,mne_sample | kalofolias | bgsrp,60,0.09540018560495399,0.23167920982954351,1.4134173223284816,13.176183505047698,2.499126711839992,0.8461770313678171
mne_sample,GSP Instantáneo,mne_sample | kalofolias | idw,60,0.03892809935155729,0.1051808693577754,0.730316610060126,21.322817317003352,2.210735561017725,0.9729107575935471
mne_sample,GSP Instantáneo,mne_sample | kalofolias | sobolev,60,0.4895724940653116,0.6121182715827104,4.943953796038536,4.2787412118520205,2.23827972041624,0.67287954410164
mne_sample,GSP Instantáneo,mne_sample | kalofolias | tikhonov,60,0.20400379579466885,0.2683359841327851,1.830742309334504,11.996590481795781,2.1272039892103907,0.6736706708812352
mne_sample,GSP Instantáneo,mne_sample | knn__k3 | bgsrp,30,0.08480609065141324,0.21901272658973664,1.3057785404728648,13.736832588551582,2.485156951655458,0.8572667479582379
mne_sample,GSP Instantáneo,mne_sample | knn__k3 | idw,30,0.03892809935155729,0.1051808693577754,0.730316610060126,21.322817317003352,2.210735561017725,0.9729107575935471
mne_sample,GSP Instantáneo,mne_sample | knn__k3 | sobolev,30,0.4804819498945741,0.6019538480253601,4.860143801391031,4.427578896057086,2.299380252522495,0.8377799467731987
mne_sample,GSP Instantáneo,mne_sample | knn__k3 | tikhonov,30,0.06475743132151442,0.11190807214483747,0.7969022692578923,20.801424656179982,2.177060340188221,0.9588977976264973
mne_sample,GSP Instantáneo,mne_sample | knn__k5 | bgsrp,30,0.08304117323497326,0.21618778506126887,1.2852148712182256,13.832280860368334,2.4832779544714874,0.8587121986622541
mne_sample,GSP Instantáneo,mne_sample | knn__k5 | idw,30,0.03892809935155729,0.1051808693577754,0.730316610060126,21.322817317003352,2.210735561017725,0.9729107575935471
mne_sample,GSP Instantáneo,mne_sample | knn__k5 | sobolev,30,0.4846899171004228,0.6062302431092338,4.928601772691466,4.363648839617942,2.271037488463073,0.7635861503386177
mne_sample,GSP Instantáneo,mne_sample | knn__k5 | tikhonov,30,0.08187780003060126,0.1249047161448298,0.9232933899768168,19.208761685515626,2.1640149680349428,0.9427993101086842
mne_sample,GSP Instantáneo,mne_sample | knn__k7 | bgsrp,30,0.0842417122011958,0.21696810498735053,1.2965727955185677,13.77922096619309,2.48469274840245,0.8574928007767763
mne_sample,GSP Instantáneo,mne_sample | knn__k7 | idw,30,0.03892809935155729,0.1051808693577754,0.730316610060126,21.322817317003352,2.210735561017725,0.9729107575935471
mne_sample,GSP Instantáneo,mne_sample | knn__k7 | sobolev,30,0.48698885731634406,0.6088834293439954,4.939186786760672,4.3250762428270795,2.245458470735029,0.722317775445506
mne_sample,GSP Instantáneo,mne_sample | knn__k7 | tikhonov,30,0.0963769349811555,0.13912659688604753,1.0450720655904866,17.967116791559096,2.1621369634291123,0.9221342166244142
mne_sample,GSP Instantáneo,mne_sample | knn__k9 | bgsrp,30,0.08624470340120843,0.219128924848576,1.3136940666306391,13.684327214126181,2.486326669205093,0.8564472425092645
mne_sample,GSP Instantáneo,mne_sample | knn__k9 | idw,30,0.03892809935155729,0.1051808693577754,0.730316610060126,21.322817317003352,2.210735561017725,0.9729107575935471
mne_sample,GSP Instantáneo,mne_sample | knn__k9 | sobolev,30,0.4883455810114411,0.6105849279294536,4.942523631187425,4.3006505011981355,2.240693324306441,0.697047027472974
mne_sample,GSP Instantáneo,mne_sample | knn__k9 | tikhonov,30,0.11036512803907834,0.15441958516379684,1.1625801087335381,16.91563368822976,2.1610504660521643,0.9009975871206396
mne_sample,GSP Instantáneo,mne_sample | knng | bgsrp,120,0.08421903588477316,0.21779324980151754,1.298310226860181,13.77143195260357,2.4845718869530566,0.8576840247825464
mne_sample,GSP Instantáneo,mne_sample | knng | idw,120,0.03892809935155729,0.1051808693577754,0.730316610060126,21.322817317003352,2.210735561017725,0.9729107575935471
mne_sample,GSP Instantáneo,mne_sample | knng | sobolev,120,0.48314942546761064,0.6047446314861701,4.896826311519516,4.386131925461256,2.278800157688859,0.7905687415667028
mne_sample,GSP Instantáneo,mne_sample | knng | tikhonov,120,0.07687568488961491,0.12190766553587558,0.8900553103606631,19.700260101217353,2.169887481159214,0.9457472121427662
mne_sample,GSP Instantáneo,mne_sample | nnk | bgsrp,60,0.0833835383027815,0.21750049023556275,1.2893395893898079,13.804099946646863,2.4848034930184855,0.857341450937087
mne_sample,GSP Instantáneo,mne_sample | nnk | idw,60,0.03892809935155729,0.1051808693577754,0.730316610060126,21.322817317003352,2.210735561017725,0.9729107575935471
mne_sample,GSP Instantáneo,mne_sample | nnk | sobolev,60,0.47885469243627554,0.6026486715768714,4.723941646722659,4.4234963533273355,2.3362775137444367,0.8961194867727029
mne_sample,GSP Instantáneo,mne_sample | nnk | tikhonov,60,0.04648921637685685,0.10152633045632073,0.6798221736855584,22.38349899285665,2.1886481655690244,0.9715886375487912
mne_sample,GSP Instantáneo,mne_sample | vknng | bgsrp,90,0.08324087306938087,0.2163373197524888,1.2902066974714594,13.822204694680899,2.4830399893642987,0.8584059125525523
mne_sample,GSP Instantáneo,mne_sample | vknng | idw,90,0.03892809935155729,0.1051808693577754,0.7303166100601262,21.322817317003352,2.210735561017725,0.9729107575935471
mne_sample,GSP Instantáneo,mne_sample | vknng | sobolev,90,0.48510207875360023,0.6067559051932985,4.930253229647544,4.355892074991355,2.260942714002547,0.7547008175129881
mne_sample,GSP Instantáneo,mne_sample | vknng | tikhonov,90,0.08432068555821937,0.12716774693804864,0.9444791026433276,18.99807023343745,2.1648126105899776,0.9387901942182368
mne_sample,TV/Tiempo,mne_sample | aew | temporal_laplacian,60,0.031283895159462775,0.1123466016318944,0.74325577246847,20.903223922194666,2.254603699438983,0.9671980018324321
mne_sample,TV/Tiempo,mne_sample | aew | trss,60,0.191670373463906,0.4733805557469299,3.0033503762625964,6.902246022172294,2.636389847419293,0.7860466040116396
mne_sample,TV/Tiempo,mne_sample | aew | tv,60,0.03826081328984294,0.10469394086140543,0.7116492002222709,21.66388072765373,2.206534770627019,0.9726431721257767
mne_sample,TV/Tiempo,mne_sample | epsilon_ball | temporal_laplacian,60,0.048345179693208284,0.1258294063769892,0.884850289551387,19.0666704102078,2.247834133276793,0.95985503347255
mne_sample,TV/Tiempo,mne_sample | epsilon_ball | trss,60,0.03893910935751288,0.10185098409401915,0.7447412963724146,21.08285054250695,2.2163808597664607,0.9719595697183342
mne_sample,TV/Tiempo,mne_sample | epsilon_ball | tv,60,0.05104500643608879,0.13273303889473992,0.9241533647459659,18.561511023450734,2.2555788723841204,0.9559472237661594
mne_sample,TV/Tiempo,mne_sample | kalofolias | temporal_laplacian,60,0.06857027746088153,0.17469781486296468,1.195042996110351,15.796896256192875,2.3275411696547854,0.9280016814472883
mne_sample,TV/Tiempo,mne_sample | kalofolias | trss,60,0.05526499286699514,0.1399032093445984,0.9910403144491419,17.85735934346553,2.283487926726031,0.9512890250177103
mne_sample,TV/Tiempo,mne_sample | kalofolias | tv,60,0.0510528236174071,0.1327567902274739,0.9243069698908875,18.55886089503518,2.255652483795184,0.9559387363788238
mne_sample,TV/Tiempo,mne_sample | knn__k3 | temporal_laplacian,30,0.029643246018532913,0.08278768030008012,0.6167541400355181,23.492598888796522,2.186033807422665,0.9831831944273347
mne_sample,TV/Tiempo,mne_sample | knn__k3 | trss,30,0.029395854504450696,0.08138590791661597,0.5744889351453129,24.46129060935766,2.1737832101054293,0.9828717869350433
mne_sample,TV/Tiempo,mne_sample | knn__k3 | tv,30,0.04683060312741993,0.12174399337304874,0.8570040238919846,19.474097860573227,2.2395399553858324,0.9625866958253836
mne_sample,TV/Tiempo,mne_sample | knn__k5 | temporal_laplacian,30,0.032393782113513535,0.08775063610273019,0.6431490023465132,22.872768688598075,2.1957623047666055,0.9808231137318344
mne_sample,TV/Tiempo,mne_sample | knn__k5 | trss,30,0.029840907278057754,0.08065750055659592,0.5828691769354675,23.98464707963526,2.178337582916797,0.9829990781916019
mne_sample,TV/Tiempo,mne_sample | knn__k5 | tv,30,0.049397735970913174,0.1282048052087252,0.8967229766147067,18.92686129755524,2.248326497195093,0.9585876904767706
mne_sample,TV/Tiempo,mne_sample | knn__k7 | temporal_laplacian,30,0.034999813963112504,0.09329972408198738,0.6771647677884604,22.106385311141665,2.203068539737717,0.9776979203811589
mne_sample,TV/Tiempo,mne_sample | knn__k7 | trss,30,0.030920815256464007,0.08256727182183997,0.603301793686062,23.468689219413054,2.1867085910335216,0.9817082282328429
mne_sample,TV/Tiempo,mne_sample | knn__k7 | tv,30,0.0502179387053722,0.13040156956042062,0.9104623403313735,18.74641081675897,2.2523302193092922,0.9572411332092283
mne_sample,TV/Tiempo,mne_sample | knn__k9 | temporal_laplacian,30,0.037175462307682205,0.0983720878224934,0.7104318770045202,21.518282901899116,2.2064228910003,0.9752763290346989
mne_sample,TV/Tiempo,mne_sample | knn__k9 | trss,30,0.03198310260794674,0.0847987917355541,0.6244680570716057,23.04873884281482,2.182998448114979,0.980719240222123
mne_sample,TV/Tiempo,mne_sample | knn__k9 | tv,30,0.0506450292677648,0.13159476520242042,0.9174265393780698,18.65286497213348,2.252863143807457,0.9565738780587325
mne_sample,TV/Tiempo,mne_sample | knng | temporal_laplacian,120,0.031657159518041836,0.08663302412708274,0.6383376822649899,22.99345483666457,2.192580596194487,0.9812342712096827
mne_sample,TV/Tiempo,mne_sample | knng | trss,120,0.029883418013395422,0.08149157345975641,0.5837009678606367,24.096074837912784,2.177994960003766,0.9826171124176427
mne_sample,TV/Tiempo,mne_sample | knng | tv,120,0.04831117374563619,0.12550371034316313,0.8801758983117574,19.1570898067594,2.2448822243159516,0.9602627665356959
mne_sample,TV/Tiempo,mne_sample | nnk | temporal_laplacian,60,0.026727793311739634,0.08240517643089394,0.6150427608070184,23.34431293824268,2.2007065151221243,0.9847627778185003
mne_sample,TV/Tiempo,mne_sample | nnk | trss,60,0.03368454579737458,0.09282258940197449,0.6467827707334763,23.295062348196144,2.1938373396425948,0.9807989905773632
mne_sample,TV/Tiempo,mne_sample | nnk | tv,60,0.04152455915890713,0.10928586159468871,0.7721645823142177,20.647253451902127,2.212620934011032,0.9698842113575907
mne_sample,TV/Tiempo,mne_sample | vknng | temporal_laplacian,90,0.03258605395266131,0.08820556022907476,0.645364976028611,22.808678424432344,2.1947879869263516,0.9804217072907161
mne_sample,TV/Tiempo,mne_sample | vknng | trss,90,0.029763259115441452,0.08062148652445351,0.5827125211789325,23.997311053224035,2.1785363756540477,0.9828811121555154
mne_sample,TV/Tiempo,mne_sample | vknng | tv,90,0.04958539672205731,0.128737380098659,0.9002905200002169,18.88132573034232,2.2495645888870306,0.9582421871020212
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | aew | ica,60,0.19785779305054133,0.4741714747603473,2.6278030786909934,6.939136447123563,2.475051697313252,0.8288374139831275
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | aew | linear,60,0.10112094386656582,0.2637867342507903,1.7723548215238005,12.784016132070395,2.3274434219976503,0.9296714695093525
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | aew | rbfi_tps,60,0.05790737504921721,0.15876324754839335,1.0926842188460504,17.95718694568509,2.2337979303429156,0.9749560652926189
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | aew | spherical_spline,60,0.07264225042380712,0.2087600721699376,1.3405594300138737,16.378404101319216,2.2640379712206906,0.9618019691159518
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | epsilon_ball | ica,60,0.19785779305054133,0.4741714747603473,2.6278030786909934,6.939136447123563,2.475051697313252,0.8288374139831275
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | epsilon_ball | linear,60,0.10112094386656582,0.2637867342507903,1.7723548215238005,12.784016132070395,2.3274434219976503,0.9296714695093525
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | epsilon_ball | rbfi_tps,60,0.05790737504921721,0.15876324754839335,1.0926842188460504,17.95718694568509,2.2337979303429156,0.9749560652926189
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | epsilon_ball | spherical_spline,60,0.07264225042380712,0.2087600721699376,1.3405594300138737,16.378404101319216,2.2640379712206906,0.9618019691159518
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | kalofolias | ica,60,0.19785779305054133,0.4741714747603473,2.6278030786909934,6.939136447123563,2.475051697313252,0.8288374139831275
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | kalofolias | linear,60,0.10112094386656582,0.2637867342507903,1.7723548215238005,12.784016132070395,2.3274434219976503,0.9296714695093525
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | kalofolias | rbfi_tps,60,0.05790737504921721,0.15876324754839335,1.0926842188460504,17.95718694568509,2.2337979303429156,0.9749560652926189
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | kalofolias | spherical_spline,60,0.07264225042380712,0.2087600721699376,1.3405594300138737,16.378404101319216,2.2640379712206906,0.9618019691159518
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knn__k3 | ica,30,0.19785779305054133,0.4741714747603473,2.6278030786909934,6.939136447123563,2.475051697313252,0.8288374139831275
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knn__k3 | linear,30,0.10112094386656582,0.2637867342507903,1.7723548215238005,12.784016132070395,2.3274434219976503,0.9296714695093525
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knn__k3 | rbfi_tps,30,0.05790737504921721,0.15876324754839335,1.0926842188460504,17.95718694568509,2.2337979303429156,0.9749560652926189
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knn__k3 | spherical_spline,30,0.07264225042380712,0.2087600721699376,1.3405594300138737,16.378404101319216,2.2640379712206906,0.9618019691159518
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knn__k5 | ica,30,0.19785779305054133,0.4741714747603473,2.6278030786909934,6.939136447123563,2.475051697313252,0.8288374139831275
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knn__k5 | linear,30,0.10112094386656582,0.2637867342507903,1.7723548215238005,12.784016132070395,2.3274434219976503,0.9296714695093525
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knn__k5 | rbfi_tps,30,0.05790737504921721,0.15876324754839335,1.0926842188460504,17.95718694568509,2.2337979303429156,0.9749560652926189
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knn__k5 | spherical_spline,30,0.07264225042380712,0.2087600721699376,1.3405594300138737,16.378404101319216,2.2640379712206906,0.9618019691159518
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knn__k7 | ica,30,0.19785779305054133,0.4741714747603473,2.6278030786909934,6.939136447123563,2.475051697313252,0.8288374139831275
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knn__k7 | linear,30,0.10112094386656582,0.2637867342507903,1.7723548215238005,12.784016132070395,2.3274434219976503,0.9296714695093525
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knn__k7 | rbfi_tps,30,0.05790737504921721,0.15876324754839335,1.0926842188460504,17.95718694568509,2.2337979303429156,0.9749560652926189
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knn__k7 | spherical_spline,30,0.07264225042380712,0.2087600721699376,1.3405594300138737,16.378404101319216,2.2640379712206906,0.9618019691159518
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knn__k9 | ica,30,0.19785779305054133,0.4741714747603473,2.6278030786909934,6.939136447123563,2.475051697313252,0.8288374139831275
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knn__k9 | linear,30,0.10112094386656582,0.2637867342507903,1.7723548215238005,12.784016132070395,2.3274434219976503,0.9296714695093525
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knn__k9 | rbfi_tps,30,0.05790737504921721,0.15876324754839335,1.0926842188460504,17.95718694568509,2.2337979303429156,0.9749560652926189
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knn__k9 | spherical_spline,30,0.07264225042380712,0.2087600721699376,1.3405594300138737,16.378404101319216,2.2640379712206906,0.9618019691159518
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knng | ica,120,0.19785779305054133,0.4741714747603473,2.6278030786909934,6.939136447123563,2.475051697313252,0.8288374139831275
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knng | linear,120,0.10112094386656582,0.2637867342507903,1.7723548215238005,12.784016132070395,2.3274434219976503,0.9296714695093525
physionet_eegmmidb_real,Baseline,physionet_eegmmidb_real | knng | rbfi_tps,120,0.05790737504921721,0.15876324754839335,1.0926842188460504,17.95718694568509,2.2337979303429156,0.9749560652926189
