dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error
synthetic_alpha,nnk__k4,linear,0.1,1,0.0634270409346891,0.244209901265437,-0.0777226940065491,,{},
synthetic_alpha,nnk__k4,nearest,0.1,1,0.0642770299551405,0.2523142036825606,-0.2761905701468088,,{},
synthetic_alpha,nnk__k4,mean,0.1,1,0.0589478976695532,0.2085273501920232,0.9476396031020364,,{},
synthetic_alpha,nnk__k4,idw,0.1,1,0.0625841043918718,0.2198587343426586,0.5658803059686505,,{'power': 1.5},
synthetic_alpha,nnk__k4,spherical_spline,0.1,1,0.1109596651986618,0.4071882526204173,-4.5856010357981205,,{},
synthetic_alpha,nnk__k4,rbfi_tps,0.1,1,0.088427217921455,0.3314997645390123,-2.570316269427729,,{},
synthetic_alpha,nnk__k4,rbfi_mq,0.1,1,0.0895496117788872,0.3334451921211877,-2.776695396371658,,{},
synthetic_alpha,nnk__k4,spline_surface,0.1,1,0.363683314967057,1.7420712241529503,-12.999275934669356,,{},
synthetic_alpha,nnk__k4,gsp,0.1,1,0.0806613954899022,0.2889288339162692,-1.7112303399613946,,{},
synthetic_alpha,nnk__k4,tikhonov,0.1,1,0.1177769413625251,0.2886600244592175,20.58439566767384,,{'alpha': 0.05},
synthetic_alpha,nnk__k4,bgsrp,0.1,1,0.4798334833687857,0.5911715386651247,2.2603186709381,,{'bandwidth': 8},
synthetic_alpha,nnk__k4,gsmooth,0.1,1,0.0647474281099512,0.2280214373234714,0.2262052079777743,,"{'lam': 0.3, 'n_iter': 30}",
synthetic_alpha,nnk__k4,puy,0.1,1,0.2032801843448572,0.3598466882530949,12.004534606570983,,{'alpha': 0.1},
synthetic_alpha,nnk__k4,sobolev,0.1,1,0.4682376668512258,0.534681799637914,2.643641378633625,,"{'alpha': 0.5, 'order': 2}",
synthetic_alpha,nnk__k4,graph_time_tikhonov,0.1,1,0.2429293142640945,0.3392091496166417,9.188371918235394,,"{'alpha': 0.3, 'beta': 0.1}",
synthetic_alpha,nnk__k4,trss,0.1,1,0.0757678322013789,0.2668395424780093,-1.0940193022110958,,"{'alpha': 0.5, 'beta': 0.1, 'n_iter': 40, 'lr': 0.02}",
synthetic_alpha,nnk__k4,tv,0.1,1,0.0659160278699153,0.2318128661892659,0.1272467216395493,,"{'lam': 0.4, 'n_iter': 30}",
synthetic_alpha,nnk__k4,temporal_laplacian,0.1,1,0.3346174239114829,0.3946104404287541,5.776230912967495,,"{'alpha': 0.3, 'beta': 0.3}",
synthetic_alpha,nnk__k4,heat_diffusion_temporal,0.1,1,0.0697197645090318,0.2407835488251842,-0.3151932710152595,,"{'alpha': 0.5, 'beta': 0.5, 'n_iter': 15}",
synthetic_alpha,nnk__k4,spline_temporal,0.1,1,,,,,{'alpha': 0.3},mae_null
synthetic_alpha,nnk__k4,wavelet_temporal,0.1,1,0.0767988329658661,0.2352475143679664,26.987616492570996,,"{'alpha': 0.3, 'wavelet_level': 1}",
synthetic_alpha,nnk__k4,directed_tv,0.1,1,0.1147354965787797,0.4046008761083261,-4.845265478077091,,"{'alpha': 0.5, 'beta': 0.2, 'n_iter': 15}",
synthetic_alpha,nnk__k4,linear,0.2,1,0.1771186437064046,0.4703932777932093,-3.080086717047249,,{},
synthetic_alpha,nnk__k4,nearest,0.2,1,0.1801851116769489,0.4795732212019263,-3.2924019221232665,,{},
synthetic_alpha,nnk__k4,mean,0.2,1,0.1208467294395676,0.3009477438018674,0.7809578833742317,,{},
synthetic_alpha,nnk__k4,idw,0.2,1,0.1289385495070781,0.3229735834621562,0.2143593625954422,,{'power': 1.5},
synthetic_alpha,nnk__k4,spherical_spline,0.2,1,0.2359994730172166,0.620458405288514,-5.408366276674806,,{},
