test_id,metric,group_a,group_b,statistic,p_value,decision
mae_trss_vs_tikhonov,mae,trss,tikhonov,47.0,0.0024136810641479356,reject_H0
rmse_trss_vs_tikhonov,rmse,trss,tikhonov,54.0,0.005603298066936478,reject_H0
mae_tv_family_vs_instant,mae,tv_time,instant,12909.0,0.6641033816827011,fail_to_reject_H0
dtw_tv_family_vs_instant,dtw,tv_time,instant,,,insufficient_data
rmse_tv_family_vs_instant,rmse,tv_time,instant,10757.0,0.033305182838673286,fail_to_reject_H0
