dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch,time_sec,lambda
bci_iv2a_real_s3,gaussian__sigma0.6,tv,0.2,0,7.313514169445541e-07,2.0469080101407505e-06,13.323990533588118,1.3869535146793677e-05,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.34793160000117496,0.05
bci_iv2a_real_s3,gaussian__sigma0.6,graph_time_tikhonov,0.2,0,2.3140530330205717e-06,3.050207083516962e-06,9.872860856444586,2.3576387689508388e-05,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.015740100003313273,0.05
bci_iv2a_real_s3,gaussian__sigma0.6,trss,0.2,0,3.156575960549606e-07,9.485940918322987e-07,20.59168537252106,7.156982227945375e-06,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.19911630000569858,0.05
bci_iv2a_real_s3,gaussian__sigma0.6,temporal_laplacian,0.2,0,4.487281717776665e-06,5.716853736321425e-06,3.781435899408893,4.302974050534521e-05,"{""alpha"": 0.05, ""beta"": 0.5}",,5,2.132943000004161,0.05
bci_iv2a_real_s3,gaussian__sigma0.6,tv,0.2,1,7.345818632365645e-07,2.1005024106348466e-06,13.247317923445868,1.4570926278797497e-05,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.20344509999267757,0.05
bci_iv2a_real_s3,gaussian__sigma0.6,graph_time_tikhonov,0.2,1,2.3107045461116228e-06,3.0751742695431217e-06,9.877035631084327,2.37031184477781e-05,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.008365499990759417,0.05
bci_iv2a_real_s3,gaussian__sigma0.6,trss,0.2,1,3.3032847625414186e-07,1.0120003074880152e-06,20.66046082865294,7.517488950344577e-06,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.020005700003821403,0.05
bci_iv2a_real_s3,gaussian__sigma0.6,temporal_laplacian,0.2,1,4.491030918841675e-06,5.711916362023906e-06,3.7738280785307707,4.2947610774648686e-05,"{""alpha"": 0.05, ""beta"": 0.5}",,5,4.657051800008048,0.05
bci_iv2a_real_s3,gaussian__sigma0.6,tv,0.2,0,7.313514171757985e-07,2.046908010743292e-06,13.32399053050131,1.3869535150528923e-05,"{""lam"": 0.1, ""n_iter"": 30}",,5,0.56523659999948,0.1
bci_iv2a_real_s3,gaussian__sigma0.6,graph_time_tikhonov,0.2,0,2.710313567354132e-06,3.517023729253762e-06,8.67463680985148,2.6641294366635818e-05,"{""alpha"": 0.1, ""beta"": 0.1}",,5,0.012650299991946667,0.1
bci_iv2a_real_s3,gaussian__sigma0.6,trss,0.2,0,3.455947649113918e-07,1.0211561108648531e-06,19.735964791742106,7.701260114149991e-06,"{""alpha"": 0.1, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.020573100002366118,0.1
bci_iv2a_real_s3,gaussian__sigma0.6,temporal_laplacian,0.2,0,5.371556814081211e-06,6.776053406568699e-06,2.310378278832096,5.089528761460625e-05,"{""alpha"": 0.1, ""beta"": 0.5}",,5,6.528764500006218,0.1
bci_iv2a_real_s3,gaussian__sigma0.6,tv,0.2,1,7.345818634535082e-07,2.1005024111634617e-06,13.247317920629818,1.4570926282492228e-05,"{""lam"": 0.1, ""n_iter"": 30}",,5,0.3346951999992598,0.1
bci_iv2a_real_s3,gaussian__sigma0.6,graph_time_tikhonov,0.2,1,2.7066775716618244e-06,3.5332879322154284e-06,8.692526015050563,2.6807534689454543e-05,"{""alpha"": 0.1, ""beta"": 0.1}",,5,0.01319820000207983,0.1
bci_iv2a_real_s3,gaussian__sigma0.6,trss,0.2,1,3.606739850370022e-07,1.0896937199067957e-06,19.766599411782888,8.208122291480885e-06,"{""alpha"": 0.1, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.4248985000012908,0.1
bci_iv2a_real_s3,gaussian__sigma0.6,temporal_laplacian,0.2,1,5.370928172040315e-06,6.767817057420418e-06,2.3095970204210823,5.087882386342585e-05,"{""alpha"": 0.1, ""beta"": 0.5}",,5,3.71733120000863,0.1
bci_iv2a_real_s3,gaussian__sigma0.6,tv,0.2,0,7.31351417291657e-07,2.0469080110451555e-06,13.3239905289547,1.3869535152400447e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.19098879999364726,0.2
bci_iv2a_real_s3,gaussian__sigma0.6,graph_time_tikhonov,0.2,0,3.015031658802621e-06,3.893456483277908e-06,7.812940848128939,2.8853884150371246e-05,"{""alpha"": 0.2, ""beta"": 0.1}",,5,0.008233700005803257,0.2
bci_iv2a_real_s3,gaussian__sigma0.6,trss,0.2,0,4.0222403638407866e-07,1.164329043834479e-06,18.40095455297802,8.769278620223034e-06,"{""alpha"": 0.2, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.019840500011923723,0.2
bci_iv2a_real_s3,gaussian__sigma0.6,temporal_laplacian,0.2,0,6.027324930066385e-06,7.5662515602851565e-06,1.3543712227572648,5.691218157204478e-05,"{""alpha"": 0.2, ""beta"": 0.5}",,5,11.542147700005444,0.2
bci_iv2a_real_s3,gaussian__sigma0.6,tv,0.2,1,7.345818635621931e-07,2.1005024114282887e-06,13.247317919219029,1.457092628434311e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.1963495999953011,0.2
