dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch,time_sec,lambda
bci_iv2a_real_s2,knn__k5,tv,0.2,0,8.765909321764316e-07,3.1629293266599756e-06,21.22168574690555,2.1263208151305362e-05,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.15446639999572653,0.05
bci_iv2a_real_s2,knn__k5,graph_time_tikhonov,0.2,0,4.063544710461907e-06,5.471265205430823e-06,13.199311888746019,4.611681398224157e-05,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.007851399990613572,0.05
bci_iv2a_real_s2,knn__k5,trss,0.2,0,4.2026358394904473e-07,1.3469051044659925e-06,26.842500752169702,1.1545273209286162e-05,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.01878230000147596,0.05
bci_iv2a_real_s2,knn__k5,temporal_laplacian,0.2,0,7.03768260537314e-06,9.862638329726708e-06,7.976609469782147,7.9329393735631e-05,"{""alpha"": 0.05, ""beta"": 0.5}",,5,1.3846126999997068,0.05
bci_iv2a_real_s2,knn__k5,tv,0.2,1,9.051720177728104e-07,3.3190873286164345e-06,21.255614177834612,1.9137321801253552e-05,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.15484719999949448,0.05
bci_iv2a_real_s2,knn__k5,graph_time_tikhonov,0.2,1,4.101290052833169e-06,5.571695159704137e-06,13.120277777470546,4.587133876239498e-05,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.007861999998567626,0.05
bci_iv2a_real_s2,knn__k5,trss,0.2,1,4.2223848945487964e-07,1.3829724868310535e-06,27.06455131107623,1.045852817710094e-05,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.01856539999425877,0.05
bci_iv2a_real_s2,knn__k5,temporal_laplacian,0.2,1,7.069597890895479e-06,9.971705399033288e-06,7.896327149965138,8.095884448216328e-05,"{""alpha"": 0.05, ""beta"": 0.5}",,5,1.290782500000205,0.05
bci_iv2a_real_s2,knn__k5,tv,0.2,0,8.764870635507429e-07,3.1628230164986746e-06,21.222615282320067,2.126148974462392e-05,"{""lam"": 0.1, ""n_iter"": 30}",,5,0.15889239999523852,0.1
bci_iv2a_real_s2,knn__k5,graph_time_tikhonov,0.2,0,4.261272355486813e-06,5.73507883489481e-06,12.939724276039897,4.797006923045245e-05,"{""alpha"": 0.1, ""beta"": 0.1}",,5,0.007855599993490614,0.1
bci_iv2a_real_s2,knn__k5,trss,0.2,0,4.5962038364699267e-07,1.5173330079842411e-06,26.246863159318423,1.2540522028849129e-05,"{""alpha"": 0.1, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.01848650000465568,0.1
bci_iv2a_real_s2,knn__k5,temporal_laplacian,0.2,0,9.47319365144788e-06,1.2604797864428744e-05,5.642137426853647,0.00010231838350949572,"{""alpha"": 0.1, ""beta"": 0.5}",,5,1.3853787000116426,0.1
bci_iv2a_real_s2,knn__k5,tv,0.2,1,9.051284685530202e-07,3.319121138869729e-06,21.256309234208832,1.913631615193817e-05,"{""lam"": 0.1, ""n_iter"": 30}",,5,0.152882900001714,0.1
bci_iv2a_real_s2,knn__k5,graph_time_tikhonov,0.2,1,4.300236155786052e-06,5.834440953959195e-06,12.860052598448789,4.79303730378385e-05,"{""alpha"": 0.1, ""beta"": 0.1}",,5,0.007855999996536411,0.1
bci_iv2a_real_s2,knn__k5,trss,0.2,1,4.6942523150582224e-07,1.5883211301109707e-06,26.309117287686444,1.1422844916917206e-05,"{""alpha"": 0.1, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.01861859999189619,0.1
bci_iv2a_real_s2,knn__k5,temporal_laplacian,0.2,1,9.493853564953199e-06,1.2711469590725215e-05,5.580273497809866,0.00010395224305130328,"{""alpha"": 0.1, ""beta"": 0.5}",,5,1.3043343999888748,0.1
bci_iv2a_real_s2,knn__k5,tv,0.2,0,8.764350041994666e-07,3.1627700004455195e-06,21.223080149227616,2.126063096329571e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.15328290000616107,0.2
bci_iv2a_real_s2,knn__k5,graph_time_tikhonov,0.2,0,4.5405796405837065e-06,6.161460221689075e-06,12.561355311303819,5.0833184150044815e-05,"{""alpha"": 0.2, ""beta"": 0.1}",,5,0.007773099991027266,0.2
bci_iv2a_real_s2,knn__k5,trss,0.2,0,5.421024335489665e-07,1.8319055248767692e-06,25.042601823666725,1.425447926271563e-05,"{""alpha"": 0.2, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.018736800004262477,0.2
bci_iv2a_real_s2,knn__k5,temporal_laplacian,0.2,0,1.2034129400391244e-05,1.551649304413045e-05,3.7522172536908065,0.0001252433316553185,"{""alpha"": 0.2, ""beta"": 0.5}",,5,1.248012900003232,0.2
bci_iv2a_real_s2,knn__k5,tv,0.2,1,9.051066407228011e-07,3.3191383620449526e-06,21.25665636947081,1.913581484931084e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.16034010000294074,0.2
bci_iv2a_real_s2,knn__k5,graph_time_tikhonov,0.2,1,4.5783452058952954e-06,6.250422915459898e-06,12.487756684158654,5.076039092124476e-05,"{""alpha"": 0.2, ""beta"": 0.1}",,5,0.007859299992560409,0.2
bci_iv2a_real_s2,knn__k5,trss,0.2,1,5.561156035573727e-07,1.923077679170544e-06,25.04476452810937,1.296321433643753e-05,"{""alpha"": 0.2, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.01855779999459628,0.2
bci_iv2a_real_s2,knn__k5,temporal_laplacian,0.2,1,1.2040890096057591e-05,1.5599793326363435e-05,3.7140067997595785,0.00012679323243222504,"{""alpha"": 0.2, ""beta"": 0.5}",,5,1.2398076000099536,0.2
