dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch,time_sec,snr_initial_db
bci_iv2a_real_s1,vknng,mean,0.2,0,0.07046129049773535,0.22782509182092517,13.651892172175238,1.4313482573148224,{},,5,0.0020163999870419502,25.0
bci_iv2a_real_s1,vknng,nearest,0.2,0,0.06630139091670344,0.2457838697358503,14.45679187122279,1.490324178226883,{},,5,0.004174600006081164,25.0
bci_iv2a_real_s1,vknng,tikhonov,0.2,0,0.13942968291410404,0.2539808779880588,12.897557944281763,1.575959789093787,"{""alpha"": 0.1}",,5,0.005641600000672042,25.0
bci_iv2a_real_s1,vknng,tv,0.2,0,0.07045431585479071,0.22780551789005218,13.653049089548594,1.4311795127291036,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.14909700000134762,25.0
bci_iv2a_real_s1,vknng,trss,0.2,0,0.055600814708349336,0.17366628630190298,15.721712639222387,1.1518809818475917,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.020366600001580082,25.0
bci_iv2a_real_s1,vknng,graph_time_tikhonov,0.2,0,0.25521242336870825,0.3531810808512494,9.766017334031469,2.1918429832884754,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008021100002224557,25.0
bci_iv2a_real_s1,vknng,temporal_laplacian,0.2,0,0.41330764558575306,0.6071828014115982,4.18511518115272,4.797304364122165,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.2845690999965882,25.0
bci_iv2a_real_s1,vknng,mean,0.2,1,0.06916504393889893,0.22969609858670365,13.785872691243583,1.3878586173583702,{},,5,0.0020109000033698976,25.0
bci_iv2a_real_s1,vknng,nearest,0.2,1,0.06351019164571879,0.23461208688644516,14.787278764441254,1.4459487282713106,{},,5,0.004161800010479055,25.0
bci_iv2a_real_s1,vknng,tikhonov,0.2,1,0.13710257874526918,0.2562682971080174,12.958646940809322,1.5668831325401598,"{""alpha"": 0.1}",,5,0.005656099994666874,25.0
bci_iv2a_real_s1,vknng,tv,0.2,1,0.06915824325901775,0.22968088190384425,13.786763061125221,1.387791420882863,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.14667250000638887,25.0
bci_iv2a_real_s1,vknng,trss,0.2,1,0.056157090277982345,0.18182976199311462,15.404316907357947,1.139288435545527,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.020561800003633834,25.0
bci_iv2a_real_s1,vknng,graph_time_tikhonov,0.2,1,0.25085199786116935,0.3528335328114396,9.861339937247186,2.2300880537444816,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008009500001207925,25.0
bci_iv2a_real_s1,vknng,temporal_laplacian,0.2,1,0.413038856430385,0.6084433635349356,4.1655877918691475,4.877026472114335,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.234067999990657,25.0
bci_iv2a_real_s1,vknng,mean,0.2,0,0.0776343406104469,0.24407831421691173,12.689110096381748,1.576136742454833,{},,5,0.0021158000017749146,15.0
bci_iv2a_real_s1,vknng,nearest,0.2,0,0.08354346880708693,0.2783395322678588,12.159449724275296,1.7919117753736733,{},,5,0.004235499989590608,15.0
bci_iv2a_real_s1,vknng,tikhonov,0.2,0,0.15446620237444775,0.2744630205884432,11.800590853875988,1.7726288588234107,"{""alpha"": 0.1}",,5,0.005657699992298149,15.0
bci_iv2a_real_s1,vknng,tv,0.2,0,0.0776288509951448,0.2440610633274078,12.68988812256204,1.5760110442969746,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.1432953999901656,15.0
bci_iv2a_real_s1,vknng,trss,0.2,0,0.06662181297478133,0.20609477492760142,13.836357428061106,1.3643244317681296,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.02017350000096485,15.0
bci_iv2a_real_s1,vknng,graph_time_tikhonov,0.2,0,0.2857735014948013,0.38512446378750365,8.660909637450791,2.557324879089133,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008111000002827495,15.0
bci_iv2a_real_s1,vknng,temporal_laplacian,0.2,0,0.4331312926280034,0.6165056504128644,4.053380877088915,4.939203096195051,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.235559299995657,15.0
bci_iv2a_real_s1,vknng,mean,0.2,1,0.07674543095577108,0.24790514074225664,12.74056064230964,1.5012018845700157,{},,5,0.0020132999925408512,15.0
bci_iv2a_real_s1,vknng,nearest,0.2,1,0.07930856157827397,0.267756232680764,12.441586476853717,1.6922110973473297,{},,5,0.004143300000578165,15.0
bci_iv2a_real_s1,vknng,tikhonov,0.2,1,0.15203061046922867,0.277663924432652,11.837302582790457,1.726713593713878,"{""alpha"": 0.1}",,5,0.005688200006261468,15.0
bci_iv2a_real_s1,vknng,tv,0.2,1,0.07674029112794428,0.2478924996332844,12.741134039809026,1.50117026340814,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.14521659999445546,15.0
bci_iv2a_real_s1,vknng,trss,0.2,1,0.06883378956061478,0.21648486710698586,13.44835211577155,1.358344147357819,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.02020240000274498,15.0
bci_iv2a_real_s1,vknng,graph_time_tikhonov,0.2,1,0.28168721816808484,0.3840643722916917,8.77179949788487,2.5617949796040325,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008092799995210953,15.0
bci_iv2a_real_s1,vknng,temporal_laplacian,0.2,1,0.4315702507671098,0.6185302195662693,4.024179476191336,4.950696047618712,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.2652349000127288,15.0
bci_iv2a_real_s1,vknng,mean,0.2,0,0.10635723421415402,0.32370268322352963,9.830597585534639,2.2128072771958354,{},,5,0.002005500005907379,5.0
bci_iv2a_real_s1,vknng,nearest,0.2,0,0.1344385734907481,0.413580609719498,7.778401820883445,2.6677737965128228,{},,5,0.004188599996268749,5.0
bci_iv2a_real_s1,vknng,tikhonov,0.2,0,0.2147922829428475,0.37077076543928433,8.765206208745353,2.5879664533276285,"{""alpha"": 0.1}",,5,0.005709599994588643,5.0
bci_iv2a_real_s1,vknng,tv,0.2,0,0.10635403961162258,0.32369433826245153,9.830828756931988,2.2127511598874254,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.14561639999737963,5.0
bci_iv2a_real_s1,vknng,trss,0.2,0,0.11021100747230854,0.33735615207639846,9.561966447733878,2.1745704255684593,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.020501899998635054,5.0
bci_iv2a_real_s1,vknng,graph_time_tikhonov,0.2,0,0.40767707489400024,0.527698634167726,5.544871669425398,4.005584934225827,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008101900006295182,5.0
bci_iv2a_real_s1,vknng,temporal_laplacian,0.2,0,0.5128598589305002,0.6669851517451848,3.415085848972259,5.479383591379578,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.2418891999986954,5.0
bci_iv2a_real_s1,vknng,mean,0.2,1,0.10658744848335919,0.3316500659830923,9.63369959229504,2.1070162969129766,{},,5,0.00202460000582505,5.0
bci_iv2a_real_s1,vknng,nearest,0.2,1,0.13111881171882828,0.41010072862175706,7.733892393322648,2.4591005107883523,{},,5,0.004143699989072047,5.0
bci_iv2a_real_s1,vknng,tikhonov,0.2,1,0.21264726655589344,0.37612395920573305,8.634103491444032,2.520395386200184,"{""alpha"": 0.1}",,5,0.005694000006769784,5.0
bci_iv2a_real_s1,vknng,tv,0.2,1,0.10658619483611803,0.3316472843170437,9.633746698067224,2.1070908451881856,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.14385500000207685,5.0
