tag,gain_pct,tv_median,instant_median,p_value,decision
scr_00583,-41.47004443522423,0.22515005596263582,0.15915033946690155,0.5740925740925741,NO-GO
scr_00043,-41.47004443522423,0.22515005596263582,0.15915033946690155,0.5740925740925741,NO-GO
scr_00403,-41.47004443522423,0.22515005596263582,0.15915033946690155,0.5740925740925741,NO-GO
scr_00367,-41.47004443522423,0.22515005596263582,0.15915033946690155,0.5740925740925741,NO-GO
scr_00475,-41.47004443522423,0.22515005596263582,0.15915033946690155,0.5740925740925741,NO-GO
scr_00511,-41.47004443522423,0.22515005596263582,0.15915033946690155,0.5740925740925741,NO-GO
scr_00735,-42.258997170106646,0.22686413655543197,0.15947261056828516,0.7545787545787546,NO-GO
scr_00704,-42.259617389441416,0.1309701489723742,0.09206417912248291,0.929070929070929,NO-GO
scr_00728,-42.79306232749446,0.13146126067566316,0.09206417912248291,0.929070929070929,NO-GO
scr_00740,-43.013123324764585,0.13166385802636865,0.09206417912248291,0.929070929070929,NO-GO
scr_00668,-44.0353333641865,0.13260494730807004,0.09206417912248291,0.929070929070929,NO-GO
scr_00498,-44.26657923594555,0.03717536210227125,0.02576851984649305,0.5251415251415251,NO-GO
scr_00710,-44.34899153923711,0.28785151386037156,0.19941359533649905,0.5740925740925741,NO-GO
scr_00680,-45.13089230878326,0.133613564657216,0.09206417912248291,0.929070929070929,NO-GO
scr_00656,-45.5216549193859,0.1339733170469849,0.09206417912248291,0.946053946053946,NO-GO
scr_00692,-46.07297894866084,0.13448088898884186,0.09206417912248291,0.929070929070929,NO-GO
scr_00737,-47.11386150698531,0.22825916240141975,0.15515816121146508,0.929070929070929,NO-GO
scr_01724,-48.1925954141263,0.12838725798475387,0.0866354068676467,0.984130733256998,NO-GO
scr_01616,-48.1925954141263,0.12838725798475387,0.0866354068676467,0.984130733256998,NO-GO
scr_01940,-48.1925954141263,0.12838725798475387,0.0866354068676467,0.984130733256998,NO-GO
scr_01832,-48.1925954141263,0.12838725798475387,0.0866354068676467,0.984130733256998,NO-GO
scr_00651,-49.49333962583563,0.23840093132703277,0.15947261056828516,0.7545787545787546,NO-GO
scr_00749,-50.770881538204485,0.23393332743699435,0.15515816121146508,0.8275058275058275,NO-GO
scr_01794,-50.862178393531366,0.03939128905868815,0.026110778379412,0.505069707491635,NO-GO
scr_01902,-50.862178393531366,0.03939128905868815,0.026110778379412,0.505069707491635,NO-GO
scr_01686,-50.862178393531366,0.03939128905868815,0.026110778379412,0.505069707491635,NO-GO
scr_01578,-50.862178393531366,0.03939128905868815,0.026110778379412,0.505069707491635,NO-GO
scr_00566,-51.481011152321564,0.2345292069235919,0.15482416253992476,0.5740925740925741,NO-GO
scr_00534,-51.52696718238216,0.039046256611181156,0.02576851984649305,0.5251415251415251,NO-GO
scr_00698,-53.865013223596414,0.3068277548341533,0.19941359533649905,0.5740925740925741,NO-GO
scr_00686,-53.96011892530868,0.3070174085333077,0.19941359533649905,0.5740925740925741,NO-GO
scr_00653,-54.657981951633275,0.23996448096291373,0.15515816121146508,0.9094239094239094,NO-GO
scr_00723,-55.11208794525038,0.24736129595326511,0.15947261056828516,0.7545787545787546,NO-GO
scr_00639,-56.18904645089925,0.19576011499164808,0.1253353672616144,0.7545787545787546,NO-GO
scr_01730,-56.71520587016124,0.1516303563887254,0.09675535666548615,0.7655801441333783,NO-GO
scr_01946,-56.71520587016124,0.1516303563887254,0.09675535666548615,0.7655801441333783,NO-GO
scr_01838,-56.71520587016124,0.1516303563887254,0.09675535666548615,0.7655801441333783,NO-GO
scr_01622,-56.71520587016124,0.1516303563887254,0.09675535666548615,0.7655801441333783,NO-GO
scr_01514,-56.71520587016124,0.1516303563887254,0.09675535666548615,0.7655801441333783,NO-GO
scr_00434,-57.54638312499281,0.14014234926632968,0.0889530730484271,0.5251415251415251,NO-GO
scr_00663,-58.348016732643394,0.2525217160666514,0.15947261056828516,0.7545787545787546,NO-GO
scr_00725,-59.96023347243346,0.24819135692539424,0.15515816121146508,0.9094239094239094,NO-GO
scr_00510,-60.545708630598405,0.041370252791168655,0.02576851984649305,0.5251415251415251,NO-GO
scr_00627,-60.99353820233836,0.20178184237336827,0.1253353672616144,0.7545787545787546,NO-GO
scr_00711,-61.66087658694932,0.25780482016078177,0.15947261056828516,0.7545787545787546,NO-GO
scr_00522,-61.86705231724591,0.0417107435013028,0.02576851984649305,0.5251415251415251,NO-GO
scr_00675,-62.923482879125004,0.25981833137611376,0.15947261056828516,0.7545787545787546,NO-GO
scr_00665,-63.614793022261104,0.2538617043232848,0.15515816121146508,0.8857808857808858,NO-GO
scr_00438,-64.20795213502683,0.0423139587354342,0.02576851984649305,0.5251415251415251,NO-GO
scr_00713,-65.05725679718373,0.25609980459259624,0.15515816121146508,0.7545787545787546,NO-GO
scr_01611,-65.08842342180037,0.17577350971293984,0.10647234134875655,0.8958245908594913,NO-GO
scr_01935,-65.08842342180037,0.17577350971293984,0.10647234134875655,0.8958245908594913,NO-GO
scr_01827,-65.08842342180037,0.17577350971293984,0.10647234134875655,0.8958245908594913,NO-GO
scr_01719,-65.08842342180037,0.17577350971293984,0.10647234134875655,0.8958245908594913,NO-GO
scr_01718,-65.11026909957843,0.15975302975864109,0.09675535666548615,0.7577089171226375,NO-GO
scr_01610,-65.11026909957843,0.15975302975864109,0.09675535666548615,0.7577089171226375,NO-GO
scr_01934,-65.11026909957843,0.15975302975864109,0.09675535666548615,0.7577089171226375,NO-GO
scr_01826,-65.11026909957843,0.15975302975864109,0.09675535666548615,0.7577089171226375,NO-GO
scr_00596,-66.4732380006348,0.11907023615603525,0.07152515178180244,0.946053946053946,NO-GO
scr_00629,-66.96647854732264,0.20481906772720193,0.1226707717077179,0.929070929070929,NO-GO
scr_00620,-67.30361634173384,0.11966416552486955,0.07152515178180244,0.946053946053946,NO-GO
scr_00530,-67.39782223578943,0.14890550709487793,0.0889530730484271,0.5251415251415251,NO-GO
scr_00632,-67.90961841737618,0.12009760942927361,0.07152515178180244,0.946053946053946,NO-GO
scr_00548,-68.03650364045022,0.120188364277666,0.07152515178180244,0.946053946053946,NO-GO
scr_00677,-68.08031077406713,0.2607903195555586,0.15515816121146508,0.8275058275058275,NO-GO
scr_01830,-68.10270313271562,0.04389292426478425,0.026110778379412,0.6988294257635226,NO-GO
scr_01614,-68.10270313271562,0.04389292426478425,0.026110778379412,0.6988294257635226,NO-GO
scr_01938,-68.10270313271562,0.04389292426478425,0.026110778379412,0.6988294257635226,NO-GO
scr_01722,-68.10270313271562,0.04389292426478425,0.026110778379412,0.6988294257635226,NO-GO
scr_00602,-68.86960461585058,0.2614509511309728,0.15482416253992476,0.5740925740925741,NO-GO
scr_00560,-69.39558912814104,0.1211604522355813,0.07152515178180244,0.946053946053946,NO-GO
scr_00543,-71.04620454298257,0.21438138865099937,0.1253353672616144,0.7545787545787546,NO-GO
scr_01843,-71.12232628704884,0.28813432279875717,0.16837915253409236,0.7883234400958533,NO-GO
scr_01951,-71.12232628704884,0.28813432279875717,0.16837915253409236,0.7883234400958533,NO-GO
scr_01735,-71.12232628704884,0.28813432279875717,0.16837915253409236,0.7883234400958533,NO-GO
scr_01519,-71.12232628704884,0.28813432279875717,0.16837915253409236,0.7883234400958533,NO-GO
scr_01627,-71.12232628704884,0.28813432279875717,0.16837915253409236,0.7883234400958533,NO-GO
scr_01815,-71.18882406791903,0.18226874911251706,0.10647234134875655,0.9208204412272457,NO-GO
scr_01923,-71.18882406791903,0.18226874911251706,0.10647234134875655,0.9208204412272457,NO-GO
scr_01707,-71.18882406791903,0.18226874911251706,0.10647234134875655,0.9208204412272457,NO-GO
scr_01599,-71.18882406791903,0.18226874911251706,0.10647234134875655,0.9208204412272457,NO-GO
scr_00584,-71.38232484960069,0.12258146797585862,0.07152515178180244,0.946053946053946,NO-GO
scr_00572,-71.9629264615384,0.12299674416004465,0.07152515178180244,0.946053946053946,NO-GO
scr_00641,-71.98159579052722,0.2109711507514878,0.1226707717077179,0.8857808857808858,NO-GO
scr_01543,-72.1190282360806,0.28981256109382764,0.16837915253409236,0.6988294257635226,NO-GO
scr_01603,-72.1190282360806,0.28981256109382764,0.16837915253409236,0.6988294257635226,NO-GO
scr_01639,-72.1190282360806,0.28981256109382764,0.16837915253409236,0.6988294257635226,NO-GO
scr_01975,-72.1190282360806,0.28981256109382764,0.16837915253409236,0.6988294257635226,NO-GO
scr_01651,-72.1190282360806,0.28981256109382764,0.16837915253409236,0.6988294257635226,NO-GO
scr_01819,-72.1190282360806,0.28981256109382764,0.16837915253409236,0.6988294257635226,NO-GO
scr_01711,-72.1190282360806,0.28981256109382764,0.16837915253409236,0.6988294257635226,NO-GO
scr_01747,-72.1190282360806,0.28981256109382764,0.16837915253409236,0.6988294257635226,NO-GO
scr_01963,-72.1190282360806,0.28981256109382764,0.16837915253409236,0.6988294257635226,NO-GO
scr_01927,-72.1190282360806,0.28981256109382764,0.16837915253409236,0.6988294257635226,NO-GO
scr_01855,-72.1190282360806,0.28981256109382764,0.16837915253409236,0.6988294257635226,NO-GO
scr_01867,-72.1190282360806,0.28981256109382764,0.16837915253409236,0.6988294257635226,NO-GO
scr_01759,-72.1190282360806,0.28981256109382764,0.16837915253409236,0.6988294257635226,NO-GO
scr_01531,-72.1190282360806,0.28981256109382764,0.16837915253409236,0.6988294257635226,NO-GO
scr_00687,-72.49497046602134,0.2750822325011567,0.15947261056828516,0.7545787545787546,NO-GO
scr_00699,-72.49497046602134,0.2750822325011567,0.15947261056828516,0.7545787545787546,NO-GO
scr_00536,-72.70628696401275,0.070539915612847,0.04084386089983255,0.9094239094239094,NO-GO
scr_00486,-73.07485740456411,0.04459882897958465,0.02576851984649305,0.5251415251415251,NO-GO
scr_00716,-73.90172041278264,0.16010119137790363,0.09206417912248291,0.7545787545787546,NO-GO
scr_00007,-74.07303065158274,0.2770378192023175,0.15915033946690155,0.5740925740925741,NO-GO
scr_00331,-74.07303065158274,0.2770378192023175,0.15915033946690155,0.5740925740925741,NO-GO
scr_00439,-74.07303065158274,0.2770378192023175,0.15915033946690155,0.5740925740925741,NO-GO
scr_00547,-74.07303065158274,0.2770378192023175,0.15915033946690155,0.5740925740925741,NO-GO
scr_01598,-74.39873666144679,0.1687401196768848,0.09675535666548615,0.773307788666027,NO-GO
scr_01922,-74.39873666144679,0.1687401196768848,0.09675535666548615,0.773307788666027,NO-GO
scr_01814,-74.39873666144679,0.1687401196768848,0.09675535666548615,0.773307788666027,NO-GO
scr_01706,-74.39873666144679,0.1687401196768848,0.09675535666548615,0.773307788666027,NO-GO
scr_01590,-74.58006235158922,0.04558421317526275,0.026110778379412,0.6899188550628998,NO-GO
scr_01914,-74.58006235158922,0.04558421317526275,0.026110778379412,0.6899188550628998,NO-GO
scr_01806,-74.58006235158922,0.04558421317526275,0.026110778379412,0.6899188550628998,NO-GO
scr_01698,-74.58006235158922,0.04558421317526275,0.026110778379412,0.6899188550628998,NO-GO
scr_00450,-74.95941680870152,0.04508445204365875,0.02576851984649305,0.5251415251415251,NO-GO
scr_01734,-75.11779966932775,0.04572462057456085,0.026110778379412,0.7162948528143578,NO-GO
scr_01518,-75.11779966932775,0.04572462057456085,0.026110778379412,0.7162948528143578,NO-GO
scr_01950,-75.11779966932775,0.04572462057456085,0.026110778379412,0.7162948528143578,NO-GO
scr_01626,-75.11779966932775,0.04572462057456085,0.026110778379412,0.7162948528143578,NO-GO
scr_01842,-75.11779966932775,0.04572462057456085,0.026110778379412,0.7162948528143578,NO-GO
scr_00355,-75.14574976588972,0.2787450553142634,0.15915033946690155,0.5740925740925741,NO-GO
scr_00415,-75.14574976588972,0.2787450553142634,0.15915033946690155,0.5740925740925741,NO-GO
scr_00343,-75.14574976588972,0.2787450553142634,0.15915033946690155,0.5740925740925741,NO-GO
scr_00031,-75.14574976588972,0.2787450553142634,0.15915033946690155,0.5740925740925741,NO-GO
scr_00091,-75.14574976588972,0.2787450553142634,0.15915033946690155,0.5740925740925741,NO-GO
scr_00451,-75.14574976588972,0.2787450553142634,0.15915033946690155,0.5740925740925741,NO-GO
scr_00523,-75.14574976588972,0.2787450553142634,0.15915033946690155,0.5740925740925741,NO-GO
scr_00631,-75.14574976588972,0.2787450553142634,0.15915033946690155,0.5740925740925741,NO-GO
scr_00571,-75.14574976588972,0.2787450553142634,0.15915033946690155,0.5740925740925741,NO-GO
scr_00019,-75.14574976588972,0.2787450553142634,0.15915033946690155,0.5740925740925741,NO-GO
scr_00559,-75.14574976588972,0.2787450553142634,0.15915033946690155,0.5740925740925741,NO-GO
scr_00463,-75.14574976588972,0.2787450553142634,0.15915033946690155,0.5740925740925741,NO-GO
scr_00701,-75.7062306262492,0.27262255657366435,0.15515816121146508,0.7545787545787546,NO-GO
scr_00689,-75.7062306262492,0.27262255657366435,0.15515816121146508,0.7545787545787546,NO-GO
scr_01586,-76.04884091849125,0.17033668393614054,0.09675535666548615,0.7655801441333783,NO-GO
scr_01910,-76.04884091849125,0.17033668393614054,0.09675535666548615,0.7655801441333783,NO-GO
scr_01802,-76.04884091849125,0.17033668393614054,0.09675535666548615,0.7655801441333783,NO-GO
scr_01694,-76.04884091849125,0.17033668393614054,0.09675535666548615,0.7655801441333783,NO-GO
scr_01710,-76.69451991937002,0.0461363145047127,0.026110778379412,0.6808953349691392,NO-GO
scr_01926,-76.69451991937002,0.0461363145047127,0.026110778379412,0.6808953349691392,NO-GO
scr_01818,-76.69451991937002,0.0461363145047127,0.026110778379412,0.6808953349691392,NO-GO
scr_01602,-76.69451991937002,0.0461363145047127,0.026110778379412,0.6808953349691392,NO-GO
scr_00545,-77.09920936639504,0.2172489668180238,0.1226707717077179,0.929070929070929,NO-GO
scr_00518,-77.46386087204957,0.1578595577960733,0.0889530730484271,0.5251415251415251,NO-GO
scr_01892,-77.95184335610082,0.1719199590832326,0.09661038393359164,0.9347683573818357,NO-GO
scr_02000,-77.95184335610082,0.1719199590832326,0.09661038393359164,0.9347683573818357,NO-GO
scr_01784,-77.95184335610082,0.1719199590832326,0.09661038393359164,0.9347683573818357,NO-GO
scr_01676,-77.95184335610082,0.1719199590832326,0.09661038393359164,0.9347683573818357,NO-GO
scr_01568,-77.95184335610082,0.1719199590832326,0.09661038393359164,0.9347683573818357,NO-GO
scr_00615,-78.87853433717946,0.2241980679636969,0.1253353672616144,0.7545787545787546,NO-GO
scr_00506,-79.43361630802357,0.1596117157879106,0.0889530730484271,0.5740925740925741,NO-GO
scr_01556,-81.3903130191687,0.17524187782616255,0.09661038393359164,0.8813701499651269,NO-GO
scr_01664,-81.3903130191687,0.17524187782616255,0.09661038393359164,0.8813701499651269,NO-GO
scr_01988,-81.3903130191687,0.17524187782616255,0.09661038393359164,0.8813701499651269,NO-GO
scr_01772,-81.3903130191687,0.17524187782616255,0.09661038393359164,0.8813701499651269,NO-GO
scr_01880,-81.3903130191687,0.17524187782616255,0.09661038393359164,0.8813701499651269,NO-GO
scr_01515,-81.83667592700704,0.19360576629023515,0.10647234134875655,0.8863379019421483,NO-GO
scr_01731,-81.83667592700704,0.19360576629023515,0.10647234134875655,0.8863379019421483,NO-GO
scr_01623,-81.83667592700704,0.19360576629023515,0.10647234134875655,0.8863379019421483,NO-GO
scr_01839,-81.83667592700704,0.19360576629023515,0.10647234134875655,0.8863379019421483,NO-GO
scr_01947,-81.83667592700704,0.19360576629023515,0.10647234134875655,0.8863379019421483,NO-GO
scr_00590,-82.76754540373031,0.2829683215661022,0.15482416253992476,0.5740925740925741,NO-GO
scr_00578,-82.90379237807342,0.2831792648031149,0.15482416253992476,0.5740925740925741,NO-GO
scr_00462,-83.42307689548203,0.047265411972860494,0.02576851984649305,0.5251415251415251,NO-GO
scr_01652,-83.55117906468752,0.1773294988090289,0.09661038393359164,0.9130500522671939,NO-GO
scr_01976,-83.55117906468752,0.1773294988090289,0.09661038393359164,0.9130500522671939,NO-GO
scr_01544,-83.55117906468752,0.1773294988090289,0.09661038393359164,0.9130500522671939,NO-GO
scr_01760,-83.55117906468752,0.1773294988090289,0.09661038393359164,0.9130500522671939,NO-GO
scr_01868,-83.55117906468752,0.1773294988090289,0.09661038393359164,0.9130500522671939,NO-GO
scr_00555,-83.65151711978727,0.230180303463612,0.1253353672616144,0.7545787545787546,NO-GO
scr_00617,-84.76989248590718,0.226658652995983,0.1226707717077179,0.929070929070929,NO-GO
scr_01592,-85.10181813815653,0.1788275771713316,0.09661038393359164,0.9568831772545163,NO-GO
scr_01700,-85.10181813815653,0.1788275771713316,0.09661038393359164,0.9568831772545163,NO-GO
scr_01808,-85.10181813815653,0.1788275771713316,0.09661038393359164,0.9568831772545163,NO-GO
scr_01916,-85.10181813815653,0.1788275771713316,0.09661038393359164,0.9568831772545163,NO-GO
scr_01964,-85.17383665973325,0.17889715454153016,0.09661038393359164,0.9379382642208496,NO-GO
scr_01532,-85.17383665973325,0.17889715454153016,0.09661038393359164,0.9379382642208496,NO-GO
scr_01856,-85.17383665973325,0.17889715454153016,0.09661038393359164,0.9379382642208496,NO-GO
scr_01748,-85.17383665973325,0.17889715454153016,0.09661038393359164,0.9379382642208496,NO-GO
scr_01640,-85.17383665973325,0.17889715454153016,0.09661038393359164,0.9379382642208496,NO-GO
scr_01828,-85.51975931289071,0.13863212357931845,0.0747263386351783,0.9467301267238174,NO-GO
scr_01720,-85.51975931289071,0.13863212357931845,0.0747263386351783,0.9467301267238174,NO-GO
scr_01612,-85.51975931289071,0.13863212357931845,0.0747263386351783,0.9467301267238174,NO-GO
scr_01936,-85.51975931289071,0.13863212357931845,0.0747263386351783,0.9467301267238174,NO-GO
scr_01634,-86.20647595488295,0.1801647399443797,0.09675535666548615,0.7577089171226375,NO-GO
scr_01850,-86.20647595488295,0.1801647399443797,0.09675535666548615,0.7577089171226375,NO-GO
scr_01526,-86.20647595488295,0.1801647399443797,0.09675535666548615,0.7577089171226375,NO-GO
scr_01742,-86.20647595488295,0.1801647399443797,0.09675535666548615,0.7577089171226375,NO-GO
scr_01958,-86.20647595488295,0.1801647399443797,0.09675535666548615,0.7577089171226375,NO-GO
scr_01844,-86.52079603044439,0.1801984571610037,0.09661038393359164,0.9634221585193405,NO-GO
scr_01952,-86.52079603044439,0.1801984571610037,0.09661038393359164,0.9634221585193405,NO-GO
scr_01736,-86.52079603044439,0.1801984571610037,0.09661038393359164,0.9634221585193405,NO-GO
scr_01520,-86.52079603044439,0.1801984571610037,0.09661038393359164,0.9634221585193405,NO-GO
scr_01628,-86.52079603044439,0.1801984571610037,0.09661038393359164,0.9634221585193405,NO-GO
scr_01928,-86.73018911152656,0.18040075262056754,0.09661038393359164,0.9545044324551046,NO-GO
scr_01604,-86.73018911152656,0.18040075262056754,0.09661038393359164,0.9545044324551046,NO-GO
scr_01712,-86.73018911152656,0.18040075262056754,0.09661038393359164,0.9545044324551046,NO-GO
scr_01820,-86.73018911152656,0.18040075262056754,0.09661038393359164,0.9545044324551046,NO-GO
scr_00318,-87.36202507495376,0.0359411628167705,0.0191827360973454,0.5251415251415251,NO-GO
scr_01696,-87.86670327253124,0.140961785822302,0.07503287350383425,0.9467301267238174,NO-GO
scr_01588,-87.86670327253124,0.140961785822302,0.07503287350383425,0.9467301267238174,NO-GO
scr_01912,-87.86670327253124,0.140961785822302,0.07503287350383425,0.9467301267238174,NO-GO
scr_01804,-87.86670327253124,0.140961785822302,0.07503287350383425,0.9467301267238174,NO-GO
scr_00603,-87.92007176882244,0.23553031210974296,0.1253353672616144,0.7545787545787546,NO-GO
scr_00474,-88.06883993869455,0.04846255634467175,0.02576851984649305,0.5251415251415251,NO-GO
scr_00282,-89.23283736029958,0.036300035800345104,0.0191827360973454,0.5251415251415251,NO-GO
scr_01852,-89.52450806168464,0.142205684392688,0.07503287350383425,0.9314742447553445,NO-GO
scr_01960,-89.52450806168464,0.142205684392688,0.07503287350383425,0.9314742447553445,NO-GO
scr_01744,-89.52450806168464,0.142205684392688,0.07503287350383425,0.9314742447553445,NO-GO
scr_01528,-89.52450806168464,0.142205684392688,0.07503287350383425,0.9314742447553445,NO-GO
scr_01636,-89.52450806168464,0.142205684392688,0.07503287350383425,0.9314742447553445,NO-GO
scr_00557,-89.99195307126357,0.23306459501508425,0.1226707717077179,0.9094239094239094,NO-GO
scr_00218,-90.02258792921617,0.12819085554208154,0.0674608513330178,0.5251415251415251,NO-GO
scr_00567,-90.13239211311159,0.2383031319382612,0.1253353672616144,0.7545787545787546,NO-GO
scr_01962,-90.47040837173776,0.04973330620830545,0.026110778379412,0.6988294257635226,NO-GO
scr_01530,-90.47040837173776,0.04973330620830545,0.026110778379412,0.6988294257635226,NO-GO
scr_01854,-90.47040837173776,0.04973330620830545,0.026110778379412,0.6988294257635226,NO-GO
scr_01638,-90.47040837173776,0.04973330620830545,0.026110778379412,0.6988294257635226,NO-GO
scr_01746,-90.47040837173776,0.04973330620830545,0.026110778379412,0.6988294257635226,NO-GO
scr_00446,-90.6653793589006,0.1696027141791835,0.0889530730484271,0.5740925740925741,NO-GO
scr_01998,-90.85100881365204,0.04983268394620475,0.026110778379412,0.6988294257635226,NO-GO
scr_01782,-90.85100881365204,0.04983268394620475,0.026110778379412,0.6988294257635226,NO-GO
scr_01674,-90.85100881365204,0.04983268394620475,0.026110778379412,0.6988294257635226,NO-GO
scr_01566,-90.85100881365204,0.04983268394620475,0.026110778379412,0.6988294257635226,NO-GO
scr_01890,-90.85100881365204,0.04983268394620475,0.026110778379412,0.6988294257635226,NO-GO
scr_01900,-90.8790024071007,0.1432220004215006,0.07503287350383425,0.8958245908594913,NO-GO
scr_01576,-90.8790024071007,0.1432220004215006,0.07503287350383425,0.8958245908594913,NO-GO
scr_01684,-90.8790024071007,0.1432220004215006,0.07503287350383425,0.8958245908594913,NO-GO
scr_01792,-90.8790024071007,0.1432220004215006,0.07503287350383425,0.8958245908594913,NO-GO
scr_00605,-91.9582058135825,0.23547661242781104,0.1226707717077179,0.7545787545787546,NO-GO
scr_01695,-92.63075435768549,0.20509847432239964,0.10647234134875655,0.8958245908594913,NO-GO
scr_01803,-92.63075435768549,0.20509847432239964,0.10647234134875655,0.8958245908594913,NO-GO
scr_01587,-92.63075435768549,0.20509847432239964,0.10647234134875655,0.8958245908594913,NO-GO
scr_01911,-92.63075435768549,0.20509847432239964,0.10647234134875655,0.8958245908594913,NO-GO
scr_01648,-93.1178224090176,0.14490185140151746,0.07503287350383425,0.9130500522671939,NO-GO
scr_01972,-93.1178224090176,0.14490185140151746,0.07503287350383425,0.9130500522671939,NO-GO
scr_01540,-93.1178224090176,0.14490185140151746,0.07503287350383425,0.9130500522671939,NO-GO
scr_01864,-93.1178224090176,0.14490185140151746,0.07503287350383425,0.9130500522671939,NO-GO
scr_01756,-93.1178224090176,0.14490185140151746,0.07503287350383425,0.9130500522671939,NO-GO
scr_01948,-93.87323468635238,0.1388903124229244,0.0716397560744374,0.9613391189437808,NO-GO
scr_01516,-93.87323468635238,0.1388903124229244,0.0716397560744374,0.9613391189437808,NO-GO
scr_01840,-93.87323468635238,0.1388903124229244,0.0716397560744374,0.9613391189437808,NO-GO
scr_01624,-93.87323468635238,0.1388903124229244,0.0716397560744374,0.9613391189437808,NO-GO
scr_01732,-93.87323468635238,0.1388903124229244,0.0716397560744374,0.9613391189437808,NO-GO
scr_01758,-96.06055396266986,0.0511929367346402,0.026110778379412,0.6988294257635226,NO-GO
scr_01650,-96.06055396266986,0.0511929367346402,0.026110778379412,0.6988294257635226,NO-GO
scr_01974,-96.06055396266986,0.0511929367346402,0.026110778379412,0.6988294257635226,NO-GO
scr_01866,-96.06055396266986,0.0511929367346402,0.026110778379412,0.6988294257635226,NO-GO
scr_01542,-96.06055396266986,0.0511929367346402,0.026110778379412,0.6988294257635226,NO-GO
scr_00569,-96.27035172148652,0.2407663550901997,0.1226707717077179,0.8275058275058275,NO-GO
scr_01851,-99.25325166071744,0.212149602256696,0.10647234134875655,0.8863379019421483,NO-GO
scr_01527,-99.25325166071744,0.212149602256696,0.10647234134875655,0.8863379019421483,NO-GO
scr_01743,-99.25325166071744,0.212149602256696,0.10647234134875655,0.8863379019421483,NO-GO
scr_01635,-99.25325166071744,0.212149602256696,0.10647234134875655,0.8863379019421483,NO-GO
scr_01959,-99.25325166071744,0.212149602256696,0.10647234134875655,0.8863379019421483,NO-GO
scr_01564,-100.2765522676172,0.1502732521208017,0.07503287350383425,0.8762509172783814,NO-GO
scr_01984,-100.2765522676172,0.1502732521208017,0.07503287350383425,0.8762509172783814,NO-GO
scr_01876,-100.2765522676172,0.1502732521208017,0.07503287350383425,0.8762509172783814,NO-GO
scr_01780,-100.2765522676172,0.1502732521208017,0.07503287350383425,0.8762509172783814,NO-GO
scr_01888,-100.2765522676172,0.1502732521208017,0.07503287350383425,0.8762509172783814,NO-GO
scr_01672,-100.2765522676172,0.1502732521208017,0.07503287350383425,0.8762509172783814,NO-GO
scr_01552,-100.2765522676172,0.1502732521208017,0.07503287350383425,0.8762509172783814,NO-GO
scr_01660,-100.2765522676172,0.1502732521208017,0.07503287350383425,0.8762509172783814,NO-GO
scr_01768,-100.2765522676172,0.1502732521208017,0.07503287350383425,0.8762509172783814,NO-GO
scr_01996,-100.2765522676172,0.1502732521208017,0.07503287350383425,0.8762509172783814,NO-GO
scr_00608,-100.46908598229707,0.14338581802443,0.07152515178180244,0.7545787545787546,NO-GO
scr_00294,-100.47216554744467,0.0384560464655997,0.0191827360973454,0.5251415251415251,NO-GO
scr_01817,-100.98801173206098,0.18039136457803395,0.08975230065886486,0.9740737785344218,NO-GO
scr_01709,-100.98801173206098,0.18039136457803395,0.08975230065886486,0.9740737785344218,NO-GO
scr_01925,-100.98801173206098,0.18039136457803395,0.08975230065886486,0.9740737785344218,NO-GO
scr_01601,-100.98801173206098,0.18039136457803395,0.08975230065886486,0.9740737785344218,NO-GO
scr_00736,-100.99330510536622,0.13179695315272305,0.0655728075537797,0.8275058275058275,NO-GO
scr_00314,-101.82182686724157,0.1361507225804904,0.0674608513330178,0.5740925740925741,NO-GO
scr_01554,-103.27869272479393,0.05307764894993685,0.026110778379412,0.6717633345615686,NO-GO
scr_01878,-103.27869272479393,0.05307764894993685,0.026110778379412,0.6717633345615686,NO-GO
scr_01986,-103.27869272479393,0.05307764894993685,0.026110778379412,0.6717633345615686,NO-GO
scr_01770,-103.27869272479393,0.05307764894993685,0.026110778379412,0.6717633345615686,NO-GO
scr_01662,-103.27869272479393,0.05307764894993685,0.026110778379412,0.6717633345615686,NO-GO
scr_00222,-103.28687752670147,0.0389959852364809,0.0191827360973454,0.5251415251415251,NO-GO
scr_00591,-103.28695304081401,0.25479044918864985,0.1253353672616144,0.7545787545787546,NO-GO
scr_00579,-103.28695304081401,0.25479044918864985,0.1253353672616144,0.7545787545787546,NO-GO
scr_00306,-103.82880636094755,0.039099942014589745,0.0191827360973454,0.5251415251415251,NO-GO
scr_01795,-104.082929006331,0.3436331063276135,0.16837915253409236,0.48479415182484004,NO-GO
scr_01903,-104.082929006331,0.3436331063276135,0.16837915253409236,0.48479415182484004,NO-GO
scr_01687,-104.082929006331,0.3436331063276135,0.16837915253409236,0.48479415182484004,NO-GO
scr_01579,-104.082929006331,0.3436331063276135,0.16837915253409236,0.48479415182484004,NO-GO
scr_01575,-104.64852408807033,0.21789407513224252,0.10647234134875655,0.8863379019421483,NO-GO
scr_01683,-104.64852408807033,0.21789407513224252,0.10647234134875655,0.8863379019421483,NO-GO
scr_01791,-104.64852408807033,0.21789407513224252,0.10647234134875655,0.8863379019421483,NO-GO
scr_01899,-104.64852408807033,0.21789407513224252,0.10647234134875655,0.8863379019421483,NO-GO
scr_01829,-105.53635222287161,0.1844736048103352,0.08975230065886486,0.9409866787093834,NO-GO
scr_01613,-105.53635222287161,0.1844736048103352,0.08975230065886486,0.9409866787093834,NO-GO
