dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch,time_sec,snr_initial_db
bci_iv2a_real_s3,knn__k3,mean,0.2,0,0.06596444537650481,0.22084726150046893,14.483696891419754,1.5878866708998443,{},,5,0.002032500007771887,25.0
bci_iv2a_real_s3,knn__k3,nearest,0.2,0,0.0619581306656498,0.215091456162706,15.218181174683247,1.3691722776021116,{},,5,0.0041732999961823225,25.0
bci_iv2a_real_s3,knn__k3,tikhonov,0.2,0,0.16510232404906727,0.26966664471367013,12.611442946273513,2.0250708254928185,"{""alpha"": 0.1}",,5,0.005659500006004237,25.0
bci_iv2a_real_s3,knn__k3,tv,0.2,0,0.06596786530780939,0.22084872847485124,14.483410961613629,1.5879113337959072,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.14879290001408663,25.0
bci_iv2a_real_s3,knn__k3,trss,0.2,0,0.06085389729557791,0.19533351819708425,15.204156945979795,1.4646248743035064,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.020684300005086698,25.0
bci_iv2a_real_s3,knn__k3,graph_time_tikhonov,0.2,0,0.2923221326294915,0.39473148573790484,9.2854704353211,2.918267947083297,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008334300000569783,25.0
bci_iv2a_real_s3,knn__k3,temporal_laplacian,0.2,0,0.5620521729885108,0.719113797090258,2.815247149441577,5.224316313341927,"{""alpha"": 0.5, ""beta"": 0.5}",,5,2.6897363999887602,25.0
bci_iv2a_real_s3,knn__k3,mean,0.2,1,0.06881935819239914,0.23177262059312612,14.157812407074667,1.4796873324152753,{},,5,0.0020061999966856092,25.0
bci_iv2a_real_s3,knn__k3,nearest,0.2,1,0.060295134353062885,0.21282540341042458,15.274624895791566,1.3897694713856563,{},,5,0.004113100003451109,25.0
bci_iv2a_real_s3,knn__k3,tikhonov,0.2,1,0.16715882240409338,0.27904809175222334,12.418619192798838,1.9100080990713824,"{""alpha"": 0.1}",,5,0.0056207000016001984,25.0
bci_iv2a_real_s3,knn__k3,tv,0.2,1,0.06882370942905779,0.2317795530556318,14.157308782961612,1.479722507392841,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.14469519999693148,25.0
bci_iv2a_real_s3,knn__k3,trss,0.2,1,0.06306026471078305,0.20961397975374402,14.721660045644084,1.3710494010516996,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.021319599996786565,25.0
bci_iv2a_real_s3,knn__k3,graph_time_tikhonov,0.2,1,0.292871746044779,0.39739220192969105,9.287335656621883,2.8878309486424647,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.00841700000455603,25.0
bci_iv2a_real_s3,knn__k3,temporal_laplacian,0.2,1,0.5616584016705242,0.7177181199113691,2.8302042973833075,5.208682620138932,"{""alpha"": 0.5, ""beta"": 0.5}",,5,2.4729132000065874,25.0
