dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch,time_sec,snr_initial_db
bci_iv2a_real_s1,knn__k3,mean,0.2,0,0.07046129049773535,0.22782509182092517,13.651892172175238,1.4313482573148224,{},,5,0.0022563999955309555,25.0
bci_iv2a_real_s1,knn__k3,nearest,0.2,0,0.06630139091670344,0.2457838697358503,14.45679187122279,1.490324178226883,{},,5,0.0041723999893292785,25.0
bci_iv2a_real_s1,knn__k3,tikhonov,0.2,0,0.15950903699489913,0.2610629493623671,12.548380192263302,1.6427736007044451,"{""alpha"": 0.1}",,5,0.005827100001624785,25.0
bci_iv2a_real_s1,knn__k3,tv,0.2,0,0.07045298558025083,0.22780024599078624,13.653185770495805,1.4311630139906895,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.1460393000015756,25.0
bci_iv2a_real_s1,knn__k3,trss,0.2,0,0.049755597959413284,0.15635391254539804,16.77861335474803,1.022050622599558,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.019392300004255958,25.0
bci_iv2a_real_s1,knn__k3,graph_time_tikhonov,0.2,0,0.28599516084481524,0.38665935749146174,8.91003058502761,2.3772399539708817,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008118500001728535,25.0
bci_iv2a_real_s1,knn__k3,temporal_laplacian,0.2,0,0.4625716246086139,0.6803843034965269,3.178068822589841,5.337376248344523,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.3148609999916516,25.0
bci_iv2a_real_s1,knn__k3,mean,0.2,1,0.06916504393889893,0.22969609858670365,13.785872691243583,1.3878586173583702,{},,5,0.0020234999974491075,25.0
bci_iv2a_real_s1,knn__k3,nearest,0.2,1,0.06351019164571879,0.23461208688644516,14.787278764441254,1.4459487282713106,{},,5,0.004202700001769699,25.0
bci_iv2a_real_s1,knn__k3,tikhonov,0.2,1,0.15667006776954287,0.2632011547604877,12.59712379736922,1.6427971286603453,"{""alpha"": 0.1}",,5,0.005685299998731352,25.0
bci_iv2a_real_s1,knn__k3,tv,0.2,1,0.06915755748745277,0.22967567213116152,13.786963121075372,1.3877303543182293,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.1457321000052616,25.0
bci_iv2a_real_s1,knn__k3,trss,0.2,1,0.05013894444891084,0.16466523387584228,16.513419170883214,1.025771792412523,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.01979649999702815,25.0
bci_iv2a_real_s1,knn__k3,graph_time_tikhonov,0.2,1,0.2806278518931609,0.3855859436728189,9.010570432312344,2.4142416478890234,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.00807399999757763,25.0
bci_iv2a_real_s1,knn__k3,temporal_laplacian,0.2,1,0.46153670820783893,0.6799461354376372,3.1769126863660815,5.388790777271688,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.2787781999941217,25.0
bci_iv2a_real_s1,knn__k3,mean,0.2,0,0.0776343406104469,0.24407831421691173,12.689110096381748,1.576136742454833,{},,5,0.0020027999999001622,15.0
bci_iv2a_real_s1,knn__k3,nearest,0.2,0,0.08354346880708693,0.2783395322678588,12.159449724275296,1.7919117753736733,{},,5,0.004225399999995716,15.0
bci_iv2a_real_s1,knn__k3,tikhonov,0.2,0,0.17787133625269572,0.28414798161704163,11.448909238623854,1.8723338215736554,"{""alpha"": 0.1}",,5,0.005725499999243766,15.0
bci_iv2a_real_s1,knn__k3,tv,0.2,0,0.07762700418759337,0.2440550041283471,12.690092750929367,1.5759887767843272,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.146439799995278,15.0
bci_iv2a_real_s1,knn__k3,trss,0.2,0,0.061784389683939615,0.1894619399375951,14.593119738202738,1.2679641077354764,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.019202199997380376,15.0
bci_iv2a_real_s1,knn__k3,graph_time_tikhonov,0.2,0,0.3189791992322603,0.42150118241683016,7.839241510231825,2.7666794422628964,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008064300011028536,15.0
bci_iv2a_real_s1,knn__k3,temporal_laplacian,0.2,0,0.481382177814833,0.6874873540844806,3.093918657076692,5.449893911780692,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.2645468000118854,15.0
bci_iv2a_real_s1,knn__k3,mean,0.2,1,0.07674543095577108,0.24790514074225664,12.74056064230964,1.5012018845700157,{},,5,0.00212910000118427,15.0
bci_iv2a_real_s1,knn__k3,nearest,0.2,1,0.07930856157827397,0.267756232680764,12.441586476853717,1.6922110973473297,{},,5,0.004239999994751997,15.0
bci_iv2a_real_s1,knn__k3,tikhonov,0.2,1,0.17497626484912082,0.2864078214164525,11.482448310564465,1.8415973635464642,"{""alpha"": 0.1}",,5,0.00677019999420736,15.0
bci_iv2a_real_s1,knn__k3,tv,0.2,1,0.07673943760190603,0.24788679422102014,12.741335949338938,1.5011410603714637,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.1461587999947369,15.0
bci_iv2a_real_s1,knn__k3,trss,0.2,1,0.06286803471030464,0.198711806260995,14.249716344561675,1.2259967781335492,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.01939200000197161,15.0
bci_iv2a_real_s1,knn__k3,graph_time_tikhonov,0.2,1,0.3139427654498372,0.4191577675414105,7.957846681564841,2.784870795510313,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.007997799999429844,15.0
bci_iv2a_real_s1,knn__k3,temporal_laplacian,0.2,1,0.47918006185965517,0.6878151060557158,3.082876207234134,5.483864351994175,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.4618679999985034,15.0
bci_iv2a_real_s1,knn__k3,mean,0.2,0,0.10635723421415402,0.32370268322352963,9.830597585534639,2.2128072771958354,{},,5,0.002023000008193776,5.0
bci_iv2a_real_s1,knn__k3,nearest,0.2,0,0.1344385734907481,0.413580609719498,7.778401820883445,2.6677737965128228,{},,5,0.004138600008445792,5.0
bci_iv2a_real_s1,knn__k3,tikhonov,0.2,0,0.25229968085529625,0.39196485082499266,8.321679753375273,2.828486499261135,"{""alpha"": 0.1}",,5,0.005741799992392771,5.0
bci_iv2a_real_s1,knn__k3,tv,0.2,0,0.1063534262852978,0.3236895723874206,9.830929745088222,2.212812821847798,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.14607420000538696,5.0
bci_iv2a_real_s1,knn__k3,trss,0.2,0,0.10485757916332042,0.32167967783337625,9.898217935357222,2.146124856810667,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.020574499998474494,5.0
bci_iv2a_real_s1,knn__k3,graph_time_tikhonov,0.2,0,0.4523802290322542,0.5767106271492844,4.766040585395373,4.371007855939168,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008248000012827106,5.0
bci_iv2a_real_s1,knn__k3,temporal_laplacian,0.2,0,0.5576993177684504,0.7261469335448139,2.6755089649600046,5.963473346759589,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.2493429000023752,5.0
bci_iv2a_real_s1,knn__k3,mean,0.2,1,0.10658744848335919,0.3316500659830923,9.63369959229504,2.1070162969129766,{},,5,0.0020068000012543052,5.0
bci_iv2a_real_s1,knn__k3,nearest,0.2,1,0.13111881171882828,0.41010072862175706,7.733892393322648,2.4591005107883523,{},,5,0.00415890000294894,5.0
bci_iv2a_real_s1,knn__k3,tikhonov,0.2,1,0.2478859796129672,0.3942658209834892,8.226641927241925,2.7045015966801085,"{""alpha"": 0.1}",,5,0.005690600009984337,5.0
bci_iv2a_real_s1,knn__k3,tv,0.2,1,0.10658368068730942,0.33164021206555944,9.633917770946448,2.106975658718982,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.14659380000375677,5.0
bci_iv2a_real_s1,knn__k3,trss,0.2,1,0.10617760413360754,0.329606025390531,9.57781073663658,2.010152424084215,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.02132020000135526,5.0
bci_iv2a_real_s1,knn__k3,graph_time_tikhonov,0.2,1,0.44557131356843166,0.5726035252112095,4.819194896935932,4.302267146304314,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008159100005286746,5.0
bci_iv2a_real_s1,knn__k3,temporal_laplacian,0.2,1,0.5522442700903551,0.729445664409064,2.6282401608665746,5.96889996195754,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.2432161000033375,5.0
