dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch,time_sec,lambda
bci_iv2a_real_s1,gaussian__sigma1.0,tv,0.2,0,3.0357399421363035e-06,1.4237339888334896e-05,13.062905192241095,5.185357342482023e-05,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.7859454999997979,0.05
bci_iv2a_real_s1,gaussian__sigma1.0,graph_time_tikhonov,0.2,0,9.325473603892997e-06,1.9701044343552308e-05,9.553551945910035,7.966024463227132e-05,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.01260990000446327,0.05
bci_iv2a_real_s1,gaussian__sigma1.0,trss,0.2,0,7.06519113510933e-07,2.9993941928425735e-06,24.280316678835124,1.621251877497772e-05,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.38689540000632405,0.05
bci_iv2a_real_s1,gaussian__sigma1.0,temporal_laplacian,0.2,0,1.3920816145323035e-05,2.5792479813906193e-05,3.5478366474790946,0.0001534141388904603,"{""alpha"": 0.05, ""beta"": 0.5}",,5,11.66343099999358,0.05
bci_iv2a_real_s1,gaussian__sigma1.0,tv,0.2,1,3.373369542734348e-06,1.5375221087193177e-05,12.790881159261906,5.534968071677317e-05,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.19377880000683945,0.05
bci_iv2a_real_s1,gaussian__sigma1.0,graph_time_tikhonov,0.2,1,9.385640926655145e-06,2.0269262857350004e-05,9.600473502981147,8.013572037510445e-05,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.009283400009735487,0.05
bci_iv2a_real_s1,gaussian__sigma1.0,trss,0.2,1,8.287737835965958e-07,3.97560527125402e-06,23.82717555794474,1.8712174903784008e-05,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.021610299998428673,0.05
bci_iv2a_real_s1,gaussian__sigma1.0,temporal_laplacian,0.2,1,1.3939699107198425e-05,2.620422453229098e-05,3.581888739026022,0.0001523537026222095,"{""alpha"": 0.05, ""beta"": 0.5}",,5,3.19355720000749,0.05
bci_iv2a_real_s1,gaussian__sigma1.0,tv,0.2,0,3.0357401877832126e-06,1.4237340142567952e-05,13.062903926699311,5.1853576990034744e-05,"{""lam"": 0.1, ""n_iter"": 30}",,5,0.5086045999923954,0.1
bci_iv2a_real_s1,gaussian__sigma1.0,graph_time_tikhonov,0.2,0,1.1081942416238012e-05,2.2843596298446992e-05,8.31394431973302,9.574336447438791e-05,"{""alpha"": 0.1, ""beta"": 0.1}",,5,0.012998799997149035,0.1
bci_iv2a_real_s1,gaussian__sigma1.0,trss,0.2,0,9.670240239198206e-07,4.392405227982726e-06,22.11084898923657,2.0295135325137985e-05,"{""alpha"": 0.1, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.08812930001295172,0.1
bci_iv2a_real_s1,gaussian__sigma1.0,temporal_laplacian,0.2,0,1.6084483944679236e-05,2.888950980917021e-05,2.12092134615405,0.0001843784223513785,"{""alpha"": 0.1, ""beta"": 0.5}",,5,20.77129469999636,0.1
