method,mae_mean,mae_std,mae_median,time_mean_sec
trss,1.969045277353222e-06,5.065784236299368e-07,1.8760545669596653e-06,0.031772350001119776
tv,4.012558650210557e-06,1.1997033008487367e-07,4.018712799087066e-06,0.20845718499986104
graph_time_tikhonov,1.0382640786691808e-05,2.990792200972375e-06,1.0096889773686943e-05,0.01058840500045335
temporal_laplacian,2.032742257492796e-05,5.2961007671656135e-06,1.9786497689028407e-05,9.206405004998668
